calibration_field,bucket,bets,actual_win_rate,roi,profit_units,avg_odds,avg_absolute_projection_edge
absolute_projection_edge,0-0.5,412,0.4393203883495146,-0.15281553398058254,-62.96,1.9596601941747573,0.23669902912621354
absolute_projection_edge,0.5-1,184,0.4782608695652174,-0.18190217391304347,-33.47,1.7473369565217391,0.6901086956521739
