calibration_field,bucket,bets,actual_win_rate,roi,profit_units,avg_odds,avg_projection_minus_line
projection_minus_line,-1--0.5,58,0.603448275862069,-0.029655172413793094,-1.7199999999999995,1.6013793103448277,-0.6284482758620689
projection_minus_line,-0.5--0.25,73,0.6164383561643836,0.0267123287671233,1.9500000000000008,1.6731506849315068,-0.3705479452054794
projection_minus_line,-0.25-0,96,0.3645833333333333,-0.3123958333333333,-29.99,1.903229166666667,-0.12312499999999997
projection_minus_line,0-0.25,122,0.3360655737704918,-0.3140983606557377,-38.32,2.0624590163934426,0.1335245901639344
projection_minus_line,0.25-0.5,122,0.4918032786885246,0.019672131147540985,2.4000000000000004,2.070655737704918,0.35131147540983604
projection_minus_line,0.5-1,125,0.424,-0.24600000000000002,-30.750000000000004,1.81536,0.7202399999999999
