rule_removed,rule_dimensions,removed_bets,removed_roi,removed_profit_units,remaining_bets,remaining_roi,remaining_profit_units,roi_lift,profit_change_units,pct_bets_retained,baseline_roi,baseline_bets,multiple_testing_note,evidence_class
ev_bucket = 5-10 AND verified_edge_bucket = 0.5-1,2,110,-0.22699999999999998,-24.97,498,-0.13885542168674697,-69.14999999999999,0.015947209892200415,24.970000000000013,0.819078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 323,weak exploratory signal
projection_edge >= 0.56,1,123,-0.21699186991869923,-26.690000000000005,485,-0.13903092783505155,-67.43,0.015771703743895832,26.689999999999998,0.7976973684210527,-0.1548026315789474,608,exploratory; rule family comparison index 40,weak exploratory signal
side = over AND verified_edge_bucket = 0-0.5,2,133,-0.2081954887218045,-27.689999999999998,475,-0.1398526315789474,-66.43,0.014949999999999991,27.689999999999998,0.78125,-0.1548026315789474,608,exploratory; rule family comparison index 82,weak exploratory signal
projection_minus_line_bucket = -0.25-0 AND ev_bucket = 2-5,2,47,-0.321063829787234,-15.09,561,-0.140873440285205,-79.03,0.013929191293742399,15.090000000000003,0.9226973684210527,-0.1548026315789474,608,exploratory; rule family comparison index 265,weak exploratory signal
probability_bucket = 45-50% AND ev_bucket = 2-5,2,65,-0.26876923076923076,-17.47,543,-0.14116022099447514,-76.65,0.013642410584472242,17.47,0.8930921052631579,-0.1548026315789474,608,exploratory; rule family comparison index 292,weak exploratory signal
projection_minus_line_bucket = -0.25-0 AND ev_bucket = 5-10,2,49,-0.3040816326530612,-14.9,559,-0.14171735241502684,-79.22,0.013085279163920549,14.900000000000006,0.9194078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 261,weak exploratory signal
absolute_projection_edge >= 0.59,1,155,-0.18935483870967743,-29.35,453,-0.14298013245033112,-64.77,0.01182249912861627,29.35000000000001,0.7450657894736842,-0.1548026315789474,608,exploratory; rule family comparison index 52,weak exploratory signal
verified_edge_bucket = 0.5-1,1,184,-0.18190217391304347,-33.47,424,-0.14304245283018868,-60.650000000000006,0.011760178748758704,33.47,0.6973684210526315,-0.1548026315789474,608,exploratory; rule family comparison index 30,weak exploratory signal
side = under AND line_bucket = 2.5,2,132,-0.1965151515151515,-25.939999999999998,476,-0.14323529411764704,-68.17999999999999,0.011567337461300342,25.940000000000012,0.7828947368421053,-0.1548026315789474,608,exploratory; rule family comparison index 39,weak exploratory signal
side = under AND probability_bucket = 57.5-60%,2,39,-0.31307692307692303,-12.209999999999999,569,-0.1439543057996485,-81.91,0.010848325779298895,12.210000000000008,0.9358552631578947,-0.1548026315789474,608,exploratory; rule family comparison index 72,weak exploratory signal
probability_bucket = 57.5-60% AND verified_edge_bucket = 0-0.5,2,39,-0.31307692307692303,-12.209999999999999,569,-0.1439543057996485,-81.91,0.010848325779298895,12.210000000000008,0.9358552631578947,-0.1548026315789474,608,exploratory; rule family comparison index 314,weak exploratory signal
line_bucket = 2.5 AND projection_minus_line_bucket = 0-0.25,2,46,-0.2852173913043478,-13.12,562,-0.14412811387900357,-81.0,0.01067451769994382,13.120000000000005,0.9243421052631579,-0.1548026315789474,608,exploratory; rule family comparison index 96,weak exploratory signal
line_bucket = 2.5 AND projection_minus_line_bucket = -0.25-0,2,31,-0.3454838709677421,-10.710000000000004,577,-0.1445580589254766,-83.41,0.010244572653470785,10.710000000000008,0.9490131578947368,-0.1548026315789474,608,exploratory; rule family comparison index 98,weak exploratory signal
line_bucket = 5.5,1,57,-0.25140350877192985,-14.330000000000002,551,-0.14480943738656984,-79.78999999999999,0.009993194192377541,14.330000000000013,0.90625,-0.1548026315789474,608,exploratory; rule family comparison index 8,weak exploratory signal
probability_bucket = 55-57.5%,1,53,-0.2584905660377359,-13.700000000000003,555,-0.14490090090090088,-80.41999999999999,0.009901730678046505,13.700000000000017,0.912828947368421,-0.1548026315789474,608,exploratory; rule family comparison index 25,weak exploratory signal
probability_bucket = 45-50% AND ev_bucket = 5-10,2,38,-0.2994736842105263,-11.379999999999999,570,-0.14515789473684212,-82.74000000000001,0.009644736842105261,11.379999999999995,0.9375,-0.1548026315789474,608,exploratory; rule family comparison index 285,weak exploratory signal
predicted_probability < 0.4735,1,61,-0.23754098360655734,-14.489999999999998,547,-0.1455758683729433,-79.63,0.009226763206004074,14.490000000000009,0.899671052631579,-0.1548026315789474,608,exploratory; rule family comparison index 15,weak exploratory signal
line_bucket = 2.5 AND verified_edge_bucket = 0.5-1,2,58,-0.23913793103448278,-13.870000000000001,550,-0.1459090909090909,-80.25,0.008893540669856481,13.870000000000005,0.9046052631578947,-0.1548026315789474,608,exploratory; rule family comparison index 205,weak exploratory signal
line_bucket = 2.5,1,218,-0.1706422018348624,-37.2,390,-0.14594871794871794,-56.92,0.008853913630229443,37.2,0.6414473684210527,-0.1548026315789474,608,exploratory; rule family comparison index 6,weak exploratory signal
probability_bucket = 55-57.5% AND verified_edge_bucket = 0-0.5,2,39,-0.28205128205128205,-11.0,569,-0.14608084358523724,-83.11999999999999,0.00872178799371015,11.000000000000014,0.9358552631578947,-0.1548026315789474,608,exploratory; rule family comparison index 310,weak exploratory signal
side = under AND line_bucket = 1.5,2,45,-0.2628888888888889,-11.83,563,-0.14616341030195382,-82.28999999999999,0.00863922127699357,11.830000000000013,0.9259868421052632,-0.1548026315789474,608,exploratory; rule family comparison index 32,weak exploratory signal
probability_bucket = 57.5-60% AND ev_bucket = 2-5,2,34,-0.273235294117647,-9.29,574,-0.14778745644599303,-84.83,0.007015175132954354,9.290000000000006,0.944078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 297,weak exploratory signal
side = under AND line_bucket = 5.5,2,42,-0.24690476190476193,-10.370000000000001,566,-0.14796819787985865,-83.75,0.006834433699088732,10.370000000000005,0.930921052631579,-0.1548026315789474,608,exploratory; rule family comparison index 41,weak exploratory signal
absolute_projection_edge >= 0.636,1,122,-0.18147540983606558,-22.14,486,-0.14810699588477366,-71.98,0.006695635694173724,22.14,0.7993421052631579,-0.1548026315789474,608,exploratory; rule family comparison index 54,weak exploratory signal
side = over AND line_bucket = 3.5,2,69,-0.2060869565217391,-14.219999999999999,539,-0.1482374768089054,-79.9,0.006565154770041992,14.219999999999999,0.8865131578947368,-0.1548026315789474,608,exploratory; rule family comparison index 34,weak exploratory signal
side = under AND projection_minus_line_bucket = 0-0.25,2,67,-0.20746268656716416,-13.899999999999999,541,-0.14828096118299444,-80.22,0.006521670395952944,13.900000000000006,0.8898026315789473,-0.1548026315789474,608,exploratory; rule family comparison index 53,weak exploratory signal
absolute_projection_edge < 0.07,1,61,-0.21049180327868852,-12.84,547,-0.14859232175502743,-81.28,0.006210309823919957,12.840000000000003,0.899671052631579,-0.1548026315789474,608,exploratory; rule family comparison index 43,weak exploratory signal
line_bucket = 4.5 AND ev_bucket = 2-5,2,52,-0.2182692307692308,-11.350000000000001,556,-0.14886690647482015,-82.77000000000001,0.005935725104127237,11.349999999999994,0.9144736842105263,-0.1548026315789474,608,exploratory; rule family comparison index 193,weak exploratory signal
line_bucket = 2.5 AND projection_minus_line_bucket = 0.5-1,2,42,-0.23476190476190475,-9.86,566,-0.14886925795053002,-84.25999999999999,0.0059333736284173655,9.860000000000014,0.930921052631579,-0.1548026315789474,608,exploratory; rule family comparison index 102,weak exploratory signal
projection_edge >= 0.45,1,154,-0.17201298701298703,-26.490000000000002,454,-0.14896475770925108,-67.63,0.005837873869696308,26.49000000000001,0.7467105263157895,-0.1548026315789474,608,exploratory; rule family comparison index 38,weak exploratory signal
projection_minus_line_bucket = 0-0.25 AND probability_bucket = 50-52.5%,2,31,-0.25999999999999995,-8.059999999999999,577,-0.14915077989601386,-86.06,0.005651851682933529,8.060000000000002,0.9490131578947368,-0.1548026315789474,608,exploratory; rule family comparison index 230,weak exploratory signal
line_bucket = 2.5 AND ev_bucket = 2-5,2,91,-0.18505494505494505,-16.84,517,-0.14947775628626692,-77.28,0.00532487529268047,16.840000000000003,0.850328947368421,-0.1548026315789474,608,exploratory; rule family comparison index 189,weak exploratory signal
line_bucket = 4.5,1,101,-0.17871287128712868,-18.049999999999997,507,-0.1500394477317554,-76.07,0.004763183847191987,18.05000000000001,0.8338815789473685,-0.1548026315789474,608,exploratory; rule family comparison index 4,weak exploratory signal
side = under AND probability_bucket = 55-57.5%,2,34,-0.23088235294117648,-7.8500000000000005,574,-0.15029616724738676,-86.27,0.004506464331560628,7.8500000000000085,0.944078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 68,weak exploratory signal
probability_bucket = 60-62.5% AND ev_bucket = 5-10,2,32,-0.23531249999999998,-7.529999999999999,576,-0.15032986111111113,-86.59,0.004472770467836257,7.530000000000001,0.9473684210526315,-0.1548026315789474,608,exploratory; rule family comparison index 283,weak exploratory signal
recommended_ev_percent_value >= 8.937,1,61,-0.19393442622950816,-11.829999999999998,547,-0.15043875685557587,-82.29,0.004363874723371519,11.829999999999998,0.899671052631579,-0.1548026315789474,608,exploratory; rule family comparison index 14,weak exploratory signal
recommended_ev_percent_value < 2.6,1,61,-0.19377049180327868,-11.82,547,-0.15045703839122485,-82.29999999999998,0.004345593187722541,11.820000000000022,0.899671052631579,-0.1548026315789474,608,exploratory; rule family comparison index 1,weak exploratory signal
predicted_probability >= 0.6691,1,61,-0.19131147540983606,-11.67,547,-0.15073126142595977,-82.45,0.004071370152987613,11.670000000000002,0.899671052631579,-0.1548026315789474,608,exploratory; rule family comparison index 28,weak exploratory signal
line_bucket = 1.5,1,79,-0.1789873417721519,-14.139999999999999,529,-0.15119092627599243,-79.97999999999999,0.0036117053029549595,14.140000000000015,0.8700657894736842,-0.1548026315789474,608,exploratory; rule family comparison index 3,weak exploratory signal
line_bucket = 1.5 AND verified_edge_bucket = 0-0.5,2,49,-0.19448979591836735,-9.53,559,-0.1513237924865832,-84.59,0.003478839092364183,9.530000000000001,0.9194078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 195,weak exploratory signal
predicted_probability >= 0.5679,1,304,-0.1566118421052632,-47.61000000000001,304,-0.15299342105263158,-46.51,0.001809210526315802,47.61000000000001,0.5,-0.1548026315789474,608,exploratory; rule family comparison index 22,weak exploratory signal
line_bucket = 2.5 AND ev_bucket = 5-10,2,127,-0.16031496062992126,-20.36,481,-0.15334719334719332,-73.75999999999999,0.0014554382317540637,20.360000000000014,0.7911184210526315,-0.1548026315789474,608,exploratory; rule family comparison index 185,weak exploratory signal
line_bucket = 2.5 AND probability_bucket = 65-70%,2,31,-0.17774193548387093,-5.509999999999999,577,-0.15357019064124783,-88.61,0.0012324409376995582,5.510000000000005,0.9490131578947368,-0.1548026315789474,608,exploratory; rule family comparison index 131,weak exploratory signal
side = under AND probability_bucket = 50-52.5%,2,40,-0.16849999999999998,-6.739999999999999,568,-0.15383802816901407,-87.38,0.0009646034099333178,6.740000000000009,0.9342105263157895,-0.1548026315789474,608,exploratory; rule family comparison index 65,weak exploratory signal
projection_minus_line_bucket = 0-0.25 AND ev_bucket = 5-10,2,54,-0.16037037037037039,-8.66,554,-0.15425992779783393,-85.46,0.0005427037811134572,8.66000000000001,0.9111842105263158,-0.1548026315789474,608,exploratory; rule family comparison index 263,weak exploratory signal
recommended_ev_percent_value < 3.568,1,152,-0.15486842105263157,-23.54,456,-0.15478070175438596,-70.58,2.1929824561423006e-05,23.540000000000006,0.75,-0.1548026315789474,608,exploratory; rule family comparison index 5,weak exploratory signal
line_bucket = 1.5 AND ev_bucket = 5-10,2,51,-0.14666666666666667,-7.4799999999999995,557,-0.15554757630161578,-86.63999999999999,-0.0007449447226683947,7.480000000000018,0.9161184210526315,-0.1548026315789474,608,exploratory; rule family comparison index 182,weak exploratory signal
line_bucket = 4.5 AND ev_bucket = 5-10,2,49,-0.136734693877551,-6.699999999999999,559,-0.15638640429338102,-87.41999999999999,-0.0015837727144336344,6.700000000000017,0.9194078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 183,weak exploratory signal
predicted_probability < 0.5679,1,304,-0.15299342105263158,-46.51,304,-0.1566118421052632,-47.61000000000001,-0.001809210526315802,46.51,0.5,-0.1548026315789474,608,exploratory; rule family comparison index 21,weak exploratory signal
probability_bucket = 65-70% AND verified_edge_bucket = 0.5-1,2,38,-0.1213157894736842,-4.609999999999999,570,-0.15703508771929825,-89.51,-0.0022324561403508636,4.609999999999999,0.9375,-0.1548026315789474,608,exploratory; rule family comparison index 302,weak exploratory signal
line_bucket = 3.5 AND projection_minus_line_bucket = 0.5-1,2,30,-0.11099999999999999,-3.3299999999999996,578,-0.15707612456747402,-90.78999999999999,-0.0022734929885266375,3.3300000000000125,0.9506578947368421,-0.1548026315789474,608,exploratory; rule family comparison index 104,weak exploratory signal
line_bucket = 3.5 AND verified_edge_bucket = 0.5-1,2,43,-0.12093023255813952,-5.199999999999999,565,-0.15738053097345134,-88.92,-0.002577899394503952,5.200000000000003,0.9292763157894737,-0.1548026315789474,608,exploratory; rule family comparison index 202,weak exploratory signal
side = over AND probability_bucket = 52.5-55%,2,31,-0.10580645161290325,-3.2800000000000007,577,-0.15743500866551127,-90.84,-0.0026323770865638862,3.280000000000001,0.9490131578947368,-0.1548026315789474,608,exploratory; rule family comparison index 58,weak exploratory signal
side = under AND probability_bucket = 65-70%,2,49,-0.12081632653061222,-5.919999999999999,559,-0.15778175313059034,-88.2,-0.0029791215516429548,5.920000000000002,0.9194078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 60,weak exploratory signal
line_bucket = 4.5 AND verified_edge_bucket = 0-0.5,2,72,-0.12708333333333333,-9.149999999999999,536,-0.15852611940298508,-84.97,-0.0037234878240376967,9.150000000000006,0.881578947368421,-0.1548026315789474,608,exploratory; rule family comparison index 198,weak exploratory signal
side = over AND line_bucket = 2.5,2,86,-0.13093023255813954,-11.260000000000002,522,-0.15873563218390804,-82.86,-0.003933000604960657,11.260000000000005,0.8585526315789473,-0.1548026315789474,608,exploratory; rule family comparison index 36,weak exploratory signal
projection_minus_line_bucket = 0.5-1 AND ev_bucket = 2-5,2,58,-0.11465517241379311,-6.65,550,-0.15903636363636364,-87.47,-0.004233732057416256,6.650000000000006,0.9046052631578947,-0.1548026315789474,608,exploratory; rule family comparison index 264,weak exploratory signal
side = under AND probability_bucket = 62.5-65%,2,46,-0.10086956521739128,-4.639999999999999,562,-0.1592170818505338,-89.47999999999999,-0.0044144502715864065,4.640000000000015,0.9243421052631579,-0.1548026315789474,608,exploratory; rule family comparison index 66,weak exploratory signal
probability_bucket = 60-62.5%,1,60,-0.11233333333333337,-6.740000000000002,548,-0.15945255474452555,-87.38,-0.0046499231655781625,6.740000000000009,0.9013157894736842,-0.1548026315789474,608,exploratory; rule family comparison index 21,weak exploratory signal
probability_bucket = 52.5-55% AND ev_bucket = 2-5,2,33,-0.0693939393939394,-2.29,575,-0.15970434782608695,-91.83,-0.004901716247139559,2.2900000000000063,0.9457236842105263,-0.1548026315789474,608,exploratory; rule family comparison index 291,weak exploratory signal
side = over AND line_bucket = 1.5,2,34,-0.06794117647058827,-2.310000000000001,574,-0.15994773519163763,-91.81,-0.005145103612690244,2.3100000000000023,0.944078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 35,weak exploratory signal
line_bucket = 3.5 AND ev_bucket = 5-10,2,64,-0.110625,-7.08,544,-0.15999999999999998,-87.03999999999999,-0.0051973684210525894,7.0800000000000125,0.8947368421052632,-0.1548026315789474,608,exploratory; rule family comparison index 184,weak exploratory signal
projection_minus_line_bucket = 0.25-0.5 AND probability_bucket = 52.5-55%,2,36,-0.07055555555555555,-2.54,572,-0.1601048951048951,-91.58,-0.0053022635259477036,2.5400000000000063,0.9407894736842105,-0.1548026315789474,608,exploratory; rule family comparison index 215,weak exploratory signal
ev_bucket = 2-5 AND verified_edge_bucket = 0.5-1,2,74,-0.11486486486486487,-8.5,534,-0.1603370786516854,-85.62,-0.005534447072738008,8.5,0.8782894736842105,-0.1548026315789474,608,exploratory; rule family comparison index 325,weak exploratory signal
line_bucket = 2.5 AND verified_edge_bucket = 0-0.5,2,155,-0.13825806451612904,-21.43,453,-0.16046357615894039,-72.69,-0.005660944579992999,21.430000000000007,0.7450657894736842,-0.1548026315789474,608,exploratory; rule family comparison index 201,weak exploratory signal
line_bucket = 2.5 AND probability_bucket = 45-50%,2,35,-0.059142857142857136,-2.07,573,-0.16064572425828968,-92.05,-0.005843092679342299,2.0700000000000074,0.9424342105263158,-0.1548026315789474,608,exploratory; rule family comparison index 140,weak exploratory signal
projection_minus_line_bucket = 0.25-0.5 AND probability_bucket = 45-50%,2,42,-0.06785714285714287,-2.85,566,-0.16125441696113074,-91.27,-0.006451785382183356,2.8500000000000085,0.930921052631579,-0.1548026315789474,608,exploratory; rule family comparison index 223,weak exploratory signal
side = over AND ev_bucket = 5-10,2,130,-0.13076923076923078,-17.0,478,-0.1613389121338912,-77.11999999999999,-0.0065362805549438185,17.000000000000014,0.7861842105263158,-0.1548026315789474,608,exploratory; rule family comparison index 77,weak exploratory signal
probability_bucket = 60-62.5% AND verified_edge_bucket = 0-0.5,2,34,-0.04176470588235296,-1.4200000000000006,574,-0.16149825783972124,-92.69999999999999,-0.006695626260773857,1.420000000000016,0.944078947368421,-0.1548026315789474,608,exploratory; rule family comparison index 308,weak exploratory signal
probability_bucket = 65-70%,1,75,-0.1061333333333333,-7.959999999999997,533,-0.16165103189493432,-86.16,-0.0068484003159869355,7.960000000000008,0.8766447368421053,-0.1548026315789474,608,exploratory; rule family comparison index 20,weak exploratory signal
side = under AND probability_bucket = 60-62.5%,2,38,-0.05131578947368421,-1.95,570,-0.1617017543859649,-92.17,-0.006899122807017516,1.9500000000000028,0.9375,-0.1548026315789474,608,exploratory; rule family comparison index 64,weak exploratory signal
probability_bucket = 65-70% AND ev_bucket = 5-10,2,62,-0.09209677419354839,-5.71,546,-0.16192307692307692,-88.41,-0.0071204453441295334,5.710000000000008,0.8980263157894737,-0.1548026315789474,608,exploratory; rule family comparison index 282,weak exploratory signal
line_bucket = 3.5 AND verified_edge_bucket = 0-0.5,2,77,-0.10558441558441557,-8.129999999999999,531,-0.16193973634651598,-85.98999999999998,-0.007137104767568597,8.130000000000024,0.8733552631578947,-0.1548026315789474,608,exploratory; rule family comparison index 197,weak exploratory signal
line_bucket = 3.5 AND ev_bucket = 2-5,2,58,-0.08706896551724136,-5.049999999999999,550,-0.16194545454545453,-89.07,-0.007142822966507145,5.050000000000011,0.9046052631578947,-0.1548026315789474,608,exploratory; rule family comparison index 191,weak exploratory signal
probability_bucket = 52.5-55% AND ev_bucket = 5-10,2,37,-0.02972972972972972,-1.0999999999999996,571,-0.16290718038528898,-93.02000000000001,-0.008104548806341594,1.0999999999999943,0.9391447368421053,-0.1548026315789474,608,exploratory; rule family comparison index 281,weak exploratory signal
recommended_ev_percent_value >= 7.898,1,122,-0.12180327868852459,-14.86,486,-0.1630864197530864,-79.25999999999999,-0.008283788174139023,14.860000000000014,0.7993421052631579,-0.1548026315789474,608,exploratory; rule family comparison index 12,weak exploratory signal
projection_edge >= 0.75,1,65,-0.07907692307692309,-5.140000000000001,543,-0.16386740331491711,-88.97999999999999,-0.009064771735969729,5.140000000000015,0.8930921052631579,-0.1548026315789474,608,exploratory; rule family comparison index 42,weak exploratory signal
absolute_projection_edge >= 0.77,1,62,-0.06645161290322582,-4.120000000000001,546,-0.1648351648351648,-89.99999999999999,-0.010032533256217419,4.120000000000019,0.8980263157894737,-0.1548026315789474,608,exploratory; rule family comparison index 56,weak exploratory signal
probability_bucket = 62.5-65%,1,74,-0.08162162162162163,-6.040000000000001,534,-0.1649438202247191,-88.08,-0.01014118864577171,6.040000000000006,0.8782894736842105,-0.1548026315789474,608,exploratory; rule family comparison index 24,weak exploratory signal
projection_minus_line_bucket = -1--0.5 AND ev_bucket = 5-10,2,43,-0.020232558139534892,-0.8700000000000003,565,-0.16504424778761062,-93.25,-0.010241616208663235,0.8700000000000045,0.9292763157894737,-0.1548026315789474,608,exploratory; rule family comparison index 262,weak exploratory signal
side = under AND probability_bucket = 45-50%,2,50,-0.0398,-1.9900000000000002,558,-0.16510752688172042,-92.13,-0.010304895302773037,1.990000000000009,0.9177631578947368,-0.1548026315789474,608,exploratory; rule family comparison index 63,weak exploratory signal
side = under AND verified_edge_bucket = 0.5-1,2,79,-0.08531645569620251,-6.739999999999998,529,-0.165179584120983,-87.38,-0.010376952542035606,6.740000000000009,0.8700657894736842,-0.1548026315789474,608,exploratory; rule family comparison index 84,weak exploratory signal
side = under AND probability_bucket = 52.5-55%,2,39,-0.0028205128205128285,-0.11000000000000032,569,-0.16521968365553602,-94.00999999999999,-0.010417052076588634,0.11000000000001364,0.9358552631578947,-0.1548026315789474,608,exploratory; rule family comparison index 70,weak exploratory signal
