pick,player,position,count,probability,moneyline
1,Fernando Mendoza,QB,5000,1.0,-inf
2,Arvell Reese,LB,2367,0.4734,+111
2,David Bailey,EDGE,1974,0.3948,+153
2,Carnell Tate,WR,236,0.0472,+2019
2,Sonny Styles,LB,202,0.0404,+2375
2,Rueben Bain,EDGE,103,0.0206,+4754
2,Jeremiyah Love,RB,43,0.0086,+11528
2,Francis Mauigoa,OT,37,0.0074,+13414
2,Mansoor Delane,CB,36,0.0072,+13789
2,Caleb Downs,S,1,0.0002,+499900
2,Spencer Fano,OT,1,0.0002,+499900
3,Francis Mauigoa,OT,1606,0.3212,+211
3,David Bailey,EDGE,1358,0.2716,+268
3,Arvell Reese,LB,1339,0.2678,+273
3,Rueben Bain,EDGE,194,0.0388,+2477
3,Sonny Styles,LB,180,0.036,+2678
3,Spencer Fano,OT,128,0.0256,+3806
3,Jeremiyah Love,RB,102,0.0204,+4802
3,Monroe Freeling,OT,37,0.0074,+13414
3,Carnell Tate,WR,29,0.0058,+17141
3,Mansoor Delane,CB,21,0.0042,+23710
3,Caleb Downs,S,6,0.0012,+83233
4,Jeremiyah Love,RB,1743,0.3486,+187
4,David Bailey,EDGE,977,0.1954,+412
4,Carnell Tate,WR,617,0.1234,+710
4,Arvell Reese,LB,591,0.1182,+746
4,Rueben Bain,EDGE,492,0.0984,+916
4,Sonny Styles,LB,368,0.0736,+1259
4,Francis Mauigoa,OT,117,0.0234,+4174
4,Makai Lemon,WR,38,0.0076,+13058
4,Caleb Downs,S,29,0.0058,+17141
4,Spencer Fano,OT,10,0.002,+49900
4,Mansoor Delane,CB,9,0.0018,+55456
4,Monroe Freeling,OT,9,0.0018,+55456
5,Carnell Tate,WR,1157,0.2314,+332
5,Sonny Styles,LB,880,0.176,+468
5,Francis Mauigoa,OT,816,0.1632,+513
5,Jeremiyah Love,RB,724,0.1448,+591
5,Caleb Downs,S,619,0.1238,+708
5,Arvell Reese,LB,323,0.0646,+1448
5,Makai Lemon,WR,121,0.0242,+4032
5,Spencer Fano,OT,109,0.0218,+4487
5,Monroe Freeling,OT,86,0.0172,+5714
5,David Bailey,EDGE,81,0.0162,+6073
5,Rueben Bain,EDGE,46,0.0092,+10770
5,Mansoor Delane,CB,35,0.007,+14186
5,Jermod McCoy,CB,3,0.0006,+166567
6,Carnell Tate,WR,1639,0.3278,+205
6,Francis Mauigoa,OT,948,0.1896,+427
6,Monroe Freeling,OT,603,0.1206,+729
6,Makai Lemon,WR,373,0.0746,+1240
6,Spencer Fano,OT,332,0.0664,+1406
6,Jeremiyah Love,RB,269,0.0538,+1759
6,Rueben Bain,EDGE,214,0.0428,+2236
6,Sonny Styles,LB,175,0.035,+2757
6,Mansoor Delane,CB,120,0.024,+4067
6,Jordyn Tyson,WR,110,0.022,+4445
6,David Bailey,EDGE,77,0.0154,+6394
6,Caleb Downs,S,58,0.0116,+8521
6,Arvell Reese,LB,32,0.0064,+15525
6,Olaivavega Ioane,IOL,24,0.0048,+20733
6,Jermod McCoy,CB,22,0.0044,+22627
6,Kenyon Sadiq,TE,2,0.0004,+249900
6,Ty Simpson,QB,2,0.0004,+249900
7,Rueben Bain,EDGE,1620,0.324,+209
7,Sonny Styles,LB,748,0.1496,+568
7,Carnell Tate,WR,558,0.1116,+796
7,Caleb Downs,S,510,0.102,+880
7,Jeremiyah Love,RB,363,0.0726,+1277
7,Makai Lemon,WR,274,0.0548,+1725
7,David Bailey,EDGE,216,0.0432,+2215
7,Jordyn Tyson,WR,210,0.042,+2281
7,Francis Mauigoa,OT,137,0.0274,+3550
7,Arvell Reese,LB,121,0.0242,+4032
7,Mansoor Delane,CB,112,0.0224,+4364
7,Spencer Fano,OT,51,0.0102,+9704
7,Jermod McCoy,CB,35,0.007,+14186
7,Monroe Freeling,OT,27,0.0054,+18419
7,Dillon Thieneman,S,11,0.0022,+45355
7,Kenyon Sadiq,TE,4,0.0008,+124900
7,Olaivavega Ioane,IOL,3,0.0006,+166567
