team,position,count,probability,moneyline
ARI,OT,1771,0.3542,+182
ARI,EDGE,1552,0.3104,+222
ARI,LB,1519,0.3038,+229
ARI,RB,102,0.0204,+4802
ARI,WR,29,0.0058,+17141
ARI,CB,21,0.0042,+23710
ARI,S,6,0.0012,+83233
BAL,WR,2103,0.4206,+138
BAL,IOL,1423,0.2846,+251
BAL,TE,514,0.1028,+873
BAL,OT,416,0.0832,+1102
BAL,EDGE,221,0.0442,+2162
BAL,RB,111,0.0222,+4405
BAL,S,85,0.017,+5782
BAL,CB,63,0.0126,+7837
BAL,LB,63,0.0126,+7837
BAL,QB,1,0.0002,+499900
BUF,EDGE,1802,0.3604,+177
BUF,WR,1737,0.3474,+188
BUF,DT,666,0.1332,+651
BUF,OT,197,0.0394,+2438
BUF,IOL,179,0.0358,+2693
BUF,S,170,0.034,+2841
BUF,CB,114,0.0228,+4286
BUF,LB,87,0.0174,+5647
BUF,RB,18,0.0036,+27678
BUF,TE,17,0.0034,+29312
BUF,QB,13,0.0026,+38362
CAR,EDGE,1496,0.2992,+234
CAR,TE,1192,0.2384,+319
CAR,WR,1038,0.2076,+382
CAR,OT,723,0.1446,+592
CAR,DT,184,0.0368,+2617
CAR,S,133,0.0266,+3659
CAR,CB,105,0.021,+4662
CAR,RB,73,0.0146,+6749
CAR,IOL,28,0.0056,+17757
CAR,LB,28,0.0056,+17757
CHI,DT,2811,0.5622,-128
CHI,S,1089,0.2178,+359
CHI,CB,357,0.0714,+1301
CHI,OT,270,0.054,+1752
CHI,WR,214,0.0428,+2236
CHI,EDGE,171,0.0342,+2824
CHI,RB,25,0.005,+19900
CHI,LB,21,0.0042,+23710
CHI,IOL,18,0.0036,+27678
CHI,QB,12,0.0024,+41567
CHI,TE,12,0.0024,+41567
CIN,S,2414,0.4828,+107
CIN,LB,793,0.1586,+531
CIN,OT,594,0.1188,+742
CIN,WR,306,0.0612,+1534
CIN,CB,295,0.059,+1595
CIN,IOL,274,0.0548,+1725
CIN,EDGE,176,0.0352,+2741
CIN,RB,107,0.0214,+4573
CIN,TE,40,0.008,+12400
CIN,QB,1,0.0002,+499900
CLE,WR,4088,0.8176,-448
CLE,OT,3923,0.7846,-364
CLE,EDGE,510,0.102,+880
CLE,RB,315,0.063,+1487
CLE,CB,302,0.0604,+1556
CLE,LB,233,0.0466,+2046
CLE,S,186,0.0372,+2588
CLE,IOL,176,0.0352,+2741
CLE,DT,169,0.0338,+2859
CLE,QB,71,0.0142,+6942
CLE,TE,27,0.0054,+18419
DAL,CB,3486,0.6972,-230
DAL,EDGE,1930,0.386,+159
DAL,S,1505,0.301,+232
DAL,OT,1118,0.2236,+347
DAL,LB,682,0.1364,+633
DAL,WR,477,0.0954,+948
DAL,DT,422,0.0844,+1085
DAL,RB,194,0.0388,+2477
DAL,IOL,96,0.0192,+5108
DAL,TE,88,0.0176,+5582
DAL,QB,2,0.0004,+249900
DET,OT,4000,0.8,-400
DET,EDGE,264,0.0528,+1794
DET,S,166,0.0332,+2912
DET,DT,128,0.0256,+3806
DET,WR,128,0.0256,+3806
DET,TE,94,0.0188,+5219
DET,RB,79,0.0158,+6229
DET,IOL,72,0.0144,+6844
DET,LB,46,0.0092,+10770
DET,CB,23,0.0046,+21639
HOU,DT,1897,0.3794,+164
HOU,OT,1881,0.3762,+166
HOU,EDGE,269,0.0538,+1759
HOU,CB,261,0.0522,+1816
HOU,IOL,246,0.0492,+1933
HOU,WR,190,0.038,+2532
HOU,RB,94,0.0188,+5219
HOU,LB,69,0.0138,+7146
HOU,S,33,0.0066,+15052
HOU,TE,31,0.0062,+16029
HOU,QB,29,0.0058,+17141
KC,CB,3038,0.6076,-155
KC,EDGE,2883,0.5766,-136
KC,OT,1728,0.3456,+189
KC,WR,1119,0.2238,+347
KC,S,820,0.164,+510
KC,LB,150,0.03,+3233
KC,DT,120,0.024,+4067
KC,RB,53,0.0106,+9334
KC,IOL,35,0.007,+14186
KC,TE,30,0.006,+16567
