pick,player,position,count,probability,moneyline
7,Arvell Reese,LB,149,0.0298,+3256
7,Mansoor Delane,CB,116,0.0232,+4210
7,Francis Mauigoa,OT,100,0.02,+4900
7,Spencer Fano,OT,44,0.0088,+11264
7,Jermod McCoy,CB,43,0.0086,+11528
7,Monroe Freeling,OT,37,0.0074,+13414
7,Dillon Thieneman,S,24,0.0048,+20733
7,Kenyon Sadiq,TE,6,0.0012,+83233
7,Olaivavega Ioane,IOL,2,0.0004,+249900
8,Mansoor Delane,CB,1585,0.317,+215
8,Rueben Bain,EDGE,969,0.1938,+416
8,Makai Lemon,WR,584,0.1168,+756
8,Jermod McCoy,CB,376,0.0752,+1230
8,Carnell Tate,WR,375,0.075,+1233
8,Jordyn Tyson,WR,323,0.0646,+1448
8,Sonny Styles,LB,200,0.04,+2400
8,David Bailey,EDGE,184,0.0368,+2617
8,Caleb Downs,S,88,0.0176,+5582
8,Spencer Fano,OT,69,0.0138,+7146
8,Jeremiyah Love,RB,68,0.0136,+7253
8,Monroe Freeling,OT,62,0.0124,+7965
8,Francis Mauigoa,OT,53,0.0106,+9334
8,Arvell Reese,LB,32,0.0064,+15525
8,Olaivavega Ioane,IOL,18,0.0036,+27678
8,Kadyn Proctor,OT,8,0.0016,+62400
8,Dillon Thieneman,S,4,0.0008,+124900
8,Kenyon Sadiq,TE,2,0.0004,+249900
9,Mansoor Delane,CB,1011,0.2022,+395
9,Spencer Fano,OT,640,0.128,+681
9,Caleb Downs,S,606,0.1212,+725
9,Jermod McCoy,CB,606,0.1212,+725
9,Rueben Bain,EDGE,548,0.1096,+812
9,Monroe Freeling,OT,396,0.0792,+1163
9,Makai Lemon,WR,272,0.0544,+1738
9,Francis Mauigoa,OT,196,0.0392,+2451
9,Jordyn Tyson,WR,163,0.0326,+2967
9,Carnell Tate,WR,131,0.0262,+3717
9,David Bailey,EDGE,109,0.0218,+4487
9,Keldric Faulk,EDGE,85,0.017,+5782
9,Kadyn Proctor,OT,54,0.0108,+9159
9,Sonny Styles,LB,51,0.0102,+9704
9,Dillon Thieneman,S,37,0.0074,+13414
9,Jeremiyah Love,RB,36,0.0072,+13789
9,Arvell Reese,LB,23,0.0046,+21639
9,Olaivavega Ioane,IOL,21,0.0042,+23710
9,Kenyon Sadiq,TE,15,0.003,+33233
10,Caleb Downs,S,1863,0.3726,+168
10,Sonny Styles,LB,679,0.1358,+636
10,Dillon Thieneman,S,548,0.1096,+812
10,Olaivavega Ioane,IOL,295,0.059,+1595
10,Spencer Fano,OT,233,0.0466,+2046
10,Monroe Freeling,OT,213,0.0426,+2247
10,Arvell Reese,LB,197,0.0394,+2438
10,Mansoor Delane,CB,166,0.0332,+2912
10,Makai Lemon,WR,124,0.0248,+3932
10,Jermod McCoy,CB,121,0.0242,+4032
10,Jordyn Tyson,WR,120,0.024,+4067
10,Jeremiyah Love,RB,111,0.0222,+4405
10,Rueben Bain,EDGE,100,0.02,+4900
10,Francis Mauigoa,OT,78,0.0156,+6310
10,Kenyon Sadiq,TE,48,0.0096,+10317
10,Carnell Tate,WR,25,0.005,+19900
10,David Bailey,EDGE,24,0.0048,+20733
10,Kadyn Proctor,OT,19,0.0038,+26216
10,Keldric Faulk,EDGE,19,0.0038,+26216
10,Akheem Mesidor,EDGE,16,0.0032,+31150
10,Ty Simpson,QB,1,0.0002,+499900
11,Makai Lemon,WR,914,0.1828,+447
11,Jermod McCoy,CB,748,0.1496,+568
11,Jordyn Tyson,WR,719,0.1438,+595
11,Mansoor Delane,CB,697,0.1394,+617
11,Olaivavega Ioane,IOL,594,0.1188,+742
11,Caleb Downs,S,198,0.0396,+2425
11,Kenyon Sadiq,TE,181,0.0362,+2662
11,Dillon Thieneman,S,140,0.028,+3471
11,Omar Cooper Jr.,WR,121,0.0242,+4032
11,Spencer Fano,OT,109,0.0218,+4487
11,Rueben Bain,EDGE,101,0.0202,+4850
11,Monroe Freeling,OT,93,0.0186,+5276
11,Akheem Mesidor,EDGE,70,0.014,+7043
11,Carnell Tate,WR,64,0.0128,+7712
11,Keldric Faulk,EDGE,57,0.0114,+8672
11,David Bailey,EDGE,53,0.0106,+9334
11,Jeremiyah Love,RB,46,0.0092,+10770
11,Francis Mauigoa,OT,30,0.006,+16567
11,Kadyn Proctor,OT,22,0.0044,+22627
11,Sonny Styles,LB,21,0.0042,+23710
11,Emmanuel McNeil-Warren,S,11,0.0022,+45355
11,Arvell Reese,LB,10,0.002,+49900
11,Ty Simpson,QB,1,0.0002,+499900
12,Jermod McCoy,CB,1775,0.355,+182
12,Mansoor Delane,CB,771,0.1542,+549
12,Sonny Styles,LB,409,0.0818,+1122
12,Keldric Faulk,EDGE,320,0.064,+1462
12,Dillon Thieneman,S,241,0.0482,+1975
12,Monroe Freeling,OT,206,0.0412,+2327
12,Spencer Fano,OT,194,0.0388,+2477
12,Caleb Downs,S,138,0.0276,+3523
12,Jeremiyah Love,RB,115,0.023,+4248
12,Makai Lemon,WR,100,0.02,+4900
12,Akheem Mesidor,EDGE,96,0.0192,+5108
12,Jordyn Tyson,WR,96,0.0192,+5108
12,Rueben Bain,EDGE,90,0.018,+5456
12,Kenyon Sadiq,TE,80,0.016,+6150
12,Emmanuel McNeil-Warren,S,73,0.0146,+6749
12,Francis Mauigoa,OT,73,0.0146,+6749
12,Olaivavega Ioane,IOL,70,0.014,+7043
12,Arvell Reese,LB,51,0.0102,+9704
12,Kadyn Proctor,OT,47,0.0094,+10538
12,David Bailey,EDGE,29,0.0058,+17141
12,Omar Cooper Jr.,WR,13,0.0026,+38362
12,Carnell Tate,WR,7,0.0014,+71329
12,Blake Miller,OT,4,0.0008,+124900
12,Caleb Lomu,OT,1,0.0002,+499900
12,Ty Simpson,QB,1,0.0002,+499900
13,Jordyn Tyson,WR,1188,0.2376,+321
13,Spencer Fano,OT,868,0.1736,+476
13,Monroe Freeling,OT,787,0.1574,+535
13,Makai Lemon,WR,777,0.1554,+544
13,Francis Mauigoa,OT,263,0.0526,+1801
13,Kadyn Proctor,OT,258,0.0516,+1838
13,Sonny Styles,LB,153,0.0306,+3168
13,Omar Cooper Jr.,WR,145,0.029,+3348
13,Jeremiyah Love,RB,73,0.0146,+6749
13,Blake Miller,OT,64,0.0128,+7712
13,Olaivavega Ioane,IOL,58,0.0116,+8521
13,Kenyon Sadiq,TE,51,0.0102,+9704
13,Keldric Faulk,EDGE,49,0.0098,+10104
13,Carnell Tate,WR,47,0.0094,+10538
13,Akheem Mesidor,EDGE,46,0.0092,+10770
13,Jermod McCoy,CB,44,0.0088,+11264
13,Dillon Thieneman,S,39,0.0078,+12721
13,Kevin Concepcion,WR,28,0.0056,+17757
13,Caleb Lomu,OT,15,0.003,+33233
13,Mansoor Delane,CB,12,0.0024,+41567
13,Caleb Downs,S,11,0.0022,+45355
13,Rueben Bain,EDGE,7,0.0014,+71329
13,David Bailey,EDGE,6,0.0012,+83233
13,Arvell Reese,LB,5,0.001,+99900
13,Emmanuel McNeil-Warren,S,5,0.001,+99900
13,Ty Simpson,QB,1,0.0002,+499900
14,Olaivavega Ioane,IOL,1399,0.2798,+257
14,Jordyn Tyson,WR,828,0.1656,+504
14,Omar Cooper Jr.,WR,598,0.1196,+736
14,Kenyon Sadiq,TE,562,0.1124,+790
14,Makai Lemon,WR,553,0.1106,+804
14,Monroe Freeling,OT,140,0.028,+3471
14,Akheem Mesidor,EDGE,116,0.0232,+4210
14,Keldric Faulk,EDGE,100,0.02,+4900
14,Kadyn Proctor,OT,94,0.0188,+5219
14,Jeremiyah Love,RB,93,0.0186,+5276
14,Dillon Thieneman,S,65,0.013,+7592
14,Jermod McCoy,CB,62,0.0124,+7965
14,Kevin Concepcion,WR,62,0.0124,+7965
14,Francis Mauigoa,OT,61,0.0122,+8097
14,Carnell Tate,WR,60,0.012,+8233
14,Sonny Styles,LB,50,0.01,+9900
14,Spencer Fano,OT,50,0.01,+9900
14,Rueben Bain,EDGE,28,0.0056,+17757
14,Blake Miller,OT,20,0.004,+24900
14,David Bailey,EDGE,13,0.0026,+38362
14,Caleb Downs,S,10,0.002,+49900
14,Caleb Lomu,OT,9,0.0018,+55456
14,Mansoor Delane,CB,9,0.0018,+55456
14,Emmanuel McNeil-Warren,S,7,0.0014,+71329
14,Avieon Terrell,CB,6,0.0012,+83233
14,Arvell Reese,LB,4,0.0008,+124900
14,Ty Simpson,QB,1,0.0002,+499900
15,Keldric Faulk,EDGE,1434,0.2868,+249
15,Kenyon Sadiq,TE,1121,0.2242,+346
15,Akheem Mesidor,EDGE,808,0.1616,+519
15,Jermod McCoy,CB,448,0.0896,+1016
15,Olaivavega Ioane,IOL,374,0.0748,+1237
15,Rueben Bain,EDGE,166,0.0332,+2912
15,Kadyn Proctor,OT,79,0.0158,+6229
15,Jeremiyah Love,RB,74,0.0148,+6657
15,Mansoor Delane,CB,70,0.014,+7043
15,Jordyn Tyson,WR,48,0.0096,+10317
15,Monroe Freeling,OT,45,0.009,+11011
15,Dillon Thieneman,S,42,0.0084,+11805
15,Sonny Styles,LB,42,0.0084,+11805
15,Francis Mauigoa,OT,39,0.0078,+12721
15,Spencer Fano,OT,36,0.0072,+13789
15,Makai Lemon,WR,29,0.0058,+17141
15,Emmanuel McNeil-Warren,S,25,0.005,+19900
15,Omar Cooper Jr.,WR,25,0.005,+19900
15,David Bailey,EDGE,22,0.0044,+22627
15,Blake Miller,OT,21,0.0042,+23710
15,Avieon Terrell,CB,15,0.003,+33233
15,Caleb Lomu,OT,15,0.003,+33233
15,Kevin Concepcion,WR,10,0.002,+49900
15,Caleb Downs,S,7,0.0014,+71329
15,Carnell Tate,WR,3,0.0006,+166567
15,Arvell Reese,LB,2,0.0004,+249900
16,Akheem Mesidor,EDGE,711,0.1422,+603
16,Omar Cooper Jr.,WR,671,0.1342,+645
16,Keldric Faulk,EDGE,537,0.1074,+831
16,Jordyn Tyson,WR,482,0.0964,+937
16,Olaivavega Ioane,IOL,472,0.0944,+959
16,Kevin Concepcion,WR,256,0.0512,+1853
16,Jermod McCoy,CB,235,0.047,+2028
16,Sonny Styles,LB,231,0.0462,+2065
16,Makai Lemon,WR,156,0.0312,+3105
16,Kadyn Proctor,OT,138,0.0276,+3523
16,Dillon Thieneman,S,132,0.0264,+3688
16,Kenyon Sadiq,TE,127,0.0254,+3837
16,Avieon Terrell,CB,116,0.0232,+4210
16,Jeremiyah Love,RB,110,0.022,+4445
16,Ty Simpson,QB,103,0.0206,+4754
16,Rueben Bain,EDGE,74,0.0148,+6657
16,Blake Miller,OT,66,0.0132,+7476
16,Spencer Fano,OT,59,0.0118,+8375
16,Carnell Tate,WR,54,0.0108,+9159
16,Francis Mauigoa,OT,50,0.01,+9900
16,Mansoor Delane,CB,48,0.0096,+10317
16,Monroe Freeling,OT,44,0.0088,+11264
16,Emmanuel McNeil-Warren,S,35,0.007,+14186
16,T.J. Parker,EDGE,33,0.0066,+15052
16,Caleb Lomu,OT,23,0.0046,+21639
16,Caleb Downs,S,12,0.0024,+41567
16,Arvell Reese,LB,9,0.0018,+55456
16,Peter Woods,DT,6,0.0012,+83233
16,Drew Allar,QB,5,0.001,+99900
16,Garrett Nussmeier,QB,4,0.0008,+124900
16,David Bailey,EDGE,1,0.0002,+499900
17,Kadyn Proctor,OT,1777,0.3554,+181
17,Caleb Lomu,OT,575,0.115,+770
17,Blake Miller,OT,552,0.1104,+806
17,Spencer Fano,OT,412,0.0824,+1114
17,Monroe Freeling,OT,393,0.0786,+1172
17,Francis Mauigoa,OT,270,0.054,+1752
17,Peter Woods,DT,167,0.0334,+2894
17,Akheem Mesidor,EDGE,135,0.027,+3604
17,Keldric Faulk,EDGE,110,0.022,+4445
17,Dillon Thieneman,S,99,0.0198,+4951
17,Jeremiyah Love,RB,97,0.0194,+5055
17,Kenyon Sadiq,TE,81,0.0162,+6073
17,Omar Cooper Jr.,WR,69,0.0138,+7146
17,Olaivavega Ioane,IOL,61,0.0122,+8097
17,Emmanuel McNeil-Warren,S,41,0.0082,+12095
17,Sonny Styles,LB,41,0.0082,+12095
17,Jordyn Tyson,WR,28,0.0056,+17757
17,Avieon Terrell,CB,16,0.0032,+31150
17,Jermod McCoy,CB,15,0.003,+33233
17,Rueben Bain,EDGE,14,0.0028,+35614
17,Caleb Downs,S,11,0.0022,+45355
17,Kevin Concepcion,WR,9,0.0018,+55456
17,Makai Lemon,WR,8,0.0016,+62400
17,T.J. Parker,EDGE,6,0.0012,+83233
17,Carnell Tate,WR,5,0.001,+99900
17,Denzel Boston,WR,3,0.0006,+166567
17,Mansoor Delane,CB,3,0.0006,+166567
17,Arvell Reese,LB,2,0.0004,+249900
18,Dillon Thieneman,S,1888,0.3776,+165
18,Emmanuel McNeil-Warren,S,1338,0.2676,+274
18,Jeremiyah Love,RB,356,0.0712,+1304
18,Caleb Downs,S,238,0.0476,+2001
18,Avieon Terrell,CB,168,0.0336,+2876
18,Peter Woods,DT,160,0.032,+3025
18,Kadyn Proctor,OT,90,0.018,+5456
18,Jermod McCoy,CB,82,0.0164,+5998
18,Kenyon Sadiq,TE,82,0.0164,+5998
18,Keldric Faulk,EDGE,72,0.0144,+6844
18,Mansoor Delane,CB,71,0.0142,+6942
18,Omar Cooper Jr.,WR,58,0.0116,+8521
18,Akheem Mesidor,EDGE,54,0.0108,+9159
18,Kayden McDonald,DT,45,0.009,+11011
18,Kevin Concepcion,WR,44,0.0088,+11264
18,Olaivavega Ioane,IOL,44,0.0088,+11264
18,Blake Miller,OT,43,0.0086,+11528
18,Caleb Lomu,OT,35,0.007,+14186
18,Monroe Freeling,OT,32,0.0064,+15525
18,Sonny Styles,LB,24,0.0048,+20733
18,Spencer Fano,OT,23,0.0046,+21639
18,Francis Mauigoa,OT,15,0.003,+33233
18,T.J. Parker,EDGE,10,0.002,+49900
18,Rueben Bain,EDGE,9,0.0018,+55456
18,Makai Lemon,WR,7,0.0014,+71329
18,Jordyn Tyson,WR,6,0.0012,+83233
18,Carnell Tate,WR,3,0.0006,+166567
18,Denzel Boston,WR,3,0.0006,+166567
19,Kenyon Sadiq,TE,1110,0.222,+350
19,Akheem Mesidor,EDGE,715,0.143,+599
19,Omar Cooper Jr.,WR,529,0.1058,+845
19,Keldric Faulk,EDGE,523,0.1046,+856
19,Kevin Concepcion,WR,326,0.0652,+1434
19,Peter Woods,DT,232,0.0464,+2055
19,Kadyn Proctor,OT,221,0.0442,+2162
19,Blake Miller,OT,202,0.0404,+2375
19,T.J. Parker,EDGE,128,0.0256,+3806
19,Denzel Boston,WR,95,0.019,+5163
19,Caleb Lomu,OT,93,0.0186,+5276
19,Spencer Fano,OT,89,0.0178,+5518
19,Avieon Terrell,CB,84,0.0168,+5852
19,Jeremiyah Love,RB,72,0.0144,+6844
19,Dillon Thieneman,S,70,0.014,+7043
19,Monroe Freeling,OT,69,0.0138,+7146
19,Emmanuel McNeil-Warren,S,62,0.0124,+7965
19,Jordyn Tyson,WR,60,0.012,+8233
19,Makai Lemon,WR,52,0.0104,+9515
19,Kayden McDonald,DT,48,0.0096,+10317
19,Francis Mauigoa,OT,44,0.0088,+11264
19,Rueben Bain,EDGE,43,0.0086,+11528
19,Olaivavega Ioane,IOL,29,0.0058,+17141
19,Cashius Howell,EDGE,25,0.005,+19900
19,Carnell Tate,WR,19,0.0038,+26216
19,Jermod McCoy,CB,16,0.0032,+31150
19,Sonny Styles,LB,16,0.0032,+31150
19,Mansoor Delane,CB,14,0.0028,+35614
19,Caleb Downs,S,13,0.0026,+38362
19,Ty Simpson,QB,1,0.0002,+499900
20,Avieon Terrell,CB,732,0.1464,+583
20,Akheem Mesidor,EDGE,654,0.1308,+665
20,Emmanuel McNeil-Warren,S,540,0.108,+826
20,Keldric Faulk,EDGE,504,0.1008,+892
20,Dillon Thieneman,S,475,0.095,+953
20,Peter Woods,DT,348,0.0696,+1337
20,Sonny Styles,LB,239,0.0478,+1992
20,Omar Cooper Jr.,WR,152,0.0304,+3189
20,Kadyn Proctor,OT,141,0.0282,+3446
20,T.J. Parker,EDGE,132,0.0264,+3688
20,Kayden McDonald,DT,127,0.0254,+3837
20,Blake Miller,OT,115,0.023,+4248
20,Caleb Lomu,OT,110,0.022,+4445
20,Jermod McCoy,CB,100,0.02,+4900
20,Jeremiyah Love,RB,93,0.0186,+5276
20,Caleb Downs,S,80,0.016,+6150
20,Mansoor Delane,CB,69,0.0138,+7146
20,Kevin Concepcion,WR,63,0.0126,+7837
20,Rueben Bain,EDGE,54,0.0108,+9159
20,Spencer Fano,OT,49,0.0098,+10104
20,Monroe Freeling,OT,42,0.0084,+11805
20,Cashius Howell,EDGE,37,0.0074,+13414
20,Francis Mauigoa,OT,31,0.0062,+16029
20,Kenyon Sadiq,TE,31,0.0062,+16029
20,Olaivavega Ioane,IOL,28,0.0056,+17757
20,Denzel Boston,WR,21,0.0042,+23710
20,Makai Lemon,WR,12,0.0024,+41567
20,Jordyn Tyson,WR,11,0.0022,+45355
20,Carnell Tate,WR,8,0.0016,+62400
20,Arvell Reese,LB,1,0.0002,+499900
20,Ty Simpson,QB,1,0.0002,+499900
21,Caleb Lomu,OT,827,0.1654,+505
21,Kadyn Proctor,OT,787,0.1574,+535
21,Blake Miller,OT,733,0.1466,+582
21,Omar Cooper Jr.,WR,442,0.0884,+1031
21,Kevin Concepcion,WR,367,0.0734,+1262
21,Avieon Terrell,CB,357,0.0714,+1301
21,Spencer Fano,OT,278,0.0556,+1699
21,Monroe Freeling,OT,243,0.0486,+1958
21,Jeremiyah Love,RB,180,0.036,+2678
21,Francis Mauigoa,OT,98,0.0196,+5002
21,Denzel Boston,WR,78,0.0156,+6310
21,Ty Simpson,QB,77,0.0154,+6394
21,Olaivavega Ioane,IOL,56,0.0112,+8829
21,Emmanuel McNeil-Warren,S,54,0.0108,+9159
21,Akheem Mesidor,EDGE,40,0.008,+12400
21,Keldric Faulk,EDGE,40,0.008,+12400
21,Jermod McCoy,CB,38,0.0076,+13058
21,Max Iheanachor,OT,38,0.0076,+13058
21,Makai Lemon,WR,35,0.007,+14186
21,Colton Hood,CB,34,0.0068,+14606
21,Jordyn Tyson,WR,24,0.0048,+20733
21,Peter Woods,DT,24,0.0048,+20733
21,Mansoor Delane,CB,23,0.0046,+21639
21,T.J. Parker,EDGE,19,0.0038,+26216
21,Dillon Thieneman,S,17,0.0034,+29312
21,Cashius Howell,EDGE,16,0.0032,+31150
21,Carnell Tate,WR,15,0.003,+33233
21,Kenyon Sadiq,TE,10,0.002,+49900
21,Sonny Styles,LB,10,0.002,+49900
21,Kayden McDonald,DT,9,0.0018,+55456
21,Caleb Downs,S,8,0.0016,+62400
21,Zion Young,EDGE,8,0.0016,+62400
21,Rueben Bain,EDGE,6,0.0012,+83233
21,Garrett Nussmeier,QB,4,0.0008,+124900
21,C.J. Allen,LB,2,0.0004,+249900
21,Drew Allar,QB,2,0.0004,+249900
21,Cole Payton,QB,1,0.0002,+499900
22,Akheem Mesidor,EDGE,587,0.1174,+752
22,T.J. Parker,EDGE,561,0.1122,+791
22,Kevin Concepcion,WR,466,0.0932,+973
22,Omar Cooper Jr.,WR,462,0.0924,+982
22,Keldric Faulk,EDGE,453,0.0906,+1004
22,Peter Woods,DT,447,0.0894,+1019
22,Emmanuel McNeil-Warren,S,430,0.086,+1063
22,Denzel Boston,WR,286,0.0572,+1648
22,Cashius Howell,EDGE,198,0.0396,+2425
22,Kayden McDonald,DT,189,0.0378,+2546
22,Olaivavega Ioane,IOL,188,0.0376,+2560
22,Blake Miller,OT,107,0.0214,+4573
22,Caleb Downs,S,65,0.013,+7592
22,Dillon Thieneman,S,63,0.0126,+7837
22,Caleb Lomu,OT,59,0.0118,+8375
22,Jordyn Tyson,WR,49,0.0098,+10104
22,Avieon Terrell,CB,46,0.0092,+10770
22,Makai Lemon,WR,43,0.0086,+11528
22,Jeremiyah Love,RB,42,0.0084,+11805
22,Rueben Bain,EDGE,41,0.0082,+12095
22,Caleb Banks,DT,39,0.0078,+12721
22,Zion Young,EDGE,36,0.0072,+13789
22,Monroe Freeling,OT,29,0.0058,+17141
22,Spencer Fano,OT,26,0.0052,+19131
22,Kadyn Proctor,OT,19,0.0038,+26216
22,Francis Mauigoa,OT,17,0.0034,+29312
22,Kenyon Sadiq,TE,15,0.003,+33233
22,Sonny Styles,LB,9,0.0018,+55456
22,Carnell Tate,WR,5,0.001,+99900
22,Colton Hood,CB,5,0.001,+99900
22,Max Iheanachor,OT,5,0.001,+99900
22,C.J. Allen,LB,3,0.0006,+166567
22,Chris Johnson,CB,3,0.0006,+166567
22,Ty Simpson,QB,3,0.0006,+166567
22,Jermod McCoy,CB,2,0.0004,+249900
22,Mansoor Delane,CB,2,0.0004,+249900
23,Caleb Lomu,OT,780,0.156,+541
23,Blake Miller,OT,740,0.148,+576
23,Kevin Concepcion,WR,558,0.1116,+796
23,Omar Cooper Jr.,WR,483,0.0966,+935
23,T.J. Parker,EDGE,333,0.0666,+1402
23,Denzel Boston,WR,310,0.062,+1513
23,Akheem Mesidor,EDGE,265,0.053,+1787
23,Emmanuel McNeil-Warren,S,231,0.0462,+2065
23,Spencer Fano,OT,214,0.0428,+2236
23,Monroe Freeling,OT,194,0.0388,+2477
23,Cashius Howell,EDGE,122,0.0244,+3998
23,Kadyn Proctor,OT,114,0.0228,+4286
23,Keldric Faulk,EDGE,104,0.0208,+4708
23,Francis Mauigoa,OT,66,0.0132,+7476
23,Makai Lemon,WR,58,0.0116,+8521
23,Dillon Thieneman,S,54,0.0108,+9159
23,Kenyon Sadiq,TE,53,0.0106,+9334
23,Jordyn Tyson,WR,50,0.01,+9900
23,Peter Woods,DT,42,0.0084,+11805
23,Caleb Downs,S,34,0.0068,+14606
23,Max Iheanachor,OT,31,0.0062,+16029
23,Avieon Terrell,CB,30,0.006,+16567
23,Jeremiyah Love,RB,25,0.005,+19900
23,Kayden McDonald,DT,21,0.0042,+23710
23,Zion Young,EDGE,18,0.0036,+27678
23,Rueben Bain,EDGE,17,0.0034,+29312
23,Olaivavega Ioane,IOL,11,0.0022,+45355
23,Carnell Tate,WR,10,0.002,+49900
23,Sonny Styles,LB,10,0.002,+49900
23,C.J. Allen,LB,8,0.0016,+62400
23,Mansoor Delane,CB,6,0.0012,+83233
23,Colton Hood,CB,3,0.0006,+166567
23,Ty Simpson,QB,3,0.0006,+166567
23,Chris Johnson,CB,2,0.0004,+249900
24,Caleb Lomu,OT,929,0.1858,+438
24,Kevin Concepcion,WR,897,0.1794,+457
24,Denzel Boston,WR,509,0.1018,+882
24,Omar Cooper Jr.,WR,414,0.0828,+1108
24,Blake Miller,OT,389,0.0778,+1185
24,Monroe Freeling,OT,340,0.068,+1371
24,Kadyn Proctor,OT,197,0.0394,+2438
24,Olaivavega Ioane,IOL,132,0.0264,+3688
24,T.J. Parker,EDGE,115,0.023,+4248
24,Spencer Fano,OT,113,0.0226,+4325
24,Emmanuel McNeil-Warren,S,96,0.0192,+5108
24,Ty Simpson,QB,94,0.0188,+5219
24,Avieon Terrell,CB,91,0.0182,+5395
24,Peter Woods,DT,83,0.0166,+5924
24,Cashius Howell,EDGE,67,0.0134,+7363
24,Makai Lemon,WR,67,0.0134,+7363
24,Jordyn Tyson,WR,65,0.013,+7592
24,Kayden McDonald,DT,52,0.0104,+9515
24,Jeremiyah Love,RB,45,0.009,+11011
24,Emmanuel Pregnon,IOL,38,0.0076,+13058
24,Kenyon Sadiq,TE,31,0.0062,+16029
24,Akheem Mesidor,EDGE,26,0.0052,+19131
24,Dillon Thieneman,S,26,0.0052,+19131
24,Chase Bisontis,IOL,25,0.005,+19900
24,Sonny Styles,LB,21,0.0042,+23710
24,Colton Hood,CB,18,0.0036,+27678
24,Carnell Tate,WR,15,0.003,+33233
24,Francis Mauigoa,OT,15,0.003,+33233
24,Max Iheanachor,OT,14,0.0028,+35614
24,C.J. Allen,LB,11,0.0022,+45355
24,Rueben Bain,EDGE,11,0.0022,+45355
24,Caleb Downs,S,10,0.002,+49900
24,Jermod McCoy,CB,9,0.0018,+55456
24,Keldric Faulk,EDGE,9,0.0018,+55456
24,Chris Johnson,CB,8,0.0016,+62400
24,Zion Young,EDGE,8,0.0016,+62400
24,Caleb Banks,DT,6,0.0012,+83233
