team,position,count,probability
ARI,OT,1826,0.3652
ARI,LB,1527,0.3054
ARI,EDGE,1423,0.2846
ARI,RB,121,0.0242
ARI,WR,49,0.0098
ARI,CB,37,0.0074
ARI,S,17,0.0034
BAL,WR,2080,0.416
BAL,IOL,1286,0.2572
BAL,TE,561,0.1122
BAL,OT,429,0.0858
BAL,EDGE,285,0.057
BAL,S,107,0.0214
BAL,RB,98,0.0196
BAL,CB,87,0.0174
BAL,LB,65,0.013
BAL,QB,2,0.0004
BUF,EDGE,1809,0.3618
BUF,WR,1600,0.32
BUF,DT,668,0.1336
BUF,OT,221,0.0442
BUF,S,211,0.0422
BUF,IOL,207,0.0414
BUF,CB,116,0.0232
BUF,LB,97,0.0194
BUF,RB,31,0.0062
BUF,TE,25,0.005
BUF,QB,15,0.003
CAR,EDGE,1386,0.2772
CAR,WR,1099,0.2198
CAR,TE,1018,0.2036
CAR,OT,770,0.154
CAR,DT,281,0.0562
CAR,S,155,0.031
CAR,CB,141,0.0282
CAR,RB,82,0.0164
CAR,IOL,40,0.008
CAR,LB,26,0.0052
CAR,QB,2,0.0004
CHI,DT,2707,0.5414
CHI,S,1111,0.2222
CHI,CB,373,0.0746
CHI,OT,283,0.0566
CHI,WR,200,0.04
CHI,EDGE,196,0.0392
CHI,LB,45,0.009
CHI,RB,26,0.0052
CHI,IOL,22,0.0044
CHI,TE,22,0.0044
CHI,QB,15,0.003
CIN,S,2254,0.4508
CIN,LB,885,0.177
CIN,OT,584,0.1168
CIN,CB,336,0.0672
CIN,IOL,317,0.0634
CIN,WR,275,0.055
CIN,EDGE,178,0.0356
CIN,RB,113,0.0226
CIN,TE,56,0.0112
CIN,QB,2,0.0004
CLE,OT,3888,0.7776
CLE,WR,3859,0.7718
CLE,EDGE,554,0.1108
CLE,CB,306,0.0612
CLE,RB,301,0.0602
CLE,IOL,258,0.0516
CLE,LB,250,0.05
CLE,S,238,0.0476
CLE,DT,179,0.0358
CLE,QB,122,0.0244
CLE,TE,45,0.009
DAL,CB,3370,0.674
DAL,EDGE,1879,0.3758
DAL,S,1545,0.309
DAL,OT,1091,0.2182
DAL,LB,691,0.1382
DAL,WR,531,0.1062
DAL,DT,490,0.098
DAL,RB,173,0.0346
DAL,TE,114,0.0228
DAL,IOL,113,0.0226
DAL,QB,3,0.0006
DET,OT,3839,0.7678
DET,EDGE,299,0.0598
DET,DT,205,0.041
DET,S,171,0.0342
DET,WR,154,0.0308
DET,RB,85,0.017
DET,TE,83,0.0166
DET,IOL,78,0.0156
DET,LB,50,0.01
DET,CB,36,0.0072
HOU,OT,1949,0.3898
HOU,DT,1724,0.3448
HOU,IOL,312,0.0624
HOU,EDGE,305,0.061
HOU,CB,231,0.0462
HOU,WR,166,0.0332
HOU,RB,128,0.0256
HOU,LB,74,0.0148
HOU,S,43,0.0086
HOU,TE,36,0.0072
HOU,QB,32,0.0064
KC,CB,2983,0.5966
KC,EDGE,2825,0.565
KC,OT,1746,0.3492
KC,WR,1175,0.235
KC,S,760,0.152
KC,LB,200,0.04
KC,DT,120,0.024
KC,IOL,69,0.0138
KC,RB,53,0.0106
KC,TE,38,0.0076
KC,QB,31,0.0062
LAC,EDGE,1878,0.3756
LAC,WR,1295,0.259
LAC,DT,638,0.1276
LAC,S,567,0.1134
LAC,OT,285,0.057
LAC,IOL,184,0.0368
LAC,CB,73,0.0146
LAC,RB,38,0.0076
LAC,LB,21,0.0042
LAC,TE,13,0.0026
LAC,QB,8,0.0016
LAR,OT,2264,0.4528
LAR,WR,2155,0.431
LAR,LB,144,0.0288
LAR,EDGE,85,0.017
LAR,CB,76,0.0152
LAR,S,74,0.0148
LAR,IOL,68,0.0136
LAR,RB,68,0.0136
LAR,TE,65,0.013
LAR,QB,1,0.0002
LV,QB,5000,1.0
MIA,CB,2808,0.5616
MIA,WR,2444,0.4888
MIA,EDGE,1775,0.355
MIA,IOL,1130,0.226
MIA,S,595,0.119
MIA,OT,423,0.0846
MIA,TE,341,0.0682
MIA,DT,202,0.0404
MIA,LB,166,0.0332
MIA,RB,77,0.0154
MIA,QB,39,0.0078
MIN,S,3224,0.6448
MIN,RB,390,0.078
MIN,CB,379,0.0758
MIN,OT,270,0.054
MIN,DT,227,0.0454
MIN,EDGE,182,0.0364
MIN,WR,146,0.0292
MIN,TE,102,0.0204
MIN,IOL,51,0.0102
MIN,LB,28,0.0056
MIN,QB,1,0.0002
NE,EDGE,2111,0.4222
NE,DT,910,0.182
NE,OT,877,0.1754
NE,WR,416,0.0832
NE,LB,217,0.0434
NE,CB,178,0.0356
NE,TE,140,0.028
NE,QB,51,0.0102
NE,IOL,50,0.01
NE,S,32,0.0064
NE,RB,18,0.0036
NO,CB,1899,0.3798
NO,WR,1331,0.2662
NO,EDGE,1084,0.2168
NO,LB,242,0.0484
NO,OT,207,0.0414
NO,S,110,0.022
NO,RB,93,0.0186
NO,IOL,29,0.0058
NO,TE,5,0.001
NYG,LB,1241,0.2482
NYG,WR,1236,0.2472
NYG,OT,993,0.1986
NYG,S,686,0.1372
NYG,RB,654,0.1308
NYG,EDGE,140,0.028
NYG,CB,50,0.01
NYJ,EDGE,3348,0.6696
NYJ,LB,2662,0.5324
NYJ,WR,1930,0.386
NYJ,IOL,470,0.094
NYJ,OT,460,0.092
NYJ,CB,454,0.0908
NYJ,S,222,0.0444
NYJ,RB,187,0.0374
NYJ,QB,137,0.0274
NYJ,TE,128,0.0256
NYJ,DT,2,0.0004
PHI,OT,2079,0.4158
PHI,WR,1390,0.278
PHI,EDGE,912,0.1824
PHI,S,363,0.0726
PHI,DT,69,0.0138
PHI,TE,64,0.0128
PHI,CB,60,0.012
PHI,LB,25,0.005
PHI,RB,19,0.0038
PHI,IOL,15,0.003
PHI,QB,4,0.0008
PIT,OT,2876,0.5752
PIT,WR,971,0.1942
PIT,CB,481,0.0962
PIT,RB,191,0.0382
PIT,EDGE,151,0.0302
PIT,QB,103,0.0206
PIT,IOL,84,0.0168
PIT,S,76,0.0152
PIT,DT,43,0.0086
PIT,LB,13,0.0026
PIT,TE,11,0.0022
SEA,CB,2045,0.409
SEA,EDGE,1910,0.382
SEA,IOL,414,0.0828
SEA,DT,140,0.028
SEA,OT,133,0.0266
SEA,LB,130,0.026
SEA,WR,84,0.0168
SEA,RB,70,0.014
SEA,QB,34,0.0068
SEA,S,26,0.0052
SEA,TE,14,0.0028
SF,OT,1608,0.3216
SF,WR,1293,0.2586
SF,EDGE,1084,0.2168
SF,CB,349,0.0698
SF,IOL,234,0.0468
SF,S,159,0.0318
SF,DT,141,0.0282
SF,LB,63,0.0126
SF,RB,36,0.0072
SF,TE,20,0.004
SF,QB,13,0.0026
TB,EDGE,2398,0.4796
TB,TE,1057,0.2114
TB,CB,561,0.1122
TB,IOL,375,0.075
TB,OT,259,0.0518
TB,WR,128,0.0256
TB,S,94,0.0188
TB,RB,84,0.0168
TB,LB,43,0.0086
TB,DT,1,0.0002
TEN,EDGE,1574,0.3148
TEN,RB,1529,0.3058
TEN,LB,961,0.1922
TEN,WR,731,0.1462
TEN,OT,140,0.028
TEN,S,41,0.0082
TEN,CB,24,0.0048
WAS,EDGE,1683,0.3366
WAS,WR,1206,0.2412
WAS,LB,793,0.1586
WAS,S,529,0.1058
WAS,RB,389,0.0778
WAS,OT,228,0.0456
WAS,CB,162,0.0324
WAS,TE,6,0.0012
WAS,IOL,4,0.0008
