position,avg_taken_round1,min,max
EDGE,6.2908,3,9
OT,5.9456,3,7
WR,5.5888,3,6
CB,3.523,1,6
S,2.682,1,3
LB,2.1318,1,4
DT,1.7858309514087383,1,4
IOL,1.2398634229620145,1,3
QB,1.123,1,2
RB,1.0173107890499196,1,2
TE,1.0,1,1
