player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Joshua Dobbs,11890,QB,TEN,1,76.9,26,29,6.1,2.98,0,1,3.4,69.0,20,0,18,0.0,35,0,-0.06,15,31,78.8,76.1,69.2,78.2,1,1,36,0,48.6,22.2,82.4,11.4,4,2,0,2,1,0,0.0,179,6.2
Deshaun Watson,11767,QB,CLV,1,76.0,25,29,7.4,3.76,1,0,0.0,65.5,19,0,19,0.0,41,0,-0.04,12,8,22.6,38.7,37.3,59.0,1,2,47,0,43.9,36.8,84.0,17.1,7,5,1,1,2,4,8.5,230,7.9
Kenny Pickett,60515,QB,PIT,1,61.5,26,29,11.8,2.91,2,3,8.8,44.8,13,0,11,18.8,31,3,0.18,10,25,78.8,70.7,73.5,52.8,0,0,37,1,35.5,9.1,79.0,3.2,1,1,0,1,1,0,0.0,195,6.7
Aaron Rodgers,2241,QB,GB,1,80.8,26,27,10.5,3.02,0,3,10.3,63.0,17,0,12,19.0,31,4,-0.26,9,12,78.2,56.0,61.3,48.0,0,1,33,1,41.9,16.7,83.1,6.5,2,2,0,1,1,3,9.1,205,7.6
Baker Mayfield,46518,QB,LA,1,56.5,23,26,9.7,3.17,1,1,3.6,50.0,13,0,15,0.0,32,0,-0.36,8,26,79.0,43.0,38.4,68.9,0,1,34,0,28.1,33.3,51.3,15.6,5,1,0,2,0,2,5.9,147,5.7
Patrick Mahomes,11765,QB,KC,1,75.0,24,26,9.6,2.95,0,1,3.7,69.2,18,0,11,0.0,31,0,-0.03,11,16,77.7,81.1,76.0,74.4,0,0,32,0,41.9,18.2,105.0,6.5,2,3,0,2,1,1,3.1,202,7.8
Russell Wilson,7077,QB,DEN,1,60.9,23,25,14.2,3.12,0,3,10.7,56.0,14,0,11,0.0,32,0,0.18,9,10,79.4,71.7,72.3,60.2,0,1,35,0,40.6,18.2,121.2,6.3,2,3,0,2,3,0,0.0,297,11.9
Andy Dalton,6187,QB,NO,1,66.7,24,25,10.5,2.26,1,0,0.0,60.0,15,0,6,6.3,26,1,-0.44,7,20,76.9,50.7,48.3,62.6,0,0,26,0,46.2,16.7,94.3,3.8,1,0,0,0,1,1,3.8,173,6.9
Brock Purdy,77672,QB,SF,1,78.9,19,20,6.4,2.8,1,0,0.0,75.0,15,0,10,0.0,27,0,0.3,11,28,77.3,76.1,76.2,59.7,0,0,27,0,63.0,40.0,141.3,14.8,4,2,0,0,3,0,0.0,178,8.9
Kirk Cousins,7102,QB,MIN,1,89.5,19,20,8.1,2.82,0,2,10.0,85.0,17,0,4,0.0,20,0,0.89,10,18,75.1,85.9,87.1,,0,0,20,1,75.0,0.0,130.2,0.0,0,0,0,1,1,0,0.0,225,11.3
Sam Howell,97599,QB,WAS,1,70.6,17,19,9.7,2.86,1,1,4.5,57.9,11,0,12,8.3,25,1,-0.26,9,32,77.5,68.5,61.5,75.6,0,1,28,0,36.0,25.0,82.8,12.0,3,3,0,1,1,1,3.6,168,8.8
Nathan Peterman,11926,QB,CHI,1,66.7,18,19,8.8,2.72,0,1,5.3,57.9,11,1,3,8.3,22,1,-0.29,7,6,75.6,64.6,66.4,54.5,1,0,22,1,36.4,33.3,92.9,4.5,1,2,0,0,1,0,0.0,114,6.0
David Blough,46508,QB,ARZ,1,83.3,18,18,5.2,2.55,0,0,0.0,77.8,14,0,8,6.7,21,1,-0.27,5,1,24.8,27.3,27.7,54.7,0,2,22,0,28.6,37.5,87.3,14.3,3,0,0,0,1,3,13.6,180,10.0
Tom Brady,698,QB,TB,1,76.5,17,17,4.3,1.83,0,0,0.0,76.5,13,0,5,0.0,17,0,-0.05,5,30,74.2,70.3,69.2,,0,0,17,0,47.1,0.0,106.0,0.0,0,0,0,0,1,0,0.0,84,4.9
Sam Darnold,29048,QB,CAR,1,50.0,10,15,14.5,4.41,1,0,0.0,33.3,5,0,14,0.0,20,0,-0.63,6,5,24.3,34.9,34.8,49.4,0,2,21,0,30.0,14.3,2.8,10.0,2,3,0,4,0,2,9.5,43,2.9
Nick Mullens,12282,QB,MIN,1,84.6,13,13,8.1,2.69,0,0,0.0,84.6,11,0,3,0.0,15,0,0.27,5,18,74.5,52.7,52.6,57.1,0,1,15,0,73.3,0.0,71.8,0.0,0,2,0,0,0,2,13.3,116,8.9
Trace McSorley,32819,QB,ARZ,1,77.8,9,9,8.2,2.41,0,0,0.0,66.7,6,0,2,14.3,10,1,-0.72,2,1,72.7,54.9,52.7,61.7,0,1,10,0,30.0,0.0,31.5,0.0,0,1,0,0,0,1,10.0,29,3.2
Kyle Trask,39987,QB,TB,1,37.5,8,9,12.4,2.38,0,0,0.0,33.3,3,0,1,0.0,9,0,-0.71,1,30,70.9,43.1,44.3,,0,0,9,0,22.2,0.0,42.4,0.0,0,0,0,1,0,0,0.0,23,2.6
Blaine Gabbert,6162,QB,TB,1,75.0,8,8,2.8,1.68,0,0,0.0,75.0,6,0,1,0.0,8,0,-0.03,2,30,70.3,63.8,63.1,,0,0,8,0,37.5,0.0,119.3,0.0,0,0,0,0,1,0,0.0,29,3.6
Tim Boyle,21956,QB,CHI,1,25.0,8,8,12.3,2.56,0,0,0.0,25.0,2,0,1,0.0,8,0,-0.68,2,6,72.3,35.2,35.4,60.0,0,2,9,0,37.5,0.0,4.7,0.0,0,0,0,0,0,1,11.1,33,4.1
Chase Daniel,5214,QB,LAC,1,71.4,7,7,5.6,2.64,0,0,0.0,71.4,5,0,1,0.0,8,0,-0.05,3,27,70.9,41.4,45.4,55.7,0,0,9,0,50.0,0.0,116.1,0.0,0,1,0,0,1,1,11.1,25,3.6
Jeff Driskel,10841,QB,HST,1,100.0,2,2,3.0,2.6,0,0,0.0,100.0,2,0,0,0.0,2,0,0.18,1,13,69.1,70.3,71.9,60.7,0,0,2,0,50.0,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5
Cooper Rush,12324,QB,DAL,1,0.0,1,1,18.0,2.5,0,0,0.0,0.0,0,0,1,,1,0,-1.58,0,9,60.4,46.5,47.5,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
