pick,players_total,players_ge_1pct,players_ge_2pct,players_ge_5pct
1,1,1,1,1
2,10,4,4,3
3,11,6,4,4
4,12,8,7,6
5,13,9,7,5
6,17,10,8,5
7,17,11,9,6
8,18,10,6,5
9,19,11,10,6
10,19,13,11,9
11,23,12,10,5
12,24,16,9,5
13,25,11,9,5
14,25,13,8,4
15,24,7,6,6
16,30,17,14,6
17,26,13,8,5
18,27,10,6,5
19,28,19,11,6
20,29,21,14,6
21,35,13,12,9
22,35,15,11,8
23,29,17,12,7
24,38,13,10,7
25,35,10,4,3
26,40,16,10,5
27,39,17,11,5
28,40,13,8,5
29,41,13,8,6
30,41,15,9,6
31,45,18,8,6
32,38,10,7,7
