pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-23T07:40:02,,
18,Dillon Thieneman,0.515,0.0,0.515,0.515,v1,2026-04-23T07:40:02,,
2,David Bailey,0.4496,0.0,0.4496,0.4496,v1,2026-04-23T07:40:02,,
17,Kadyn Proctor,0.4354,0.0,0.4354,0.4354,v1,2026-04-23T07:40:02,,
14,Olaivavega Ioane,0.382,0.0,0.382,0.382,v1,2026-04-23T07:40:02,,
12,Jermod McCoy,0.3596,0.0,0.3596,0.3596,v1,2026-04-23T07:40:02,,
15,Keldric Faulk,0.3292,0.0,0.3292,0.3292,v1,2026-04-23T07:40:02,,
25,Kayden McDonald,0.3192,0.0,0.3192,0.3192,v1,2026-04-23T07:40:02,,
25,Peter Woods,0.2932,0.0,0.2932,0.2932,v1,2026-04-23T07:40:02,,
2,Arvell Reese,0.4432,0.7343734660187259,-0.2911734660187259,0.2911734660187259,v1,2026-04-23T07:40:02,DraftKings,2026-04-15 15:51:34
8,Mansoor Delane,0.391,0.113217111596065,0.277782888403935,0.277782888403935,v1,2026-04-23T07:40:02,DraftKings,2026-04-15 15:51:34
27,Max Iheanachor,0.2618,0.0,0.2618,0.2618,v1,2026-04-23T07:40:02,,
13,Spencer Fano,0.2554,0.0,0.2554,0.2554,v1,2026-04-23T07:40:02,,
24,Caleb Lomu,0.252,0.0,0.252,0.252,v1,2026-04-23T07:40:02,,
30,Chris Johnson,0.2518,0.0,0.2518,0.2518,v1,2026-04-23T07:40:02,,
26,T.J. Parker,0.2428,0.0,0.2428,0.2428,v1,2026-04-23T07:40:02,,
28,Max Iheanachor,0.2394,0.0,0.2394,0.2394,v1,2026-04-23T07:40:02,,
25,Emmanuel McNeil-Warren,0.2342,0.0,0.2342,0.2342,v1,2026-04-23T07:40:02,,
15,Kenyon Sadiq,0.2294,0.0,0.2294,0.2294,v1,2026-04-23T07:40:02,,
