player,line,under_probability,under_moneyline,over_probability,over_moneyline,avg_pick
David Bailey,2.5,0.4496,+122,0.5504,-122,3.0396
Arvell Reese,2.5,0.4432,+126,0.5568,-126,3.1484
Carnell Tate,6.5,0.6376,-176,0.36240000000000006,+176,6.4912
Sonny Styles,5.5,0.4912,+104,0.5087999999999999,-104,7.234881858229876
Jeremiyah Love,5.5,0.5402,-117,0.4598,+117,8.45585874799358
Jordyn Tyson,8.5,0.4656,+115,0.5344,-115,9.109575320512821
Caleb Downs,7.5,0.5484,-121,0.4516,+121,9.16823741728494
Mansoor Delane,8.5,0.4472,+124,0.5528,-124,9.39523714228537
Francis Mauigoa,8.5,0.4816,+108,0.5184,-108,9.685897435897436
Rueben Bain,8.5,0.4786,+109,0.5214,-109,10.671018276762402
Makai Lemon,11.5,0.5652,-130,0.43479999999999996,+130,11.740040241448693
Spencer Fano,13.5,0.6122,-158,0.38780000000000003,+158,14.750721649484536
Olaivavega Ioane,14.5,0.656,-191,0.344,+191,14.927167390854542
Jermod McCoy,14.5,0.4546,+120,0.5454,-120,15.137975224263135
Monroe Freeling,16.5,0.4754,+110,0.5246,-110,16.89424280350438
Keldric Faulk,16.5,0.5486,-122,0.4514,+122,17.310492069947134
Kenyon Sadiq,16.5,0.495,+102,0.505,-102,17.40359435173299
Dillon Thieneman,18.5,0.7144,-250,0.28559999999999997,+250,17.771979211779993
Kadyn Proctor,17.5,0.5562,-125,0.4438,+125,18.71317503677243
Omar Cooper Jr.,19.5,0.4858,+106,0.5142,-106,19.410073452256032
Akheem Mesidor,19.5,0.4484,+123,0.5516,-123,19.742204186245193
Garrett Nussmeier,16.5,0.0002,+499900,0.9998,-499900,20.0
Kevin Concepcion,22.5,0.4998,+100,0.5002,-100,21.26277549043352
Blake Miller,23.5,0.4812,+108,0.5187999999999999,-108,22.753177966101696
Denzel Boston,23.5,0.4606,+117,0.5394,-117,23.179400495830517
Ty Simpson,31.5,0.124,+706,0.876,-706,23.357254290171607
Emmanuel McNeil-Warren,25.5,0.5188,-108,0.48119999999999996,+108,23.499553969669936
Kayden McDonald,25.5,0.5986,-149,0.4014,+149,24.271043376318875
Caleb Lomu,24.5,0.4974,+101,0.5025999999999999,-101,24.806261343012704
Peter Woods,27.5,0.471,+112,0.529,-112,25.737741046831957
Max Iheanachor,27.5,0.5038,-102,0.4962,+102,26.46457062412013
T.J. Parker,28.5,0.4402,+127,0.5598000000000001,-127,27.696416648119296
Caleb Banks,31.5,0.0078,+12721,0.9922,-12721,29.075
Emmanuel Pregnon,31.5,0.0184,+5335,0.9816,-5335,29.10236220472441
Cashius Howell,31.5,0.5322,-114,0.4678,+114,29.458448328733517
Colton Hood,31.5,0.421,+138,0.579,-138,29.814766416203856
Chase Bisontis,31.5,0.0438,+2183,0.9562,-2183,29.819935691318328
Chris Johnson,31.5,0.451,+122,0.5489999999999999,-122,29.97150343924009
Jacob Rodriguez,31.5,0.0092,+10770,0.9908,-10770,30.0
Brandon Cisse,31.5,0.013,+7592,0.987,-7592,30.069767441860463
C.J. Allen,31.5,0.0224,+4364,0.9776,-4364,30.14516129032258
Malachi Lawrence,31.5,0.3662,+173,0.6337999999999999,-173,30.19514106583072
Jadarian Price,31.5,0.0044,+22627,0.9956,-22627,30.444444444444443
Avieon Terrell,31.5,0.208,+381,0.792,-381,30.492784607161944
Zion Young,31.5,0.176,+468,0.8240000000000001,-468,30.591939546599495
Christen Miller,30.5,0.0004,+249900,0.9996,-249900,30.857142857142858
R Mason Thomas,31.5,0.0126,+7837,0.9874,-7837,31.011764705882353
