position,avg_taken_round1,min,max
OT,6.3682,3,7
EDGE,6.2322,3,9
WR,5.6586,3,6
CB,3.55,1,5
S,2.5936,1,3
LB,2.036,1,4
DT,1.641972761040033,1,3
QB,1.1292,1,2
IOL,1.087476789766866,1,3
RB,1.0108346709470304,1,2
TE,1.0,1,1
