team,position,count,probability,moneyline
ARI,LB,2292,0.4584,+118
ARI,EDGE,1733,0.3466,+189
ARI,OT,797,0.1594,+527
ARI,RB,95,0.019,+5163
ARI,WR,35,0.007,+14186
ARI,CB,25,0.005,+19900
ARI,S,23,0.0046,+21639
BAL,IOL,1910,0.382,+162
BAL,WR,1507,0.3014,+232
BAL,TE,844,0.1688,+492
BAL,OT,337,0.0674,+1384
BAL,EDGE,166,0.0332,+2912
BAL,S,92,0.0184,+5335
BAL,RB,73,0.0146,+6749
BAL,LB,46,0.0092,+10770
BAL,CB,25,0.005,+19900
BUF,EDGE,2160,0.432,+131
BUF,WR,1279,0.2558,+291
BUF,DT,638,0.1276,+684
BUF,S,379,0.0758,+1219
BUF,OT,268,0.0536,+1766
BUF,IOL,157,0.0314,+3085
BUF,CB,59,0.0118,+8375
BUF,TE,23,0.0046,+21639
BUF,RB,19,0.0038,+26216
BUF,LB,9,0.0018,+55456
BUF,QB,9,0.0018,+55456
CAR,EDGE,1597,0.3194,+213
CAR,WR,1563,0.3126,+220
CAR,OT,648,0.1296,+672
CAR,TE,622,0.1244,+704
CAR,DT,316,0.0632,+1482
CAR,CB,90,0.018,+5456
CAR,S,88,0.0176,+5582
CAR,RB,50,0.01,+9900
CAR,IOL,14,0.0028,+35614
CAR,LB,12,0.0024,+41567
CHI,DT,3062,0.6124,-158
CHI,S,1347,0.2694,+271
CHI,OT,217,0.0434,+2204
CHI,WR,135,0.027,+3604
CHI,CB,119,0.0238,+4102
CHI,EDGE,54,0.0108,+9159
CHI,TE,30,0.006,+16567
CHI,RB,17,0.0034,+29312
CHI,IOL,7,0.0014,+71329
CHI,QB,7,0.0014,+71329
CHI,LB,5,0.001,+99900
CLE,WR,4477,0.8954,-856
CLE,OT,4226,0.8452,-546
CLE,QB,221,0.0442,+2162
CLE,RB,216,0.0432,+2215
CLE,S,203,0.0406,+2363
CLE,LB,182,0.0364,+2647
CLE,EDGE,134,0.0268,+3631
CLE,CB,124,0.0248,+3932
CLE,IOL,108,0.0216,+4530
CLE,DT,84,0.0168,+5852
CLE,TE,25,0.005,+19900
DAL,CB,2910,0.582,-139
DAL,EDGE,2383,0.4766,+110
DAL,S,1524,0.3048,+228
DAL,OT,1014,0.2028,+393
DAL,LB,681,0.1362,+634
DAL,WR,593,0.1186,+743
DAL,DT,504,0.1008,+892
DAL,RB,178,0.0356,+2709
DAL,IOL,109,0.0218,+4487
DAL,TE,104,0.0208,+4708
DET,OT,4225,0.845,-545
DET,EDGE,212,0.0424,+2258
DET,WR,115,0.023,+4248
DET,S,113,0.0226,+4325
DET,DT,111,0.0222,+4405
DET,RB,70,0.014,+7043
DET,TE,67,0.0134,+7363
DET,IOL,38,0.0076,+13058
DET,CB,35,0.007,+14186
DET,LB,14,0.0028,+35614
HOU,OT,2749,0.5498,-122
HOU,DT,1587,0.3174,+215
HOU,CB,189,0.0378,+2546
HOU,IOL,144,0.0288,+3372
HOU,EDGE,116,0.0232,+4210
HOU,RB,68,0.0136,+7253
HOU,S,56,0.0112,+8829
HOU,TE,37,0.0074,+13414
HOU,WR,22,0.0044,+22627
HOU,LB,16,0.0032,+31150
HOU,QB,16,0.0032,+31150
KC,CB,3281,0.6562,-191
KC,EDGE,3080,0.616,-160
KC,OT,2079,0.4158,+141
KC,WR,938,0.1876,+433
KC,S,432,0.0864,+1057
KC,LB,49,0.0098,+10104
KC,DT,46,0.0092,+10770
KC,RB,42,0.0084,+11805
KC,TE,27,0.0054,+18419
KC,IOL,16,0.0032,+31150
KC,QB,10,0.002,+49900
LAC,WR,1755,0.351,+185
LAC,EDGE,1521,0.3042,+229
LAC,DT,843,0.1686,+493
LAC,S,428,0.0856,+1068
LAC,OT,245,0.049,+1941
LAC,IOL,146,0.0292,+3325
LAC,RB,24,0.0048,+20733
LAC,CB,19,0.0038,+26216
LAC,TE,14,0.0028,+35614
LAC,LB,4,0.0008,+124900
LAC,QB,1,0.0002,+499900
LAR,OT,2805,0.561,-128
LAR,WR,1672,0.3344,+199
LAR,LB,147,0.0294,+3301
LAR,IOL,99,0.0198,+4951
LAR,RB,83,0.0166,+5924
LAR,S,62,0.0124,+7965
