team,position,count,probability,moneyline
LAR,EDGE,59,0.0118,+8375
LAR,TE,41,0.0082,+12095
LAR,CB,31,0.0062,+16029
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,3688,0.7376,-281
MIA,WR,2097,0.4194,+138
MIA,EDGE,1823,0.3646,+174
MIA,IOL,1096,0.2192,+356
MIA,TE,423,0.0846,+1082
MIA,S,368,0.0736,+1259
MIA,OT,277,0.0554,+1705
MIA,LB,78,0.0156,+6310
MIA,DT,70,0.014,+7043
MIA,RB,53,0.0106,+9334
MIA,QB,27,0.0054,+18419
MIN,S,3496,0.6992,-232
MIN,CB,559,0.1118,+794
MIN,RB,300,0.06,+1567
MIN,OT,178,0.0356,+2709
MIN,EDGE,139,0.0278,+3497
MIN,DT,123,0.0246,+3965
MIN,WR,116,0.0232,+4210
MIN,TE,71,0.0142,+6942
MIN,LB,10,0.002,+49900
MIN,IOL,8,0.0016,+62400
NE,EDGE,3192,0.6384,-177
NE,OT,587,0.1174,+752
NE,DT,439,0.0878,+1039
NE,CB,244,0.0488,+1949
NE,TE,203,0.0406,+2363
NE,WR,158,0.0316,+3065
NE,LB,94,0.0188,+5219
NE,QB,36,0.0072,+13789
NE,IOL,20,0.004,+24900
NE,S,16,0.0032,+31150
NE,RB,11,0.0022,+45355
NO,CB,1999,0.3998,+150
NO,WR,1540,0.308,+225
NO,EDGE,1010,0.202,+395
NO,OT,188,0.0376,+2560
NO,LB,108,0.0216,+4530
NO,S,73,0.0146,+6749
NO,RB,69,0.0138,+7146
NO,IOL,10,0.002,+49900
NO,TE,3,0.0006,+166567
NYG,S,2707,0.5414,-118
NYG,WR,2359,0.4718,+112
NYG,OT,1835,0.367,+172
NYG,LB,1799,0.3598,+178
NYG,RB,852,0.1704,+487
NYG,IOL,259,0.0518,+1831
NYG,CB,90,0.018,+5456
NYG,EDGE,89,0.0178,+5518
NYG,TE,10,0.002,+49900
NYJ,EDGE,3567,0.7134,-249
NYJ,LB,2631,0.5262,-111
NYJ,WR,1886,0.3772,+165
NYJ,CB,521,0.1042,+860
NYJ,IOL,466,0.0932,+973
NYJ,OT,447,0.0894,+1019
NYJ,S,197,0.0394,+2438
NYJ,RB,112,0.0224,+4364
NYJ,TE,110,0.022,+4445
NYJ,QB,62,0.0124,+7965
NYJ,DT,1,0.0002,+499900
PHI,OT,2171,0.4342,+130
PHI,WR,1784,0.3568,+180
PHI,EDGE,725,0.145,+590
PHI,S,204,0.0408,+2351
PHI,TE,63,0.0126,+7837
PHI,DT,27,0.0054,+18419
PHI,RB,16,0.0032,+31150
PHI,CB,7,0.0014,+71329
PHI,IOL,3,0.0006,+166567
PIT,OT,3083,0.6166,-161
PIT,WR,1248,0.2496,+301
PIT,QB,223,0.0446,+2142
PIT,RB,131,0.0262,+3717
PIT,CB,104,0.0208,+4708
PIT,EDGE,86,0.0172,+5714
PIT,IOL,54,0.0108,+9159
PIT,S,39,0.0078,+12721
PIT,DT,26,0.0052,+19131
PIT,TE,5,0.001,+99900
PIT,LB,1,0.0002,+499900
SEA,CB,2680,0.536,-116
SEA,EDGE,2033,0.4066,+146
SEA,IOL,140,0.028,+3471
SEA,RB,40,0.008,+12400
SEA,OT,28,0.0056,+17757
SEA,QB,21,0.0042,+23710
SEA,LB,20,0.004,+24900
SEA,DT,16,0.0032,+31150
SEA,WR,10,0.002,+49900
SEA,S,7,0.0014,+71329
SEA,TE,5,0.001,+99900
SF,OT,3075,0.615,-160
SF,WR,631,0.1262,+692
SF,EDGE,597,0.1194,+738
SF,S,296,0.0592,+1589
SF,CB,196,0.0392,+2451
SF,IOL,87,0.0174,+5647
SF,DT,64,0.0128,+7712
SF,TE,19,0.0038,+26216
SF,RB,14,0.0028,+35614
SF,QB,12,0.0024,+41567
SF,LB,9,0.0018,+55456
TB,EDGE,2494,0.4988,+100
TB,TE,1147,0.2294,+336
TB,CB,624,0.1248,+701
TB,IOL,377,0.0754,+1226
TB,OT,181,0.0362,+2662
TB,WR,71,0.0142,+6942
TB,RB,42,0.0084,+11805
TB,S,41,0.0082,+12095
TB,LB,23,0.0046,+21639
TEN,RB,2041,0.4082,+145
TEN,LB,1050,0.21,+376
TEN,EDGE,1018,0.2036,+391
TEN,WR,768,0.1536,+551
TEN,S,58,0.0116,+8521
TEN,OT,51,0.0102,+9704
TEN,CB,14,0.0028,+35614
WAS,WR,1534,0.3068,+226
WAS,EDGE,1173,0.2346,+326
WAS,LB,900,0.18,+456
WAS,S,719,0.1438,+595
WAS,RB,422,0.0844,+1085
WAS,OT,130,0.026,+3746
WAS,CB,117,0.0234,+4174
WAS,IOL,3,0.0006,+166567
WAS,TE,2,0.0004,+249900
