player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Davis Mills,52269,QB,HST,1,65.1,43,45,10.4,2.87,0,3,6.3,60.0,27,0,20,3.6,49,1,0.07,18,13,25.5,47.4,54.7,32.6,0,1,53,1,51.0,10.0,84.7,4.1,2,2,0,2,2,4,7.5,292,6.5
Jacoby Brissett,10725,QB,ARZ,1,57.1,42,44,8.5,2.87,0,0,0.0,50.0,22,0,27,8.3,53,2,-0.2,14,1,24.0,47.2,44.9,68.5,1,0,56,0,41.5,18.5,83.3,9.4,5,4,0,1,2,4,7.1,258,5.9
Baker Mayfield,46518,QB,TB,1,72.1,43,43,6.8,2.81,0,1,2.2,65.1,28,0,14,9.7,45,3,-0.02,14,30,80.0,68.5,67.6,,0,0,47,0,46.7,14.3,106.1,4.4,2,0,0,0,3,1,2.1,273,6.3
J.J. McCarthy,144918,QB,MIN,1,64.7,34,42,11.7,3.33,5,4,8.7,47.6,20,0,22,9.1,47,2,-0.2,10,18,80.5,53.4,52.7,67.9,1,2,51,1,36.2,4.5,54.5,2.1,1,4,0,2,1,3,5.9,248,5.9
Josh Allen,46601,QB,BUF,1,76.9,39,40,9.9,3.39,0,3,7.3,70.0,28,0,19,6.7,45,2,0.18,13,4,30.3,61.4,59.9,63.5,0,1,47,0,57.8,15.8,98.5,6.7,3,2,0,1,2,1,2.1,306,7.7
Mac Jones,60323,QB,SF,1,86.8,38,39,7.4,2.83,1,1,2.4,84.6,33,0,13,0.0,39,0,0.25,16,28,79.5,69.3,70.9,58.2,0,1,42,1,64.1,0.0,115.7,0.0,0,0,0,0,3,3,7.1,319,8.2
Jordan Love,40306,QB,GB,1,73.3,30,36,9.3,2.92,2,1,2.6,55.6,20,0,20,9.1,42,2,-0.29,11,12,21.4,68.4,72.0,46.4,1,0,44,1,40.5,15.0,68.8,7.1,3,3,1,2,0,1,2.3,176,4.9
Matthew Stafford,4924,QB,LA,1,78.8,33,36,9.2,3.05,0,2,5.6,66.7,24,0,13,7.7,37,2,0.62,20,26,79.2,87.6,85.8,60.5,0,0,37,0,64.9,7.7,127.1,2.7,1,0,0,3,4,1,2.7,280,7.8
Caleb Williams,144622,QB,CHI,1,73.5,34,36,11.0,3.53,1,2,5.3,55.6,20,0,12,20.0,41,5,-0.1,14,6,80.3,81.1,76.2,75.1,1,0,45,0,48.8,0.0,83.1,0.0,0,5,0,0,1,0,0.0,220,6.1
Justin Herbert,28237,QB,LAC,1,76.7,30,33,5.1,2.33,2,0,0.0,60.6,20,0,17,13.0,40,3,-0.09,8,27,79.9,50.5,48.5,62.2,0,0,42,0,42.5,29.4,90.5,12.5,5,2,0,1,1,1,2.4,220,6.7
Jared Goff,10635,QB,DET,1,89.7,29,33,5.9,2.47,1,0,0.0,75.8,25,0,9,3.8,33,1,0.74,19,11,78.1,90.3,88.6,,0,0,34,0,69.7,0.0,135.9,0.0,0,0,0,3,3,0,0.0,320,9.7
Dillon Gabriel,86272,QB,CLV,1,59.4,32,32,6.6,2.98,0,1,2.9,53.1,17,0,19,10.5,44,2,-0.15,11,8,80.0,63.5,60.8,71.0,0,0,47,1,36.4,31.6,88.9,13.6,6,5,0,0,2,1,2.1,167,5.2
Aaron Rodgers,2241,QB,PIT,1,67.9,28,31,8.5,2.6,0,0,0.0,51.6,16,0,10,15.8,34,3,-0.51,6,25,27.1,35.3,36.2,,1,2,35,0,35.3,30.0,50.6,8.8,3,0,0,2,1,3,8.6,161,5.2
Drake Maye,143969,QB,NE,1,60.7,28,31,12.3,3.24,1,3,9.1,51.6,16,0,16,5.9,36,1,0.07,9,19,79.4,66.1,70.5,46.1,0,1,38,0,41.7,6.3,89.4,2.8,1,4,0,2,2,1,2.6,270,8.7
