player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Lamar Jackson,46416,QB,BLT,1,84.0,25,29,4.6,2.61,2,0,0.0,58.6,17,0,12,19.0,33,4,0.03,10,3,79.8,71.7,70.9,63.2,0,0,37,0,51.5,8.3,87.7,3.0,1,3,0,2,1,1,2.7,176,6.1
Jaxson Dart,146409,QB,NYG,1,74.1,27,29,9.8,3.07,0,2,6.7,65.5,19,0,11,5.0,32,1,0.09,10,21,28.4,67.8,64.0,69.4,0,0,34,0,46.9,18.2,91.5,6.3,2,1,0,2,0,3,8.8,242,8.3
Michael Penix Jr.,82134,QB,ATL,1,58.3,24,28,12.3,3.35,0,2,6.5,42.9,12,0,11,14.3,31,2,-0.32,10,2,27.2,51.3,50.9,60.0,0,0,34,1,35.5,27.3,76.0,9.7,3,0,0,4,1,2,5.9,177,6.3
Bo Nix,97790,QB,DEN,1,66.7,27,28,8.3,2.81,0,0,0.0,57.1,16,0,13,11.1,30,2,-0.27,5,10,79.1,59.8,56.3,68.9,0,2,33,1,33.3,7.7,54.2,3.3,1,0,0,1,1,1,3.0,150,5.4
Tyler Shough,83537,QB,NO,1,76.9,26,27,10.5,2.9,0,2,7.4,70.4,19,0,11,5.0,30,1,0.41,9,20,78.3,76.8,75.5,63.6,0,0,31,0,43.3,18.2,128.9,6.7,2,1,0,1,2,0,0.0,282,10.4
Daniel Jones,39395,QB,IND,1,80.0,25,26,8.5,3.17,0,1,3.4,73.1,19,0,14,5.0,39,1,-0.02,12,14,17.5,44.0,37.9,71.5,1,1,42,1,48.7,50.0,100.6,17.9,7,6,0,0,1,5,11.9,255,9.8
Geno Smith,7820,QB,LV,1,87.0,23,26,4.5,2.63,1,1,3.6,61.5,16,0,16,20.0,34,4,-0.57,7,23,78.7,67.5,66.6,61.3,0,1,36,1,29.4,37.5,60.3,17.6,6,2,0,2,0,0,0.0,143,5.5
Jalen Hurts,40291,QB,PHI,1,65.2,23,26,8.1,3.53,0,1,3.7,57.7,15,0,10,0.0,29,0,0.12,8,24,26.6,63.0,72.2,41.6,0,0,30,2,44.8,0.0,92.3,0.0,0,3,0,3,1,0,0.0,183,7.0
Bryce Young,123943,QB,CAR,1,81.0,21,25,7.3,2.71,2,0,0.0,68.0,17,0,9,0.0,27,0,-0.53,6,5,77.6,36.3,34.3,64.7,0,1,30,0,44.4,22.2,62.8,7.4,2,0,0,2,0,2,6.7,124,5.0
Trevor Lawrence,77632,QB,JAX,1,73.7,19,23,8.6,3.33,2,1,3.4,56.5,13,0,19,7.1,32,1,-0.33,8,15,21.5,48.8,45.6,63.4,2,1,39,0,43.8,26.3,74.2,15.6,5,4,0,0,1,5,12.8,158,6.9
Marcus Mariota,9435,QB,WAS,1,76.2,21,22,13.8,2.69,1,3,13.0,72.7,16,0,7,0.0,26,0,0.42,10,32,77.8,79.6,80.7,58.0,0,0,28,0,57.7,28.6,133.3,7.7,2,2,0,0,2,0,0.0,213,9.7
Tua Tagovailoa,60326,QB,MIA,1,75.0,20,21,9.9,2.33,1,2,9.5,71.4,15,0,6,0.0,23,0,0.42,9,17,76.5,72.8,71.7,60.0,0,2,23,0,47.8,0.0,88.1,0.0,0,0,0,0,2,2,8.7,173,8.2
Sam Darnold,29048,QB,SEA,1,83.3,12,12,9.9,2.89,0,1,7.1,83.3,10,0,3,0.0,13,0,0.35,6,29,22.5,67.9,66.7,60.0,0,1,15,0,53.8,33.3,111.8,7.7,1,0,0,0,1,1,6.7,178,14.8
Justin Fields,82118,QB,NYJ,1,66.7,9,11,5.0,2.82,1,0,0.0,54.5,6,0,10,0.0,16,0,-0.66,2,22,76.1,45.7,38.9,61.2,1,1,17,0,18.8,30.0,60.4,18.8,3,2,0,0,1,1,5.9,54,4.9
Russell Wilson,7077,QB,NYG,1,100.0,4,7,0.5,3.42,0,0,0.0,42.9,3,1,7,25.0,11,1,-0.62,2,21,71.9,57.5,54.9,61.3,1,0,11,1,27.3,28.6,64.6,18.2,2,2,0,2,0,0,0.0,45,6.4
Kyle Allen,26152,QB,DET,1,50.0,2,2,6.0,2.25,0,0,0.0,0.0,0,0,0,100.0,2,1,-0.78,0,11,66.1,74.4,73.0,60.0,0,0,2,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kedon Slovis,100580,QB,ARZ,1,100.0,1,1,5.0,1.9,0,0,0.0,0.0,0,0,0,100.0,1,1,-0.96,0,1,60.4,57.8,58.0,,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kenny Pickett,60515,QB,LV,1,100.0,1,1,4.0,1.9,0,0,0.0,0.0,0,0,1,100.0,1,1,-1.02,0,23,60.4,60.7,60.4,,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Taysom Hill,12112,TE,NO,1,,0,1,,2.9,0,0,0.0,0.0,0,0,1,,1,0,-0.52,0,20,71.9,55.3,60.0,66.6,0,0,1,0,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
