player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jalen Nailor,84292,WR,MIN,1,17.8,1,83.3,100.0,2,2,0,0.0,0,4,18,0,73.4,68.0,87.5,67.4,85.1,0.0,0,0,62,2.6,1,38,0,5,89.5,34,76.3,29,158.3,6,1,23.7,9,124,41,8.2,24.8,3.65
Oronde Gadsden II,144046,TE,LAC,1,6.0,0,50.0,,0,0,0,40.0,2,0,27,0,28.0,65.8,37.0,68.1,38.3,38.5,10,0,6,7.7,2,26,0,3,84.6,22,42.3,11,56.3,6,0,19.2,5,13,6,2.0,4.3,0.59
Ja'Tavion Sanders,144717,TE,CAR,1,2.8,0,100.0,,0,0,0,0.0,0,1,5,0,73.4,68.0,59.2,,59.6,38.5,5,0,13,0.0,0,13,0,5,84.6,11,30.8,4,93.3,5,0,30.8,4,32,18,3.6,6.4,2.91
Zach Ertz,7816,TE,WAS,1,16.4,0,80.0,100.0,1,1,0,0.0,0,2,32,0,72.1,67.0,77.4,,80.4,47.8,11,0,30,0.0,0,23,0,4,95.7,22,43.5,10,111.7,5,0,8.7,2,54,7,1.8,13.5,2.45
Kyle Pitts,83964,TE,ATL,1,16.6,0,40.0,100.0,1,1,0,33.3,1,2,2,0,29.9,64.0,56.9,67.7,54.7,60.6,20,0,25,15.2,5,33,0,2,78.8,26,24.2,8,67.1,5,0,15.2,5,38,11,5.5,19.0,1.46
Mark Andrews,47436,TE,BLT,1,8.4,0,60.0,,0,0,0,25.0,1,2,3,0,36.2,65.8,56.7,67.8,58.7,3.6,1,0,6,7.1,2,28,0,3,82.1,23,82.1,23,104.2,5,1,14.3,4,14,3,1.0,4.7,0.61
James Cook,83666,HB,BUF,1,2.8,0,100.0,,0,0,0,0.0,0,0,4,0,73.4,24.8,56.9,72.4,71.4,0.0,0,0,9,5.3,1,19,0,5,94.7,18,0.0,0,86.7,5,0,0.0,0,24,10,2.0,4.8,1.33
Ashton Jeanty,157196,HB,LV,1,-3.8,1,60.0,,0,0,0,40.0,2,0,23,1,28.0,26.3,50.8,23.8,24.9,0.0,0,1,6,19.4,6,31,0,3,80.6,25,0.0,0,25.0,5,0,3.2,1,3,21,7.0,1.0,0.12
Evan Engram,11778,TE,DEN,1,7.2,0,40.0,100.0,1,1,0,0.0,0,0,10,0,68.3,64.0,52.8,,52.3,54.2,13,0,7,0.0,0,24,0,2,95.8,23,33.3,8,47.9,5,0,12.5,3,12,7,3.5,6.0,0.52
Deebo Samuel,48274,WR,WAS,1,5.2,0,80.0,50.0,1,2,0,0.0,0,2,32,0,72.1,67.0,70.4,,69.8,0.0,0,0,19,0.0,0,23,0,4,91.3,21,52.2,12,130.4,5,1,47.8,11,29,16,4.0,7.3,1.38
Tez Johnson,123709,WR,TB,1,12.8,0,80.0,100.0,1,1,0,0.0,0,3,30,0,72.1,67.0,72.0,,71.4,0.0,0,0,12,0.0,0,41,0,4,95.1,39,36.6,15,141.3,5,2,61.0,25,42,6,1.5,10.5,1.08
Rachaad White,131633,HB,TB,1,-1.2,0,100.0,,0,0,0,0.0,0,2,30,0,73.4,74.7,82.4,81.9,65.4,0.0,0,0,13,10.5,4,38,0,5,81.6,31,15.8,6,80.0,5,0,10.5,4,16,22,4.4,3.2,0.52
Aaron Jones,11937,HB,MIN,1,0.6,1,60.0,,0,0,0,25.0,1,1,18,0,36.8,73.7,62.5,66.0,44.5,5.4,2,0,12,13.5,5,37,0,3,81.1,30,0.0,0,70.4,5,0,5.4,2,22,24,8.0,7.3,0.73
Colby Parkinson,52266,TE,LA,1,2.8,0,80.0,,0,0,0,0.0,0,4,26,0,72.1,68.7,89.7,76.7,92.2,95.0,19,0,16,35.0,7,20,0,4,65.0,13,5.0,1,140.4,5,1,0.0,0,41,27,6.8,10.3,3.15
Sam LaPorta,101690,TE,DET,1,4.0,1,100.0,100.0,1,1,0,0.0,0,3,11,0,73.4,68.0,71.8,71.8,77.4,57.1,16,0,14,7.1,2,28,0,5,89.3,25,32.1,9,110.8,5,0,10.7,3,53,33,6.6,10.6,2.12
Bam Knight,97432,HB,ARZ,1,5.0,0,25.0,0.0,0,1,0,0.0,0,1,1,0,64.7,76.1,63.3,81.6,55.3,0.0,0,0,5,25.0,6,24,0,1,70.8,17,0.0,0,39.6,4,0,0.0,0,5,1,1.0,5.0,0.29
Jaylin Noel,125155,WR,HST,1,7.3,0,100.0,,0,0,0,0.0,0,3,13,0,72.1,70.6,76.7,,75.1,0.0,0,0,27,0.0,0,18,0,4,94.4,17,55.6,10,103.1,4,0,44.4,8,35,6,1.5,8.8,2.06
Christian Watson,66581,WR,GB,1,32.0,0,50.0,33.3,1,3,0,0.0,0,2,12,0,70.5,65.8,67.3,,67.0,5.4,2,0,25,0.0,0,37,0,2,94.6,35,16.2,6,90.6,4,0,78.4,29,45,9,4.5,22.5,1.29
Dawson Knox,35883,TE,BUF,1,8.8,0,75.0,,0,0,0,0.0,0,1,4,0,70.5,65.8,55.7,,57.9,39.3,11,1,20,0.0,0,28,0,3,96.4,27,46.4,13,63.5,4,0,10.7,3,37,9,3.0,12.3,1.37
Terrance Ferguson,146563,TE,LA,1,22.0,0,25.0,0.0,0,2,0,0.0,0,1,26,0,64.7,61.2,62.4,,61.1,46.2,6,0,32,0.0,0,13,0,1,100.0,13,46.2,6,60.4,4,0,7.7,1,32,10,10.0,32.0,2.46
Darius Slayton,25578,WR,NYG,1,18.5,0,100.0,100.0,2,2,0,0.0,0,3,21,0,72.1,67.0,85.1,,84.2,0.0,0,0,38,0.0,0,27,0,4,96.3,26,3.7,1,118.8,4,0,96.3,26,89,15,3.8,22.3,3.42
Robbie Chosen,11254,WR,WAS,1,22.0,0,25.0,0.0,0,2,0,0.0,0,1,32,0,64.7,61.2,63.8,,63.1,0.0,0,0,17,0.0,0,11,0,1,81.8,9,9.1,1,44.8,4,0,90.9,10,17,0,0.0,17.0,1.89
Keenan Allen,7857,WR,LAC,1,4.0,0,50.0,0.0,0,1,0,0.0,0,1,27,0,68.3,66.8,59.1,,59.6,0.0,0,0,12,0.0,0,25,0,2,96.0,24,36.0,9,63.5,4,0,64.0,16,19,14,7.0,9.5,0.79
Olamide Zaccheaus,44920,WR,CHI,1,10.0,0,25.0,,0,0,0,66.7,2,0,6,0,25.2,61.2,34.2,,35.5,0.0,0,0,5,0.0,0,29,0,1,93.1,27,44.8,13,39.6,4,0,55.2,16,5,0,0.0,5.0,0.19
Jahmyr Gibbs,122474,HB,DET,1,1.8,0,75.0,,0,0,0,0.0,0,2,11,0,70.5,76.1,93.7,76.6,85.2,0.0,0,0,14,11.1,2,18,0,3,88.9,16,11.1,2,135.4,4,1,5.6,1,30,26,8.7,10.0,1.88
Michael Mayer,122906,TE,LV,1,2.0,1,75.0,0.0,0,1,0,25.0,1,1,23,0,36.2,65.8,52.4,70.5,53.9,72.2,13,0,11,11.1,2,18,1,3,77.8,14,22.2,4,87.5,4,0,5.6,1,22,9,3.0,7.3,1.57
Kalif Raymond,11028,WR,DET,1,4.5,0,100.0,,0,0,0,0.0,0,3,11,0,72.1,73.4,82.3,,82.1,0.0,0,0,18,0.0,0,17,0,4,100.0,17,64.7,11,117.7,4,0,35.3,6,49,31,7.8,12.3,2.88
Colston Loveland,158540,TE,CHI,1,10.5,0,100.0,,0,0,0,0.0,0,3,6,0,72.1,67.0,70.9,,71.1,42.3,11,0,20,0.0,0,26,0,4,88.5,23,30.8,8,118.8,4,0,23.1,6,55,13,3.3,13.8,2.39
Romeo Doubs,84329,WR,GB,1,10.0,0,25.0,0.0,0,3,0,0.0,0,1,12,0,64.7,68.4,53.3,,52.9,0.0,0,0,5,0.0,0,24,0,1,95.8,23,16.7,4,39.6,4,0,83.3,20,5,0,0.0,5.0,0.22
Juwan Johnson,28305,TE,NO,1,10.8,2,100.0,,0,0,0,0.0,0,2,20,0,72.1,67.0,76.4,,77.5,17.4,4,0,52,0.0,0,23,0,4,95.7,22,65.2,15,158.3,4,1,17.4,4,92,49,12.3,23.0,4.18
Isaiah Likely,83955,TE,BLT,1,4.3,0,50.0,,0,0,0,33.3,1,1,3,0,29.9,64.0,55.4,69.8,51.9,28.6,6,0,11,9.5,2,21,0,2,81.0,17,61.9,13,61.5,4,0,9.5,2,17,8,4.0,8.5,1.0
Parker Washington,129799,WR,JAX,1,12.8,0,75.0,50.0,1,2,0,0.0,0,2,15,0,72.1,72.1,76.5,,78.9,0.0,0,0,17,0.0,0,37,0,3,81.1,30,56.8,21,138.5,4,1,43.2,16,33,6,2.0,11.0,1.1
Cedric Tillman,84434,WR,CLV,1,12.5,0,50.0,100.0,1,1,0,0.0,0,0,8,0,68.3,64.0,57.3,,57.1,0.0,0,0,9,0.0,0,36,0,2,94.4,34,25.0,9,56.3,4,0,75.0,27,11,0,0.0,5.5,0.32
Bo Melton,61610,WR,GB,1,13.8,0,50.0,0.0,0,1,0,33.3,1,2,12,0,29.9,66.8,63.6,,60.3,0.0,0,0,18,0.0,0,21,0,2,90.5,19,57.1,12,72.9,4,0,42.9,9,28,1,0.5,14.0,1.47
Courtland Sutton,48164,WR,DEN,1,7.3,0,75.0,,0,0,0,0.0,0,1,10,0,70.5,67.0,55.7,,59.0,0.0,0,0,14,0.0,0,32,0,3,90.6,29,12.5,4,89.6,4,0,87.5,28,24,0,0.0,8.0,0.83
Demarcus Robinson,10760,WR,SF,1,16.3,0,75.0,100.0,2,2,0,0.0,0,2,28,0,70.5,65.8,66.1,,65.3,0.0,0,0,14,0.0,0,24,0,3,87.5,21,41.7,10,100.0,4,0,58.3,14,34,2,0.7,11.3,1.62
Hunter Henry,10669,TE,NE,1,8.0,0,25.0,0.0,0,1,0,0.0,0,0,19,0,64.7,61.2,57.8,66.4,55.3,36.4,12,0,9,3.0,1,33,0,1,90.9,30,30.3,10,39.6,4,0,15.2,5,9,12,12.0,9.0,0.3
Sterling Shepard,10674,WR,TB,1,11.0,0,75.0,,0,0,0,0.0,0,1,30,0,70.5,67.4,55.7,,56.8,0.0,0,0,11,0.0,0,38,1,3,94.7,36,50.0,19,85.4,4,0,50.0,19,20,12,4.0,6.7,0.56
Foster Moreau,47043,TE,NO,1,3.7,1,66.7,,0,0,0,0.0,0,1,20,0,68.3,64.0,48.8,46.8,69.3,83.3,10,0,10,16.7,2,12,0,2,83.3,10,16.7,2,79.9,3,0,0.0,0,16,8,4.0,8.0,1.6
Derrick Henry,10679,HB,BLT,1,-1.0,0,100.0,,0,0,0,0.0,0,0,3,0,70.5,77.6,62.3,83.2,59.8,0.0,0,0,8,18.2,4,22,0,3,72.7,16,9.1,2,79.2,3,0,0.0,0,9,12,4.0,3.0,0.56
Tyler Higbee,10744,TE,LA,1,3.7,0,100.0,,0,0,0,0.0,0,2,26,0,70.5,65.8,79.0,66.3,74.6,56.3,9,0,15,6.3,1,16,0,3,93.8,15,37.5,6,112.5,3,0,6.3,1,33,22,7.3,11.0,2.2
Alvin Kamara,11822,HB,NO,1,-0.7,0,100.0,,0,0,0,0.0,0,1,20,0,70.5,78.1,59.4,13.4,64.6,0.0,0,0,26,15.8,3,19,0,3,84.2,16,5.3,1,111.1,3,0,5.3,1,32,34,11.3,10.7,2.0
Devin Singletary,40485,HB,NYG,1,-1.3,3,100.0,,0,0,0,0.0,0,1,21,0,70.5,73.2,64.6,83.8,78.9,0.0,0,0,41,46.2,6,13,0,3,53.8,7,0.0,0,118.8,3,0,7.7,1,53,57,19.0,17.7,7.57
Rico Dowdle,40693,HB,CAR,1,-3.3,0,100.0,,0,0,0,0.0,0,1,5,0,70.5,77.0,55.6,68.2,65.4,0.0,0,0,8,27.3,6,22,0,3,68.2,15,4.5,1,80.6,3,0,4.5,1,10,20,6.7,3.3,0.67
Saquon Barkley,45791,HB,PHI,1,-3.7,1,100.0,,0,0,0,0.0,0,1,24,0,70.5,78.6,59.1,70.5,73.1,0.0,0,0,41,11.1,2,18,0,3,88.9,16,0.0,0,118.8,3,0,0.0,0,41,52,17.3,13.7,2.56
Jakobi Meyers,47468,WR,JAX,1,11.3,0,100.0,100.0,2,2,0,0.0,0,2,15,0,70.5,65.8,69.5,,68.4,0.0,0,0,23,0.0,0,20,0,3,80.0,16,40.0,8,118.8,3,0,60.0,12,41,7,2.3,13.7,2.56
Christian Kirk,47546,WR,HST,1,6.3,0,33.3,0.0,0,1,0,0.0,0,0,13,0,64.7,61.2,53.1,,51.5,0.0,0,1,3,0.0,0,26,0,1,92.3,24,80.8,21,2.8,3,0,19.2,5,3,0,0.0,3.0,0.13
DJ Moore,48267,WR,CHI,1,22.3,0,0.0,,0,0,0,100.0,1,0,6,0,27.9,,46.8,,44.3,0.0,0,0,0,0.0,0,30,0,0,90.0,27,33.3,10,39.6,3,0,60.0,18,0,0,,,0.0
A.J. Brown,48327,WR,PHI,1,13.3,0,66.7,0.0,0,1,1,0.0,0,0,24,0,68.3,64.0,53.4,,53.3,0.0,0,0,7,0.0,0,25,1,2,96.0,24,8.0,2,75.7,3,0,92.0,23,13,3,1.5,6.5,0.54
Austin Trammell,52195,WR,JAX,1,12.7,0,66.7,100.0,1,1,0,0.0,0,1,15,0,68.3,64.0,87.9,,80.4,0.0,0,1,18,0.0,0,8,0,2,87.5,7,37.5,3,63.9,3,0,62.5,5,33,0,0.0,16.5,4.71
Travis Etienne Jr.,57185,HB,JAX,1,-2.7,2,66.7,,0,0,0,33.3,1,1,15,0,29.9,76.2,57.3,77.0,57.9,0.0,0,0,15,12.5,2,16,0,2,68.8,11,12.5,2,84.0,3,0,0.0,0,19,28,14.0,9.5,1.73
Jonathan Taylor,57488,HB,IND,1,-1.7,1,100.0,,0,0,0,0.0,0,2,14,1,70.5,29.9,80.4,26.9,36.6,0.0,0,0,24,25.0,9,36,0,3,66.7,24,5.6,2,118.8,3,0,8.3,3,42,47,15.7,14.0,1.75
Kenneth Gainwell,77737,HB,PIT,1,2.0,0,66.7,,0,0,0,0.0,0,0,25,0,68.3,68.7,55.5,,53.0,15.4,4,0,2,0.0,0,26,0,2,96.2,25,15.4,4,70.1,3,0,11.5,3,4,0,0.0,2.0,0.16
