player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Quinshon Judkins,157128,HB,CLV,1,23,3,1,29.1,32,0,110,0,0,3,94,51.1,3,5,8,0,15,78.8,77.3,73.9,,26.5,73.7,75.7,60.0,32,0,18,1,5,28,0,0,2,24,0,110,94,4.09,4.8,3.6,8
Rico Dowdle,40693,HB,CAR,1,23,8,4,66.5,137,0,206,0,0,8,169,226.1,6,7,5,0,11,78.2,78.7,77.4,,75.7,73.2,75.9,60.0,53,0,28,3,18,25,0,0,4,26,1,206,169,7.35,9.0,1.56,11
Christian McCaffrey,11763,HB,SF,1,22,2,0,0.0,0,0,57,0,5,2,38,40.3,0,2,28,0,5,78.7,67.8,79.7,,81.7,90.9,51.1,60.0,8,0,82,8,43,28,0,0,9,30,0,57,38,1.73,2.6,1.91,17
J.K. Dobbins,57366,HB,DEN,1,20,2,1,21.5,17,0,79,0,0,2,47,22.4,3,5,10,0,12,77.5,62.2,76.2,,36.4,58.1,64.0,60.0,17,0,5,1,9,23,0,0,1,21,1,79,47,2.35,4.0,0.56,7
David Montgomery,45719,HB,DET,1,18,2,1,29.2,19,0,65,0,0,2,48,28.1,1,4,11,0,6,76.9,65.4,73.6,72.2,82.8,69.4,58.3,60.0,19,0,6,1,7,20,0,0,1,19,1,65,48,2.67,3.6,0.86,12
Michael Carter,57337,HB,ARZ,1,18,2,0,0.0,0,0,51,0,2,2,33,31.9,0,2,1,0,14,77.6,63.3,75.6,,76.0,68.2,60.6,,7,0,22,5,17,19,0,0,5,23,1,51,33,1.83,2.8,1.29,4
Jonathan Taylor,57488,HB,IND,1,17,2,1,24.2,16,0,66,1,1,2,36,31.8,2,6,14,0,14,77.3,51.0,76.0,,78.9,39.3,55.7,60.0,16,0,20,3,23,21,0,0,4,20,3,66,36,2.12,3.9,0.87,3
Javonte Williams,77803,HB,DAL,1,16,3,1,48.9,66,0,135,0,0,3,110,121.3,2,6,9,0,10,76.4,75.3,75.3,,84.8,52.6,75.8,60.0,66,0,4,1,16,20,0,0,1,17,1,135,110,6.88,8.4,0.25,6
James Cook,83666,HB,BUF,1,15,2,0,0.0,0,0,49,1,0,2,32,28.4,0,2,4,0,8,76.0,55.1,76.3,,17.1,34.0,64.9,60.0,9,0,0,0,25,18,0,0,1,15,0,49,32,2.13,3.3,0.0,7
Derrick Henry,10679,HB,BLT,1,15,0,0,0.0,0,0,33,0,0,0,33,0.0,0,3,3,0,13,75.5,59.3,73.4,,74.2,54.0,59.8,60.0,7,0,0,0,9,17,0,0,1,15,1,33,33,2.2,2.2,0.0,2
Cam Skattebo,147787,HB,NYG,1,15,2,0,0.0,0,0,59,0,1,2,42,40.0,0,4,21,1,3,25.5,64.6,78.0,,75.5,74.1,56.9,69.8,9,0,45,6,28,17,0,0,6,21,0,59,42,2.8,3.9,1.61,12
Breece Hall,97636,HB,NYJ,1,14,6,5,81.4,92,0,113,0,0,6,60,142.9,6,6,22,1,5,24.8,63.2,77.0,,18.6,74.7,62.7,60.0,22,0,42,4,23,16,0,0,4,18,0,113,60,4.29,8.1,1.83,9
Rachaad White,131633,HB,TB,1,14,2,0,0.0,0,0,41,0,1,2,24,28.6,1,5,30,0,10,75.6,71.3,77.9,,85.8,68.7,68.9,60.0,12,0,30,4,25,16,0,0,4,18,2,41,24,1.71,2.9,1.2,3
Jacory Croskey-Merritt,102382,HB,WAS,1,14,3,3,51.4,57,0,111,0,0,3,74,99.1,5,6,32,1,12,24.2,73.9,74.9,,,71.7,71.4,60.0,27,0,39,2,12,16,0,0,2,16,2,111,74,5.29,7.9,3.25,2
Tony Pollard,27126,HB,TEN,1,14,5,0,0.0,0,0,67,0,0,5,49,102.9,3,4,31,1,7,24.1,62.2,77.5,,18.9,55.6,65.4,60.0,14,0,11,3,29,18,0,0,3,17,1,67,49,3.5,4.8,0.38,7
Ashton Jeanty,157196,HB,LV,1,14,0,0,0.0,0,0,67,0,1,0,44,16.5,2,3,23,0,5,76.5,66.3,77.9,,77.3,70.3,62.5,60.0,12,0,42,5,17,18,0,0,6,19,0,67,44,3.14,4.8,2.47,9
