player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tua Tagovailoa,60326,QB,MIA,1,85.3,34,36,9.0,2.45,0,4,10.5,75.0,27,0,10,6.9,40,2,0.15,13,17,79.3,90.5,90.4,55.7,0,0,42,0,45.0,30.0,122.0,7.5,3,1,0,2,3,0,0.0,256,7.1
Carson Wentz,10636,QB,MIN,1,75.8,33,34,6.6,2.5,0,2,5.3,73.5,25,0,11,0.0,40,0,0.14,13,18,79.6,67.1,70.7,45.5,0,0,44,0,50.0,27.3,102.1,7.5,3,3,0,1,1,0,0.0,236,6.9
Sam Darnold,29048,QB,SEA,1,90.6,32,34,9.2,2.68,1,2,5.3,82.4,28,0,13,3.4,34,1,0.61,18,29,78.9,79.3,79.5,56.3,0,1,39,0,67.6,0.0,135.4,0.0,0,0,0,1,4,1,2.6,341,10.0
Baker Mayfield,46518,QB,TB,1,93.8,32,33,7.5,2.87,0,3,8.3,87.9,29,0,8,3.3,39,1,0.6,18,30,79.5,92.2,92.8,54.6,0,0,42,0,56.4,12.5,134.7,2.6,1,4,0,1,2,0,0.0,379,11.5
Dillon Gabriel,86272,QB,CLV,1,71.4,28,33,6.5,2.44,1,1,3.0,57.6,19,0,14,5.0,36,1,-0.11,9,8,78.7,63.0,63.5,55.2,1,0,36,0,36.1,14.3,94.3,5.6,2,1,1,2,2,1,2.8,190,5.8
Kyler Murray,38334,QB,ARZ,1,82.1,28,31,6.3,2.93,0,0,0.0,74.2,23,0,14,0.0,36,0,0.07,10,1,79.1,64.4,58.5,75.2,1,0,39,1,52.8,21.4,93.5,8.3,3,2,0,2,0,0,0.0,220,7.1
Josh Allen,46601,QB,BUF,1,80.0,30,31,8.8,3.33,0,1,2.9,71.0,22,0,18,8.3,40,2,0.22,18,4,79.8,77.5,74.6,69.0,0,1,44,0,52.5,5.6,103.3,2.5,1,7,0,1,2,1,2.3,253,8.2
Spencer Rattler,97408,QB,NO,1,82.8,29,31,7.2,2.46,1,1,2.9,67.7,21,0,12,12.5,31,3,0.2,9,20,79.4,72.6,70.2,68.2,0,0,34,1,45.2,0.0,99.5,0.0,0,0,0,1,1,0,0.0,225,7.3
Drake Maye,143969,QB,NE,1,88.9,27,30,7.9,3.17,1,2,6.1,73.3,22,0,15,8.3,36,2,0.02,14,19,79.3,79.7,80.2,57.1,0,0,40,0,50.0,26.7,101.1,11.1,4,2,0,2,0,0,0.0,273,9.1
Bryce Young,123943,QB,CAR,1,76.0,25,30,9.5,2.49,0,5,14.3,63.3,19,0,14,0.0,35,0,-0.1,12,5,26.8,68.8,71.0,55.6,0,1,40,1,42.9,21.4,90.7,8.6,3,1,1,4,2,2,5.0,198,6.6
Dak Prescott,10769,QB,DAL,1,73.1,26,29,8.4,2.92,1,1,3.4,62.1,18,0,6,5.3,33,1,0.36,13,9,78.9,70.9,63.9,77.4,1,0,33,0,48.5,16.7,127.4,3.0,1,3,0,1,4,0,0.0,237,8.2
Justin Herbert,28237,QB,LAC,1,85.7,28,29,4.7,2.5,0,0,0.0,75.9,22,0,11,8.3,35,2,-0.23,10,27,79.2,84.1,78.9,75.9,1,1,37,0,42.9,36.4,86.3,11.4,4,1,0,0,1,1,2.7,166,5.7
Daniel Jones,39395,QB,IND,1,84.6,26,29,9.1,2.38,2,0,0.0,69.0,20,0,8,9.1,29,2,0.47,11,14,78.7,73.8,72.8,61.7,0,0,35,0,65.5,0.0,113.0,0.0,0,0,0,1,2,1,2.9,212,7.3
C.J. Stroud,129759,QB,HST,1,88.9,27,27,7.5,2.43,0,1,3.4,85.2,23,0,6,4.2,30,1,0.72,14,13,77.9,78.9,73.7,69.0,0,0,33,0,70.0,33.3,143.9,6.7,2,1,0,0,4,0,0.0,244,9.0
Jayden Daniels,97993,QB,WAS,1,73.9,23,26,10.5,2.98,0,2,7.1,57.7,15,0,10,11.8,32,2,0.55,10,32,78.9,85.9,82.1,73.5,0,0,35,1,62.5,10.0,100.0,3.1,1,5,1,2,1,0,0.0,231,8.9
Trevor Lawrence,77632,QB,JAX,1,76.0,25,25,8.4,3.39,0,1,3.4,72.0,18,0,19,5.3,35,1,0.15,13,15,29.1,75.0,73.3,70.6,0,1,39,2,54.3,15.8,95.6,8.6,3,7,0,0,1,0,0.0,221,8.8
Jared Goff,10635,QB,DET,1,90.9,22,23,5.0,2.43,1,0,0.0,82.6,19,0,9,5.0,27,1,0.31,14,11,77.1,68.2,67.4,60.0,0,0,27,0,66.7,44.4,153.0,14.8,4,0,0,0,3,0,0.0,258,11.2
Cooper Rush,12324,QB,BLT,1,78.9,19,20,7.9,2.47,0,1,4.8,70.0,14,0,6,6.7,21,1,-0.39,7,3,75.9,67.7,66.7,,1,3,23,0,47.6,16.7,58.1,4.8,1,0,0,0,0,1,4.3,179,9.0
Davis Mills,52269,QB,HST,1,100.0,3,4,13.7,2.7,0,0,0.0,50.0,2,0,1,33.3,5,1,0.33,2,13,70.2,79.6,83.4,57.9,1,0,5,0,40.0,0.0,67.7,0.0,0,1,0,0,0,0,0.0,23,5.8
Trey Lance,91399,QB,LAC,1,100.0,3,4,5.3,2.48,0,0,0.0,75.0,3,0,1,0.0,6,0,-0.1,2,27,68.9,48.6,51.4,57.9,0,0,6,0,33.3,100.0,110.4,16.7,1,1,1,0,0,0,0.0,44,11.0
Anthony Richardson,124393,QB,IND,1,50.0,2,2,18.5,2.0,0,0,0.0,50.0,1,0,0,0.0,2,0,-0.58,1,14,63.6,66.9,65.9,,0,0,2,0,50.0,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5
Jacoby Brissett,10725,QB,ARZ,1,100.0,1,1,9.0,3.9,0,0,0.0,0.0,0,0,0,100.0,1,1,-1.0,0,1,60.4,74.0,72.2,,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cam Akers,57206,HB,MIN,1,100.0,1,1,15.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,3.22,1,18,60.4,72.1,70.7,,0,0,1,0,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,32,32.0
David Montgomery,45719,HB,DET,1,100.0,1,1,9.0,1.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1.98,1,11,76.9,65.4,72.2,58.3,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0
Tyler Warren,129798,TE,IND,1,,0,1,,4.3,0,0,0.0,0.0,0,0,1,,1,0,-0.32,0,14,68.8,74.6,60.0,,0,0,1,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Taysom Hill,12112,TE,NO,1,100.0,1,1,19.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,0.92,1,20,71.2,57.6,71.9,51.5,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
