player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Amon-Ra St. Brown,84470,WR,DET,1,7.6,0,61.5,100.0,1,1,0,11.1,1,5,11,0,54.5,70.1,79.6,,76.0,0.0,0,0,16,0.0,0,47,0,8,95.7,45,61.7,29,103.7,13,1,38.3,18,77,35,4.4,9.6,1.71
Mike Evans,8642,WR,TB,1,14.4,1,66.7,66.7,2,3,0,20.0,2,6,30,0,35.7,70.1,76.9,,75.5,0.0,0,1,29,0.0,0,45,0,8,91.1,41,26.7,12,101.7,12,1,73.3,33,147,27,3.4,18.4,3.59
Christian McCaffrey,11763,HB,SF,1,1.1,2,58.3,,0,0,0,0.0,0,1,28,0,75.6,77.1,65.2,81.0,62.4,7.0,3,0,9,7.0,3,43,0,7,93.0,40,9.3,4,63.2,12,0,11.6,5,30,29,4.1,4.3,0.75
Sam LaPorta,101690,TE,DET,1,5.5,1,81.8,50.0,1,2,0,0.0,0,5,11,0,77.3,70.6,72.7,76.3,72.9,55.8,24,0,15,11.6,5,43,0,9,83.7,36,16.3,7,91.3,11,0,27.9,12,65,31,3.4,7.2,1.81
Nico Collins,61441,WR,HST,1,7.8,1,50.0,0.0,0,3,0,0.0,0,4,13,0,73.4,68.0,78.7,,77.0,0.0,0,0,29,0.0,0,33,0,5,93.9,31,36.4,12,72.1,10,0,63.6,21,68,47,9.4,13.6,2.19
Cade Otton,61071,TE,TB,1,8.4,0,62.5,50.0,1,2,0,0.0,0,5,30,0,73.4,68.0,76.3,66.4,75.3,46.0,23,1,27,2.0,1,50,1,5,90.0,45,38.0,19,88.0,8,1,16.0,8,65,27,5.4,13.0,1.44
Khalil Shakir,84140,WR,BUF,1,1.9,0,87.5,100.0,1,1,0,0.0,0,4,4,0,75.6,69.5,73.1,,71.2,0.0,0,0,13,0.0,0,32,0,7,100.0,32,68.8,22,129.2,8,1,31.3,10,44,36,5.1,6.3,1.38
Chris Godwin,11839,WR,TB,1,8.7,0,57.1,,0,0,0,0.0,0,3,30,0,72.1,67.0,60.9,,63.1,2.2,1,0,17,0.0,0,45,0,4,91.1,41,48.9,22,73.5,7,0,48.9,22,40,14,3.5,10.0,0.98
Dalton Schultz,47304,TE,HST,1,9.1,0,71.4,,0,0,0,16.7,1,2,13,0,45.8,68.0,61.8,31.0,68.6,50.0,16,0,21,12.5,4,32,0,5,81.3,26,21.9,7,87.2,7,0,18.8,6,43,6,1.2,8.6,1.65
Stefon Diggs,9579,WR,BUF,1,11.0,0,42.9,0.0,0,1,0,40.0,2,1,4,1,36.2,15.1,45.6,,43.2,0.0,0,0,15,0.0,0,41,0,3,100.0,41,41.5,17,50.3,7,0,56.1,23,21,25,8.3,7.0,0.51
George Kittle,11901,TE,SF,1,10.9,2,57.1,,0,0,0,20.0,1,2,28,0,41.6,67.0,67.5,70.2,74.3,55.8,24,0,32,2.3,1,43,0,4,97.7,42,30.2,13,137.5,7,1,9.3,4,81,37,9.3,20.3,1.93
Romeo Doubs,84329,WR,GB,1,14.7,0,66.7,50.0,1,2,0,0.0,0,3,12,0,72.1,67.0,73.5,,75.5,0.0,0,0,38,0.0,0,34,0,4,88.2,30,8.8,3,109.7,6,0,91.2,31,83,21,5.3,20.8,2.77
Travis Kelce,7844,TE,KC,1,12.0,0,83.3,,0,0,0,0.0,0,5,16,0,73.4,68.0,85.7,71.0,84.2,37.0,10,0,29,7.4,2,27,0,5,85.2,23,40.7,11,158.3,6,2,18.5,5,75,22,4.4,15.0,3.26
Tucker Kraft,104034,TE,GB,1,3.5,0,50.0,,0,0,0,0.0,0,1,12,0,70.5,65.8,49.8,72.3,56.9,68.8,22,1,7,6.3,2,32,0,3,84.4,27,28.1,9,56.3,6,1,3.1,1,9,8,2.7,3.0,0.33
Aaron Jones,11937,HB,GB,1,-1.3,0,50.0,100.0,1,1,0,0.0,0,0,12,0,72.1,77.2,64.8,50.0,56.1,6.3,2,0,6,9.4,3,32,0,3,81.3,26,6.3,2,56.3,6,0,3.1,1,8,9,3.0,2.7,0.31
Jauan Jennings,48027,WR,SF,1,9.5,1,83.3,,0,0,0,0.0,0,4,28,0,73.4,69.1,77.1,,76.4,0.0,0,0,21,0.0,0,31,0,5,100.0,31,58.1,18,109.0,6,0,41.9,13,61,14,2.8,12.2,1.97
Brandon Aiyuk,84109,WR,SF,1,9.8,0,50.0,50.0,1,2,0,0.0,0,3,28,0,70.5,65.8,64.0,,63.5,0.0,0,0,12,0.0,0,43,0,3,100.0,43,30.2,13,66.0,6,0,69.8,30,32,10,3.3,10.7,0.74
