player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jayden Daniels,97993,QB,WAS,1,69.8,43,48,7.8,2.86,3,0,0.0,60.4,29,0,19,3.3,55,1,-0.24,19,32,81.6,74.6,69.9,75.4,0,1,58,0,41.8,15.8,72.8,5.5,3,4,0,2,1,0,0.0,255,5.3
Josh Allen,46601,QB,BUF,1,77.4,31,34,9.3,2.75,1,3,8.3,64.7,22,0,16,8.3,37,2,0.18,10,4,17.2,62.0,65.7,51.1,0,0,40,0,43.2,12.5,104.7,5.4,2,1,0,2,2,3,7.5,237,7.0
Jalen Hurts,40291,QB,PHI,1,83.3,24,28,6.0,2.96,0,3,10.0,71.4,20,0,11,0.0,31,0,0.38,12,24,80.3,91.4,91.6,73.1,0,0,33,1,64.5,18.2,110.1,6.5,2,1,0,4,1,0,0.0,246,8.8
Patrick Mahomes,11765,QB,KC,1,80.0,25,26,7.4,2.87,0,1,3.6,69.2,18,0,10,10.0,35,2,0.58,18,16,22.2,69.6,72.1,56.8,0,0,38,0,68.6,20.0,111.9,5.7,2,6,0,1,1,1,2.6,245,9.4
Tress Way,8358,P,WAS,1,100.0,1,1,16.0,2.3,0,0,0.0,100.0,1,0,0,0.0,1,0,5.22,1,32,60.4,73.1,68.8,,0,0,1,0,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
