player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Kareem Hunt,11841,HB,KC,1,17,7,0,0.0,0,0,64,0,0,7,63,144.1,2,4,16,0,8,76.4,63.3,78.6,,10.2,54.3,68.7,60.0,12,0,6,1,13,18,0,0,1,18,1,64,63,3.71,3.8,0.46,9
Saquon Barkley,45791,HB,PHI,1,15,4,2,69.5,82,0,118,0,0,4,90,150.0,3,5,24,0,8,75.7,84.4,79.8,,33.7,54.4,87.8,82.5,60,0,4,1,19,25,0,0,2,16,3,118,90,6.0,7.9,0.21,7
James Cook,83666,HB,BUF,1,13,4,1,38.8,33,0,85,0,0,4,61,117.3,1,4,4,0,9,75.8,90.2,75.2,,18.2,86.0,89.8,60.0,33,0,49,3,12,18,0,0,3,16,2,85,61,4.69,6.5,4.08,4
Patrick Mahomes,11765,QB,KC,1,11,1,0,0.0,0,0,2,0,0,1,3,12.0,3,5,16,1,1,22.2,69.6,79.0,72.1,,,56.8,60.1,12,0,0,0,0,28,41,6,0,5,2,43,6,0.55,3.9,,1
Josh Allen,46601,QB,BUF,1,11,2,0,0.0,0,0,26,0,0,2,14,28.0,2,4,4,3,2,17.2,62.0,79.4,65.7,,,51.1,60.0,13,0,0,0,0,33,13,1,0,10,0,39,31,2.82,3.5,,2
Brian Robinson,57120,HB,WAS,1,11,2,0,0.0,0,0,36,0,0,2,30,49.6,0,1,32,0,6,73.8,57.1,77.5,,75.7,51.2,61.1,53.6,7,0,0,0,23,15,0,0,0,11,0,36,30,2.73,3.3,0.0,5
Jalen Hurts,40291,QB,PHI,1,10,1,0,0.0,0,0,14,0,0,1,6,7.4,0,4,24,0,2,80.3,91.4,0.0,91.6,,,73.1,60.0,9,1,0,0,0,33,2,1,0,9,3,16,6,0.6,1.6,,1
Austin Ekeler,12164,HB,WAS,1,8,1,0,0.0,0,0,15,0,0,1,11,10.6,0,0,32,1,1,23.1,44.8,81.6,,74.0,40.7,52.1,58.6,4,0,17,5,33,11,0,0,6,13,0,15,11,1.38,1.9,0.52,7
Jayden Daniels,97993,QB,WAS,1,6,2,0,0.0,0,0,17,0,0,1,8,200.0,2,3,32,0,0,81.6,74.6,79.5,69.9,,,75.4,60.0,19,0,0,0,0,17,31,4,0,2,1,48,28,4.67,8.0,,1
Ty Johnson,45769,HB,BUF,1,6,2,0,0.0,0,0,19,0,0,2,16,76.2,0,1,4,0,0,71.1,58.6,76.9,,77.7,53.7,60.7,58.9,8,0,0,1,16,10,0,0,1,7,0,19,16,2.67,3.2,0.0,6
Isiah Pacheco,83747,HB,KC,1,5,1,0,0.0,0,0,12,0,1,1,7,40.0,0,0,16,0,1,70.9,62.0,74.1,,77.0,67.5,58.2,60.0,5,0,12,2,10,6,0,0,2,7,0,12,7,1.4,2.4,1.2,4
Will Shipley,144138,HB,PHI,1,4,0,2,94.8,73,0,77,0,0,0,20,0.0,2,3,24,0,1,72.9,85.4,71.8,,,,78.2,60.0,57,0,0,0,0,7,0,0,0,4,1,77,20,5.0,19.3,,3
Kenneth Gainwell,77737,HB,PHI,1,3,0,0,0.0,0,0,8,0,0,0,3,0.0,0,0,24,0,1,71.5,65.3,72.9,,74.5,87.7,52.6,60.0,4,0,16,2,4,6,0,0,2,5,0,8,3,1.0,2.7,4.0,2
Dallas Goedert,47272,TE,PHI,1,2,0,0,0.0,0,0,13,0,1,0,11,61.1,0,0,24,0,0,71.1,87.4,80.0,,69.6,87.4,59.5,74.5,9,0,85,7,28,27,0,0,8,9,0,13,11,5.5,6.5,3.04,0
Kenny Pickett,60515,QB,PHI,1,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,24,0,0,65.2,61.0,69.9,,,,60.0,60.0,-1,0,0,0,0,5,0,0,0,2,0,-3,0,0.0,-1.5,,0
Ray Davis,101072,HB,BUF,1,2,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,4,1,2,14.6,32.5,70.1,,,55.2,35.9,60.0,4,0,0,0,6,3,0,0,0,2,0,4,3,1.5,2.0,0.0,0
Xavier Worthy,144718,WR,KC,1,2,0,0,0.0,0,0,16,0,0,0,1,0.0,0,0,16,0,0,69.8,90.1,79.5,,,88.7,63.1,61.4,8,0,85,6,31,21,0,0,7,8,0,16,1,0.5,8.0,2.74,0
