player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Dalton Kincaid,91791,TE,BUF,1,15.2,0,40.0,0.0,0,1,0,33.3,1,0,4,0,29.9,64.0,47.8,,51.2,24.1,7,0,11,0.0,0,29,0,2,93.1,27,34.5,10,47.9,5,0,37.9,11,13,11,5.5,6.5,0.48
Mack Hollins,11873,WR,BUF,1,21.3,0,75.0,100.0,2,2,0,0.0,0,2,4,0,70.5,65.8,71.8,,74.3,4.2,1,0,34,0.0,0,24,1,3,87.5,21,41.7,10,156.3,4,1,54.2,13,73,3,1.0,24.3,3.48
Keon Coleman,144949,WR,BUF,1,18.8,0,25.0,,0,0,0,0.0,0,1,4,0,68.3,64.0,67.5,,66.9,0.0,0,0,12,0.0,0,20,0,1,85.0,17,20.0,4,39.6,4,0,80.0,16,12,1,1.0,12.0,0.71
DeVonta Smith,61100,WR,PHI,1,3.5,1,100.0,,0,0,0,0.0,0,2,24,0,72.1,67.0,70.9,,71.1,0.0,0,0,20,0.0,0,32,0,4,93.8,30,68.8,22,113.5,4,0,31.3,10,45,31,7.8,11.3,1.5
Travis Kelce,7844,TE,KC,1,4.0,0,50.0,,0,0,0,33.3,1,1,16,0,29.9,64.0,55.5,46.4,54.0,40.5,15,0,11,8.1,3,37,0,2,83.8,31,45.9,17,63.5,4,0,5.4,2,19,9,4.5,9.5,0.61
Amari Cooper,9437,WR,BUF,1,4.0,0,100.0,,0,0,0,0.0,0,1,4,0,72.1,67.0,77.5,,73.7,0.0,0,0,10,0.0,0,20,0,4,100.0,20,15.0,3,101.0,4,0,85.0,17,33,17,4.3,8.3,1.65
JuJu Smith-Schuster,11817,WR,KC,1,12.7,1,66.7,,0,0,0,0.0,0,2,16,0,68.3,64.0,74.6,,74.1,8.7,2,0,31,0.0,0,23,0,2,95.7,22,47.8,11,109.7,3,0,43.5,10,60,37,18.5,30.0,2.73
James Cook,83666,HB,BUF,1,-1.3,0,100.0,,0,0,0,0.0,0,2,4,0,70.5,75.8,90.2,18.2,86.0,0.0,0,0,23,13.3,2,15,0,3,80.0,12,0.0,0,118.8,3,0,0.0,0,49,53,17.7,16.3,4.08
Jamison Crowder,9538,WR,WAS,1,6.0,0,33.3,,0,0,0,0.0,0,0,32,0,64.7,61.2,47.4,,52.4,0.0,0,0,4,0.0,0,19,0,1,94.7,18,94.7,18,42.4,3,0,5.3,1,4,0,0.0,4.0,0.22
Saquon Barkley,45791,HB,PHI,1,0.0,0,50.0,0.0,0,1,0,0.0,0,0,24,0,64.7,75.7,84.4,33.7,54.4,0.0,0,0,4,25.9,7,27,0,1,70.4,19,3.7,1,56.3,2,0,3.7,1,4,8,8.0,4.0,0.21
Curtis Samuel,11795,WR,BUF,1,8.5,0,50.0,,0,0,0,50.0,1,1,4,0,28.8,61.2,54.4,,55.9,0.0,0,0,4,0.0,0,9,0,1,100.0,9,44.4,4,95.8,2,1,55.6,5,4,0,0.0,4.0,0.44
John Bates,42275,TE,WAS,1,4.0,0,100.0,,0,0,0,0.0,0,1,32,0,68.3,64.0,67.6,92.2,68.8,45.5,5,0,7,18.2,2,11,0,2,72.7,8,36.4,4,89.6,2,0,9.1,1,11,3,1.5,5.5,1.38
DeAndre Hopkins,7808,WR,KC,1,5.5,0,50.0,,0,0,0,0.0,0,1,16,0,64.7,61.2,64.9,,64.0,0.0,0,0,11,0.0,0,12,0,1,91.7,11,8.3,1,66.7,2,0,91.7,11,11,3,3.0,11.0,1.0
Kenneth Gainwell,77737,HB,PHI,1,-2.0,0,100.0,,0,0,0,0.0,0,0,24,0,68.3,71.5,65.3,74.5,87.7,0.0,0,0,8,33.3,2,6,0,2,66.7,4,16.7,1,100.0,2,0,0.0,0,16,20,10.0,8.0,4.0
Isiah Pacheco,83747,HB,KC,1,-1.5,1,100.0,,0,0,0,0.0,0,1,16,0,68.3,70.9,62.0,77.0,67.5,0.0,0,0,10,23.1,3,13,0,2,76.9,10,0.0,0,91.7,2,0,7.7,1,12,15,7.5,6.0,1.2
Ty Johnson,45769,HB,BUF,1,-6.0,0,100.0,,0,0,0,0.0,0,0,4,0,64.7,71.1,58.6,77.7,53.7,0.0,0,0,0,15.0,3,20,0,1,80.0,16,20.0,4,79.2,1,0,15.0,3,0,6,6.0,0.0,0.0
Dawson Knox,35883,TE,BUF,1,-3.0,0,100.0,,0,0,0,0.0,0,0,4,0,64.7,61.2,59.8,,61.6,50.0,8,0,7,0.0,0,16,0,1,93.8,15,37.5,6,95.8,1,0,12.5,2,7,10,10.0,7.0,0.47
Luke McCaffrey,101634,WR,WAS,1,10.0,0,0.0,0.0,0,1,0,,0,0,32,0,,66.5,57.6,,57.5,0.0,0,0,0,0.0,0,6,0,0,100.0,6,0.0,0,39.6,1,0,100.0,6,0,0,,,0.0
Ben Sinnott,122616,TE,WAS,1,16.0,0,100.0,,0,0,0,0.0,0,1,32,0,64.7,61.2,87.5,,89.4,50.0,1,0,23,0.0,0,2,0,1,50.0,1,0.0,0,118.8,1,0,0.0,0,23,7,7.0,23.0,23.0
Samaje Perine,11869,HB,KC,1,0.0,1,100.0,,0,0,0,0.0,0,1,16,0,64.7,61.2,63.4,,64.1,14.3,1,0,17,0.0,0,7,0,1,100.0,7,14.3,1,118.8,1,0,28.6,2,17,17,17.0,17.0,2.43
Kareem Hunt,11841,HB,KC,1,-1.0,0,100.0,,0,0,0,0.0,0,0,16,0,64.7,76.4,63.3,10.2,54.3,0.0,0,0,6,25.0,5,20,0,1,65.0,13,5.0,1,91.7,1,0,0.0,0,6,7,7.0,6.0,0.46
