slice_name,bucket_value,bets,wins,pushes,hit_rate,profit_units,roi,avg_line,avg_projection,avg_actual,avg_projection_minus_actual,avg_actual_minus_line,avg_edge_yards,avg_ev_percent,avg_recommended_prob,avg_implied_prob,calibration_gap,overconfidence_flag,underconfidence_flag
side x edge_bucket x line_bucket,side=over | edge_bucket=2.5-5 | line_bucket=40-50,43,22,0,0.5116279069767442,-0.9999999999999982,-0.02325581395348833,43.96511627906977,47.854418604651165,46.116279069767444,1.7381395348837205,2.1511627906976742,3.8893023255813954,5.515010570824533,0.5526976744186047,0.523809523809524,0.04106976744186053,False,False
side x line_bucket x total_bucket,side=over | line_bucket=60+ | total_bucket=mid_total_42_47,41,21,0,0.5121951219512195,-0.9090909090909074,-0.022172949002217255,68.57317073170732,74.01024390243903,67.2439024390244,6.7663414634146335,-1.329268292682927,5.437073170731708,5.931263858093134,0.5548780487804879,0.5238095238095238,0.04268292682926833,False,False
side x position x line_bucket x total_bucket,side=over | position=WR | line_bucket=60+ | total_bucket=mid_total_42_47,39,20,0,0.5128205128205128,-0.8181818181818166,-0.020979020979020938,68.88461538461539,74.40435897435898,68.25641025641026,6.147948717948719,-0.6282051282051282,5.519743589743589,5.988811188811194,0.5551794871794873,0.5238095238095242,0.04235897435897451,False,False
side x position x line_size_bucket,side=over | position=WR | line_size_bucket=25-40,102,53,0,0.5196078431372549,-0.8181818181818139,-0.008021390374331508,32.11764705882353,37.45372549019608,37.245098039215684,0.20862745098039212,5.127450980392157,5.336078431372548,6.373660979543339,0.5570784313725491,0.5236956571246386,0.037470588235294144,False,False
side x edge_bucket x line_bucket,side=over | edge_bucket=5-7.5 | line_bucket=50-60,37,19,0,0.5135135135135135,-0.7272727272727257,-0.019656019656019614,54.986486486486484,61.268648648648664,63.729729729729726,-2.461081081081081,8.743243243243244,6.282162162162163,6.076365360575891,0.5558918918918919,0.5240500847977485,0.042378378378378434,False,False
side x position x total_bucket,side=over | position=TE | total_bucket=high_total_47_plus,35,18,0,0.5142857142857142,-0.6363636363636349,-0.01818181818181814,36.72857142857143,41.27342857142857,43.05714285714286,-1.7837142857142858,6.328571428571428,4.5448571428571425,6.309090909090913,0.5568571428571428,0.523809523809524,0.04257142857142859,False,False
side x line_bucket x favorite_status,side=over | line_bucket=40-50 | favorite_status=favorite,56,29,0,0.5178571428571429,-0.636363636363634,-0.011363636363636322,44.642857142857146,49.87910714285714,54.32142857142857,-4.442321428571428,9.678571428571429,5.23625,5.995454545454554,0.5552142857142858,0.5238095238095238,0.03735714285714287,False,False
side x position x spread_bucket,side=over | position=TE | spread_bucket=dog_0_to_3,35,18,0,0.5142857142857142,-0.5930735930735915,-0.016944959802102616,34.357142857142854,38.526,34.34285714285714,4.183142857142857,-0.014285714285714285,4.168857142857143,6.146048237476816,0.555657142857143,0.5234776837564296,0.041371428571428726,False,False
side x edge_bucket x position,side=over | edge_bucket=2.5-5 | position=WR,138,72,0,0.5217391304347826,-0.5454545454545396,-0.003952569169960432,41.36231884057971,45.3086231884058,46.108695652173914,-0.8000724637681168,4.746376811594203,3.946304347826086,5.509090909090918,0.5526666666666666,0.5238095238095238,0.030927536231884045,False,False
side x position x line_bucket x favorite_status,side=over | position=WR | line_bucket=40-50 | favorite_status=favorite,42,22,0,0.5238095238095238,1.7763568394002505e-15,4.229421046191072e-17,44.88095238095238,50.745238095238086,56.666666666666664,-5.921428571428571,11.785714285714286,5.864285714285715,6.372727272727282,0.5571904761904762,0.523809523809524,0.0333809523809524,False,False
side x total_bucket,side=over | total_bucket=low_total_<42,166,87,0,0.5240963855421686,0.10774410774411436,0.0006490608900247853,35.3855421686747,40.48951807228916,42.09036144578313,-1.600843373493976,6.704819277108434,5.103975903614458,6.4311414227866965,0.5574819277108435,0.5237935704803176,0.03338554216867484,False,False
side x line_bucket x total_bucket,side=over | line_bucket=20-30 | total_bucket=high_total_47_plus,38,20,0,0.5263157894736842,0.18181818181818343,0.004784688995215353,24.157894736842106,28.389210526315793,28.86842105263158,-0.47921052631578914,4.7105263157894735,4.231315789473685,6.37655502392345,0.5572105263157895,0.5238095238095241,0.030894736842105308,False,False
side x edge_bucket x line_bucket,side=over | edge_bucket=5-7.5 | line_bucket=60+,36,19,0,0.5277777777777778,0.27272727272727426,0.0075757575757576185,67.02777777777777,73.05000000000001,73.69444444444444,-0.6444444444444449,6.666666666666667,6.022222222222222,6.506060606060611,0.557888888888889,0.5238095238095241,0.0301111111111112,False,False
side x position x line_bucket x total_bucket,side=over | position=WR | line_bucket=20-30 | total_bucket=mid_total_42_47,39,21,0,0.5384615384615384,1.0909090909090926,0.027972027972028017,25.5,29.921282051282052,29.0,0.9212820512820509,3.5,4.421282051282052,5.5488733488733555,0.5522564102564105,0.5232139134578161,0.013794871794872043,False,False
side x line_bucket x total_bucket,side=over | line_bucket=20-30 | total_bucket=mid_total_42_47,71,38,0,0.5352112676056338,1.5454545454545485,0.0217669654289373,25.077464788732396,29.193380281690143,28.943661971830984,0.24971830985915458,3.8661971830985915,4.115915492957746,5.83310733751741,0.5544225352112677,0.5238448931337975,0.019211267605633964,False,False
side x spread_bucket,side=over | spread_bucket=dog_7_plus,48,26,0,0.5416666666666666,1.6363636363636385,0.03409090909090914,33.416666666666664,38.30708333333333,41.8125,-3.5054166666666675,8.395833333333334,4.890416666666667,6.026136363636371,0.555375,0.5238095238095238,0.013708333333333322,False,False
side x spread_bucket,side=over | spread_bucket=dog_3_to_7,130,69,0,0.5307692307692308,1.7441077441077493,0.013416213416213456,38.10769230769231,43.02569230769231,44.91538461538462,-1.8896923076923073,6.8076923076923075,4.956153846153846,6.425399785399791,0.5571384615384616,0.5235018108845502,0.02636923076923081,False,False
side x line_bucket x favorite_status,side=over | line_bucket=20-30 | favorite_status=underdog,86,46,0,0.5348837209302325,1.8350168350168383,0.02133740505833533,25.290697674418606,29.586511627906976,33.348837209302324,-3.7623255813953493,8.05813953488372,4.295813953488372,6.222538787655075,0.5562093023255814,0.523621231292814,0.021325581395348903,False,False
side x edge_bucket x position,side=over | edge_bucket=7.5-10 | position=WR,61,33,0,0.5409836065573771,2.0000000000000027,0.03278688524590168,49.74590163934426,58.13016393442622,51.18032786885246,6.9498360655737725,1.4344262295081966,8.38426229508197,7.316570860833161,0.5619344262295082,0.5236191237790598,0.020950819672131082,False,False
side x edge_bucket x position,side=over | edge_bucket=2.5-5 | position=TE,59,32,0,0.5423728813559322,2.0909090909090935,0.03543913713405243,33.26271186440678,37.04881355932203,39.3728813559322,-2.3240677966101697,6.110169491525424,3.786101694915254,6.003081664098618,0.5552542372881357,0.5238095238095238,0.01288135593220352,False,False
side x position x line_size_bucket,side=over | position=TE | line_size_bucket=<25,36,20,0,0.5555555555555556,2.225108225108227,0.061808561808561854,21.11111111111111,25.765555555555554,31.27777777777778,-5.512222222222224,10.166666666666666,4.654444444444445,7.735400846876258,0.5647777777777778,0.5242019022506829,0.009222222222222243,False,False
side x line_bucket x total_bucket,side=over | line_bucket=40-50 | total_bucket=high_total_47_plus,34,19,0,0.5588235294117647,2.2727272727272743,0.0668449197860963,44.3235294117647,48.71029411764706,46.029411764705884,2.6808823529411767,1.7058823529411764,4.386764705882353,5.9770053475935905,0.5551176470588236,0.523809523809524,-0.0037058823529411145,False,False
