slice,fav_status,bets,wins,pushes,hit_rate,profit_units,roi,avg_line,avg_projection,avg_edge_yards,avg_ev_percent,avg_actual,avg_actual_minus_line,avg_projection_minus_actual,avg_market_odds,avg_over_price,avg_under_price,avg_recommended_prob,avg_implied_prob,avg_probability_edge,calibration_gap,projection_bias,overconfidence_flag
fav_status,favorite,319,158,0,0.4952978056426332,-17.363636363636353,-0.05443146195497289,41.16771159874608,45.98172413793104,4.9704388714733545,6.283682525507042,45.09090909090909,3.9231974921630095,0.8908150470219436,-110.0564263322884,-110.0564263322884,-108.70219435736676,0.5568526645768026,0.5239259877729336,0.03292667680386881,0.0615548589341694,projection_high,True
fav_status,underdog,340,176,0,0.5176470588235295,-3.939874939874926,-0.011587867470220371,37.88823529411765,41.98155882352941,4.632558823529411,6.057152477152483,42.23529411764706,4.347058823529411,-0.25373529411764745,-109.34705882352941,-109.34705882352941,-110.07058823529412,0.5553764705882352,0.5236577088621566,0.031718761726078785,0.03772941176470579,projection_low,False
