slice,bets,wins,pushes,hit_rate,profit_units,roi,avg_line,avg_projection,avg_edge_yards,avg_ev_percent,avg_actual,avg_actual_minus_line,avg_projection_minus_actual,avg_market_odds,avg_over_price,avg_under_price,avg_recommended_prob,avg_implied_prob,avg_probability_edge,calibration_gap,projection_bias,overconfidence_flag
overall,659,334,0,0.5068285280728376,-21.30351130351128,-0.032327027774675686,39.47572078907435,43.91790591805766,4.796115326251897,6.166808145475859,43.61760242792109,4.141881638846738,0.3003034901365707,-109.69044006069802,-109.69044006069802,-109.40819423368741,0.5560910470409711,0.5237875737673733,0.032303473273597776,0.049262518968133495,projection_high,False
