player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Rico Dowdle,40693,HB,CAR,1,30,4,1,8.2,15,0,183,0,0,4,94,36.9,4,10,5,1,17,29.8,67.6,0.0,,6.1,40.0,82.0,60.0,15,2,56,4,20,31,0,0,5,34,0,183,94,3.13,6.1,2.8,13
Derrick Henry,10679,HB,BLT,1,24,1,0,0.0,0,0,122,0,1,1,83,27.7,4,7,3,0,5,78.5,75.3,74.6,,68.8,66.0,72.6,60.0,12,0,8,1,9,28,0,0,2,25,0,122,83,3.46,5.1,0.89,19
Ashton Jeanty,157196,HB,LV,1,23,4,0,0.0,0,0,75,0,0,4,63,43.8,1,4,23,0,9,78.2,66.6,0.0,,55.9,63.9,68.8,60.0,13,1,11,2,17,24,0,0,4,25,1,75,63,2.74,3.3,0.65,14
Breece Hall,97636,HB,NYJ,1,22,2,0,0.0,0,0,59,0,0,2,60,24.8,0,5,22,0,7,77.7,66.8,77.5,,78.8,52.8,64.0,60.0,8,0,0,0,13,26,0,0,0,22,0,59,60,2.73,2.7,0.0,13
Jonathan Taylor,57488,HB,IND,1,21,2,2,37.4,46,0,123,0,2,2,76,57.9,4,7,14,0,11,78.2,69.5,78.6,,24.3,60.5,72.3,60.0,30,0,14,4,28,23,0,0,4,25,1,123,76,3.62,5.9,0.5,10
Bijan Robinson,123126,HB,ATL,1,19,8,2,60.6,103,0,170,0,4,8,152,384.0,3,5,2,0,4,27.2,74.7,80.0,,81.6,67.3,73.0,59.0,81,0,68,6,22,23,0,0,7,25,1,170,152,8.0,8.9,3.09,15
Cam Skattebo,147787,HB,NYG,1,19,4,1,18.4,18,0,98,0,0,4,64,64.2,4,9,21,0,11,77.1,70.4,0.0,,2.4,61.1,80.7,58.3,18,1,12,2,16,27,0,0,2,21,3,98,64,3.37,5.2,0.75,8
Josh Jacobs,45953,HB,GB,1,18,5,1,17.2,16,0,93,0,1,5,67,97.1,4,7,12,0,7,77.1,83.6,79.1,,80.6,90.2,75.7,59.8,16,0,57,5,22,20,0,0,5,23,2,93,67,3.72,5.2,2.59,10
Kimani Vidal,123727,HB,LAC,1,18,3,3,67.7,84,0,124,0,0,3,62,49.2,4,4,27,0,7,77.0,62.4,74.2,,20.4,64.4,64.2,,38,0,14,3,21,18,0,0,4,21,0,124,62,3.44,6.9,0.67,11
Christian McCaffrey,11763,HB,SF,1,17,4,0,0.0,0,0,54,0,1,4,48,58.8,1,4,28,0,8,77.8,66.5,79.6,,48.4,78.5,60.3,60.0,11,0,57,7,36,21,0,0,8,24,1,54,48,2.82,3.2,1.58,9
James Cook,83666,HB,BUF,1,17,3,0,0.0,0,0,87,0,0,3,58,60.2,2,5,4,0,13,76.2,71.7,72.9,,,53.4,72.4,,14,0,0,0,11,17,0,0,0,17,0,87,58,3.41,5.1,0.0,4
Jahmyr Gibbs,122474,HB,DET,1,17,2,1,23.1,15,0,65,0,0,2,38,24.8,1,3,11,0,5,76.4,61.9,76.8,,79.8,54.6,62.1,60.0,15,0,0,1,16,18,0,0,2,18,0,65,38,2.24,3.8,0.0,12
Jacory Croskey-Merritt,102382,HB,WAS,1,17,1,0,0.0,0,0,61,0,0,1,40,13.1,1,4,32,1,9,24.6,48.4,77.2,,48.1,54.0,47.5,66.9,11,0,7,1,16,22,0,0,1,18,0,61,40,2.35,3.6,0.44,8
Rachaad White,131633,HB,TB,1,17,1,0,0.0,0,0,65,0,1,1,43,25.3,2,6,30,0,16,77.3,66.2,75.5,,76.2,63.7,65.1,60.0,10,0,21,3,19,20,0,0,3,20,1,65,43,2.53,3.8,1.11,1
De'Von Achane,124305,HB,MIA,1,16,3,3,62.5,80,0,128,1,0,3,82,76.9,3,6,17,0,6,76.5,76.7,78.0,,78.7,72.1,74.1,60.0,49,0,22,4,30,16,0,0,6,20,2,128,82,5.13,8.0,0.73,8
D'Andre Swift,57212,HB,CHI,1,14,1,2,31.5,34,0,108,0,1,1,42,37.5,5,6,6,0,5,75.5,85.6,81.4,,77.8,88.2,77.2,60.0,19,0,67,2,16,17,0,0,3,16,0,108,42,3.0,7.7,4.19,9
J.K. Dobbins,57366,HB,DEN,1,14,2,0,0.0,0,0,40,1,0,2,32,32.7,0,2,10,0,8,75.1,47.5,74.0,,73.4,29.1,54.3,60.0,8,0,0,0,13,16,0,0,1,14,0,40,32,2.29,2.9,0.0,6
Kyren Williams,97118,HB,LA,1,13,0,0,0.0,0,0,50,0,0,0,33,0.0,1,3,26,0,5,75.5,75.5,74.7,,57.0,90.6,67.5,60.0,13,0,37,2,16,16,0,0,2,15,1,50,33,2.54,3.8,2.31,8
Javonte Williams,77803,HB,DAL,1,13,0,0,0.0,0,0,29,1,0,0,26,0.0,0,1,9,0,7,75.8,46.4,0.0,,32.0,49.5,52.6,60.0,6,1,5,5,23,16,0,0,7,18,0,29,26,2.0,2.2,0.22,6
Jaxson Dart,146409,QB,NYG,1,13,3,0,0.0,0,0,16,0,0,1,11,17.2,1,5,21,0,3,79.8,89.7,79.2,81.8,,,82.3,60.0,20,0,0,0,0,33,42,5,0,8,1,58,52,4.0,4.5,,0
Rhamondre Stevenson,98689,HB,NE,1,13,1,0,0.0,0,0,18,1,0,1,19,11.2,0,1,19,0,9,74.7,53.6,76.2,,36.5,29.9,57.8,78.1,7,0,0,0,16,19,0,0,1,13,0,18,19,1.46,1.4,0.0,2
Isiah Pacheco,83747,HB,KC,1,12,0,0,0.0,0,0,51,1,0,0,27,0.0,1,3,16,0,2,74.5,55.8,78.2,,73.0,33.1,64.0,60.0,11,0,0,1,29,18,0,0,3,13,0,51,27,2.25,4.3,0.0,10
Quinshon Judkins,157128,HB,CLV,1,12,4,0,0.0,0,0,36,0,0,4,26,72.2,0,4,8,0,5,74.3,54.7,77.9,,29.1,51.4,58.7,60.0,6,0,0,0,15,13,0,0,1,12,0,36,26,2.17,3.0,0.0,7
Zach Charbonnet,97630,HB,SEA,1,12,3,0,0.0,0,0,24,0,0,3,30,57.7,0,0,29,0,5,74.5,68.1,75.0,,36.1,63.4,69.9,60.0,8,0,13,1,14,15,0,0,1,13,0,24,30,2.5,2.0,0.93,7
Travis Etienne Jr.,57185,HB,JAX,1,12,1,0,0.0,0,0,27,0,0,1,25,13.0,0,1,15,0,4,75.8,67.0,76.6,,68.4,78.3,61.5,60.0,7,0,28,4,21,14,0,0,5,16,0,27,25,2.08,2.3,1.33,7
Saquon Barkley,45791,HB,PHI,1,12,5,2,62.1,36,0,58,0,1,5,44,157.1,3,3,24,0,5,74.8,66.5,79.1,,82.6,52.1,70.6,60.0,18,0,9,2,23,16,0,0,3,14,0,58,44,3.67,4.8,0.39,7
Bam Knight,97432,HB,ARZ,1,11,3,0,0.0,0,0,34,0,0,3,26,59.1,0,3,1,0,7,74.1,68.3,74.9,,73.4,60.8,67.7,60.0,7,0,20,1,13,13,0,0,1,12,1,34,26,2.36,3.1,1.54,4
