player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Dillon Gabriel,86272,QB,CLV,1,70.8,48,52,6.5,2.51,1,1,1.7,55.8,29,0,25,14.7,58,5,-0.26,10,8,81.9,51.1,52.5,,2,0,65,1,32.8,24.0,66.3,10.3,6,0,0,1,0,4,6.2,221,4.3
Joe Flacco,4332,QB,CIN,1,82.1,39,45,5.9,2.35,0,1,2.1,64.4,29,0,12,9.4,46,3,0.03,12,7,80.3,77.4,75.9,,1,0,49,0,45.7,8.3,90.9,2.2,1,0,2,3,2,0,0.0,219,4.9
Jacoby Brissett,10725,QB,ARZ,1,77.8,36,44,10.6,3.21,0,1,2.1,61.4,27,0,22,3.6,47,1,0.14,18,1,80.7,73.1,67.7,79.1,3,1,50,0,53.2,9.1,89.2,4.3,2,1,0,5,2,0,0.0,320,7.3
Trevor Lawrence,77632,QB,JAX,1,69.0,42,42,7.5,3.07,0,2,4.5,64.3,27,0,26,6.9,51,2,-0.04,13,15,81.2,69.2,71.4,55.6,0,0,54,1,37.3,26.9,97.1,13.7,7,1,0,0,2,1,1.9,258,6.1
Mac Jones,60323,QB,SF,1,75.7,37,39,9.2,2.7,0,2,5.0,69.2,27,0,17,3.6,47,1,-0.12,10,28,80.6,69.2,70.9,52.8,0,2,48,1,44.7,35.3,75.5,12.8,6,2,0,2,0,2,4.2,347,8.9
Cam Ward,133244,QB,TEN,1,77.1,35,38,7.1,2.74,0,0,0.0,68.4,26,0,16,3.7,44,1,-0.34,11,31,21.2,54.0,55.6,,0,1,46,1,36.4,37.5,81.3,13.6,6,0,1,2,1,2,4.3,222,5.8
Justin Herbert,28237,QB,LAC,1,78.4,37,38,6.2,2.73,0,0,0.0,76.3,29,0,12,0.0,39,0,0.16,12,27,79.1,66.0,63.6,62.6,1,0,39,0,53.8,8.3,112.2,2.6,1,0,0,0,2,1,2.6,264,6.9
Dak Prescott,10769,QB,DAL,1,83.9,31,34,6.5,2.9,2,1,2.8,73.5,25,0,6,3.8,34,1,0.49,12,9,78.7,81.1,80.1,59.5,0,0,36,1,58.8,0.0,124.8,0.0,0,0,0,1,3,0,0.0,261,7.7
Jalen Hurts,40291,QB,PHI,1,75.0,32,33,9.4,3.21,0,0,0.0,72.7,24,0,11,0.0,38,0,-0.02,14,24,79.9,58.2,58.4,57.9,0,1,39,0,55.3,27.3,95.9,7.9,3,2,0,1,1,1,2.6,283,8.6
Michael Penix Jr.,82134,QB,ATL,1,71.4,28,32,7.5,2.71,1,1,2.9,62.5,20,0,13,0.0,35,0,-0.02,10,2,79.0,51.5,51.5,57.8,1,0,38,0,45.7,15.4,97.1,5.7,2,1,0,2,1,2,5.3,250,7.8
Tua Tagovailoa,60326,QB,MIA,1,82.1,28,32,6.8,2.51,0,1,2.9,65.6,21,0,12,8.7,36,2,-0.1,10,17,78.9,54.4,54.9,58.3,1,3,39,0,41.7,16.7,54.8,5.6,2,1,0,3,1,3,7.7,205,6.4
Daniel Jones,39395,QB,IND,1,80.0,30,30,7.3,2.83,0,1,3.3,73.3,22,0,11,8.3,33,2,0.15,15,14,78.6,65.5,58.6,79.0,0,1,33,1,54.5,9.1,101.0,3.0,1,2,0,0,2,2,6.1,212,7.1
Aaron Rodgers,2241,QB,PIT,1,75.9,29,30,7.7,2.65,0,3,10.0,70.0,21,0,7,4.5,31,1,0.27,11,25,77.6,82.9,82.5,58.3,0,0,31,0,45.2,0.0,115.3,0.0,0,1,0,1,2,0,0.0,235,7.8
Patrick Mahomes,11765,QB,KC,1,85.7,28,30,5.1,2.92,0,0,0.0,73.3,22,0,10,8.3,38,2,0.36,18,16,29.6,72.8,70.6,66.4,0,0,40,0,63.2,30.0,132.2,7.9,3,5,0,2,3,1,2.5,257,8.6
Bo Nix,97790,QB,DEN,1,84.0,25,30,5.7,2.64,2,0,0.0,63.3,19,0,7,9.5,33,2,0.0,9,10,79.1,81.3,78.6,68.4,0,0,36,0,39.4,14.3,90.1,3.0,1,2,0,3,1,0,0.0,174,5.8
Jared Goff,10635,QB,DET,1,92.3,26,29,4.1,2.59,1,0,0.0,79.3,23,0,7,4.2,31,1,0.1,14,11,77.7,80.6,76.5,63.3,1,0,31,1,58.1,14.3,118.8,3.2,1,1,0,1,2,0,0.0,203,7.0
Caleb Williams,144622,QB,CHI,1,62.1,29,29,8.5,2.82,0,1,2.9,58.6,17,0,14,5.6,33,1,0.06,11,6,79.2,46.0,42.3,70.4,0,0,38,0,42.4,21.4,98.6,9.1,3,1,0,0,1,2,5.3,252,8.7
Sam Darnold,29048,QB,SEA,1,73.9,23,27,13.9,2.71,0,5,18.5,59.3,16,0,9,5.9,29,1,0.19,11,29,78.0,94.6,93.5,67.7,1,0,29,0,41.4,11.1,121.7,3.4,1,1,0,3,2,0,0.0,295,10.9
Drake Maye,143969,QB,NE,1,83.3,24,26,11.3,3.37,0,3,10.0,69.2,18,0,15,10.0,31,2,0.7,14,19,28.6,91.0,92.0,62.6,0,0,35,1,61.3,6.7,140.1,3.2,1,4,0,2,3,1,2.9,261,10.0
