team,position,count,probability,moneyline
ARI,OT,1894,0.3788,+164
ARI,EDGE,1500,0.3,+233
ARI,LB,1474,0.2948,+239
ARI,RB,82,0.0164,+5998
ARI,WR,28,0.0056,+17757
ARI,CB,19,0.0038,+26216
ARI,S,3,0.0006,+166567
BAL,WR,2102,0.4204,+138
BAL,IOL,1624,0.3248,+208
BAL,TE,527,0.1054,+849
BAL,OT,323,0.0646,+1448
BAL,EDGE,184,0.0368,+2617
BAL,S,72,0.0144,+6844
BAL,RB,71,0.0142,+6942
BAL,CB,55,0.011,+8991
BAL,LB,41,0.0082,+12095
BAL,QB,1,0.0002,+499900
BUF,EDGE,1852,0.3704,+170
BUF,WR,1845,0.369,+171
BUF,DT,596,0.1192,+739
BUF,IOL,206,0.0412,+2327
BUF,S,145,0.029,+3348
BUF,OT,139,0.0278,+3497
BUF,CB,97,0.0194,+5055
BUF,LB,64,0.0128,+7712
BUF,RB,35,0.007,+14186
BUF,TE,15,0.003,+33233
BUF,QB,6,0.0012,+83233
CAR,EDGE,1504,0.3008,+232
CAR,TE,1325,0.265,+277
CAR,WR,996,0.1992,+402
CAR,OT,646,0.1292,+674
CAR,DT,219,0.0438,+2183
CAR,S,104,0.0208,+4708
CAR,CB,103,0.0206,+4754
CAR,RB,60,0.012,+8233
CAR,LB,22,0.0044,+22627
CAR,IOL,21,0.0042,+23710
CHI,DT,3122,0.6244,-166
CHI,S,1111,0.2222,+350
CHI,CB,276,0.0552,+1712
CHI,OT,165,0.033,+2930
CHI,WR,140,0.028,+3471
CHI,EDGE,105,0.021,+4662
CHI,RB,37,0.0074,+13414
CHI,TE,19,0.0038,+26216
CHI,LB,17,0.0034,+29312
CHI,IOL,4,0.0008,+124900
CHI,QB,4,0.0008,+124900
CIN,S,2628,0.5256,-111
CIN,LB,929,0.1858,+438
CIN,OT,501,0.1002,+898
CIN,IOL,248,0.0496,+1916
CIN,WR,220,0.044,+2173
CIN,CB,214,0.0428,+2236
CIN,EDGE,134,0.0268,+3631
CIN,RB,91,0.0182,+5395
CIN,TE,34,0.0068,+14606
CIN,QB,1,0.0002,+499900
CLE,WR,4215,0.843,-537
CLE,OT,4180,0.836,-510
CLE,EDGE,363,0.0726,+1277
CLE,RB,276,0.0552,+1712
CLE,CB,206,0.0412,+2327
CLE,IOL,199,0.0398,+2413
CLE,LB,190,0.038,+2532
CLE,S,143,0.0286,+3397
CLE,DT,129,0.0258,+3776
CLE,QB,83,0.0166,+5924
CLE,TE,16,0.0032,+31150
DAL,CB,3673,0.7346,-277
DAL,EDGE,1909,0.3818,+162
DAL,S,1495,0.299,+234
DAL,OT,945,0.189,+429
DAL,LB,787,0.1574,+535
DAL,DT,451,0.0902,+1009
DAL,WR,401,0.0802,+1147
DAL,RB,187,0.0374,+2574
DAL,IOL,77,0.0154,+6394
DAL,TE,75,0.015,+6567
DET,OT,4260,0.852,-576
DET,EDGE,183,0.0366,+2632
DET,DT,135,0.027,+3604
DET,S,110,0.022,+4445
DET,WR,91,0.0182,+5395
DET,TE,74,0.0148,+6657
DET,RB,70,0.014,+7043
DET,IOL,48,0.0096,+10317
DET,LB,21,0.0042,+23710
DET,CB,8,0.0016,+62400
HOU,DT,1999,0.3998,+150
HOU,OT,1960,0.392,+155
HOU,IOL,279,0.0558,+1692
HOU,EDGE,185,0.037,+2603
HOU,CB,178,0.0356,+2709
HOU,RB,161,0.0322,+3006
HOU,WR,130,0.026,+3746
HOU,LB,52,0.0104,+9515
HOU,S,24,0.0048,+20733
HOU,TE,20,0.004,+24900
HOU,QB,12,0.0024,+41567
KC,CB,3215,0.643,-180
KC,EDGE,2984,0.5968,-148
KC,OT,1658,0.3316,+202
KC,WR,1032,0.2064,+384
KC,S,803,0.1606,+523
KC,LB,122,0.0244,+3998
KC,DT,75,0.015,+6567
KC,RB,43,0.0086,+11528
KC,TE,26,0.0052,+19131
KC,IOL,25,0.005,+19900
KC,QB,17,0.0034,+29312
LAC,EDGE,1902,0.3804,+163
LAC,WR,1373,0.2746,+264
LAC,DT,665,0.133,+652
LAC,S,597,0.1194,+738
LAC,OT,193,0.0386,+2491
LAC,IOL,170,0.034,+2841
LAC,CB,42,0.0084,+11805
LAC,RB,39,0.0078,+12721
LAC,LB,10,0.002,+49900
LAC,TE,6,0.0012,+83233
LAC,QB,3,0.0006,+166567
LAR,WR,2316,0.4632,+116
LAR,OT,2306,0.4612,+117
LAR,LB,124,0.0248,+3932
LAR,EDGE,54,0.0108,+9159
LAR,RB,50,0.01,+9900
LAR,TE,48,0.0096,+10317
LAR,S,39,0.0078,+12721
LAR,IOL,38,0.0076,+13058
LAR,CB,24,0.0048,+20733
LAR,QB,1,0.0002,+499900
LV,QB,5000,1.0,-inf
MIA,CB,3095,0.619,-162
MIA,WR,2753,0.5506,-123
MIA,EDGE,1728,0.3456,+189
MIA,IOL,1078,0.2156,+364
MIA,S,432,0.0864,+1057
MIA,OT,337,0.0674,+1384
MIA,TE,259,0.0518,+1831
MIA,LB,127,0.0254,+3837
MIA,DT,111,0.0222,+4405
MIA,RB,53,0.0106,+9334
MIA,QB,27,0.0054,+18419
MIN,S,3798,0.7596,-316
MIN,RB,387,0.0774,+1192
MIN,CB,221,0.0442,+2162
MIN,OT,153,0.0306,+3168
MIN,DT,135,0.027,+3604
MIN,EDGE,106,0.0212,+4617
MIN,WR,90,0.018,+5456
MIN,TE,57,0.0114,+8672
MIN,IOL,36,0.0072,+13789
MIN,LB,17,0.0034,+29312
NE,EDGE,2311,0.4622,+116
NE,OT,876,0.1752,+471
NE,DT,855,0.171,+485
NE,WR,409,0.0818,+1122
NE,LB,189,0.0378,+2546
NE,TE,134,0.0268,+3631
NE,CB,125,0.025,+3900
NE,QB,35,0.007,+14186
NE,IOL,34,0.0068,+14606
NE,RB,19,0.0038,+26216
NE,S,13,0.0026,+38362
NO,CB,2093,0.4186,+139
NO,WR,1245,0.249,+302
NO,EDGE,1158,0.2316,+332
NO,LB,221,0.0442,+2162
NO,OT,142,0.0284,+3421
NO,S,74,0.0148,+6657
NO,RB,56,0.0112,+8829
NO,IOL,9,0.0018,+55456
NO,TE,2,0.0004,+249900
NYG,WR,1326,0.2652,+277
