player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Puka Nacua,100632,WR,LA,1,12.5,2,62.5,0.0,0,2,0,9.1,1,7,26,0,58.5,72.3,80.4,62.3,81.0,2.4,1,0,18,2.4,1,42,0,10,92.9,39,35.7,15,103.9,16,1,59.5,25,111,41,4.1,11.1,2.85
Colston Loveland,158540,TE,CHI,1,13.3,0,53.3,0.0,0,2,0,0.0,0,6,6,0,77.3,70.6,90.5,35.1,90.1,46.0,23,0,29,2.0,1,50,0,8,96.0,48,28.0,14,84.6,15,0,22.0,11,137,30,3.8,17.1,2.85
Davante Adams,8688,WR,LA,1,14.9,0,38.5,0.0,0,4,0,16.7,1,4,26,0,49.2,68.8,63.4,,65.0,0.0,0,1,23,0.0,0,38,1,5,92.1,35,34.2,13,25.2,13,0,65.8,25,72,15,3.0,14.4,2.06
Khalil Shakir,84140,WR,BUF,1,1.8,1,100.0,100.0,1,1,0,0.0,0,3,4,0,79.4,71.9,81.6,5.1,83.1,6.5,2,0,18,0.0,0,31,0,12,100.0,31,58.1,18,95.1,12,0,29.0,9,82,61,5.1,6.8,2.65
Jalen Coker,143068,WR,CAR,1,11.6,0,81.8,66.7,2,3,0,10.0,1,5,5,0,57.0,70.6,79.0,66.2,77.8,0.0,0,1,52,4.5,2,44,0,9,88.6,39,34.1,15,109.8,11,1,65.9,29,134,55,6.1,14.9,3.44
Romeo Doubs,84329,WR,GB,1,10.7,0,72.7,50.0,1,2,0,11.1,1,7,12,0,54.5,70.1,88.9,,87.5,0.0,0,0,34,0.0,0,36,0,8,100.0,36,25.0,9,140.0,11,1,75.0,27,124,41,5.1,15.5,3.44
DeVonta Smith,61100,WR,PHI,1,3.5,1,80.0,0.0,0,1,0,0.0,0,2,24,0,76.5,70.1,70.8,,73.5,0.0,0,0,15,0.0,0,36,0,8,97.2,35,36.1,13,95.8,10,0,55.6,20,70,53,6.6,8.8,2.0
Parker Washington,129799,WR,JAX,1,14.0,1,70.0,100.0,2,2,0,0.0,0,5,15,0,75.6,72.2,89.4,,88.6,3.8,1,1,34,0.0,0,26,0,7,92.3,24,53.8,14,98.8,10,1,42.3,11,107,20,2.9,15.3,4.46
Keenan Allen,7857,WR,LAC,1,6.5,0,37.5,,0,0,0,40.0,2,2,27,0,28.0,65.8,52.3,,53.0,0.0,0,0,10,0.0,0,30,0,3,96.7,29,56.7,17,46.4,8,0,43.3,13,25,5,1.7,8.3,0.86
Christian Kirk,47546,WR,HST,1,11.0,1,100.0,,0,0,0,0.0,0,6,13,0,76.5,70.1,92.7,,91.8,0.0,0,0,46,0.0,0,23,0,8,100.0,23,91.3,21,158.3,8,1,8.7,2,144,56,7.0,18.0,6.26
