player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Ja'Marr Chase,84270,WR,CIN,1,7.7,3,82.4,66.7,2,3,0,0.0,0,10,7,0,80.6,72.7,88.1,,86.5,0.0,0,1,25,0.0,0,49,0,14,95.9,47,34.7,17,102.2,17,1,65.3,32,165,92,6.6,11.8,3.51
Malik Nabers,146759,WR,NYG,1,21.8,1,69.2,100.0,2,2,0,10.0,1,6,21,0,57.0,70.6,85.7,,84.3,0.0,0,1,48,0.0,0,46,0,9,97.8,45,15.2,7,119.4,13,2,84.8,39,167,19,2.1,18.6,3.71
Davante Adams,8688,WR,LA,1,13.0,0,50.0,20.0,1,5,0,14.3,1,4,26,0,49.2,68.8,82.2,,80.6,0.0,0,0,33,0.0,0,33,0,6,93.9,31,24.2,8,108.3,12,1,75.8,25,106,31,5.2,17.7,3.42
Jake Ferguson,61081,TE,DAL,1,6.3,0,75.0,33.3,1,3,0,18.2,2,4,9,0,38.7,70.6,55.9,72.9,60.0,31.4,16,0,19,5.9,3,51,0,9,84.3,43,60.8,31,91.7,12,0,5.9,3,78,25,2.8,8.7,1.81
Mike Evans,8642,WR,TB,1,14.5,0,45.5,0.0,0,3,0,0.0,0,3,30,0,74.6,68.8,68.0,,67.0,0.0,0,0,22,0.0,0,47,1,5,89.4,42,21.3,10,61.2,11,0,78.7,37,56,7,1.4,11.2,1.33
CeeDee Lamb,61570,WR,DAL,1,11.2,0,81.8,66.7,4,6,1,10.0,1,4,9,0,56.7,70.6,68.0,,69.3,0.0,0,1,33,0.0,0,59,2,9,91.5,54,28.8,17,71.2,11,0,71.2,42,112,16,1.8,12.4,2.07
Brian Thomas Jr.,146760,WR,JAX,1,15.7,0,36.4,25.0,1,4,0,20.0,1,3,15,0,41.6,67.0,53.0,,55.8,0.0,0,1,18,0.0,0,43,0,4,97.7,42,41.9,18,13.1,11,0,58.1,25,49,2,0.5,12.3,1.17
Amon-Ra St. Brown,84470,WR,DET,1,8.6,1,81.8,33.3,1,3,0,0.0,0,7,11,0,77.3,72.8,91.6,,91.4,0.0,0,0,34,0.0,0,28,0,9,100.0,28,50.0,14,149.8,11,3,50.0,14,115,46,5.1,12.8,4.11
Jakobi Meyers,47468,WR,LV,1,9.5,3,54.5,0.0,0,2,0,0.0,0,3,23,0,74.6,68.8,65.3,,65.2,0.0,0,1,25,0.0,0,52,0,6,90.4,47,61.5,32,35.4,11,0,38.5,20,68,50,8.3,11.3,1.45
Chris Olave,84355,WR,NO,1,12.6,0,60.0,50.0,1,2,0,0.0,0,4,20,0,75.6,69.5,72.6,,71.7,0.0,0,0,14,0.0,0,44,0,6,90.9,40,43.2,19,74.6,10,0,56.8,25,54,7,1.2,9.0,1.35
Wan'Dale Robinson,101735,WR,NYG,1,16.7,0,80.0,0.0,0,1,0,0.0,0,5,21,0,76.5,70.1,87.3,,85.3,0.0,0,0,50,0.0,0,36,0,8,97.2,35,83.3,30,152.1,10,1,16.7,6,142,29,3.6,17.8,4.06
Zay Flowers,97268,WR,BLT,1,12.1,0,70.0,0.0,0,1,0,0.0,0,3,3,0,76.5,70.8,77.2,,77.8,0.0,0,0,19,0.0,0,32,0,7,90.6,29,43.8,14,91.7,10,0,56.3,18,75,27,3.9,10.7,2.59
Rome Odunze,73774,WR,CHI,1,18.3,2,70.0,66.7,2,3,0,12.5,1,6,6,0,54.5,18.5,71.7,,76.6,0.0,0,0,37,0.0,0,45,0,7,91.1,41,40.0,18,152.1,10,2,60.0,27,128,38,5.4,18.3,3.12
De'Von Achane,124305,HB,MIA,1,-0.7,6,80.0,0.0,0,1,0,0.0,0,4,17,0,76.5,75.0,73.9,76.3,79.0,0.0,0,0,29,7.1,3,42,0,8,85.7,36,28.6,12,138.3,10,1,7.1,3,92,99,12.4,11.5,2.56
Tetairoa McMillan,158735,WR,CAR,1,10.1,0,60.0,0.0,0,2,0,0.0,0,5,5,0,74.6,68.8,69.0,,70.2,0.0,0,1,40,0.0,0,58,0,6,91.4,53,17.2,10,54.2,10,0,82.8,48,100,48,8.0,16.7,1.89
Terry McLaurin,48229,WR,WAS,1,12.1,1,55.6,100.0,2,2,0,0.0,0,4,32,0,73.4,68.0,70.0,,69.2,0.0,0,0,14,0.0,0,51,0,5,94.1,48,9.8,5,70.6,9,0,90.2,46,48,12,2.4,9.6,1.0
Juwan Johnson,28305,TE,NO,1,5.9,1,55.6,50.0,1,2,0,28.6,2,3,20,0,29.2,68.0,61.9,69.7,59.5,33.3,14,0,18,4.8,2,42,0,5,88.1,37,42.9,18,108.1,9,1,19.0,8,49,31,6.2,9.8,1.32
Puka Nacua,100632,WR,LA,1,7.6,1,88.9,100.0,1,1,0,0.0,0,4,26,0,76.5,70.8,81.6,,77.1,3.2,1,0,24,0.0,0,31,0,8,93.5,29,58.1,18,108.8,9,0,38.7,12,91,38,4.8,11.4,3.14
Jaxon Smith-Njigba,129758,WR,SEA,1,8.6,2,88.9,100.0,2,2,0,0.0,0,4,29,0,76.5,70.1,78.6,,77.4,0.0,0,0,43,0.0,0,31,0,8,100.0,31,25.8,8,114.4,9,0,74.2,23,103,31,3.9,12.9,3.32
Nico Collins,61441,WR,HST,1,13.1,0,33.3,100.0,2,2,0,0.0,0,2,13,0,70.5,65.8,79.3,,78.2,0.0,0,0,29,0.0,0,28,0,3,92.9,26,32.1,9,91.0,9,1,67.9,19,52,7,2.3,17.3,2.0
Hunter Renfrow,47509,WR,CAR,1,8.7,0,77.8,50.0,1,2,0,0.0,0,4,5,0,75.6,69.5,64.5,,64.0,0.0,0,0,15,0.0,0,59,0,7,89.8,53,78.0,46,128.5,9,2,22.0,13,48,10,1.4,6.9,0.91
Troy Franklin,146567,WR,DEN,1,7.1,3,88.9,100.0,1,1,0,0.0,0,3,10,0,76.5,70.8,76.7,,75.4,0.0,0,0,42,0.0,0,31,0,8,90.3,28,58.1,18,144.9,9,1,41.9,13,89,46,5.8,11.1,3.18
Ja'Tavion Sanders,144717,TE,CAR,1,7.0,1,77.8,,0,0,0,12.5,1,3,5,0,32.2,69.5,50.9,60.9,53.2,16.3,7,0,12,2.3,1,43,0,7,88.4,38,65.1,28,91.7,9,0,18.6,8,54,19,2.7,7.7,1.42
Jauan Jennings,48027,WR,SF,1,10.0,2,55.6,0.0,0,2,0,0.0,0,3,28,0,73.4,68.0,66.4,,67.0,0.0,0,0,42,0.0,0,40,0,5,97.5,39,32.5,13,126.6,9,1,67.5,27,89,49,9.8,17.8,2.28
