player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Bryce Young,123943,QB,CAR,1,74.0,50,55,7.7,2.58,1,2,3.3,63.6,35,0,24,5.4,59,2,-0.03,19,5,24.1,56.4,57.9,57.9,3,1,65,2,49.2,12.5,90.6,5.1,3,1,0,1,3,3,4.6,328,6.0
Dak Prescott,10769,QB,DAL,1,84.0,50,52,7.4,2.64,1,5,8.8,73.1,38,0,21,9.5,57,4,0.18,19,9,40.7,81.4,81.5,52.6,1,1,62,1,49.1,14.3,96.7,5.3,3,2,0,0,2,2,3.2,361,6.9
Joe Flacco,4332,QB,CLV,1,73.7,38,45,6.9,2.75,0,0,0.0,55.6,25,0,17,10.7,48,3,-0.53,8,8,30.0,41.1,41.8,63.3,1,1,49,1,29.2,11.8,65.0,4.2,2,1,0,6,1,3,6.1,199,4.4
Geno Smith,7820,QB,LV,1,61.0,41,43,7.9,3.2,2,0,0.0,55.8,24,0,17,4.0,48,1,-0.4,8,23,81.2,40.0,34.4,75.9,0,3,53,0,31.3,17.6,37.0,6.3,3,2,0,0,0,3,5.7,180,4.2
Trevor Lawrence,77632,QB,JAX,1,72.5,40,42,8.4,2.67,0,0,0.0,57.1,24,0,10,17.2,44,5,0.03,15,15,29.8,58.1,60.4,47.6,1,2,45,1,47.7,10.0,80.6,2.3,1,1,0,1,3,1,2.2,271,6.5
Jayden Daniels,97993,QB,WAS,1,68.4,38,42,7.5,2.9,2,1,2.2,57.1,24,0,25,7.7,52,2,-0.29,10,32,81.3,56.1,57.7,53.5,0,0,56,0,40.4,16.0,85.4,7.7,4,6,1,1,2,0,0.0,200,4.8
Russell Wilson,7077,QB,NYG,1,84.6,39,41,13.6,2.57,0,6,14.3,73.2,30,0,10,9.1,45,3,0.37,16,21,27.9,88.2,85.6,67.2,0,1,46,1,60.0,30.0,123.0,6.7,3,1,0,2,3,2,4.3,450,11.0
Mac Jones,60323,QB,SF,1,75.0,36,39,7.0,2.78,1,0,0.0,66.7,26,0,8,3.7,43,1,0.09,15,28,31.2,58.6,60.6,56.5,0,0,45,1,44.2,37.5,113.1,7.0,3,1,1,1,3,1,2.2,279,7.2
Baker Mayfield,46518,QB,TB,1,77.1,35,38,8.3,2.61,0,3,6.8,65.8,25,0,22,7.4,45,2,0.11,15,30,32.0,73.8,67.0,84.4,1,0,52,0,48.9,18.2,98.0,8.9,4,3,0,2,2,2,3.8,215,5.7
Spencer Rattler,97408,QB,NO,1,79.4,34,34,7.4,2.76,0,2,5.4,73.5,25,0,16,7.4,40,2,-0.04,14,20,29.3,75.5,72.3,69.6,0,0,44,0,47.5,18.8,118.1,7.5,3,3,0,0,3,1,2.3,207,6.1
Daniel Jones,39395,QB,IND,1,72.7,33,34,10.1,2.79,0,2,5.6,67.6,23,0,19,4.2,38,1,0.34,17,14,79.9,79.6,81.4,56.6,0,0,40,0,60.5,5.3,107.0,2.6,1,3,0,1,1,0,0.0,316,9.3
Aaron Rodgers,2241,QB,PIT,1,71.4,28,33,6.7,2.96,0,2,5.6,54.5,18,0,14,10.0,37,2,-0.33,5,25,79.0,62.3,63.3,55.7,1,2,40,1,29.7,21.4,58.0,8.1,3,1,0,4,1,2,5.0,203,6.2
Matthew Stafford,4924,QB,LA,1,77.4,31,33,8.8,2.55,0,2,5.7,69.7,23,0,13,4.2,34,1,0.2,12,26,78.7,78.5,77.0,60.0,0,1,36,0,52.9,7.7,105.4,2.9,1,0,0,2,2,2,5.6,298,9.0
Sam Darnold,29048,QB,SEA,1,78.6,28,33,8.5,2.59,2,1,2.9,66.7,22,0,14,0.0,35,0,0.0,13,29,78.4,81.7,80.0,,0,2,36,0,48.6,14.3,89.8,5.7,2,0,0,3,2,1,2.8,295,8.9
Cam Ward,133244,QB,TEN,1,70.0,30,33,7.3,3.1,0,2,5.7,57.6,19,0,16,9.5,41,2,-0.24,11,31,29.1,68.5,68.0,60.0,0,0,43,0,39.0,31.3,82.3,12.2,5,3,0,3,1,1,2.3,175,5.3
Tua Tagovailoa,60326,QB,MIA,1,83.9,31,32,8.2,2.57,0,1,2.7,81.3,26,0,12,0.0,39,0,0.17,15,17,79.6,60.2,61.5,,0,1,44,1,53.8,41.7,115.5,12.8,5,0,0,1,2,1,2.3,315,9.8
Jake Browning,46401,QB,CIN,1,67.7,31,32,9.0,2.34,0,2,6.1,65.6,21,0,10,0.0,33,0,-0.19,11,7,78.6,57.1,56.5,61.0,0,3,34,0,45.5,10.0,69.9,3.0,1,0,0,1,2,3,8.8,241,7.5
Jordan Love,40306,QB,GB,1,76.9,26,31,15.0,3.1,0,2,5.9,61.3,19,0,16,5.0,34,1,0.16,15,12,79.0,86.7,84.0,66.1,0,0,37,0,52.9,12.5,113.9,5.9,2,1,0,5,2,0,0.0,292,9.4
Caleb Williams,144622,QB,CHI,1,75.0,28,30,9.5,3.14,1,2,6.1,63.3,19,0,10,9.5,36,2,0.03,11,6,79.7,67.2,64.0,69.1,1,1,40,0,38.9,40.0,91.9,11.1,4,2,0,0,2,2,5.0,207,6.9
Bo Nix,97790,QB,DEN,1,78.6,28,30,5.7,2.49,1,2,5.9,73.3,22,0,4,0.0,31,0,0.29,12,10,78.7,48.6,48.0,58.9,0,1,35,0,51.6,0.0,111.2,0.0,0,1,0,1,3,2,5.7,206,6.9
Lamar Jackson,46416,QB,BLT,1,70.4,27,29,11.0,2.85,1,1,3.1,65.5,19,0,14,0.0,33,0,0.28,10,3,78.7,64.6,62.0,67.6,0,0,36,0,48.5,21.4,128.6,9.1,3,1,0,1,4,1,2.8,225,7.8
Patrick Mahomes,11765,QB,KC,1,66.7,27,29,10.3,2.95,2,1,3.3,55.2,16,0,16,11.1,38,2,-0.09,12,16,79.2,70.1,62.3,77.7,0,1,41,0,47.4,12.5,72.1,5.3,2,7,0,0,1,0,0.0,187,6.4
Jared Goff,10635,QB,DET,1,82.1,28,28,10.2,2.85,0,1,3.6,82.1,23,0,4,0.0,29,0,0.77,15,11,77.4,85.1,84.7,57.9,0,0,30,0,65.5,0.0,156.0,0.0,0,1,0,0,5,0,0.0,334,11.9
Justin Herbert,28237,QB,LAC,1,73.1,26,27,9.3,3.03,1,1,3.6,70.4,19,0,8,0.0,32,0,0.39,10,27,78.9,67.9,68.5,58.8,0,0,33,0,56.3,25.0,122.8,6.3,2,3,0,0,2,1,3.0,242,9.0
Josh Allen,46601,QB,BUF,1,72.7,22,25,5.6,3.04,1,0,0.0,56.0,14,0,7,12.5,30,2,0.21,11,4,78.4,74.7,69.8,72.4,0,0,33,2,50.0,14.3,73.4,3.3,1,4,0,2,0,0,0.0,148,5.9
Kyler Murray,38334,QB,ARZ,1,81.8,22,25,8.7,2.87,2,2,6.7,68.0,17,0,11,5.6,29,1,0.23,11,1,79.0,81.4,82.3,60.8,0,1,34,0,55.2,9.1,92.1,3.4,1,3,0,1,1,1,2.9,220,8.8
C.J. Stroud,129759,QB,HST,1,56.5,23,24,9.2,3.25,0,1,4.0,54.2,13,0,12,0.0,30,0,-0.09,8,13,78.0,51.2,46.1,71.8,0,0,32,0,43.3,25.0,97.0,10.0,3,3,0,1,1,1,3.1,207,8.6
Drake Maye,143969,QB,NE,1,86.4,22,23,6.3,2.8,1,1,4.0,82.6,19,0,7,0.0,31,0,0.63,11,19,79.3,83.6,78.8,74.4,0,0,33,0,64.5,42.9,137.3,9.7,3,4,0,0,2,0,0.0,230,10.0
Jalen Hurts,40291,QB,PHI,1,71.4,21,22,7.3,2.64,0,0,0.0,68.2,15,0,10,0.0,27,0,-0.31,5,24,26.4,61.9,48.5,80.3,0,0,28,0,29.6,20.0,78.0,7.4,2,1,0,1,0,1,3.6,101,4.6
Michael Penix Jr.,82134,QB,ATL,1,66.7,21,21,6.8,2.73,0,0,0.0,61.9,13,0,10,7.1,24,1,-0.3,5,2,76.9,66.6,65.2,60.0,0,0,26,1,45.8,30.0,80.5,12.5,3,0,0,0,0,0,0.0,135,6.4
J.J. McCarthy,144918,QB,MIN,1,60.0,20,21,12.6,3.31,0,1,4.8,52.4,11,0,16,8.3,30,1,-0.58,7,18,15.4,49.4,51.8,50.8,1,2,30,1,33.3,37.5,37.5,20.0,6,3,0,0,0,3,10.0,158,7.5
Joe Burrow,28022,QB,CIN,1,58.3,12,13,8.3,2.96,1,0,0.0,53.8,7,0,8,0.0,15,0,0.1,6,7,74.2,75.3,73.9,,0,0,17,0,46.7,25.0,97.0,13.3,2,0,0,0,1,0,0.0,76,5.8
Tyrod Taylor,6332,QB,NYJ,1,90.0,10,11,8.6,3.45,1,1,9.1,63.6,7,0,11,22.2,16,2,0.23,5,22,73.9,88.9,88.6,63.6,0,0,16,0,43.8,18.2,106.6,12.5,2,3,0,0,1,0,0.0,56,5.1
Justin Fields,82118,QB,NYJ,1,55.6,9,11,8.8,3.34,1,0,0.0,27.3,3,0,7,40.0,15,2,-0.95,2,22,15.8,30.7,28.9,55.8,0,0,15,0,20.0,28.6,39.6,13.3,2,2,0,1,0,2,13.3,27,2.5
Tyson Bagent,169628,QB,CHI,1,66.7,3,3,12.0,3.33,0,0,0.0,66.7,2,0,0,0.0,4,0,0.58,1,6,66.9,59.2,61.7,58.3,0,0,4,0,50.0,,95.1,0.0,0,1,0,0,0,0,0.0,27,9.0
Dillon Gabriel,86272,QB,CLV,1,100.0,3,3,3.3,2.0,0,0,0.0,100.0,3,0,0,0.0,3,0,0.92,3,8,65.5,89.6,87.3,,0,0,3,0,66.7,,132.6,0.0,0,0,0,0,1,0,0.0,19,6.3
Mason Rudolph,46569,QB,PIT,1,100.0,2,2,-1.5,2.2,0,0,0.0,100.0,2,0,0,0.0,2,0,0.09,1,25,63.6,62.6,62.1,,0,0,2,0,50.0,,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0
Mitch Trubisky,11757,QB,BUF,1,50.0,2,2,13.5,2.45,0,1,50.0,50.0,1,0,0,0.0,2,0,1.71,1,4,69.1,76.7,76.3,60.5,0,0,2,0,50.0,,95.8,0.0,0,0,0,0,0,0,0.0,32,16.0
