player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jonathan Taylor,57488,HB,IND,1,25,8,1,41.2,68,0,165,0,0,8,135,160.0,3,4,14,0,14,79.0,73.3,78.8,,70.2,74.0,70.6,60.0,68,0,50,2,27,31,0,0,2,27,0,165,135,5.4,6.6,1.85,11
Josh Jacobs,45953,HB,GB,1,23,4,0,0.0,0,0,84,0,0,4,72,54.4,1,4,12,0,12,78.4,64.7,0.0,,28.8,52.3,70.4,60.0,10,1,0,0,16,28,0,0,0,23,1,84,72,3.13,3.7,0.0,11
Bijan Robinson,123126,HB,ATL,1,22,12,3,42.0,60,0,143,1,1,12,97,229.3,4,5,2,0,6,78.1,75.1,76.2,,24.3,45.3,84.4,,25,0,25,3,18,22,0,0,5,25,0,143,97,4.41,6.5,1.39,15
Saquon Barkley,45791,HB,PHI,1,22,3,0,0.0,0,0,88,0,1,3,49,37.1,2,3,24,0,4,77.7,57.1,80.2,,34.0,56.2,63.0,43.0,13,0,6,2,12,28,0,0,2,24,1,88,49,2.23,4.0,0.5,17
Alvin Kamara,11822,HB,NO,1,21,5,1,15.2,15,0,99,0,1,5,66,69.8,3,4,20,1,9,27.7,63.4,79.3,,61.9,34.4,71.9,60.0,15,0,21,6,32,22,0,0,6,27,0,99,66,3.14,4.7,0.66,11
James Cook,83666,HB,BUF,1,21,2,1,33.3,44,0,132,0,1,2,88,57.1,2,6,4,1,8,26.1,72.6,74.2,,66.3,57.1,72.3,59.9,44,0,3,1,10,24,0,0,1,22,2,132,88,4.19,6.3,0.3,13
Tony Pollard,27126,HB,TEN,1,20,3,0,0.0,0,0,92,1,0,3,63,47.3,2,5,31,0,4,77.1,57.4,80.5,,80.5,36.1,64.2,60.0,10,0,0,0,29,22,0,0,1,20,0,92,63,3.15,4.6,0.0,16
Javonte Williams,77803,HB,DAL,1,18,5,2,50.5,49,0,97,0,1,5,79,109.7,3,5,9,0,8,77.5,68.3,79.7,,86.1,61.4,67.8,,30,0,33,6,30,18,0,0,6,24,1,97,79,4.39,5.4,1.1,9
Bucky Irving,144970,HB,TB,1,17,4,0,0.0,0,0,71,0,5,4,47,108.2,1,2,30,0,14,77.6,63.7,77.6,,8.2,73.1,63.2,60.0,10,0,50,6,33,19,0,0,6,23,0,71,47,2.76,4.2,1.52,2
Kyren Williams,97118,HB,LA,1,17,1,1,22.7,15,0,66,0,0,1,51,15.8,2,3,26,0,6,76.6,65.4,75.8,,85.9,57.1,64.4,60.0,15,0,14,2,15,20,0,0,2,19,0,66,51,3.0,3.9,0.93,11
Tyler Allgeier,83639,HB,ATL,1,16,1,1,22.4,17,0,76,0,0,1,44,16.2,3,7,2,0,4,76.6,70.9,72.0,,76.8,61.4,68.8,,17,0,4,1,2,17,0,0,1,17,1,76,44,2.75,4.8,2.0,11
Chase Brown,77787,HB,CIN,1,16,2,0,0.0,0,0,47,0,0,2,35,24.3,1,4,7,0,7,76.2,52.3,78.3,,12.4,61.5,56.9,60.0,11,0,18,2,22,18,0,0,3,18,0,47,35,2.19,2.9,0.82,9
Zach Charbonnet,97630,HB,SEA,1,15,1,0,0.0,0,0,10,0,0,1,26,11.6,0,0,29,0,3,75.5,47.7,75.1,,81.3,51.2,48.0,60.0,6,0,0,0,13,16,0,0,0,15,0,10,26,1.73,0.7,0.0,12
J.K. Dobbins,57366,HB,DEN,1,14,0,2,53.9,41,0,76,0,0,0,40,0.0,2,5,10,0,7,75.7,65.7,0.0,,,65.7,68.3,60.0,23,1,9,1,10,16,0,0,2,15,1,76,40,2.86,5.4,0.9,6
Travis Etienne Jr.,57185,HB,JAX,1,14,0,1,42.3,30,0,71,0,0,0,34,0.0,1,3,15,0,5,75.5,60.9,79.0,,81.5,66.8,56.7,56.4,30,0,18,2,22,17,0,0,3,16,0,71,34,2.43,5.1,0.82,7
Jaylen Warren,98692,HB,PIT,1,14,2,0,0.0,0,0,48,0,6,2,32,101.6,0,5,25,0,9,76.0,77.7,76.9,,79.3,90.4,69.8,60.0,9,0,86,4,16,16,0,0,4,18,0,48,32,2.29,3.4,5.38,5
Kenneth Walker III,97199,HB,SEA,1,13,4,3,51.4,54,0,105,0,0,4,61,134.1,4,7,29,0,4,74.9,91.0,73.8,,20.1,59.9,90.9,,20,0,13,1,7,13,0,0,1,14,1,105,61,4.69,8.1,1.86,9
Christian McCaffrey,11763,HB,SF,1,13,3,0,0.0,0,0,55,0,0,3,39,47.4,1,4,28,0,3,76.0,76.9,78.5,,55.9,74.7,75.9,60.0,10,0,52,6,35,15,0,0,7,19,0,55,39,3.0,4.2,1.49,10
Nick Chubb,45783,HB,HST,1,12,0,1,58.1,25,0,43,0,0,0,13,0.0,1,2,13,0,8,75.2,65.2,74.0,,82.0,69.8,61.7,,25,0,29,2,9,13,0,0,2,14,1,43,13,1.08,3.6,3.22,4
Jahmyr Gibbs,122474,HB,DET,1,12,4,2,72.3,68,0,94,0,1,4,16,44.4,3,5,11,0,6,75.0,73.0,73.9,,78.6,69.1,71.3,60.0,42,0,10,3,15,13,0,0,3,15,1,94,16,1.33,7.8,0.67,5
D'Andre Swift,57212,HB,CHI,1,12,1,1,31.7,20,0,62,0,0,1,24,15.6,2,3,6,1,5,23.1,52.5,0.0,,72.4,60.8,53.0,60.0,20,1,6,3,16,12,1,1,3,14,1,63,24,2.0,5.3,0.38,6
De'Von Achane,124305,HB,MIA,1,11,4,0,0.0,0,0,30,0,6,4,24,114.8,0,0,17,0,3,75.0,73.9,77.6,,76.3,79.0,67.8,60.0,9,0,92,8,36,11,0,0,10,19,0,30,24,2.18,2.7,2.56,6
Ashton Jeanty,157196,HB,LV,1,11,4,0,0.0,0,0,43,0,2,4,40,155.8,2,3,23,0,5,74.6,62.8,75.5,,28.7,63.1,65.2,60.0,13,0,1,3,18,15,0,0,4,14,0,43,40,3.64,3.9,0.06,5
Rhamondre Stevenson,98689,HB,NE,1,11,3,1,38.9,21,0,54,0,3,3,55,187.5,1,2,19,0,4,75.5,77.7,77.1,,67.8,83.7,72.9,60.0,21,0,88,5,15,16,0,0,5,16,0,54,55,5.0,4.9,5.87,6
James Conner,11860,HB,ARZ,1,11,3,0,0.0,0,0,34,0,0,3,24,54.5,0,3,1,0,10,74.5,65.3,73.6,,46.2,62.6,65.5,60.0,8,0,18,1,11,14,0,0,1,12,1,34,24,2.18,3.1,1.64,1
Derrick Henry,10679,HB,BLT,1,11,1,0,0.0,0,0,23,0,0,1,27,22.3,0,1,3,1,4,21.3,47.7,74.8,,66.4,52.5,47.4,60.0,8,0,0,0,13,13,0,0,0,11,0,23,27,2.45,2.1,0.0,7
David Montgomery,45719,HB,DET,1,11,2,1,31.6,18,0,57,0,0,2,31,47.0,2,4,11,0,2,74.1,70.4,73.1,,79.0,60.0,68.8,60.0,18,0,4,1,6,13,0,0,1,12,1,57,31,2.82,5.2,0.67,9
Cam Skattebo,147787,HB,NYG,1,11,3,1,53.3,24,0,45,1,0,3,35,73.4,1,3,21,0,4,74.8,73.6,75.0,,68.8,40.9,82.8,60.0,24,0,14,2,19,14,0,0,3,13,1,45,35,3.18,4.1,0.74,7
Breece Hall,97636,HB,NYJ,1,10,0,0,0.0,0,0,29,0,0,0,18,0.0,1,2,22,0,1,73.9,59.5,77.6,,26.1,59.5,61.8,60.0,12,0,9,2,14,13,0,0,2,12,0,29,18,1.8,2.9,0.64,9
Rachaad White,131633,HB,TB,1,10,5,1,24.6,16,0,65,0,2,5,51,297.5,2,4,30,0,7,73.9,80.1,74.4,,80.3,57.8,81.9,,16,0,1,2,8,10,0,0,2,12,1,65,51,5.1,6.5,0.13,3
Chuba Hubbard,57373,HB,CAR,1,10,2,0,0.0,0,0,38,1,1,2,33,66.0,1,4,5,0,2,75.3,60.6,80.1,,76.3,61.8,58.4,60.0,14,0,39,5,43,13,0,0,6,15,0,38,33,3.3,3.8,0.91,6
Drake Maye,143969,QB,NE,1,10,1,0,0.0,0,0,2,0,0,0,2,0.0,1,4,19,0,0,79.3,83.6,78.9,78.8,,,74.4,60.0,13,0,0,0,0,27,29,4,0,6,1,31,17,1.7,3.1,,0
Isiah Pacheco,83747,HB,KC,1,10,0,0,0.0,0,0,22,0,0,0,22,0.0,0,1,16,0,4,73.6,50.4,76.4,,83.2,54.5,48.0,60.0,7,0,7,1,19,11,0,0,2,11,0,22,22,2.2,2.2,0.37,5
Quinshon Judkins,157128,HB,CLV,1,10,2,1,50.8,31,0,61,0,0,2,57,87.7,1,3,8,0,5,74.4,67.7,72.8,,,76.7,64.1,,31,0,10,3,8,10,0,0,3,13,0,61,57,5.7,6.1,1.25,5
Jalen Hurts,40291,QB,PHI,1,9,0,0,0.0,0,0,4,0,0,0,5,0.0,1,5,24,1,0,26.4,61.9,78.9,48.5,,,80.3,60.0,11,0,0,0,0,32,11,1,0,8,1,15,5,0.56,1.7,,0
Jordan Mason,62946,HB,MIN,1,9,1,0,0.0,0,0,30,0,0,1,38,38.4,0,2,18,0,5,73.9,70.7,74.3,,27.5,60.5,74.7,60.0,8,0,8,2,12,11,0,0,2,11,0,30,38,4.22,3.3,0.67,4
Justin Herbert,28237,QB,LAC,1,9,0,0,0.0,0,0,5,0,0,0,6,0.0,1,2,27,2,2,78.9,67.9,78.6,68.5,,,58.8,60.0,12,0,0,0,0,25,26,3,0,6,0,31,7,0.78,3.4,,0
Ray Davis,101072,HB,BUF,1,9,0,0,0.0,0,0,24,0,0,0,16,0.0,0,2,4,0,5,73.3,46.5,71.6,,10.2,55.4,52.4,60.0,8,0,0,0,5,14,0,0,0,9,0,24,16,1.78,2.7,0.0,4
Kareem Hunt,11841,HB,KC,1,8,1,0,0.0,0,0,31,0,0,1,23,31.9,1,3,16,1,2,20.0,50.1,0.0,,,52.1,56.1,,11,1,3,1,14,8,0,0,1,9,0,31,23,2.88,3.9,0.21,5
Austin Ekeler,12164,HB,WAS,1,8,0,0,0.0,0,0,17,0,0,0,15,0.0,0,2,32,0,2,73.2,56.8,76.8,,70.6,55.6,56.7,,5,0,7,2,21,8,0,0,4,10,0,17,15,1.88,2.1,0.33,5
Najee Harris,57121,HB,LAC,1,8,0,0,0.0,0,0,28,0,2,0,29,72.5,0,2,27,0,3,73.4,75.7,72.8,,74.4,83.0,70.2,60.0,7,0,20,2,7,12,0,0,2,10,0,28,29,3.63,3.5,2.86,5
Bhayshul Tuten,150568,HB,JAX,1,8,1,0,0.0,0,0,42,0,2,1,30,112.5,0,0,15,0,3,73.6,65.0,75.3,,17.8,76.4,64.1,60.0,9,0,32,2,6,10,0,0,2,10,0,42,30,3.75,5.3,5.33,5
Omarion Hampton,162750,HB,LAC,1,8,3,1,62.5,15,0,24,0,0,3,26,108.3,1,2,27,0,5,73.1,60.2,75.2,,48.3,54.8,63.3,59.2,15,0,1,1,16,12,0,0,2,9,0,24,26,3.25,3.0,0.06,3
Kyler Murray,38334,QB,ARZ,1,7,3,0,0.0,0,0,-2,0,0,0,3,0.0,1,1,1,0,2,79.0,81.4,78.3,82.3,,,60.8,60.0,30,0,0,0,0,20,34,3,0,4,0,32,44,6.29,4.6,,1
