source,season,week,captured_at,captured_at_source,raw_file,raw_file_name,raw_file_sha256,raw_file_size_bytes,processed_long_file,processed_rejected_file,processed_validation_file,processed_file_sha256,ingested_at,registry_updated_at,raw_events,sportsbooks,canonical_rows,unique_events,unique_players,markets_covered,raw_market_keys,main_line_rows,alternate_line_rows,rejected_rows,validation_status,warning_count,warnings,schema_version
odds_api,2026,1,2026-09-01T13:00:00-04:00,filename,data/raw/odds/odds_api/2026/week_01/snapshots/20260901T130000_sample_odds_snapshot.json,20260901T130000_sample_odds_snapshot.json,b3b07f694eee8ec343d15257430de0d5205fb146b2442d5ca219c8b10e995b6c,5009,data/processed/odds/odds_api/2026/week_01/20260901T130000_sample_odds_snapshot_odds_long.csv,data/processed/odds/odds_api/2026/week_01/20260901T130000_sample_odds_snapshot_odds_rejected.csv,data/processed/odds/odds_api/2026/week_01/20260901T130000_sample_odds_snapshot_odds_validation.csv,c9754d7752c246c3dc7ed942033e65b1075d1f14d25f2026895b725d811e7342,2026-08-05T14:26:28.792672+00:00,2026-08-05T14:26:28.792672+00:00,2,draftkings|fanduel,20,2,3,player_pass_yds|player_reception_yds|player_receptions|player_rush_yds,player_pass_yds|player_pass_yds_alternate|player_reception_yds|player_reception_yds_alternate|player_receptions|player_rush_yds,10,10,5,passed_with_warnings,1,nan,odds_long_v1
