player,position,avg_pick
Fernando Mendoza,QB,1.0
David Bailey,EDGE,3.04
Arvell Reese,LB,3.1468
Carnell Tate,WR,6.492
Sonny Styles,LB,7.140884530718431
Jeremiyah Love,RB,8.400924437299036
Caleb Downs,S,9.046283309957925
Jordyn Tyson,WR,9.176341072858287
Mansoor Delane,CB,9.327061649319456
Francis Mauigoa,OT,9.649639423076923
Rueben Bain,EDGE,10.499195818254925
Makai Lemon,WR,11.8758025682183
Spencer Fano,OT,14.80078044773054
Olaivavega Ioane,IOL,14.994634750309533
Drew Allar,QB,16.0
Dillon Thieneman,S,16.7651207522975
Keldric Faulk,EDGE,16.79775967413442
Monroe Freeling,OT,17.0721434528774
Kenyon Sadiq,TE,17.36812484011256
Omar Cooper Jr.,WR,18.16942490690939
Akheem Mesidor,EDGE,18.552486187845304
Kadyn Proctor,OT,18.629543533389686
Kevin Concepcion,WR,20.538934911242603
Cole Payton,QB,21.0
Denzel Boston,WR,21.940613879003557
Blake Miller,OT,22.23441396508728
Emmanuel McNeil-Warren,S,22.663094256663918
Kayden McDonald,DT,23.345573770491804
Ty Simpson,QB,23.543247344461307
Caleb Lomu,OT,24.072007003720728
Peter Woods,DT,25.618767578624393
Max Iheanachor,OT,25.765981735159816
T.J. Parker,EDGE,26.867411790488713
Jermod McCoy,CB,27.739961759082217
Emmanuel Pregnon,IOL,28.951724137931034
Caleb Banks,DT,29.16
Cashius Howell,EDGE,29.314312736443885
Chase Bisontis,IOL,29.355871886120998
Colton Hood,CB,29.643923964697894
Chris Johnson,CB,29.970715835140997
C.J. Allen,LB,30.044776119402986
Malachi Lawrence,EDGE,30.04690048939641
Jacob Rodriguez,LB,30.152542372881356
Brandon Cisse,CB,30.20689655172414
Jadarian Price,RB,30.254545454545454
Avieon Terrell,CB,30.433124644280024
Zion Young,EDGE,30.54419410745234
Christen Miller,DT,30.875
Anthony Hill Jr.,LB,31.0
R Mason Thomas,EDGE,31.0
