player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Mike Evans,8642,WR,TB,1,12.4,1,57.1,0.0,0,1,0,11.1,1,5,30,0,54.5,70.1,66.8,,68.0,0.0,0,0,55,0.0,0,53,0,8,98.1,52,22.6,12,108.9,14,1,77.4,41,119,35,4.4,14.9,2.29
Tyreek Hill,10799,WR,KC,1,5.3,2,91.7,50.0,1,2,0,0.0,0,6,16,0,78.7,73.9,77.1,,76.7,0.0,0,0,64,0.0,0,49,0,11,93.9,46,49.0,24,146.5,12,1,49.0,24,150,94,8.5,13.6,3.26
Cooper Kupp,11824,WR,LA,1,13.5,2,81.8,,0,0,0,0.0,0,4,26,1,77.3,19.2,86.4,,80.4,0.0,0,0,70,0.0,0,42,0,9,97.6,41,73.8,31,149.1,11,1,21.4,9,183,62,6.9,20.3,4.46
Davante Adams,8688,WR,GB,1,11.7,0,81.8,,0,0,0,0.0,0,5,12,0,77.3,70.6,75.3,,76.8,0.0,0,0,25,0.0,0,35,0,9,94.3,33,28.6,10,100.8,11,0,71.4,25,90,21,2.3,10.0,2.73
Rob Gronkowski,5567,TE,TB,1,13.7,0,40.0,25.0,1,4,0,0.0,0,3,30,0,72.1,67.0,56.2,69.6,60.4,69.6,39,1,42,1.8,1,56,0,4,96.4,54,21.4,12,31.3,10,0,8.9,5,85,53,13.3,21.3,1.57
Aaron Jones,11937,HB,GB,1,1.8,1,90.0,,0,0,0,10.0,1,2,12,0,56.7,76.3,61.7,47.0,63.1,3.4,1,0,75,6.9,2,29,0,9,89.7,26,3.4,1,118.8,10,0,10.3,3,129,109,12.1,14.3,4.96
Gabe Davis,55410,WR,BUF,1,20.5,0,80.0,100.0,2,2,0,0.0,0,8,4,0,76.5,70.1,92.7,,92.5,0.0,0,0,75,0.0,0,34,0,8,97.1,33,14.7,5,158.3,10,4,85.3,29,201,36,4.5,25.1,6.09
A.J. Brown,48327,WR,TEN,1,21.2,1,55.6,,0,0,0,16.7,1,4,31,0,46.3,68.0,83.8,,84.0,0.0,0,0,41,0.0,0,25,0,5,100.0,25,28.0,7,137.5,9,1,72.0,18,142,15,3.0,28.4,5.68
Tee Higgins,61211,WR,CIN,1,8.0,1,77.8,0.0,0,2,0,0.0,0,4,7,0,75.6,69.5,70.6,,70.3,0.0,0,0,22,0.0,0,47,0,7,97.9,46,23.4,11,111.1,9,0,76.6,36,96,43,6.1,13.7,2.09
Travis Kelce,7844,TE,KC,1,9.4,0,88.9,100.0,3,3,0,11.1,1,7,16,0,54.5,70.1,75.1,66.3,74.3,32.0,16,0,25,2.0,1,50,0,8,92.0,46,46.0,23,148.1,9,1,22.0,11,96,26,3.3,12.0,2.09
Leonard Fournette,11759,HB,TB,1,-1.2,2,100.0,,0,0,0,0.0,0,2,30,0,77.3,76.6,69.9,80.0,69.0,0.0,0,0,19,8.3,4,48,0,9,89.6,43,0.0,0,92.6,9,0,8.3,4,56,67,7.4,6.2,1.3
C.J. Uzomah,9590,TE,CIN,1,3.5,2,87.5,,0,0,0,0.0,0,3,7,0,75.6,69.5,63.9,66.3,65.8,38.6,17,0,32,2.3,1,44,0,7,95.5,42,38.6,17,103.6,8,0,20.5,9,71,47,6.7,10.1,1.69
Cole Beasley,7330,WR,BUF,1,5.1,0,75.0,0.0,0,1,0,14.3,1,2,4,0,49.7,68.8,76.2,,74.4,0.0,0,0,24,0.0,0,25,0,6,96.0,24,100.0,25,95.8,8,0,0.0,0,60,28,4.7,10.0,2.5
Odell Beckham Jr.,8647,WR,LA,1,8.7,0,85.7,100.0,1,1,0,0.0,0,4,26,0,74.6,68.8,67.4,,69.8,0.0,0,0,20,0.0,0,39,0,6,97.4,38,33.3,13,107.7,7,0,66.7,26,69,22,3.7,11.5,1.82
Byron Pringle,42345,WR,KC,1,5.9,1,71.4,50.0,1,2,0,28.6,2,2,16,0,29.2,69.5,49.4,,51.9,2.2,1,0,12,0.0,0,46,0,5,93.5,43,65.2,30,118.5,7,1,32.6,15,29,6,1.2,5.8,0.67
Joe Mixon,11803,HB,CIN,1,1.4,2,85.7,,0,0,0,0.0,0,2,7,0,74.6,76.3,67.4,83.1,69.9,0.0,0,0,21,20.0,6,30,1,6,80.0,24,0.0,0,97.0,7,0,13.3,4,51,44,7.3,8.5,2.13
Julio Jones,6158,WR,TEN,1,8.0,0,85.7,,0,0,0,0.0,0,4,31,0,74.6,68.8,79.7,,76.4,0.0,0,1,16,0.0,0,23,0,6,100.0,23,13.0,3,64.0,7,0,87.0,20,62,23,3.8,10.3,2.7
Jerick McKinnon,8731,HB,KC,1,0.1,0,71.4,,0,0,0,0.0,0,4,16,0,73.4,23.1,48.2,64.2,67.6,0.0,0,0,20,2.4,1,42,0,5,90.5,38,2.4,1,93.8,7,0,9.5,4,54,64,12.8,10.8,1.42
Ja'Marr Chase,84270,WR,CIN,1,3.7,2,83.3,,0,0,0,0.0,0,3,7,0,73.4,69.1,71.7,,72.9,0.0,0,0,57,0.0,0,47,0,5,97.9,46,23.4,11,118.8,6,0,76.6,36,109,94,18.8,21.8,2.37
Stefon Diggs,9579,WR,BUF,1,9.8,0,50.0,0.0,0,1,0,0.0,0,1,4,0,72.1,67.0,62.5,,60.5,0.0,0,0,5,0.0,0,39,0,3,97.4,38,15.4,6,56.3,6,0,84.6,33,7,6,2.0,2.3,0.18
Tyler Johnson,48054,WR,TB,1,2.3,2,50.0,0.0,0,1,0,40.0,2,1,30,0,28.0,65.8,47.2,,47.8,0.0,0,0,9,0.0,0,33,0,3,100.0,33,60.6,20,56.3,6,0,39.4,13,15,11,3.7,5.0,0.45
Tyler Higbee,10744,TE,LA,1,10.0,0,66.7,100.0,1,1,0,0.0,0,3,26,0,72.1,67.0,77.0,75.2,71.6,57.1,24,0,29,7.1,3,42,0,4,92.9,39,11.9,5,93.1,6,0,31.0,13,51,11,2.8,12.8,1.31
