player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Cam Akers,57206,HB,LA,1,24,2,0,0.0,0,0,48,0,2,2,43,26.5,0,2,26,2,6,20.9,39.8,77.7,,81.2,77.0,31.4,60.0,9,0,20,3,24,29,0,0,3,27,0,48,43,1.79,2.0,0.83,18
Derrick Henry,10679,HB,TEN,1,20,4,0,0.0,0,0,62,0,0,4,56,56.0,0,5,31,0,8,77.4,74.9,72.7,,,54.1,73.9,60.0,9,0,0,0,8,22,0,0,0,20,1,62,56,2.8,3.1,0.0,12
Elijah Mitchell,57272,HB,SF,1,17,1,0,0.0,0,0,53,0,0,1,29,8.5,0,2,28,0,6,77.0,63.4,0.0,,73.4,62.4,65.5,60.3,8,1,18,3,12,25,0,0,3,20,0,53,29,1.71,3.1,1.5,11
Joe Mixon,11803,HB,CIN,1,14,3,1,29.6,16,0,54,0,2,3,24,42.9,3,3,7,0,2,76.3,67.4,0.0,,83.1,69.9,67.4,60.0,16,1,51,6,24,16,0,0,7,20,1,54,24,1.71,3.9,2.13,11
Leonard Fournette,11759,HB,TB,1,13,1,0,0.0,0,0,51,0,2,1,33,34.6,2,5,30,0,11,76.6,69.9,78.5,,80.0,69.0,69.7,60.0,11,0,56,9,43,14,0,0,9,22,2,51,33,2.54,3.9,1.3,2
Aaron Jones,11937,HB,GB,1,12,0,0,0.0,0,0,41,1,1,0,33,13.1,1,3,12,0,5,76.3,61.7,78.8,,47.0,63.1,61.1,60.0,14,0,129,9,26,13,0,0,10,21,0,41,33,2.75,3.4,4.96,7
Josh Allen,46601,QB,BUF,1,11,6,0,0.0,0,0,62,0,0,5,46,230.0,3,6,4,1,8,34.3,92.2,78.9,88.6,,,84.4,60.0,14,0,0,0,0,23,6,1,0,10,0,68,60,5.45,6.2,,0
Jerick McKinnon,8731,HB,KC,1,10,0,0,0.0,0,0,24,0,0,0,20,0.0,0,1,16,1,3,23.1,48.2,80.3,,64.2,67.6,39.8,33.1,5,0,54,5,38,11,0,0,7,15,0,24,20,2.0,2.4,1.42,7
Deebo Samuel,48274,WR,SF,1,10,3,0,0.0,0,0,39,0,3,3,30,138.5,0,2,28,0,4,75.4,82.2,79.6,,,77.1,74.7,59.3,9,0,44,3,19,17,0,0,4,13,0,39,30,3.0,3.9,2.32,6
Devin Singletary,40485,HB,BUF,1,10,2,0,0.0,0,0,26,0,0,2,21,30.0,0,2,4,0,7,74.4,68.2,78.4,,43.5,65.9,69.6,69.2,7,0,25,4,34,23,0,0,4,14,1,26,21,2.1,2.6,0.74,2
