player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,1,67.3,49,54,7.9,2.26,0,1,1.8,55.6,30,0,19,9.1,57,3,-0.23,14,30,81.4,61.9,62.7,60.0,4,1,58,1,33.3,15.8,72.2,5.3,3,0,0,1,1,1,1.7,329,6.1
Patrick Mahomes,11765,QB,KC,1,90.0,40,44,5.2,3.23,0,2,4.4,75.0,33,0,21,8.3,53,3,0.46,24,16,81.1,85.5,79.7,78.6,0,0,56,0,58.5,9.5,123.1,3.8,2,7,0,4,3,0,0.0,378,8.6
Matthew Stafford,4924,QB,LA,1,82.4,34,38,8.4,2.56,1,3,7.7,73.7,28,0,15,0.0,41,0,0.26,17,26,79.9,72.3,71.2,68.1,0,0,42,1,58.5,13.3,121.2,4.9,2,1,1,2,2,1,2.4,366,9.6
Josh Allen,46601,QB,BUF,1,80.6,36,37,8.6,2.82,0,2,5.3,73.0,27,0,11,6.9,40,2,0.53,15,4,34.3,92.2,88.6,84.4,0,0,41,0,50.0,18.2,136.0,5.0,2,1,0,1,4,1,2.4,329,8.9
Joe Burrow,28022,QB,CIN,1,85.3,34,37,4.2,2.52,1,0,0.0,75.7,28,0,15,3.4,47,1,-0.1,14,7,80.3,73.9,73.5,64.7,0,1,48,1,40.4,60.0,93.1,19.1,9,1,1,1,0,0,0.0,348,9.4
Aaron Rodgers,2241,QB,GB,1,81.5,27,29,7.6,2.73,0,0,0.0,69.0,20,0,12,9.1,34,2,-0.19,8,12,78.3,68.1,67.0,,0,0,36,1,35.3,41.7,91.9,14.7,5,0,1,1,0,1,2.8,225,7.8
Ryan Tannehill,7014,QB,TEN,1,70.8,24,24,11.2,3.25,0,2,8.3,62.5,15,0,8,11.8,27,2,-0.29,9,31,77.1,69.9,73.8,48.7,0,3,27,0,44.4,12.5,66.7,3.7,1,2,0,0,1,1,3.7,220,9.2
Jimmy Garoppolo,8697,QB,SF,1,76.5,17,19,6.4,2.8,1,1,5.0,57.9,11,0,11,15.4,23,2,-0.34,7,28,76.1,62.8,61.8,,0,1,24,0,39.1,36.4,57.1,17.4,4,0,0,1,0,2,8.3,131,6.9
