edge_bucket,bets,hit_rate,profit_units,avg_profit,avg_ev_percent,avg_edge_yards
0-2.5,3,0.6666666666666666,0.8181818181818181,0.2727272727272727,7.800000000000003,1.9299999999999997
2.5-5,9,0.8888888888888888,6.307032590051458,0.7007813988946064,3.501608538212321,3.6755555555555564
5-7.5,3,0.6666666666666666,0.8181818181818181,0.2727272727272727,8.165909090909093,5.873333333333334
