"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Breece Hall","RB","NYJ",12,17.2,2.05,0.0931,14.3,20.7,9.63,8.24,11.4,1,4,1,1,"1",24,NA,NA,96,2
"Bijan Robinson","RB","ATL",12,17.1,1.95,0.843,14.2,20.3,9.54,8.21,11,2,5,2,2,"1",24,NA,NA,94,1
"Tyreek Hill","WR","MIA",6,18.1,1.57,0.569,15.9,20.2,8.95,8.45,9.34,3,3,5,1,"1",32,NA,NA,74,8
"Saquon Barkley","RB","PHI",5,16.3,1.68,0.15,15,19.4,8.69,8.96,10.1,4,1,3,3,"1",29,NA,NA,89,6
"Kyren Williams","RB","LAR",6,16.1,1.59,0.927,14.7,18.9,8.54,8.68,9.65,5,2,4,4,"2",25,NA,NA,86,2
"Cooper Kupp","WR","LAR",6,17.5,1.58,0.354,15.3,19.7,8.38,7.86,8.88,6,7,6,2,"1",32,NA,NA,75,7
"CeeDee Lamb","WR","DAL",7,17.2,2.03,1.84,13.6,19.6,8.02,6.11,8.69,7,15,8,3,"2",27,NA,NA,92,4
"Jonathan Taylor","RB","IND",14,15.2,1.58,0.197,13.5,18.1,7.61,7.48,8.79,8,8,7,5,"3",27,NA,NA,83,4
"Jordan Mason","RB","SF",9,15,1.14,0.299,13.3,16.8,7.42,7.26,7.55,9,9,9,6,"3",26,NA,NA,48,2
"Jahmyr Gibbs","RB","DET",5,14.7,0.763,0.178,14.2,16.2,7.12,8.12,6.93,10,6,14,7,"3",24,NA,NA,10,1
"Devon Achane","RB","MIA",6,14.5,1.07,0.196,13.3,16.3,6.94,7.25,7.04,11,10,12,8,"3",24,NA,NA,39,1
"Joe Mixon","RB","HOU",14,14.3,1.19,0.458,13,16.4,6.75,7,7.09,12,11,11,9,"4",29,NA,NA,56,7
"James Conner","RB","ARI",11,13.8,1.08,0.0224,12.9,15.6,6.29,6.87,6.35,13,12,19,10,"4",31,NA,NA,41,7
"Isiah Pacheco","RB","KC",6,13.8,1.28,0.0641,12.4,16.2,6.26,6.39,6.94,14,13,13,11,"4",27,NA,NA,63,2
"Derrick Henry","RB","BAL",14,13.8,1.31,0.873,12.2,15.9,6.2,6.16,6.58,15,14,16,12,"5",32,NA,NA,66,8
"Amon-Ra St. Brown","WR","DET",5,15.3,1.67,0.395,13.3,17.6,6.18,5.79,6.76,16,16,15,4,"2",26,NA,NA,83,3
"A.J. Brown","WR","PHI",5,14.9,1.83,0.525,12.5,17.3,5.79,5.04,6.43,17,22,18,5,"3",28,NA,NA,88,5
