"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Josh Allen","QB","BUF",12,21.5,3.83,0.605,16.8,24.9,18,16.4,16.4,1,1,1,1,"1",29,NA,NA,91,6
"Lamar Jackson","QB","BAL",14,20.9,4.12,1.74,15.8,24.5,17.4,15.5,16,2,5,2,2,"1",29,NA,NA,96,6
"Saquon Barkley","RB","PHI",5,16.7,0.875,0.0544,15.5,17.5,15.7,15.1,15.8,3,6,3,1,"1",29,NA,NA,64,6
"Jayden Daniels","QB","WAS",14,19.2,2.82,0.0646,15.9,21.4,15.6,15.5,13,4,4,11,3,"1",25,NA,NA,70,0
"Jalen Hurts","QB","PHI",5,19.1,2.46,2.3,16.2,21,15.6,15.9,12.6,6,3,13,4,"2",27,NA,NA,52,4
"Derrick Henry","RB","BAL",14,16.7,0.317,1.3,16.5,17.2,15.6,16.1,15.5,5,2,4,2,"2",32,NA,NA,21,8
"Bucky Irving","RB","TB",11,15.4,1.01,0.51,14.2,16.6,14.3,13.8,15,7,7,5,3,"3",23,NA,NA,81,0
"Josh Jacobs","RB","GB",10,14.9,0.949,0.429,13.7,15.7,13.8,13.3,14,8,8,7,4,"4",28,NA,NA,74,5
"Kyren Williams","RB","LAR",6,14.5,1.24,0.363,13.1,16,13.4,12.6,14.4,9,13,6,5,"4",25,NA,NA,93,2
"Bo Nix","QB","DEN",14,16.8,3.09,0.189,13,19.8,13.3,12.7,11.3,10,11,19,5,"2",26,NA,NA,78,0
"Sam Darnold","QB","MIN",6,16.6,3.49,0.179,12.4,20.1,13.1,12.1,11.7,11,15,17,6,"2",28,NA,NA,83,6
"Joe Mixon","RB","HOU",14,14.1,0.807,0.661,13.3,15.2,13,12.9,13.5,12,9,9,6,"5",29,NA,NA,60,7
"Baker Mayfield","QB","TB",11,16.5,3.49,0.468,12.1,19.3,12.9,11.8,10.9,13,16,20,7,"3",31,NA,NA,87,6
"Justin Jefferson","WR","MIN",6,16.6,1.22,1.26,15.4,18.1,12.8,12.8,13.6,14,10,8,1,"1",26,NA,NA,81,4
"Justin Herbert","QB","LAC",5,16,2.78,2.43,12.5,18,12.4,12.2,9.61,15,14,23,8,"4",28,NA,NA,61,4
"James Cook","RB","BUF",12,13.4,0.37,0.906,13.1,14,12.4,12.7,12.3,16,12,15,7,"6",26,NA,NA,29,2
"Aaron Jones","RB","MIN",6,12.5,0.541,0.144,11.8,13.2,11.5,11.4,11.5,18,17,18,8,"6",31,NA,NA,36,7
"Puka Nacua","WR","LAR",6,15.3,1.82,0.23,13.9,17.6,11.5,11.3,13.1,17,19,10,2,"1",24,NA,NA,97,1
"J.K. Dobbins","RB","LAC",5,12.4,1.03,2.44,11.1,13.5,11.3,10.7,11.9,19,21,16,9,"7",27,NA,NA,83,4
"Mike Evans","WR","TB",11,15.1,1.4,0.657,14,16.9,11.3,11.3,12.4,20,18,14,3,"2",32,NA,NA,86,10
"A.J. Brown","WR","PHI",5,14.5,2.41,0.313,12.5,17.5,10.6,9.89,13,21,24,12,4,"2",28,NA,NA,98,5
"Nico Collins","WR","HOU",14,14.1,0.386,1,13.8,14.7,10.3,11.1,10.2,22,20,22,5,"3",27,NA,NA,25,3
"Russell Wilson","QB","PIT",9,13.6,2.47,0.0696,10.6,15.5,10,10.3,7.06,23,22,34,9,"4",37,NA,NA,57,12
"Jordan Love","QB","GB",10,13.5,2.8,0.136,9.95,15.4,9.94,9.63,6.94,24,25,37,10,"4",27,NA,NA,65,4
"Matthew Stafford","QB","LAR",6,13.4,2.83,0.263,9.76,15.2,9.8,9.44,6.75,25,27,38,11,"4",38,NA,NA,74,15
"C.J. Stroud","QB","HOU",14,13.1,2.07,9.54,10.5,14.6,9.54,10.2,6.15,26,23,43,12,"5",24,NA,NA,48,1
"Courtland Sutton","WR","DEN",14,13.1,0.924,0.263,11.9,14,9.3,9.23,9.52,27,28,24,6,"3",30,NA,NA,59,6
"Jordan Addison","WR","MIN",6,12.9,1.78,0.0178,11.5,15.1,9.03,8.84,10.6,28,29,21,7,"3",24,NA,NA,95,1
"Ladd McConkey","WR","LAC",5,12.9,0.587,0.842,12.1,13.4,9.02,9.45,8.87,29,26,25,8,"4",24,NA,NA,34,0
"Najee Harris","RB","PIT",9,9.94,0.837,0.751,8.69,10.5,8.87,8.27,8.83,30,31,26,10,"8",28,NA,NA,62,3
"Terry McLaurin","WR","WAS",14,12,0.735,1.08,11,12.6,8.17,8.34,8.14,31,30,30,9,"5",30,NA,NA,42,5
"Jaylen Warren","RB","PIT",9,9.19,0.923,0.375,7.88,9.91,8.12,7.46,8.24,32,34,29,11,"8",27,NA,NA,69,2
"Brian Robinson","RB","WAS",14,8.81,0.256,0.0433,8.47,9.04,7.74,8.05,7.38,33,32,31,12,"8",27,NA,NA,14,2
"Austin Ekeler","RB","WAS",14,8.77,1.41,1.25,6.91,10.3,7.7,6.49,8.6,34,37,28,13,"9",30,NA,NA,98,NA
"DeVonta Smith","WR","PHI",5,10.9,0.275,0.407,10.6,11.2,7.1,7.92,6.7,35,33,40,10,"5",27,NA,NA,10,3
"George Pickens","WR","PIT",9,10.5,1.47,0.292,8.35,11.4,6.69,5.72,6.95,36,43,36,11,"5",25,NA,NA,90,2
"Rachaad White","RB","TB",11,7.52,2,0.717,5.61,10.3,6.45,5.19,8.65,37,47,27,14,"10",27,NA,NA,99,2
"Jalen McMillan","WR","TB",11,10.2,1.1,0.128,8.85,11.5,6.4,6.21,7.03,38,39,35,12,"6",24,NA,NA,73,0
"Rashod Bateman","WR","BAL",14,10.1,1.19,0.00598,9.29,11.8,6.27,6.66,7.34,39,36,32,13,"6",26,NA,NA,78,3
"Khalil Shakir","WR","BUF",12,10.1,0.766,0.492,9.57,11.2,6.26,6.94,6.73,40,35,39,14,"6",26,NA,NA,44,2
"Quentin Johnston","WR","LAC",5,9.61,0.953,0.351,8.78,10.9,5.77,6.14,6.43,41,40,42,15,"7",24,NA,NA,63,1
"Javonte Williams","RB","DEN",14,6.81,1.07,1.19,5.93,8.35,5.73,5.51,6.68,42,44,41,15,"11",26,NA,NA,86,3
"Mark Andrews","TE","BAL",14,9.76,1.53,1.37,8.65,12,5.66,5.84,7.14,43,42,33,1,"1",30,NA,NA,97,6
"Jayden Reed","WR","GB",10,9.26,0.359,0.102,8.93,9.73,5.42,6.29,5.23,44,38,45,16,"7",26,NA,NA,20,1
"Cooper Kupp","WR","LAR",6,9.16,0.853,0.598,8.62,10.4,5.32,5.98,5.92,45,41,44,17,"7",32,NA,NA,49,7
"Romeo Doubs","WR","GB",10,8.56,0.633,0.408,7.7,9.12,4.72,5.06,4.62,46,48,48,18,"8",26,NA,NA,36,2
"Gus Edwards","RB","LAC",5,5.61,0.663,0.0961,4.99,6.32,4.54,4.57,4.66,47,51,47,16,"11",31,NA,NA,48,6
"Jaleel McLaughlin","RB","DEN",14,5.52,0.659,0.518,5.11,6.5,4.45,4.69,4.84,48,50,46,17,"12",25,NA,NA,43,1
"Marvin Mims","WR","DEN",14,8.15,0.363,0.427,7.87,8.67,4.31,5.23,4.17,49,46,51,19,"8",24,NA,NA,22,1
"T.J. Hockenson","TE","MIN",6,8.38,0.201,0.889,8.2,8.56,4.28,5.4,3.74,50,45,55,2,"2",28,NA,NA,3,5
"Justice Hill","RB","BAL",14,5,0.667,0.224,4.36,5.86,3.93,3.94,4.19,51,55,50,18,"12",28,NA,NA,50,5
"Dontayvion Wicks","WR","GB",10,7.72,0.843,0.172,6.86,8.49,3.88,4.23,3.99,52,52,53,20,"9",24,NA,NA,47,1
"Keon Coleman","WR","BUF",12,7.55,0.0608,0.911,7.47,7.6,3.71,4.83,3.1,53,49,60,21,"10",22,NA,NA,1,0
"Cam Akers","RB","MIN",6,4.78,0.676,0.392,4.27,5.74,3.7,3.85,4.08,54,57,52,19,"13",26,NA,NA,52,4
"Zach Ertz","TE","WAS",14,7.49,0.724,0.0977,6.5,8.19,3.39,3.7,3.38,55,59,57,3,"2",35,NA,NA,55,11
"Emanuel Wilson","RB","GB",10,4.38,0.41,0.0111,3.84,4.83,3.31,3.42,3.16,56,60,59,20,"13",27,NA,NA,33,1
"Audric Estime","RB","DEN",14,4.37,0.258,0.479,4.16,4.75,3.3,3.74,3.09,57,58,62,21,"14",22,NA,NA,17,0
"Dallas Goedert","TE","PHI",5,7.4,0.427,0.118,6.81,7.77,3.3,4,2.95,58,53,63,4,"2",31,NA,NA,29,6
"Tucker Kraft","TE","GB",10,7.28,0.493,0.242,6.79,7.91,3.18,3.98,3.09,59,54,61,5,"3",25,NA,NA,35,1
"Pat Freiermuth","TE","PIT",9,7.04,0.279,0.271,6.73,7.35,2.94,3.92,2.53,60,56,70,6,"3",27,NA,NA,10,3
"Ty Johnson","RB","BUF",12,3.89,0.713,0.145,2.91,4.58,2.82,2.49,2.91,61,66,64,22,"14",28,NA,NA,55,5
"Olamide Zaccheaus","WR","WAS",14,6.64,0.854,0.492,5.39,7.15,2.8,2.75,2.66,62,63,67,22,"10",28,NA,NA,51,5
"Ray Davis","RB","BUF",12,3.75,1.17,0.664,3.08,5.47,2.68,2.66,3.81,63,65,54,23,"15",26,NA,NA,88,0
"Dalton Kincaid","TE","BUF",12,6.76,0.56,0.277,6.04,7.39,2.66,3.23,2.57,64,62,68,7,"4",26,NA,NA,42,1
"Dalton Schultz","TE","HOU",14,6.49,0.27,0.295,6.12,6.74,2.39,3.32,1.93,65,61,79,8,"4",29,NA,NA,6,6
"Amari Cooper","WR","BUF",12,6.15,2.43,0.0193,3.95,9.08,2.31,1.32,4.59,66,79,49,23,"10",31,NA,NA,99,9
"Zay Flowers","WR","BAL",14,6.13,NA,0.0191,NA,NA,2.29,NA,NA,67,NA,NA,24,"10",25,NA,NA,NA,1
"Calvin Austin III","WR","PIT",9,6.11,0.868,0.00393,4.88,6.81,2.27,2.24,2.32,68,68,72,25,"10",27,NA,NA,56,2
"Demarcus Robinson","WR","LAR",6,6.11,1.25,0.5,5.11,7.85,2.27,2.47,3.35,69,67,58,26,"11",31,NA,NA,83,8
"Will Dissly","TE","LAC",5,6.19,0.914,0.243,5.04,7.26,2.09,2.23,2.44,70,70,71,9,"5",29,NA,NA,65,6
"Dameon Pierce","RB","HOU",14,3.09,0.762,0.00592,2.63,4.22,2.01,2.21,2.55,71,71,69,24,"15",26,NA,NA,57,2
"Keaton Mitchell","RB","BAL",14,3.08,0.655,0.163,2.24,3.64,2.01,1.82,1.98,72,74,75,25,"15",24,NA,NA,40,1
"Chase McLaughlin","K","TB",11,7.85,5.18,0.471,2.76,12.2,1.89,0.392,3.51,73,109,56,1,"1",30,NA,NA,99,5
"Isaiah Likely","TE","BAL",14,5.95,0.343,0.344,5.54,6.37,1.85,2.73,1.56,74,64,83,10,"5",26,NA,NA,19,2
"Kenneth Gainwell","RB","PHI",5,2.92,0.634,0.457,2.13,3.66,1.84,1.71,2,75,75,74,26,"16",27,NA,NA,38,3
"Devaughn Vele","WR","DEN",14,5.61,0.653,1.15,4.87,6.45,1.77,2.24,1.95,76,69,77,27,"12",28,NA,NA,39,0
"Roquan Smith","LB","BAL",14,8.43,2.04,0.539,6.38,10.5,1.52,1.18,1.82,77,80,81,1,"1",29,NA,NA,76,6
"Tyler Higbee","TE","LAR",6,5.61,0.9,0.794,4.67,6.82,1.51,1.86,2.01,78,73,73,11,"6",33,NA,NA,61,8
"Cameron Dicker","K","LAC",5,7.38,5.03,0.269,2.36,11.4,1.42,0,2.75,79,130,65,2,"1",26,NA,NA,91,2
"Ronnie Rivers","RB","LAR",6,2.46,0.36,0.546,2.06,2.9,1.39,1.64,1.23,80,76,89,27,"17",27,NA,NA,26,2
"Will Reichard","K","MIN",6,7.11,4.2,0.104,2.88,10.1,1.15,0.514,1.46,81,98,85,3,"1",25,NA,NA,73,0
"Kaimi Fairbairn","K","HOU",14,7,4.76,0.683,2.23,10.6,1.04,-0.137,1.97,82,148,76,4,"1",32,NA,NA,82,8
"Daiyan Henley","LB","LAC",5,7.89,1.91,0.0815,5.98,9.82,0.985,0.778,1.15,83,88,90,2,"1",26,NA,NA,62,1
"Bobby Wagner","LB","WAS",14,7.81,2.22,0.136,5.59,10,0.904,0.39,1.37,84,110,87,3,"1",35,NA,NA,82,12
"Sean Tucker","RB","TB",11,1.91,0.931,0.0394,1.41,3.3,0.841,0.989,1.63,85,83,82,28,"17",24,NA,NA,71,1
