"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Breece Hall","RB","NYJ",12,17.2,1.78,0.0397,14.9,20,9.33,8.37,10.5,1,3,1,1,"1",24,NA,NA,91,2
"Alvin Kamara","RB","NO",12,17.1,1.59,1.21,15.3,19.4,9.29,8.74,9.87,2,1,3,2,"2",30,NA,NA,87,7
"CeeDee Lamb","WR","DAL",7,17.3,1.71,1.08,15.8,19.8,9,8.54,10.4,3,2,2,1,"1",27,NA,NA,92,4
"Jordan Mason","RB","SF",9,15.9,1.41,0.27,14.2,17.7,8.08,7.63,8.19,4,5,8,3,"2",26,NA,NA,77,2
"Justin Jefferson","WR","MIN",6,16.3,1.81,0.207,14,18.6,7.91,6.72,9.24,5,10,4,2,"1",26,NA,NA,94,4
"Saquon Barkley","RB","PHI",5,15.6,0.71,0.04,14.8,16.8,7.81,8.2,7.26,6,4,14,4,"2",29,NA,NA,17,6
"Devon Achane","RB","MIA",6,15.6,1.61,0.0524,12.6,16.6,7.77,6.08,7.04,7,13,15,5,"2",24,NA,NA,90,1
"Bijan Robinson","RB","ATL",12,15.5,1.59,0.622,13.3,17.1,7.72,6.76,7.62,8,9,11,6,"3",24,NA,NA,89,1
"Ja'Marr Chase","WR","CIN",12,16,1.59,1.23,14.2,17.9,7.7,6.94,8.58,9,8,6,3,"2",26,NA,NA,79,3
"Jonathan Taylor","RB","IND",14,14.9,1.57,0.243,13.9,17.9,7.09,7.32,8.33,10,7,7,7,"4",27,NA,NA,86,4
"Kyren Williams","RB","LAR",6,14.7,2.3,0.0287,11.5,18.3,6.85,4.96,8.8,11,20,5,8,"4",25,NA,NA,99,2
"Jahmyr Gibbs","RB","DET",5,14.6,0.755,0.829,14,15.7,6.82,7.42,6.15,12,6,22,9,"5",24,NA,NA,27,1
"Nico Collins","WR","HOU",14,14.8,1.67,0.393,13,16.9,6.48,5.8,7.56,13,14,12,4,"3",27,NA,NA,90,3
"Amon-Ra St. Brown","WR","DET",5,14.4,1.34,0.657,12,15.7,6.08,4.78,6.38,14,21,18,5,"3",26,NA,NA,65,3
"Josh Jacobs","RB","GB",10,13.8,2.03,0.133,11.6,17.2,5.99,5.09,7.64,15,18,10,10,"5",28,NA,NA,97,5
"James Conner","RB","ARI",11,13.7,0.769,0.474,12.8,15,5.86,6.28,5.5,16,12,26,11,"5",31,NA,NA,30,7
"Josh Allen","QB","BUF",12,22.9,1.38,1.66,21.5,25.2,5.48,6.64,6.57,17,11,16,1,"1",29,NA,NA,69,6
"Rashee Rice","WR","KC",6,13.8,2.72,0.357,10.3,17.1,5.42,3.11,7.77,18,41,9,6,"4",26,NA,NA,99,1
"Derrick Henry","RB","BAL",14,13.2,1.48,0.0511,11.8,15.2,5.39,5.24,5.68,19,16,24,12,"5",32,NA,NA,80,8
"Zach Charbonnet","RB","SEA",10,13.2,3.5,0.0875,6.93,16.9,5.33,0.367,7.33,20,106,13,13,"6",25,NA,NA,99,1
"James Cook","RB","BUF",12,13.1,1.05,0.0978,11.8,14.4,5.25,5.21,4.92,21,17,28,14,"6",26,NA,NA,50,2
"Rhamondre Stevenson","RB","NE",14,13,1.1,0.417,11,13.8,5.15,4.44,4.26,22,24,31,15,"6",28,NA,NA,56,3
"Marvin Harrison Jr.","WR","ARI",11,13.4,1.31,0.185,12,15.6,5.07,4.77,6.24,23,22,21,7,"4",23,NA,NA,62,0
"Garrett Wilson","WR","NYJ",12,13.2,2.29,0.00294,9.87,15.6,4.88,2.64,6.25,24,51,20,8,"4",25,NA,NA,96,2
"Brandon Aiyuk","WR","SF",9,13.2,1.45,0.00446,11.4,15.2,4.88,4.15,5.81,25,28,23,9,"4",28,NA,NA,69,4
"DeVonta Smith","WR","PHI",5,13.2,1.26,0.0429,10.9,14.2,4.87,3.64,4.84,26,34,29,10,"4",27,NA,NA,57,3
"Mike Evans","WR","TB",11,13.2,1.49,0.121,11.5,14.9,4.83,4.31,5.56,27,26,25,11,"4",32,NA,NA,76,10
"Zack Moss","RB","CIN",12,12.6,1.31,0.242,11.3,14.8,4.73,4.71,5.25,28,23,27,16,"7",56,NA,NA,69,4
"Tyreek Hill","WR","MIA",6,13.1,1.66,0.148,11,15.8,4.71,3.78,6.5,29,32,17,12,"4",32,NA,NA,89,8
"Chris Olave","WR","NO",12,12.9,1.61,0.761,11.4,15.7,4.56,4.15,6.35,30,27,19,13,"5",25,NA,NA,81,2
"Tony Pollard","RB","TEN",5,12.3,0.926,0.103,10.9,13.1,4.49,4.38,3.62,31,25,37,17,"7",29,NA,NA,36,5
"Travis Etienne","RB","JAC",12,12.2,1.26,0.162,10,13.3,4.39,3.46,3.79,32,36,34,18,"7",27,NA,NA,67,3
"Raheem Mostert","RB","MIA",6,12,0,0.233,12,12,4.22,5.49,2.52,33,15,51,19,"7",34,NA,NA,1,NA
"Trey McBride","TE","ARI",11,10.1,0.923,0.138,8.58,10.8,4.13,3.7,3.51,34,33,38,1,"1",26,NA,NA,50,2
"Rachaad White","RB","TB",11,11.8,1.37,0.289,9.39,12.8,3.99,2.83,3.32,36,48,40,20,"7",27,NA,NA,73,2
"Travis Kelce","TE","KC",6,9.93,1.32,0.649,7.62,11.2,3.99,2.74,3.83,35,50,33,2,"1",36,NA,NA,79,11
"Jalen Hurts","QB","PHI",5,21.2,0.896,1.04,19.9,22.1,3.82,5,3.44,37,19,39,2,"2",27,NA,NA,31,4
"Davante Adams","WR","LVR",10,12.1,1.3,0.337,10.3,13.7,3.8,3.03,4.31,38,43,30,14,"5",33,NA,NA,61,10
"David Montgomery","RB","DET",5,11.5,1.06,0.345,10.4,13.2,3.7,3.89,3.65,39,31,36,21,"8",28,NA,NA,54,5
"Chris Godwin","WR","TB",11,11.8,1.35,0.366,9.59,13.1,3.47,2.35,3.73,40,54,35,15,"6",30,NA,NA,67,7
"J.K. Dobbins","RB","LAC",5,11.2,1.31,0.0418,9.67,12.8,3.36,3.11,3.3,41,42,41,22,"8",27,NA,NA,70,4
"Sam LaPorta","TE","DET",5,9.28,1.39,0.156,7.22,11.3,3.34,2.34,3.93,42,55,32,3,"2",25,NA,NA,85,1
"Devin Singletary","RB","NYG",11,11.1,0.768,0.163,9.94,11.8,3.32,3.38,2.26,43,37,57,23,"8",28,NA,NA,29,5
"Brock Bowers","TE","LVR",10,9.12,1.13,0.688,7.46,10.4,3.19,2.58,3.11,44,52,44,4,"2",23,NA,NA,65,0
"Jerome Ford","RB","CLE",10,11,0.948,0.064,9.54,11.8,3.15,2.98,2.22,45,44,59,24,"8",26,NA,NA,40,2
"D.J. Moore","WR","CHI",7,11.4,0.582,0.118,10.8,12.1,3.1,3.54,2.77,46,35,46,16,"6",29,NA,NA,17,6
