"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Jahmyr Gibbs","RB","DET",5,19.7,0.291,1.23,19.4,20.2,12.3,13.5,11.1,1,1,2,1,"1",24,NA,NA,3,1
"Bijan Robinson","RB","ATL",12,18.5,0.991,0.00331,17.1,19.8,11.1,11.3,10.7,2,3,3,2,"1",24,NA,NA,52,1
"Josh Jacobs","RB","GB",10,18.5,1.24,0.652,17.3,20.5,11.1,11.5,11.5,3,2,1,3,"1",28,NA,NA,72,5
"Saquon Barkley","RB","PHI",5,17.8,0.954,0.415,16.6,19.2,10.5,10.8,10.2,4,4,5,4,"2",29,NA,NA,46,6
"Chase Brown","RB","CIN",12,17.4,1.21,0.604,15.4,18.8,10,9.54,9.8,5,6,7,5,"2",26,NA,NA,70,1
"James Conner","RB","ARI",11,16.8,1.28,0.694,15.7,19.2,9.44,9.9,10.1,6,5,6,6,"3",31,NA,NA,75,7
"Josh Allen","QB","BUF",12,25.8,1.34,3.48,24.1,27.6,9.42,8.95,9.52,7,9,8,1,"1",29,NA,NA,66,6
"Ja'Marr Chase","WR","CIN",12,18.8,1.47,2.23,17,21.2,9.34,9.4,10.4,8,7,4,1,"1",26,NA,NA,82,3
"Devon Achane","RB","MIA",6,16.1,1.11,0.0285,14.8,17.6,8.75,8.98,8.55,9,8,9,7,"3",24,NA,NA,63,1
"Derrick Henry","RB","BAL",14,16.1,0.866,0.513,14.6,17.3,8.72,8.8,8.26,10,10,12,8,"4",32,NA,NA,34,8
"Joe Mixon","RB","HOU",14,15.6,1,0.555,14.4,17.4,8.2,8.58,8.39,11,11,11,9,"4",29,NA,NA,54,7
"Kyren Williams","RB","LAR",6,15,0.871,0.952,13.8,16.1,7.65,7.99,7.09,12,12,16,10,"5",25,NA,NA,35,2
"Puka Nacua","WR","LAR",6,16.6,1.63,0.85,15.2,19.2,7.11,7.65,8.48,13,13,10,2,"1",24,NA,NA,94,1
"Jonathan Taylor","RB","IND",14,14.1,1.34,0.0676,12.8,16.5,6.7,7.02,7.5,14,14,15,11,"5",27,NA,NA,80,4
"James Cook","RB","BUF",12,14,1.37,0.0473,12.3,16.1,6.63,6.45,7.02,15,16,17,12,"5",26,NA,NA,82,2
"Chuba Hubbard","RB","CAR",11,14,1.66,1.06,11.8,16.8,6.58,6,7.74,16,17,13,13,"6",26,NA,NA,93,3
"Amon-Ra St. Brown","WR","DET",5,15.7,1.5,0.534,13.4,17.5,6.26,5.86,6.72,17,20,19,3,"2",26,NA,NA,89,3
"Lamar Jackson","QB","BAL",14,22.3,0.99,0.455,21.1,23.9,5.94,5.96,5.81,18,18,24,2,"1",29,NA,NA,31,6
"Justin Jefferson","WR","MIN",6,15.2,1.54,0.0962,13.2,17.6,5.72,5.61,6.81,19,21,18,4,"2",26,NA,NA,92,4
"Mike Evans","WR","TB",11,15.1,1.19,0.125,14.2,16.7,5.63,6.66,5.96,20,15,23,5,"2",32,NA,NA,67,10
"Breece Hall","RB","NYJ",12,12.9,1.43,0.11,10.3,14.4,5.53,4.45,5.35,21,28,26,14,"6",24,NA,NA,83,2
"Davante Adams","WR","NYJ",12,15,1.65,0.98,13,17,5.5,5.49,6.28,22,23,21,6,"3",33,NA,NA,96,10
"Jalen Hurts","QB","PHI",5,21.9,0.672,0.429,21.1,23,5.48,5.92,4.87,23,19,30,3,"1",27,NA,NA,11,4
"Trey McBride","TE","ARI",11,12.6,1.59,1.06,11.4,15.8,5.46,5.54,7.7,24,22,14,1,"1",26,NA,NA,97,2
"Kenneth Walker III","RB","SEA",10,12.8,1.3,0.266,11.2,15.2,5.42,5.37,6.13,25,24,22,15,"6",25,NA,NA,77,2
"Aaron Jones","RB","MIN",6,12.5,1.12,0.105,10.4,13.6,5.15,4.56,4.58,26,27,33,16,"6",31,NA,NA,65,7
"Joe Burrow","QB","CIN",12,21.5,1.93,2.53,19.1,24.6,5.05,4,6.5,27,32,20,4,"2",29,NA,NA,89,4
"Rico Dowdle","RB","DAL",7,12.4,1.53,0.22,9.46,14,5.05,3.65,4.99,28,35,28,17,"7",27,NA,NA,86,4
"Bucky Irving","RB","TB",11,12.2,1.54,0.483,9.73,14.4,4.83,3.92,5.36,29,33,25,18,"7",23,NA,NA,87,0
"Tee Higgins","WR","CIN",12,14,1.48,0.489,12.2,15.8,4.52,4.61,5.08,30,26,27,7,"4",27,NA,NA,85,4
"Brock Bowers","TE","LVR",10,11.5,1.27,0.189,9.55,13,4.39,3.65,4.85,31,36,31,2,"1",23,NA,NA,88,0
"Tony Pollard","RB","TEN",5,11.7,0.796,0.148,10.5,12.7,4.34,4.69,3.68,32,25,41,19,"7",29,NA,NA,30,5
"George Kittle","TE","SF",9,11.3,1.2,1.34,9.22,12.9,4.2,3.32,4.78,33,40,32,3,"2",32,NA,NA,82,7
