"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Saquon Barkley","RB","PHI",5,18.6,0.794,0.159,17.5,19.6,10.8,11.7,10.1,1,2,1,1,"1",29,NA,NA,13,6
"Derrick Henry","RB","BAL",14,18.5,0.469,0.744,17.8,19.1,10.7,11.9,9.59,2,1,3,2,"1",32,NA,NA,3,8
"Joe Mixon","RB","HOU",14,17.7,0.87,0.386,16.1,18.5,9.91,10.2,9.04,3,3,4,3,"2",29,NA,NA,19,7
"Bijan Robinson","RB","ATL",12,17.3,1.58,1.05,15.3,19.6,9.53,9.44,10.1,4,4,2,4,"3",24,NA,NA,67,1
"Josh Jacobs","RB","GB",10,16.3,1.15,0.509,14.9,17.9,8.48,9,8.43,6,5,9,5,"3",28,NA,NA,50,5
"Ja'Marr Chase","WR","CIN",12,17.9,1.44,2.23,16.3,19.7,8.48,8.67,8.67,5,6,6,1,"1",26,NA,NA,81,3
"Chase Brown","RB","CIN",12,15.8,1.79,0.27,12.2,17.2,7.97,6.37,7.73,7,15,11,6,"4",26,NA,NA,80,1
"Jahmyr Gibbs","RB","DET",5,15.5,0.889,0.155,14.5,16.6,7.7,8.6,7.1,8,7,16,7,"4",24,NA,NA,21,1
"James Conner","RB","ARI",11,15.4,1.95,0.00289,12.9,18.1,7.54,7.03,8.6,9,10,7,8,"4",31,NA,NA,91,7
"Chuba Hubbard","RB","CAR",11,15.4,1.72,0.0838,13.2,18.4,7.54,7.39,8.93,10,9,5,9,"4",26,NA,NA,79,3
"Zach Charbonnet","RB","SEA",10,15.3,2.18,0.281,10.9,16.7,7.46,5.01,7.25,11,25,14,10,"4",25,NA,NA,96,1
"Devon Achane","RB","MIA",6,15,1.64,0.0967,12.1,17.3,7.18,6.29,7.77,12,16,10,11,"4",24,NA,NA,71,1
"Kyren Williams","RB","LAR",6,14.9,1.65,0.622,13.6,18,7.08,7.74,8.52,13,8,8,12,"5",25,NA,NA,73,2
"Alvin Kamara","RB","NO",12,14.3,1.33,0.732,11.7,15.7,6.46,5.88,6.23,14,20,20,13,"6",30,NA,NA,57,7
"Josh Allen","QB","BUF",12,23.2,1.08,0.457,22,24.8,6.37,6.88,6.53,15,11,18,1,"1",29,NA,NA,42,6
"Justin Jefferson","WR","MIN",6,15.7,1.94,0.128,13.7,18.7,6.25,6.07,7.67,16,17,12,2,"1",26,NA,NA,99,4
"Puka Nacua","WR","LAR",6,15.6,1.76,1.07,13.4,18.2,6.12,5.85,7.12,17,21,15,3,"2",24,NA,NA,93,1
"Lamar Jackson","QB","BAL",14,22.7,0.63,2.03,21.8,23.6,5.91,6.72,5.31,18,12,27,2,"2",29,NA,NA,3,6
"David Montgomery","RB","DET",5,13.5,1.06,0.542,12.5,15.2,5.73,6.6,5.72,19,13,22,14,"6",28,NA,NA,40,5
"Brock Bowers","TE","LVR",10,12.3,1.64,0.827,10.3,14.9,5.29,4.43,6.96,20,28,17,1,"1",23,NA,NA,97,0
"James Cook","RB","BUF",12,13,1.11,0.021,11.8,14.9,5.18,5.95,5.43,21,18,24,15,"6",26,NA,NA,44,2
"Brian Robinson","RB","WAS",14,13,1.9,0.182,11.7,16.8,5.16,5.89,7.27,22,19,13,16,"6",27,NA,NA,89,2
"Nico Collins","WR","HOU",14,14.5,1.09,0.00235,12.4,15.4,5.05,4.82,4.38,23,26,36,4,"2",27,NA,NA,53,3
"Amon-Ra St. Brown","WR","DET",5,14.5,1.87,1.33,11.3,16.7,5.05,3.75,5.65,24,35,23,5,"3",26,NA,NA,97,3
"Rico Dowdle","RB","DAL",7,12.8,0.947,0.0796,11.2,14.2,4.98,5.38,4.69,25,22,32,17,"6",27,NA,NA,27,4
"Tony Pollard","RB","TEN",5,12.7,1.41,0.00359,11,14.9,4.9,5.17,5.38,26,24,25,18,"6",29,NA,NA,61,5
"Isaac Guerendo","RB","SF",9,12.7,1.82,0.0575,10.6,15.8,4.9,4.78,6.29,27,27,19,19,"6",25,NA,NA,86,0
"Aaron Jones","RB","MIN",6,12.6,1.12,0.0916,11.2,14,4.84,5.32,4.51,28,23,35,20,"7",31,NA,NA,46,7
"Jonathan Taylor","RB","IND",14,12.6,1.66,0.308,9.64,14.8,4.75,3.79,5.32,29,33,26,21,"7",27,NA,NA,74,4
"Trey McBride","TE","ARI",11,11.5,1.06,0.141,9.56,12.7,4.46,3.69,4.77,30,36,31,2,"1",26,NA,NA,76,2
"Kenneth Walker III","RB","SEA",10,12.3,2.51e-15,0.042,12.2,12.2,4.44,6.39,2.75,31,14,51,22,"7",25,NA,NA,1,2
"Breece Hall","RB","NYJ",12,12.2,1.79,0.168,8.98,14.1,4.4,3.13,4.58,32,43,34,23,"7",24,NA,NA,83,2
"George Kittle","TE","SF",9,11.3,1.6,1.08,9.26,14,4.32,3.4,6.05,33,39,21,3,"2",32,NA,NA,94,7
"D'Andre Swift","RB","CHI",7,12,1.79,0.256,9.36,14.8,4.23,3.5,5.26,34,37,28,24,"7",27,NA,NA,81,4
"Isiah Pacheco","RB","KC",6,11.8,1.05,0.744,10.2,12.8,3.97,4.33,3.29,35,30,44,25,"8",27,NA,NA,37,2
"Jalen Hurts","QB","PHI",5,20.7,1.02,0.0974,19.5,22.4,3.88,4.39,4.11,36,29,38,3,"2",27,NA,NA,36,4
"Jayden Daniels","QB","WAS",14,20.6,1.49,0.352,18.9,23.1,3.79,3.77,4.87,37,34,30,4,"2",25,NA,NA,69,0
"Tee Higgins","WR","CIN",12,13.2,1.56,0.0204,10.7,15.7,3.72,3.15,4.65,38,42,33,6,"3",27,NA,NA,88,4
"Davante Adams","WR","NYJ",12,13.1,1.58,0.178,11.5,16.2,3.7,3.91,5.15,39,31,29,7,"4",33,NA,NA,89,10
"Tyreek Hill","WR","MIA",6,13,1.89,0.435,9.89,15.4,3.53,2.28,4.32,40,55,37,8,"4",32,NA,NA,99,8
"Joe Burrow","QB","CIN",12,20.3,1,1.25,19,22,3.43,3.86,3.7,41,32,40,5,"3",29,NA,NA,33,4
"Travis Kelce","TE","KC",6,10.3,0.689,1.43,9.11,10.9,3.24,3.24,2.98,42,40,49,4,"3",36,NA,NA,35,11
"Rhamondre Stevenson","RB","NE",14,11,0.967,0.0113,9.3,12,3.23,3.44,2.52,43,38,55,26,"8",28,NA,NA,30,3
"Tyrone Tracy","RB","NYG",11,11,1.51,0.234,8.93,12.8,3.22,3.07,3.35,44,44,43,27,"8",26,NA,NA,66,0
"CeeDee Lamb","WR","DAL",7,12.5,1.04,0.00883,10.5,13.5,3.09,2.93,2.47,45,45,56,9,"4",27,NA,NA,49,4
"Jerry Jeudy","WR","CLE",10,12.5,1.65,0.0877,9.73,14.3,3.08,2.13,3.25,46,61,45,10,"4",27,NA,NA,90,4
"Terry McLaurin","WR","WAS",14,12.4,1.78,0.293,9.7,15.2,2.99,2.1,4.1,47,63,39,11,"5",30,NA,NA,94,5
