"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Joe Mixon","RB","HOU",14,17.7,0.521,0.0367,16.9,18.4,12.3,12.7,11.9,1,1,2,1,"1",29,NA,NA,7,7
"Christian McCaffrey","RB","SF",9,17.7,1.84,0.633,14.1,19.3,12.3,9.94,12.8,2,6,1,2,"1",29,NA,NA,93,7
"Saquon Barkley","RB","PHI",5,17.1,0.737,0.0648,16.2,18.1,11.6,12.1,11.6,3,2,4,3,"1",29,NA,NA,19,6
"Devon Achane","RB","MIA",6,17,1.08,0.741,15.7,18.3,11.6,11.6,11.8,4,3,3,4,"2",24,NA,NA,65,1
"Derrick Henry","RB","BAL",14,16.3,0.827,0.29,15.2,17.4,10.8,11,10.9,5,4,6,5,"2",32,NA,NA,25,8
"Jahmyr Gibbs","RB","DET",5,16,1.33,0.96,14.7,17.6,10.5,10.6,11.1,6,5,5,6,"3",24,NA,NA,75,1
"Kenneth Walker III","RB","SEA",10,15,0.849,0.489,14,16.5,9.57,9.82,10,7,7,10,7,"3",25,NA,NA,26,2
"James Conner","RB","ARI",11,14.5,1.29,0.0787,13.1,16.8,9.08,8.9,10.3,8,9,8,8,"3",31,NA,NA,74,7
"Josh Jacobs","RB","GB",10,14.4,1.43,0.241,13.2,16.9,9.01,9.04,10.4,9,8,7,9,"3",28,NA,NA,76,5
"Jonathan Taylor","RB","IND",14,14.2,1.49,0.117,12.3,16.5,8.76,8.1,9.98,10,11,11,10,"4",27,NA,NA,78,4
"Kareem Hunt","RB","KC",6,14.1,1.84,0.253,11.6,16.7,8.65,7.48,10.2,11,12,9,11,"4",30,NA,NA,91,7
"Kyren Williams","RB","LAR",6,13.8,1.9,0.244,9.98,15,8.39,5.82,8.52,12,22,15,12,"4",25,NA,NA,96,2
"David Montgomery","RB","DET",5,13.6,1.13,0.683,12.6,15.3,8.15,8.45,8.84,13,10,13,13,"5",28,NA,NA,68,5
"Brian Robinson","RB","WAS",14,12.9,1.62,0.55,10.9,15.6,7.47,6.72,9.15,14,14,12,14,"6",27,NA,NA,87,2
"Amon-Ra St. Brown","WR","DET",5,15.2,1.99,0.32,11.6,17.1,7.42,4.91,7.53,15,29,19,1,"1",26,NA,NA,99,3
"Justin Jefferson","WR","MIN",6,14.9,1.76,1.16,12.4,17.4,7.1,5.66,7.83,16,23,17,2,"2",26,NA,NA,94,4
"J.K. Dobbins","RB","LAC",5,12.4,0.933,0.117,11.5,14.2,6.92,7.34,7.65,17,13,18,15,"6",27,NA,NA,47,4
