"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Bijan Robinson","RB","ATL",12,19.4,1.01,0.601,18.2,21.1,12.1,13.5,11.1,1,1,2,1,"1",24,NA,NA,29,1
"Jahmyr Gibbs","RB","DET",5,18.8,0.932,1.18,17.2,19.6,11.5,12.4,9.64,2,2,6,2,"2",24,NA,NA,24,1
"Ja'Marr Chase","WR","CIN",12,18.8,1.22,0.481,17.2,20.4,10.7,10.8,10.3,3,5,4,1,"1",26,NA,NA,63,3
"Derrick Henry","RB","BAL",14,17.6,1.28,0.0822,15.9,19.6,10.3,11.1,9.64,4,4,5,3,"2",32,NA,NA,47,8
"Jonathan Taylor","RB","IND",14,17.5,1.57,1.03,16.4,20.4,10.2,11.6,10.4,5,3,3,4,"3",27,NA,NA,60,4
"Justin Jefferson","WR","MIN",6,18.4,2.02,1.86,15.7,21.5,10.2,9.25,11.4,6,6,1,2,"2",26,NA,NA,93,4
"Josh Jacobs","RB","GB",10,16.5,2.03,0.715,14,19.1,9.19,9.18,9.14,7,7,8,5,"3",28,NA,NA,81,5
"Bucky Irving","RB","TB",11,15.8,1.66,0.947,13.5,18.3,8.48,8.73,8.31,8,8,10,6,"4",23,NA,NA,66,0
"Lamar Jackson","QB","BAL",14,23.6,1.6,2.22,22,26.4,8.43,7.75,9.29,9,11,7,1,"1",29,NA,NA,69,6
"Amon-Ra St. Brown","WR","DET",5,16.5,1.72,0.514,13.9,18.6,8.33,7.49,8.46,10,12,9,3,"3",26,NA,NA,85,3
"Mike Evans","WR","TB",11,16,1.5,1.14,14.7,18.4,7.82,8.25,8.26,11,9,11,4,"4",32,NA,NA,73,10
"Zach Charbonnet","RB","SEA",10,14.9,1.97,1.95,12.8,18.1,7.53,7.99,8.06,12,10,12,7,"5",25,NA,NA,74,1
"Tee Higgins","WR","CIN",12,14.9,1.76,0.511,13,17.1,6.68,6.59,7.04,13,13,13,5,"5",27,NA,NA,87,4
"Jayden Daniels","QB","WAS",14,21.4,1.43,0.902,19.5,23,6.21,5.31,5.83,14,19,14,2,"1",25,NA,NA,64,0
"Brian Thomas Jr.","WR","JAC",12,14.3,1.07,0.902,12.8,15.2,6.17,6.37,5.06,15,14,17,6,"6",23,NA,NA,48,0
"Devon Achane","RB","MIA",6,12.9,2.07,0.26,9.15,14.6,5.58,4.37,4.64,16,26,23,8,"5",24,NA,NA,84,1
"Aaron Jones","RB","MIN",6,12.7,1.58,0.314,9.84,14.2,5.33,5.06,4.19,17,22,27,9,"6",31,NA,NA,61,7
"Sam Darnold","QB","MIN",6,20.5,0.812,0.0586,19.4,21.7,5.31,5.15,4.54,18,21,25,3,"1",28,NA,NA,11,6
"Courtland Sutton","WR","DEN",14,13.4,1.53,0.348,11.2,15.4,5.26,4.8,5.33,19,24,15,7,"6",30,NA,NA,75,6
"Joe Burrow","QB","CIN",12,20.4,0.827,1.32,19.6,21.8,5.25,5.43,4.71,20,18,22,4,"2",29,NA,NA,14,4
"Breece Hall","RB","NYJ",12,12.3,0.868,0.0429,10.8,12.9,5.01,5.98,2.94,21,15,43,10,"6",24,NA,NA,21,2
"Rico Dowdle","RB","DAL",7,12.3,1.07,0.0713,10.3,13,4.97,5.52,2.96,22,17,42,11,"6",27,NA,NA,33,4
"Drake London","WR","ATL",12,13.1,1.15,0.0848,11.8,15,4.92,5.31,4.91,23,20,19,8,"6",24,NA,NA,56,2
"J.K. Dobbins","RB","LAC",5,12.2,1.98,0.436,9.11,14.9,4.9,4.34,4.87,24,27,20,12,"6",27,NA,NA,76,4
"Zay Flowers","WR","BAL",14,13,1.82,0.00398,10.7,15.1,4.83,4.28,4.97,25,29,18,9,"6",25,NA,NA,90,1
"Jordan Addison","WR","MIN",6,13,1.76,0.266,10.5,15.4,4.83,4.1,5.31,26,32,16,10,"7",24,NA,NA,86,1
"Malik Nabers","WR","NYG",11,12.7,0.495,0.287,12,13.1,4.56,5.56,3,27,16,41,11,"7",22,NA,NA,7,0
