"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Marvin Harrison Jr.","WR","ARI",11,11.1,1.18,0.0785,9.15,12.1,2.35,1.93,2.38,51,56,55,17,"5",23,NA,NA,68,0
"Dak Prescott","QB","DAL",7,19.4,1.34,0.181,18,21.5,2.33,2.27,2.74,53,50,47,4,"2",32,NA,NA,44,8
"Brandon Aiyuk","WR","SF",9,11,1.04,0.0344,9.23,11.9,2.27,2.02,2.16,54,54,60,18,"5",28,NA,NA,60,4
"Diontae Johnson","WR","CAR",11,10.9,1.16,0.196,9.3,12.6,2.24,2.08,2.81,55,53,46,19,"5",29,NA,NA,67,5
"Joe Burrow","QB","CIN",12,19.2,0.827,0.0402,18.6,20.7,2.15,2.87,1.9,56,40,68,5,"2",29,NA,NA,11,4
"Chase Brown","RB","CIN",12,8.61,1.5,0.0849,7.56,11.3,2.13,2.31,3.7,57,49,37,29,"9",26,NA,NA,74,1
"Jordan Love","QB","GB",10,19.2,1.06,0.486,18.1,20.6,2.11,2.39,1.8,58,48,71,6,"3",27,NA,NA,25,4
"Alexander Mattison","RB","LVR",10,8.53,1.33,0.773,6.56,9.87,2.05,1.31,2.31,59,69,56,30,"9",27,NA,NA,60,5
"Zay Flowers","WR","BAL",14,10.7,1.04,0.171,9.18,11.7,2.04,1.96,1.97,60,55,64,20,"5",25,NA,NA,57,1
"Darnell Mooney","WR","ATL",12,10.6,2.22,0.0434,8.11,14.3,1.87,0.896,4.56,61,80,31,21,"5",28,NA,NA,97,4
"Brian Thomas Jr.","WR","JAC",12,10.5,0.93,0.081,9.15,11.7,1.83,1.93,1.96,62,57,65,22,"6",23,NA,NA,39,0
"Amari Cooper","WR","CLE",10,10.4,1.55,0.0208,7.86,12.3,1.75,0.648,2.52,63,89,54,23,"6",31,NA,NA,90,9
"Wan'Dale Robinson","WR","NYG",11,10.4,1.03,0.301,8.99,11.8,1.73,1.78,2.01,64,60,63,24,"6",25,NA,NA,56,2
"Josh Allen","QB","BUF",12,18.7,1.48,0.14,16.6,20.4,1.63,0.912,1.64,65,79,75,7,"3",29,NA,NA,64,6
"Brian Branch","DB","DET",5,7.39,0.141,0.8,7.3,7.5,1.6,1.6,1.6,66,62,76,1,"1",24,NA,NA,24,1
"Brock Purdy","QB","SF",9,18.6,1.53,0.791,16.9,20.6,1.48,1.2,1.8,67,72,70,8,"3",26,NA,NA,69,2
"Tucker Kraft","TE","GB",10,7.97,1.15,0.0534,6.2,9.6,1.45,1.41,2.05,68,67,62,5,"2",25,NA,NA,82,1
"George Pickens","WR","PIT",9,10.1,1.19,0.415,8.01,11.1,1.42,0.795,1.37,69,84,78,25,"6",25,NA,NA,72,2
"Dallas Goedert","TE","PHI",5,7.91,1.15,0.0483,6.42,9.45,1.4,1.63,1.9,70,61,67,6,"3",31,NA,NA,79,6
"Sam LaPorta","TE","DET",5,7.87,0.939,0.548,6.23,8.81,1.35,1.44,1.26,71,66,80,7,"3",25,NA,NA,71,1
"Tyjae Spears","RB","TEN",5,7.75,0.469,0.307,7.13,8.33,1.28,1.89,0.774,72,58,91,31,"10",24,NA,NA,4,1
"Younghoe Koo","K","ATL",12,9.97,1.27,0.196,8.38,11.9,1.25,1.08,2.16,73,75,58,1,"1",31,NA,NA,75,7
"Justin Tucker","K","BAL",14,9.77,0.588,0.151,8.86,10.5,1.05,1.57,0.759,74,64,92,2,"1",36,NA,NA,1,12
"Robert Spillane","LB","LVR",10,6.89,0.636,0.153,6.51,7.38,1.03,0.807,1.39,75,81,77,1,"1",30,NA,NA,64,6
"Chris Olave","WR","NO",12,9.71,0.967,0.144,8.24,11,1.01,1.03,1.19,76,76,81,26,"7",25,NA,NA,49,2
"Tank Bigsby","RB","JAC",12,7.45,1.91,0.349,4.56,10.1,0.968,-0.682,2.53,77,202,53,32,"10",23,NA,NA,88,1
"Brandon Aubrey","K","DAL",7,9.62,1.46,0.434,7.21,11.5,0.9,-0.0912,1.75,78,138,72,3,"1",31,NA,NA,89,1
"Fred Warner","LB","SF",9,6.74,0.919,0.124,6.03,7.29,0.88,0.327,1.3,79,104,79,2,"1",29,NA,NA,79,6
"Rashid Shaheed","WR","NO",12,9.57,0.726,0.0548,8.6,10.7,0.866,1.39,0.952,80,68,84,27,"7",27,NA,NA,18,2
"Jameson Williams","WR","DET",5,9.51,1.51,0.124,7.47,11.7,0.811,0.255,1.94,81,113,66,28,"7",25,NA,NA,88,2
"Kyle Pitts","TE","ATL",12,7.32,0.522,0.452,6.36,7.71,0.805,1.57,0.16,82,63,125,8,"4",25,NA,NA,12,3
"Kerby Joseph","DB","DET",5,6.59,0.141,0.173,6.5,6.7,0.8,0.802,0.8,83,83,88,2,"1",25,NA,NA,21,2
"Terrel Bernard","LB","BUF",12,6.61,0.141,0.117,6.5,6.7,0.757,0.803,0.705,84,82,93,3,"1",27,NA,NA,11,2
"Baker Mayfield","QB","TB",11,17.8,1.03,0.0828,16.2,18.8,0.694,0.497,0,85,96,130,9,"3",31,NA,NA,22,6
"Jaxon Smith-Njigba","WR","SEA",10,9.39,0.749,0.034,8.41,10.1,0.687,1.19,0.31,86,73,113,29,"7",24,NA,NA,21,1
"Nathaniel Dell","WR","HOU",14,9.35,0.833,0.0622,7.99,10.1,0.653,0.778,0.35,87,85,112,30,"7",26,NA,NA,32,1
"Roquan Smith","LB","BAL",14,6.5,0.495,0.28,6.11,6.79,0.64,0.414,0.801,88,98,87,4,"2",29,NA,NA,50,6
"Xavier McKinney","DB","GB",10,6.41,0.141,0.0535,6.3,6.5,0.627,0.604,0.603,89,91,97,3,"1",26,NA,NA,24,4
"Tyler Allgeier","RB","ATL",12,7.1,1.11,0.411,5.59,8.7,0.62,0.341,1.15,90,103,82,33,"10",26,NA,NA,40,2
"Kyler Murray","QB","ARI",11,17.7,1.09,0.153,15.7,18.5,0.611,0,-0.283,91,130,161,10,"4",28,NA,NA,31,5
"Christian Kirk","WR","JAC",12,9.29,0.787,0.1,7.91,10.1,0.591,0.696,0.378,92,86,108,31,"7",29,NA,NA,24,6
"Jessie Bates","DB","ATL",12,6.36,0.424,0.1,6.11,6.69,0.573,0.405,0.792,93,99,89,4,"1",29,NA,NA,69,6
"Courtland Sutton","WR","DEN",14,9.19,0.847,0.0812,7.9,10.1,0.49,0.688,0.294,94,88,116,32,"7",30,NA,NA,33,6
"Kevin Byard","DB","CHI",7,6.26,0.424,0.0433,6.01,6.59,0.473,0.305,0.692,95,107,95,5,"2",32,NA,NA,67,8
"Brayden Narveson","K","GB",10,9.19,0.886,0.182,8.22,10.1,0.466,0.927,0.366,96,78,111,4,"1",26,NA,NA,32,0
"C.J. Stroud","QB","HOU",14,17.6,1.35,0.425,15.9,19.2,0.458,0.168,0.372,97,119,110,11,"4",24,NA,NA,50,1
"T.J. Watt","DL","PIT",9,3.09,0.141,0.0567,3,3.2,0.43,0.602,0.396,99,92,104,1,"1",31,NA,NA,21,7
"Julian Love","DB","SEA",10,6.22,0.354,0.1,6,6.49,0.43,0.304,0.594,98,108,98,6,"2",28,NA,NA,52,5
"Tyler Nubin","DB","NYG",11,6.22,0.354,0,6,6.49,0.43,0.304,0.594,98,108,98,6,"2",24,NA,NA,52,0
"Darius Slayton","WR","NYG",11,9.11,1.46,0.172,6.93,10.7,0.409,-0.284,0.884,100,158,85,33,"7",29,NA,NA,86,5
"Maxx Crosby","DL","LVR",10,3.03,0.212,0.0299,2.9,3.19,0.373,0.503,0.394,101,95,105,2,"1",28,NA,NA,42,5
"Lavonte David","LB","TB",11,6.22,0.354,0.0465,6,6.49,0.36,0.303,0.496,102,109,102,5,"2",36,NA,NA,36,12
"Evan Engram","TE","JAC",12,6.87,0.788,0.153,6.01,7.95,0.353,1.22,0.394,103,71,106,9,"4",31,NA,NA,41,7
"Khalil Mack","DL","LAC",5,3,0,0.2,3,3,0.343,0.6,0.2,104,93,122,3,"2",35,NA,NA,1,10
"Budda Baker","DB","ARI",11,6.12,0.354,0.0834,5.9,6.39,0.33,0.204,0.494,105,116,103,7,"2",30,NA,NA,52,7
"Bobby Wagner","LB","WAS",14,6.17,0.212,0.137,6.01,6.3,0.313,0.305,0.304,106,106,114,6,"2",35,NA,NA,20,12
"Chris Boswell","K","PIT",9,9.01,1.78,0.135,7.26,11.9,0.284,-0.0337,2.18,107,131,57,5,"1",35,NA,NA,99,10
"Xavier Woods","DB","CAR",11,6.03,0.707,0.0898,5.61,6.58,0.246,-0.0915,0.683,108,139,96,8,"2",30,NA,NA,88,7
"Calvin Ridley","WR","TEN",5,8.94,0.713,0.187,7.9,9.77,0.237,0.689,0,109,87,130,34,"8",31,NA,NA,17,6
"Braelon Allen","RB","NYJ",12,6.69,0.846,0.209,5.68,7.55,0.209,0.432,-0.00913,110,97,134,34,"11",22,NA,NA,15,0
"Dalton Kincaid","TE","BUF",12,6.71,0.803,0.138,5.74,7.55,0.2,0.948,0,111,77,130,10,"4",26,NA,NA,50,1
"E.J. Speed","LB","IND",14,6.03,0.707,0.0166,5.61,6.58,0.176,-0.0923,0.586,112,140,99,7,"2",30,NA,NA,68,5
"Jerome Baker","LB","SEA",10,6.02,0.354,0.0331,5.8,6.29,0.16,0.103,0.296,113,123,115,8,"2",29,NA,NA,36,6
"Derwin James","DB","LAC",5,5.94,0.0707,0.157,5.9,6,0.157,0.201,0.102,114,118,126,9,"3",29,NA,NA,6,6
"Jake Elliott","K","PHI",5,8.87,1.63,0.144,7.23,11.4,0.148,-0.0649,1.72,115,136,73,6,"2",31,NA,NA,96,7
"Samson Ebukam","DL","IND",14,2.8,NA,4.44e-16,NA,NA,0.143,NA,NA,116,NA,NA,4,"2",31,NA,NA,NA,7
"Harold Landry","DL","TEN",5,2.8,0,0,2.8,2.8,0.143,0.4,0,116,100,130,4,"2",29,NA,NA,1,6
"Zach Allen","DL","DEN",14,2.8,NA,0,NA,NA,0.143,NA,NA,116,NA,NA,4,"2",28,NA,NA,NA,5
"Aidan Hutchinson","DL","DET",5,2.8,0,0.0299,2.8,2.8,0.143,0.4,-4.44e-16,117,101,131,5,"2",25,NA,NA,1,2
"Zaire Franklin","LB","IND",14,5.98,0.354,0.127,5.71,6.2,0.127,0.00973,0.203,118,128,121,9,"2",29,NA,NA,36,6
"Jonathon Cooper","DL","DEN",14,2.77,0.212,0.0535,2.61,2.9,0.113,0.206,0.0974,119,115,128,6,"2",28,NA,NA,42,3
"Colts","DST","IND",14,5.99,1.18,0.00381,5.08,7.54,0.0648,0.256,0.203,120,112,120,1,"1",NA,NA,NA,93,NA
"David Njoku","TE","CLE",10,6.57,0.749,0.0245,6.04,7.93,0.0616,1.25,0.374,121,70,109,11,"4",29,NA,NA,29,7
"Eagles","DST","PHI",5,5.99,0.829,0.061,4.77,6.71,0.061,-0.0505,-0.633,122,133,212,2,"1",NA,NA,NA,59,NA
"Nick Bosa","DL","SF",9,2.72,0.354,0.0166,2.5,2.99,0.0599,0.104,0.189,123,122,123,7,"2",28,NA,NA,77,5
"Tre Tucker","WR","LVR",10,8.75,1.42,0.0502,7.82,11.4,0.0502,0.609,1.67,124,90,74,35,"8",25,NA,NA,82,1
"Leonard Williams","DL","SEA",10,2.7,NA,0.0204,NA,NA,0.0433,NA,NA,125,NA,NA,8,"2",31,NA,NA,NA,9
"Keion White","DL","NE",14,2.7,NA,0,NA,NA,0.0433,NA,NA,125,NA,NA,8,"2",27,NA,NA,NA,1
"Ryan Izzo","TE","FA",NA,6.55,NA,0.0371,NA,NA,0.0371,NA,NA,126,NA,NA,12,"4",30,NA,NA,NA,6
"Kirk Cousins","QB","ATL",12,17.1,1.54,0.0323,15.1,18.9,0.0323,-0.601,0.099,127,195,127,12,"4",37,NA,NA,72,12
"Kwity Paye","DL","IND",14,2.68,1.27,0.0229,1.92,3.66,0.0229,-0.485,0.862,128,172,86,9,"2",27,NA,NA,99,3
"Jason Myers","K","SEA",10,8.73,1.01,0.00408,7.57,10.3,0.00408,0.278,0.556,129,111,101,7,"2",35,NA,NA,50,NA
"Geno Smith","QB","SEA",10,17.1,0.941,0.258,16,18.3,0,0.296,-0.47,130,110,185,13,"4",35,NA,NA,17,11
"Justice Hill","RB","BAL",14,6.48,1.1,0.379,5.57,8.25,0,0.323,0.695,130,105,94,35,"11",28,NA,NA,38,5
"Michael Pittman","WR","IND",14,8.7,0.399,0.213,8.32,9.27,0,1.11,-0.494,130,74,186,36,"8",28,NA,NA,3,4
"Cole Kmet","TE","CHI",7,6.51,1.11,0.231,4.66,7.83,0,-0.134,0.275,130,145,119,13,"5",27,NA,NA,76,4
"Evan McPherson","K","CIN",12,8.72,0.764,0.0723,7.4,9.37,0,0.103,-0.35,130,124,173,8,"2",26,NA,NA,14,3
"Texans","DST","HOU",14,5.93,1.03,0.529,5.06,7.34,0,0.238,0,130,114,130,3,"2",NA,NA,NA,85,NA
"Anfernee Jennings","DL","NE",14,2.66,0.0707,0.0567,2.6,2.7,0,0.202,-0.101,130,117,140,10,"3",29,NA,NA,11,4
"Logan Wilson","LB","CIN",12,5.86,0.0707,0.113,5.8,5.9,0,0.101,-0.094,130,126,138,10,"3",29,NA,NA,1,4
"Reed Blankenship","DB","PHI",5,5.79,0.141,0.0866,5.7,5.9,0,0.00171,0,130,129,130,10,"3",27,NA,NA,24,2
"Dennis Gardeck","DL","ARI",11,2.6,NA,0.0433,NA,NA,-0.0567,NA,NA,131,NA,NA,11,"3",31,NA,NA,NA,6
"Kaimi Fairbairn","K","HOU",14,8.65,0.888,0.0551,7.03,9.38,-0.0723,-0.271,-0.342,132,157,172,9,"2",32,NA,NA,36,8
"Kyle Dugger","DB","NE",14,5.7,1.27e-15,0.0834,5.7,5.7,-0.0866,0,-0.196,133,130,149,11,"3",30,NA,NA,4,4
"Brian Burns","DL","NYG",11,2.56,0.0707,0.0567,2.5,2.6,-0.1,0.102,-0.201,134,125,152,12,"3",28,NA,NA,11,5
"Carl Granderson","DL","NO",12,2.56,0.0707,0,2.5,2.6,-0.1,0.102,-0.201,134,125,152,12,"3",29,NA,NA,11,5
"Cody Barton","LB","DEN",14,5.74,0.0707,0.0134,5.7,5.8,-0.113,0,-0.195,135,130,148,11,"3",29,NA,NA,1,5
"Jake Bates","K","DET",5,8.6,0.818,0.0973,7.3,9.37,-0.127,0,-0.356,137,130,174,10,"2",27,NA,NA,21,1
"Azeez Al-Shaair","LB","HOU",14,5.73,0.212,0.0764,5.6,5.89,-0.127,-0.0983,-0.0995,136,143,139,12,"3",28,NA,NA,27,5
"AShawn Robinson","DL","CAR",11,2.5,NA,0.0236,NA,NA,-0.157,NA,NA,138,NA,NA,13,"3",31,NA,NA,NA,8
"Rayshawn Jenkins","DB","SEA",10,5.62,0.354,0.0898,5.4,5.89,-0.17,-0.296,-0.00635,139,159,132,12,"3",32,NA,NA,52,7
"Kyle Hamilton","DB","BAL",14,5.62,0.354,0,5.4,5.89,-0.17,-0.296,-0.00635,139,159,132,12,"3",25,NA,NA,52,2
"Dayo Odeyingbo","DL","IND",14,2.48,0.778,0.00318,2.01,3.08,-0.18,-0.391,0.277,140,164,118,14,"3",26,NA,NA,89,3
"Josh Allen","DL","JAC",12,2.47,0.283,0.0433,2.3,2.69,-0.183,-0.0966,-0.108,141,141,141,15,"3",28,NA,NA,63,5
"T.J. Edwards","LB","CHI",7,5.65,0.566,0.0401,5.22,5.99,-0.203,-0.484,0,142,171,130,13,"3",29,NA,NA,54,5
"Jalen Tolbert","WR","DAL",7,8.49,0.939,0.15,7.05,9.59,-0.213,-0.164,-0.183,143,147,146,37,"8",27,NA,NA,40,2
"Eddy Pineiro","K","CAR",11,8.5,1,0.0305,6.87,9.72,-0.225,-0.428,0,144,170,130,11,"2",30,NA,NA,46,6
"Boye Mafe","DL","SEA",10,2.43,0.212,0.0134,2.3,2.59,-0.227,-0.0974,-0.206,145,142,156,16,"3",27,NA,NA,42,2
"Pat Freiermuth","TE","PIT",9,6.28,1.33,0.128,4.59,8.34,-0.231,-0.201,0.786,146,153,90,14,"5",27,NA,NA,94,3
"Sam Hubbard","DL","CIN",12,2.42,0.354,0.0166,2.2,2.69,-0.24,-0.196,-0.111,147,148,143,17,"3",NA,NA,NA,77,6
"Bobby Okereke","LB","NYG",11,5.61,0.141,0.0834,5.5,5.7,-0.243,-0.197,-0.295,148,149,162,14,"3",29,NA,NA,11,5
"Nick Folk","K","TEN",5,8.47,0.771,0.00491,7.39,9.08,-0.255,0.0921,-0.639,149,127,213,12,"2",41,NA,NA,18,17
"Danielle Hunter","DL","HOU",14,2.4,0,0.0363,2.4,2.4,-0.257,0,-0.4,150,130,175,18,"4",31,NA,NA,1,9
"Justin Fields","QB","PIT",9,16.8,2.1,0.00216,14.3,19.8,-0.258,-1.36,1.02,151,314,83,14,"4",27,NA,NA,92,3
"Daniel Jones","QB","NYG",11,16.8,1.56,0.351,15.8,19.4,-0.26,0.126,0.565,154,120,100,15,"5",28,NA,NA,75,5
"Matthew Wright","K","SF",9,8.46,0.989,0.157,6.91,9.32,-0.26,-0.39,-0.4,153,163,176,13,"2",30,NA,NA,43,5
"Nick Cross","DB","IND",14,5.53,0.283,0.0433,5.31,5.7,-0.26,-0.392,-0.199,152,165,150,13,"4",24,NA,NA,45,2
"Derick Hall","DL","SEA",10,2.36,1.2,0.0771,1.44,3.09,-0.293,-0.964,0.285,155,247,117,19,"4",25,NA,NA,98,1
"Paulson Adebo","DB","NO",12,5.48,0.354,0.0535,5.21,5.7,-0.303,-0.489,-0.2,156,174,151,14,"4",26,NA,NA,52,3
"Jeremiah Owusu-Koramoah","LB","CLE",10,5.53,0.212,0.113,5.4,5.69,-0.327,-0.298,-0.3,157,160,163,15,"3",26,NA,NA,20,3
"Carlton Davis","DB","DET",5,5.43,0.212,8.88e-16,5.3,5.59,-0.357,-0.397,-0.302,158,167,164,15,"4",29,NA,NA,31,6
"Tyrann Mathieu","DB","NO",12,5.43,0.212,0.0732,5.3,5.59,-0.357,-0.397,-0.302,159,168,164,16,"4",34,NA,NA,39,11
"Dalton Schultz","TE","HOU",14,6.15,0.863,0.242,5.15,7.51,-0.359,0.356,-0.0448,160,102,136,15,"5",29,NA,NA,59,6
"Josh Downs","WR","IND",14,8.34,0.957,0.216,7.21,9.51,-0.363,0,-0.258,161,130,160,38,"8",24,NA,NA,47,1
"Gregory Rousseau","DL","BUF",12,2.29,0.141,0.0866,2.2,2.4,-0.37,-0.198,-0.404,162,150,179,20,"4",26,NA,NA,35,3
"Zach Charbonnet","RB","SEA",10,6.1,0.732,0.117,5.25,7.3,-0.379,0,-0.253,163,130,159,36,"11",25,NA,NA,10,1
"Austin Seibert","K","WAS",14,8.31,0.935,0.0956,6.81,9.16,-0.417,-0.485,-0.563,164,173,192,14,"2",NA,NA,NA,39,5
"Jaire Alexander","DB","GB",10,5.36,0.0707,0.0803,5.3,5.4,-0.43,-0.398,-0.497,165,169,187,17,"4",29,NA,NA,18,6
"Ji'Ayir Brown","DB","SF",9,5.36,0.0707,0,5.3,5.4,-0.43,-0.398,-0.497,165,169,188,17,"4",26,NA,NA,6,1
"Quincy Williams","LB","NYJ",12,5.42,0.354,0.0497,5.2,5.69,-0.44,-0.497,-0.304,166,176,166,16,"3",29,NA,NA,36,5
"B.J. Hill","DL","CIN",12,2.2,0,0.0567,2.2,2.2,-0.457,-0.2,-0.6,167,152,196,21,"5",31,NA,NA,1,6
"Germaine Pratt","LB","CIN",12,5.37,0.707,0.0433,4.82,5.79,-0.49,-0.88,-0.202,168,230,153,17,"3",29,NA,NA,68,5
"Roschon Johnson","RB","CHI",7,5.98,1.03,0.356,4.47,7.14,-0.496,-0.774,-0.413,169,218,180,37,"11",25,NA,NA,31,1
"Antonio Johnson","DB","JAC",12,5.28,0.778,0.0299,4.81,5.88,-0.51,-0.891,-0.0191,170,235,135,18,"4",24,NA,NA,93,1
"Greg Joseph","K","NYG",11,8.21,0.598,0.00215,7.42,8.7,-0.512,0.121,-1.02,171,121,285,15,"2",31,NA,NA,4,6
