"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Jahmyr Gibbs","RB","DET",5,19.5,0.76,0.629,18.5,20.7,11.9,12.7,11.1,1,1,1,1,"1",24,NA,NA,32,1
"Saquon Barkley","RB","PHI",5,18.8,1.18,1.77,17.5,20.5,11.3,11.7,10.9,2,2,2,2,"2",29,NA,NA,68,6
"Josh Jacobs","RB","GB",10,17.1,1.02,0.214,15.7,18.3,9.49,9.87,8.77,3,5,7,3,"2",28,NA,NA,52,5
"Kyren Williams","RB","LAR",6,16.8,0.814,0.199,15.8,18.1,9.27,9.95,8.53,4,4,9,4,"2",25,NA,NA,38,2
"Devon Achane","RB","MIA",6,16.6,1.32,0.0114,15.5,19,9.07,9.69,9.38,5,7,6,5,"2",24,NA,NA,76,1
"Bijan Robinson","RB","ATL",12,16.6,0.675,0.0716,15.9,17.7,9.06,10.1,8.17,6,3,13,6,"2",24,NA,NA,23,1
"Jonathan Taylor","RB","IND",14,16.6,1.95,0.0832,14.8,20.1,8.99,8.97,10.5,8,9,3,7,"3",27,NA,NA,94,4
"Ja'Marr Chase","WR","CIN",12,18.3,1.26,1.52,16.7,20.2,8.99,8.44,9.8,7,11,4,1,"1",26,NA,NA,79,3
"Derrick Henry","RB","BAL",14,16.5,0.654,0.288,15.6,17.5,8.91,9.74,7.94,9,6,14,8,"3",32,NA,NA,18,8
"Chase Brown","RB","CIN",12,16.2,0.629,0.646,15.5,17.1,8.62,9.65,7.48,10,8,16,9,"4",26,NA,NA,15,1
"Josh Allen","QB","BUF",12,24.7,1.3,2.36,23.3,26.8,8.23,8.26,8.5,11,12,10,1,"1",29,NA,NA,58,6
"Zach Charbonnet","RB","SEA",10,15.5,1.69,0.267,13.4,18.1,7.97,7.61,8.49,12,13,11,10,"4",25,NA,NA,92,1
"Joe Mixon","RB","HOU",14,15.3,0.804,0.903,14.4,16.4,7.71,8.59,6.83,13,10,19,11,"5",29,NA,NA,37,7
"Justin Jefferson","WR","MIN",6,16.8,1.77,0.394,14.7,19.1,7.48,6.4,8.66,14,16,8,2,"1",26,NA,NA,90,4
"Puka Nacua","WR","LAR",6,16.4,2.53,1.11,13.3,20.1,7.08,5.04,9.62,15,20,5,3,"2",24,NA,NA,99,1
"Bucky Irving","RB","TB",11,14.4,1.48,0.226,13.2,17,6.8,7.32,7.42,16,14,17,12,"6",23,NA,NA,86,0
"James Cook","RB","BUF",12,14.1,1.16,0.0841,12.5,15.3,6.58,6.67,5.76,17,15,24,13,"6",26,NA,NA,66,2
"James Conner","RB","ARI",11,14.1,2.76,0.247,9.64,17.2,6.49,3.8,7.6,18,37,15,14,"6",31,NA,NA,99,7
"Chuba Hubbard","RB","CAR",11,13.8,1.98,0.688,11,16.7,6.25,5.15,7.15,19,19,18,15,"7",26,NA,NA,96,3
"Davante Adams","WR","NYJ",12,15.3,2.42,0.167,12.8,18.7,5.97,4.47,8.23,20,28,12,4,"3",33,NA,NA,97,10
"Lamar Jackson","QB","BAL",14,22.3,1.29,1.42,20.6,23.5,5.87,5.5,5.21,21,17,27,2,"2",29,NA,NA,56,6
"Amon-Ra St. Brown","WR","DET",5,15.1,1.55,0.406,13.2,16.9,5.81,4.89,6.42,22,24,22,5,"3",26,NA,NA,83,3
"Breece Hall","RB","NYJ",12,13.1,1.41,0.205,10.7,14.8,5.56,4.9,5.25,23,23,26,16,"7",24,NA,NA,79,2
"Brian Thomas Jr.","WR","JAC",12,14.7,2.06,0.297,12,17.2,5.4,3.67,6.75,24,38,20,6,"3",23,NA,NA,94,0
"Aaron Jones","RB","MIN",6,12.9,1.51,0.066,10.3,14.2,5.35,4.46,4.67,25,29,31,17,"7",31,NA,NA,87,7
"J.K. Dobbins","RB","LAC",5,12.9,1.68,0.716,11.2,15.4,5.29,5.38,5.83,26,18,23,18,"8",27,NA,NA,90,4
"Tee Higgins","WR","CIN",12,14.4,1.9,0.0468,12.5,17,5.1,4.25,6.55,27,31,21,7,"4",27,NA,NA,93,4
"Mike Evans","WR","TB",11,14.4,1.15,0.294,13.2,15.9,5.06,4.93,5.5,28,22,25,8,"4",32,NA,NA,71,10
"Nico Collins","WR","HOU",14,14.1,0.686,0.976,12.9,14.6,4.76,4.6,4.16,29,26,32,9,"5",27,NA,NA,19,3
"Brian Robinson","RB","WAS",14,12.1,1.41,0.886,10.9,14.7,4.57,5.02,5.13,30,21,29,19,"9",27,NA,NA,80,2
"Jayden Daniels","QB","WAS",14,20.9,0.841,0.885,19.7,21.9,4.45,4.6,3.55,31,27,38,3,"3",25,NA,NA,31,0
"Brock Bowers","TE","LVR",10,11.4,0.978,0.107,9.57,12.2,4.36,4.21,4.09,32,32,33,1,"1",23,NA,NA,76,0
"George Kittle","TE","SF",9,11.3,0.874,0.332,9.71,12,4.25,4.35,3.95,33,30,34,2,"1",32,NA,NA,62,7
"Trey McBride","TE","ARI",11,10.9,0.619,1.26,9.98,11.5,3.92,4.62,3.44,34,25,39,3,"2",26,NA,NA,26,2
"Terry McLaurin","WR","WAS",14,13.1,1.83,0.506,10.7,15.5,3.79,2.41,5.06,35,49,30,10,"6",30,NA,NA,92,5
"D'Andre Swift","RB","CHI",7,11.3,1.12,0.105,9.64,12.4,3.69,3.8,2.79,36,36,42,20,"10",27,NA,NA,62,4
"Jerome Ford","RB","CLE",10,11.2,0.928,0.0516,9.74,12.1,3.58,3.9,2.53,37,35,44,21,"10",26,NA,NA,45,2
"Joe Burrow","QB","CIN",12,20,0.62,1.42,19.2,20.8,3.57,4.17,2.5,38,33,47,4,"4",29,NA,NA,3,4
"Tony Pollard","RB","TEN",5,11.1,0.979,0.0146,9.89,12.4,3.53,4.05,2.83,39,34,41,22,"10",29,NA,NA,51,5
"Rachaad White","RB","TB",11,11.1,1.42,0.206,9.2,13.4,3.51,3.36,3.81,40,40,35,23,"10",27,NA,NA,82,2
"Tyrone Tracy","RB","NYG",11,10.9,1.13,0.0516,8.97,11.9,3.31,3.13,2.32,41,43,48,24,"10",26,NA,NA,63,0
"A.J. Brown","WR","PHI",5,12.6,1.19,0.00329,11.1,14.2,3.28,2.79,3.8,42,45,36,11,"6",28,NA,NA,75,5
"Zay Flowers","WR","BAL",14,12.6,1.73,0.0416,11,15.6,3.28,2.7,5.2,43,47,28,12,"6",25,NA,NA,88,1
"Rico Dowdle","RB","DAL",7,10.8,1.03,0.506,9.12,11.7,3.26,3.28,2.16,44,41,51,25,"11",27,NA,NA,54,4
"Jaxon Smith-Njigba","WR","SEA",10,12.6,0.626,0.917,11.4,13,3.24,3.09,2.55,45,44,43,13,"7",24,NA,NA,14,1
"Isaac Guerendo","RB","SF",9,10.3,3.24,0.33,5.16,12.8,2.75,-0.676,3.18,46,225,40,26,"11",25,NA,NA,99,0
"Jonnu Smith","TE","MIA",6,9.68,1.08,0.618,7.99,10.6,2.66,2.64,2.51,47,48,46,4,"3",30,NA,NA,79,7
"Isiah Pacheco","RB","KC",6,9.99,0.878,0.335,9.26,11.4,2.42,3.41,1.78,48,39,62,27,"12",27,NA,NA,41,2
