player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Bryce Young,123943,QB,CAR,1,62.5,32,34,10.8,3.34,0,3,8.3,55.9,19,0,19,5.0,41,1,-0.01,13,5,79.7,63.4,65.8,57.2,0,1,43,3,48.8,5.3,69.6,2.4,1,6,0,2,1,2,4.7,191,5.6
Will Levis,83542,QB,TEN,1,72.4,29,32,5.8,2.79,0,1,3.0,59.4,19,0,6,9.5,34,2,-0.34,8,31,27.7,63.1,60.7,62.6,0,0,35,0,35.3,33.3,73.4,5.9,2,0,0,3,0,2,5.7,168,5.3
Derek Carr,8671,QB,NO,1,73.3,30,31,10.2,2.45,0,1,3.0,64.5,20,0,11,9.1,35,2,0.02,10,20,27.9,67.4,68.2,61.4,1,1,37,1,37.1,9.1,82.6,2.9,1,1,0,0,1,2,5.4,219,7.1
Cooper Rush,12324,QB,DAL,1,60.7,28,31,7.5,2.58,2,1,3.1,51.6,16,0,14,5.9,35,1,-0.27,9,9,78.7,65.8,64.4,62.6,0,1,36,0,34.3,21.4,77.8,8.6,3,1,0,1,2,1,2.8,183,5.9
Mac Jones,60323,QB,JAX,1,85.2,27,31,5.3,2.84,1,0,0.0,74.2,23,0,10,0.0,34,0,0.08,11,15,78.5,64.6,65.8,54.5,2,2,35,0,61.8,10.0,66.6,2.9,1,2,0,1,0,1,2.9,220,7.1
Matthew Stafford,4924,QB,LA,1,76.7,30,30,9.3,2.52,0,4,11.8,76.7,23,0,8,0.0,30,0,0.76,15,26,78.3,93.5,93.5,55.7,0,0,35,0,63.3,0.0,132.6,0.0,0,0,0,0,2,0,0.0,320,10.7
Geno Smith,7820,QB,SEA,1,86.2,29,30,5.8,2.8,0,2,6.5,80.0,24,0,11,4.0,30,1,0.27,10,29,77.6,79.2,81.1,60.0,0,0,31,2,60.0,0.0,110.1,0.0,0,0,0,1,1,0,0.0,233,7.8
Justin Herbert,28237,QB,LAC,1,82.1,28,30,10.3,2.89,1,4,12.5,70.0,21,0,11,8.7,35,2,0.09,11,27,79.0,89.9,88.7,64.3,1,0,37,0,40.0,27.3,101.1,8.6,3,2,0,0,1,0,0.0,213,7.1
Baker Mayfield,46518,QB,TB,1,73.1,26,29,9.2,2.99,2,1,3.1,62.1,18,0,10,5.3,35,1,0.05,13,30,27.8,65.8,66.6,54.5,0,2,38,0,57.1,40.0,101.9,11.4,4,2,0,1,3,2,5.3,295,10.2
Sam Darnold,29048,QB,MIN,1,88.0,25,28,12.2,3.13,1,4,13.3,78.6,22,0,13,0.0,35,0,0.63,15,18,79.0,90.9,91.9,47.6,2,0,37,1,60.0,30.8,157.9,11.4,4,2,0,0,5,0,0.0,347,12.4
Russell Wilson,7077,QB,PIT,1,75.0,20,26,8.0,2.44,1,3,10.7,57.7,15,0,13,0.0,29,0,0.02,7,25,78.8,77.2,69.1,80.3,1,0,31,1,44.8,7.7,101.1,3.4,1,2,0,4,2,0,0.0,158,6.1
Brock Purdy,77672,QB,SF,1,83.3,24,25,10.2,2.75,1,0,0.0,80.0,20,0,11,0.0,29,0,0.63,13,28,78.2,90.3,86.6,73.5,0,0,29,0,55.2,9.1,145.4,3.4,1,1,0,0,2,0,0.0,325,13.0
Caleb Williams,144622,QB,CHI,1,81.8,22,23,6.8,3.08,1,0,0.0,73.9,17,0,9,5.6,32,1,-0.26,10,6,25.4,52.5,46.1,75.0,0,0,33,0,43.8,77.8,116.9,21.9,7,2,0,0,2,2,6.1,134,5.8
Jalen Hurts,40291,QB,PHI,1,77.8,18,21,5.4,3.55,1,0,0.0,66.7,14,0,9,0.0,27,0,-0.03,9,24,78.5,72.2,63.1,83.1,0,0,28,2,44.4,44.4,110.8,14.8,4,2,0,2,2,0,0.0,108,5.1
Jordan Love,40306,QB,GB,1,72.2,18,20,9.9,3.35,0,2,8.7,60.0,12,0,9,7.7,24,1,0.09,8,12,77.1,83.8,82.8,63.4,1,0,27,1,41.7,11.1,111.7,4.2,1,3,0,1,1,0,0.0,206,10.3
Aidan O'Connell,60516,QB,LV,1,68.8,16,19,9.8,2.75,0,1,4.8,57.9,11,0,12,0.0,21,0,-0.28,4,23,26.2,48.6,60.0,33.9,0,1,23,0,42.9,8.3,51.2,4.8,1,1,0,3,0,2,8.7,104,5.5
Desmond Ridder,55086,QB,LV,1,76.5,17,18,5.2,2.55,0,0,0.0,66.7,12,0,11,7.7,20,1,0.16,5,23,23.8,42.0,51.4,38.8,0,0,20,0,45.0,9.1,81.0,5.0,1,1,0,1,0,1,5.0,101,5.6
Brandon Allen,10835,QB,SF,1,0.0,1,1,25.0,2.2,0,0,0.0,0.0,0,0,0,,1,0,-2.36,0,28,60.4,28.3,38.2,,0,1,1,1,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Tyson Bagent,169628,QB,CHI,1,100.0,1,1,3.0,1.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1.06,1,6,60.4,61.0,60.0,,0,0,1,0,100.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0
