player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Patrick Mahomes,11765,QB,KC,1,71.0,31,32,8.7,3.24,0,2,5.4,65.6,21,0,17,4.5,42,1,-0.29,11,16,22.8,47.0,43.1,69.8,0,2,49,0,42.9,35.3,95.4,14.3,6,4,0,1,3,5,10.2,257,8.0
Jalen Hurts,40291,QB,PHI,1,81.8,22,22,9.2,3.6,0,4,16.7,77.3,17,0,10,5.6,29,1,0.63,14,24,79.1,86.7,78.7,80.9,0,1,32,0,58.6,20.0,119.7,6.9,2,5,0,0,2,1,3.1,221,10.0
Kenny Pickett,60515,QB,PHI,1,0.0,1,1,2.0,2.0,0,0,0.0,0.0,0,0,0,,1,0,-2.94,0,24,68.2,62.5,60.4,60.5,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
