"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Amari Cooper","WR","CLE",5,44,0,25.2,44,44,34.8,37.4,31.5,1,1,1,1,"1",31,NA,NA,1,8
"Christian McCaffrey","RB","SF",9,21.4,1.37,3.51,19.1,23.1,11.9,13.5,11.2,2,2,5,1,"1",29,NA,NA,36,6
"CeeDee Lamb","WR","DAL",7,18.8,2.26,0.399,16.1,22.2,9.67,9.59,9.66,3,5,11,2,"1",27,NA,NA,58,3
"Tyreek Hill","WR","MIA",10,18.4,1.55,2.66,16.2,20.8,9.27,9.66,8.33,4,4,20,3,"2",32,NA,NA,39,7
"Kyren Williams","RB","LAR",10,17.9,1.73,0.525,15.8,20.3,8.36,10.2,8.44,5,3,18,2,"1",25,NA,NA,56,1
"Breece Hall","RB","NYJ",7,17.3,9.48,1.48,12.1,36.5,7.83,6.49,24.6,6,9,2,3,"2",24,NA,NA,99,1
"Jalen Hurts","QB","PHI",10,23.8,1.58,0.808,21.5,25.4,7.07,6.67,4.53,7,8,39,1,"1",27,NA,NA,34,3
"Mike Evans","WR","TB",5,15.8,3.86,0.166,12.6,23.2,6.61,6.06,10.7,8,14,6,4,"2",32,NA,NA,88,9
"Justin Jefferson","WR","MIN",13,15.6,3.61,0.19,11.6,22.4,6.44,5.03,9.9,9,24,10,5,"2",26,NA,NA,85,3
"Rachaad White","RB","TB",5,15.9,1.12,0.939,14.8,17.7,6.35,9.18,5.83,10,6,27,4,"3",27,NA,NA,24,1
"Josh Allen","QB","BUF",13,23,1.63,2.27,20.9,25.7,6.26,6.03,4.84,11,15,36,2,"2",29,NA,NA,43,5
"Puka Nacua","WR","LAR",10,15.4,5.92,0.222,10.8,27.2,6.25,4.21,14.7,12,35,4,6,"2",24,NA,NA,97,0
"Amon-Ra St. Brown","WR","DET",9,15.2,3.5,0.242,12.7,22,6.03,6.16,9.52,13,13,12,7,"2",26,NA,NA,83,2
"A.J. Brown","WR","PHI",10,14.9,2.07,0.599,11.7,17.7,5.79,5.11,5.19,14,23,32,8,"3",28,NA,NA,50,4
"Jahmyr Gibbs","RB","DET",9,14.9,3.91,0.196,9.94,21.8,5.42,4.34,9.95,15,33,9,5,"3",24,NA,NA,96,0
"Jonathan Taylor","RB","IND",11,14.7,1.53,0.423,12.8,16.9,5.22,7.15,5.07,16,7,34,6,"3",27,NA,NA,43,3
"Brandon Aiyuk","WR","SF",9,14.3,2.6,0.518,10.6,18.2,5.19,4.09,5.71,17,38,28,9,"3",28,NA,NA,68,3
"James Conner","RB","ARI",14,14.3,3.46,0.33,12.1,21.1,4.8,6.46,9.25,18,10,14,7,"4",31,NA,NA,90,6
"Deebo Samuel","WR","SF",9,13.8,2.59,0.479,9.73,16.3,4.67,3.18,3.83,19,46,50,10,"4",30,NA,NA,67,4
"George Kittle","TE","SF",9,12.4,3.79,1,8.76,19.7,4.63,2.95,9.26,20,48,13,1,"1",32,NA,NA,94,6
"Saquon Barkley","RB","NYG",13,14,1.31,0.1,11.8,15.8,4.47,6.17,3.89,21,12,47,8,"4",29,NA,NA,31,5
"D'Andre Swift","RB","PHI",10,13.9,2.42,0.163,11,17.9,4.37,5.37,5.99,22,21,25,9,"4",27,NA,NA,79,3
"James Cook","RB","BUF",13,13.7,1.66,0.0467,11,15.5,4.2,5.43,3.64,23,19,54,10,"4",26,NA,NA,49,1
"Chris Olave","WR","NO",11,13.3,3.03,0.103,11,19.3,4.19,4.41,6.76,24,32,22,11,"4",25,NA,NA,75,1
"Ezekiel Elliott","RB","NE",11,13.7,2.02,0.093,11,17.1,4.16,5.39,5.27,25,20,30,11,"4",30,NA,NA,63,7
