"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Michael Pittman","WR","IND",11,13,0.604,0.0186,12.3,13.8,4.36,5.19,3.32,32,24,41,9,"4",28,NA,NA,11,3
"Deebo Samuel","WR","SF",9,13,1.75,0.0427,10.1,15.1,4.34,2.9,4.6,33,54,23,10,"4",30,NA,NA,90,4
"Stefon Diggs","WR","BUF",13,13,1.64,0.238,10.7,15.8,4.3,3.5,5.29,34,42,17,11,"5",32,NA,NA,86,8
"Brandon Aiyuk","WR","SF",9,12.7,1.51,0.0244,10.2,14.5,4.06,3,4,35,50,35,12,"5",28,NA,NA,74,3
"Nico Collins","WR","HOU",7,12.7,1.95,0.414,10.4,15.5,4.03,3.27,5.01,36,45,21,13,"5",27,NA,NA,96,2
"George Kittle","TE","SF",9,10.5,1.23,0.459,8.16,11.8,3.91,3.21,4.08,37,46,32,2,"1",32,NA,NA,88,6
"Ezekiel Elliott","RB","NE",11,11.3,1.37,0.104,8.9,12.3,3.81,3.92,1.92,38,36,60,19,"6",30,NA,NA,65,7
"Javonte Williams","RB","DEN",9,11.2,1.33,0.373,9.41,13,3.71,4.44,2.62,39,30,52,20,"6",26,NA,NA,61,2
"Chris Olave","WR","NO",11,12.3,1.19,0.18,10.1,13.5,3.62,2.97,2.99,40,51,46,14,"5",25,NA,NA,58,1
"Justin Herbert","QB","LAC",5,19.6,1.64,0.0478,16.9,21.3,3.5,2.79,2.84,41,55,48,5,"3",28,NA,NA,60,3
"Brock Purdy","QB","SF",9,19.6,1.34,0.466,18.1,21.1,3.45,3.94,2.62,43,35,51,6,"3",26,NA,NA,46,1
"Sam LaPorta","TE","DET",9,10,1.04,0.317,8.1,11.1,3.45,3.15,3.35,42,47,40,3,"2",25,NA,NA,79,0
"D.J. Moore","WR","CHI",13,12.1,1.2,0.0191,10.2,14,3.44,3.02,3.44,44,49,39,15,"5",29,NA,NA,60,5
"Jaylen Waddle","WR","MIA",10,12.1,1.61,0.188,9.88,13.7,3.42,2.72,3.16,45,58,44,16,"6",27,NA,NA,83,2
"James Cook","RB","BUF",13,10.9,1.05,0.0546,9.73,12.7,3.33,4.76,2.24,46,28,56,21,"7",26,NA,NA,35,1
"D'Andre Swift","RB","PHI",10,10.8,1.15,0.00102,8.78,12.1,3.28,3.8,1.68,47,38,65,22,"7",27,NA,NA,44,3
"Chuba Hubbard","RB","CAR",7,10.8,0.859,0.11,9.38,11.7,3.28,4.4,1.27,48,31,75,23,"7",26,NA,NA,21,2
"Davante Adams","WR","LVR",13,11.9,0.975,0.433,11,13.8,3.23,3.87,3.25,49,37,43,17,"6",33,NA,NA,43,9
"Jerome Ford","RB","CLE",5,10.7,1.17,0.0614,8.65,12,3.17,3.67,1.57,50,39,68,24,"7",26,NA,NA,48,1
"T.J. Hockenson","TE","MIN",13,9.7,1.37,1.16,7.36,11.5,3.13,2.41,3.75,51,63,37,4,"3",28,NA,NA,91,4
"Clyde Edwards-Helaire","RB","KC",10,10.6,1.52,0.74,8.92,13.4,3.11,3.94,2.96,52,34,47,25,"7",27,NA,NA,76,3
"Lamar Jackson","QB","BAL",13,19.1,1.2,0.0141,17.1,20.3,2.98,2.94,1.88,53,52,63,7,"3",29,NA,NA,26,5
"Tua Tagovailoa","QB","MIA",10,19.1,1.05,0.652,17.7,20.8,2.97,3.62,2.38,54,40,54,8,"4",28,NA,NA,6,3
"Courtland Sutton","WR","DEN",9,11.5,1.43,0.0409,9.93,13.8,2.8,2.77,3.26,55,56,42,18,"6",30,NA,NA,71,5
"DK Metcalf","WR","SEA",5,11.4,0.842,0.17,10.4,12.4,2.76,3.27,1.9,56,44,61,19,"6",28,NA,NA,26,4
"Puka Nacua","WR","LAR",10,11.2,1.25,0.156,9.43,12.6,2.59,2.28,2.08,57,64,58,20,"6",24,NA,NA,62,0
"DeVonta Smith","WR","PHI",10,11.1,1.59,0.491,9.01,14,2.43,1.85,3.44,58,68,38,21,"7",27,NA,NA,82,2
"AJ Dillon","RB","GB",6,9.9,1.87,0.261,6.09,11,2.37,1.11,0.626,59,88,93,26,"8",28,NA,NA,86,3
"Justin Fields","QB","CHI",13,18.5,1.53,0.879,16.7,21.1,2.32,2.55,2.69,60,60,50,9,"4",27,NA,NA,57,2
"Markquese Bell","DB","DAL",7,8.74,0.0283,0.84,8.72,8.76,2.18,2.64,0.849,61,59,85,1,"1",27,NA,NA,25,1
"Alexander Mattison","RB","MIN",13,9.64,1.16,0.166,7.88,10.9,2.11,2.91,0.478,62,53,102,27,"8",27,NA,NA,46,4
"Evan Engram","TE","JAC",9,8.54,0.9,0.183,7.48,10.1,1.98,2.53,2.35,63,61,55,5,"4",31,NA,NA,55,6
"Najee Harris","RB","PIT",6,9.48,1.08,0.0521,7.71,10.7,1.94,2.74,0.237,65,57,117,28,"8",28,NA,NA,38,2
"DeAndre Hopkins","WR","TEN",7,10.6,0.942,0.43,9.61,12,1.94,2.45,1.47,64,62,69,22,"8",33,NA,NA,38,10
"Jaylen Warren","RB","PIT",6,9.42,0.962,0.0312,8.05,10.3,1.89,3.08,-0.162,66,48,143,29,"8",27,NA,NA,27,1
"Devin Singletary","RB","HOU",7,9.39,1.88,0.367,6.65,11.8,1.86,1.68,1.4,67,72,72,30,"8",28,NA,NA,87,4
"Foyesade Oluokun","LB","JAC",9,8.68,2.81,1.04,6.39,11.7,1.8,1.24,1.61,68,85,67,1,"1",30,NA,NA,63,5
"Cole Kmet","TE","CHI",13,8.36,1.14,0.295,6.31,9.72,1.79,1.36,1.99,69,81,59,6,"4",27,NA,NA,85,3
"Cooper Kupp","WR","LAR",10,10.2,1.57,0.0929,8.74,13.2,1.51,1.59,2.71,70,77,49,23,"8",32,NA,NA,81,6
"Jake Ferguson","TE","DAL",7,8.06,1.1,0.0278,6.4,9.45,1.5,1.46,1.71,71,79,64,7,"4",27,NA,NA,82,1
"Gus Edwards","RB","BAL",13,9.02,1.99,1.16,6.89,11.9,1.49,1.91,1.46,72,67,70,31,"9",31,NA,NA,90,5
"Dalton Kincaid","TE","BUF",13,8.04,0.805,0.155,6.54,8.69,1.47,1.6,0.95,73,76,80,8,"4",26,NA,NA,39,0
"Jordan Love","QB","GB",6,17.6,1.04,0.93,16.2,18.9,1.44,2.08,0.433,74,66,104,10,"5",27,NA,NA,3,3
"T.J. Watt","DL","PIT",6,6.02,0.354,0.507,5.8,6.29,1.43,2.18,0.734,75,65,90,1,"1",31,NA,NA,6,6
"Rashee Rice","WR","KC",10,10.1,1.06,0.0328,8.37,11.5,1.42,1.22,0.952,76,86,78,24,"8",26,NA,NA,50,0
"Garrett Wilson","WR","NYJ",7,10,0.846,0.0816,8.52,10.8,1.39,1.36,0.241,77,82,115,25,"8",25,NA,NA,28,1
"K'Von Wallace","DB","TEN",7,7.9,0.0212,0.882,7.88,7.91,1.34,1.8,0,78,69,130,2,"1",28,NA,NA,17,3
"Taysom Hill","TE","NO",11,7.88,3.9,0.225,3.29,13,1.31,-1.65,5.25,79,324,18,9,"5",35,NA,NA,99,6
"Calvin Ridley","WR","JAC",9,9.96,1.22,0.41,8.55,12,1.3,1.39,1.43,80,80,71,26,"8",31,NA,NA,61,5
"David Njoku","TE","CLE",5,7.66,0.842,0.191,6.54,8.67,1.09,1.6,0.933,81,75,82,10,"5",29,NA,NA,45,6
"Jason Sanders","K","MIA",10,9.63,0.783,0.0575,8.61,10.5,1.08,0.876,0.809,82,95,86,1,"1",30,NA,NA,27,5
"Brandon Aubrey","K","DAL",7,9.58,0.616,0.253,8.68,10.3,1.02,0.943,0.597,83,91,96,2,"1",31,NA,NA,7,0
"AShawn Robinson","DL","NYG",13,5.51,NA,0.0934,NA,NA,0.924,NA,NA,84,NA,NA,2,"1",31,NA,NA,NA,7
"Packers","DST","GB",6,6.92,1.26,0.561,5.11,8.24,0.912,-0.0337,0.905,85,135,83,1,"1",NA,NA,NA,97,NA
"Dallas Goedert","TE","PHI",10,7.47,0.372,0.344,6.72,7.74,0.899,1.78,0,86,70,130,11,"6",31,NA,NA,6,5
"Zay Flowers","WR","BAL",13,9.55,0.673,0.0593,8.82,10.6,0.894,1.66,0.094,87,73,124,27,"8",25,NA,NA,17,0
"Amari Cooper","WR","CLE",5,9.49,0.991,0.00157,7.91,10.5,0.835,0.757,9.51e-05,88,98,129,28,"8",31,NA,NA,44,8
"Adam Thielen","WR","CAR",7,9.49,0.634,0.0901,8.84,10.7,0.833,1.69,0.143,89,71,120,29,"8",35,NA,NA,12,9
"Khalil Mack","DL","LAC",5,5.42,0.354,0.241,5.2,5.69,0.831,1.58,0.134,90,78,121,3,"1",35,NA,NA,6,9
"Jake Moody","K","SF",9,9.32,0.705,0.37,8.44,10.2,0.767,0.711,0.567,91,100,98,3,"1",26,NA,NA,17,0
"T.J. Edwards","LB","CHI",13,7.65,2.94,0.25,5.32,10.9,0.761,0.172,0.765,92,119,87,2,"1",29,NA,NA,74,4
"Brandin Cooks","WR","DAL",7,9.4,1.55,0.0523,6.71,10.9,0.743,-0.45,0.386,93,174,106,30,"8",32,NA,NA,75,9
"Tyler Lockett","WR","SEA",5,9.35,0.756,0.112,8.19,10.5,0.691,1.04,0,94,89,130,31,"9",33,NA,NA,19,8
"Maxx Crosby","DL","LVR",13,5.18,1.53,0.074,4.04,6.91,0.59,0.411,1.35,95,112,73,4,"1",28,NA,NA,91,4
"Romeo Doubs","WR","GB",6,9.24,1.56,0.183,6.97,11.5,0.579,-0.182,0.937,96,149,81,32,"9",26,NA,NA,78,1
"Kyle Pitts","TE","ATL",11,7.12,0.872,0.555,5.88,8.32,0.555,0.938,0.582,97,92,97,12,"6",25,NA,NA,52,2
"Danielle Hunter","DL","MIN",13,5.1,1.21,0.197,4.3,6.51,0.515,0.677,0.951,98,103,79,5,"1",31,NA,NA,67,8
"Alex Singleton","LB","DEN",9,7.4,3.8,0.0742,4.74,11.8,0.511,-0.414,1.64,99,164,66,3,"1",32,NA,NA,98,8
"Jared Goff","QB","DET",9,16.7,2.14,0.0469,13.9,19.7,0.508,-0.255,1.26,100,156,76,11,"5",31,NA,NA,74,7
"Joshua Dobbs","QB","MIN",13,16.6,1.69,0.461,15.3,19.3,0.461,1.17,0.886,101,87,84,12,"6",31,NA,NA,63,6
"DaRon Bland","DB","DAL",7,7.02,0.824,0.0421,6.31,7.87,0.454,0.225,-0.0427,102,116,133,3,"2",26,NA,NA,39,1
"Terrel Bernard","LB","BUF",13,7.32,2.83,0.151,5.5,10.6,0.437,0.353,0.496,103,113,100,4,"1",27,NA,NA,65,1
"Isaiah Pola-Mao","DB","LVR",13,6.97,0.0212,0.0429,6.96,6.99,0.412,0.88,-0.92,104,93,211,4,"2",26,NA,NA,20,1
"Harrison Butker","K","KC",10,8.95,0.393,0.0351,8.61,9.58,0.397,0.876,-0.0889,105,94,138,4,"1",30,NA,NA,1,6
"Jayden Reed","WR","GB",6,9.06,1.41,0.0289,7.3,11.2,0.396,0.146,0.662,106,124,91,33,"9",26,NA,NA,68,0
"Troy Hill","DB","CAR",7,6.93,0,0.264,6.93,6.93,0.369,0.85,-0.98,107,96,215,5,"2",NA,NA,NA,1,NA
"Jakobi Meyers","WR","LVR",13,9.03,1.61,0.102,6.26,10.9,0.367,-0.896,0.416,108,220,105,34,"9",29,NA,NA,85,4
"Matt Gay","K","IND",11,8.92,0.897,0.108,7.73,9.77,0.361,-0.00693,0.109,109,131,122,5,"1",32,NA,NA,37,4
"Texans","DST","HOU",7,6.36,0.562,0.351,5.78,7.32,0.351,0.634,-0.0222,110,104,132,2,"2",NA,NA,NA,38,NA
"Keaton Mitchell","RB","BAL",13,7.87,1.85,0.171,4.97,10.7,0.335,0,0.239,111,130,116,32,"10",24,NA,NA,85,0
"Tedarrell Slaton","DL","GB",6,4.9,0.00707,0.0644,4.9,4.91,0.319,1.27,-0.645,112,84,183,6,"1",28,NA,NA,1,2
"Zaire Franklin","LB","IND",11,7.17,3.21,0.000334,4.68,10.8,0.286,-0.467,0.617,113,175,94,5,"1",29,NA,NA,86,5
"Roquan Smith","LB","BAL",13,7.17,3.17,0.00542,5.15,10.9,0.285,0,0.744,114,130,89,6,"1",29,NA,NA,84,5
"Nick Bolton","LB","KC",10,7.17,3.13,0.0577,5.31,9.59,0.28,0.156,-0.544,115,122,174,7,"1",26,NA,NA,79,2
"Drake London","WR","ATL",11,8.93,1.05,0.266,7.05,10.3,0.266,-0.107,-0.232,116,140,149,35,"9",24,NA,NA,49,1
"Carl Granderson","DL","NO",11,4.84,2.22,0.0201,3.43,7.44,0.254,-0.193,1.89,117,150,62,7,"1",29,NA,NA,98,4
"Younghoe Koo","K","ATL",11,8.81,0.46,0.202,7.96,9.18,0.253,0.225,-0.489,118,115,165,6,"2",31,NA,NA,3,6
"Josh Allen","DL","JAC",9,4.82,0.849,0.0473,4.31,5.47,0.234,0.683,-0.0805,119,102,137,8,"1",28,NA,NA,41,4
"T.J. Watt","LB","PIT",6,7.11,NA,0.0694,NA,NA,0.222,NA,NA,120,NA,NA,8,"1",31,NA,NA,NA,6
"Myles Garrett","DL","CLE",5,4.77,0.955,0.187,4.24,5.9,0.187,0.616,0.341,121,106,107,9,"2",30,NA,NA,50,6
"Zach Charbonnet","RB","SEA",5,7.7,2.29,0.0626,4.29,10.7,0.163,-0.681,0.262,122,194,113,33,"10",25,NA,NA,97,0
"Elandon Roberts","LB","PIT",6,7.04,2.89,0.153,5.32,10.4,0.153,0.167,0.301,123,120,109,9,"1",32,NA,NA,70,7
"Jordan Howden","DB","NO",11,6.67,0.00707,0.0443,6.66,6.67,0.105,0.58,-1.24,124,107,240,6,"2",25,NA,NA,5,0
"Kenneth Walker III","RB","SEA",5,7.64,3.77,0.101,1.51,12.9,0.101,-3.47,2.51,125,550,53,34,"10",25,NA,NA,99,1
"Ji'Ayir Brown","DB","SF",9,6.62,0.0141,0.00429,6.61,6.63,0.0608,0.53,-1.28,126,109,245,7,"2",26,NA,NA,15,0
"John Johnson","DB","LAR",10,6.62,0.0212,0.0314,6.6,6.63,0.0565,0.52,-1.28,127,110,246,8,"2",32,NA,NA,20,6
"Blake Grupe","K","NO",11,8.61,0.687,0.0518,7.9,9.44,0.0518,0.167,-0.226,128,121,147,7,"2",27,NA,NA,13,0
"Alex Cook","DB","CAR",7,6.59,0.00707,0.0251,6.58,6.59,0.0251,0.5,-1.32,129,111,251,9,"2",26,NA,NA,5,0
"Jake Browning","QB","CIN",7,16.2,1.06,0.214,15.1,17.6,0,0.996,-0.849,130,90,205,13,"6",30,NA,NA,14,4
"Kareem Hunt","RB","CLE",5,7.53,1.07,0.288,5.73,9.02,0,0.759,-1.39,130,97,264,35,"10",30,NA,NA,37,6
"Tee Higgins","WR","CIN",7,8.66,1.17,0.0714,7.38,10.8,0,0.22,0.295,130,117,111,36,"9",27,NA,NA,56,3
"Isaiah Likely","TE","BAL",13,6.57,1.61,0.146,4.91,9.01,0,-0.0379,1.28,130,136,74,13,"7",26,NA,NA,97,1
"Greg Joseph","K","MIN",13,8.56,0.733,0.0367,7.72,9.38,0,-0.00834,-0.285,130,133,151,8,"2",31,NA,NA,23,5
"Lions","DST","DET",9,6.01,1.38,0.0168,4.66,8.39,0,-0.49,1.05,130,179,77,3,"3",NA,NA,NA,99,NA
"Kayvon Thibodeaux","DL","NYG",13,4.59,0.996,0.093,3.66,5.5,0,0.0322,-0.0533,130,128,135,10,"2",25,NA,NA,54,1
"Bobby Okereke","LB","NYG",13,6.89,2.83,7.43e-05,4.93,10.2,0,-0.225,0.0258,130,154,128,10,"1",29,NA,NA,67,4
"Kevin Byard","DB","PHI",10,6.56,1.78,0.00134,4.91,8.21,0,-1.17,0.299,130,267,110,10,"2",32,NA,NA,93,7
"Logan Wilson","LB","CIN",7,6.89,2.19,0.0849,5.3,9.4,-7.43e-05,0.153,-0.741,131,123,197,11,"1",29,NA,NA,26,3
"Kyle Hamilton","DB","BAL",13,6.56,0.623,0.116,5.97,7.09,-0.00134,-0.114,-0.823,132,141,203,11,"2",25,NA,NA,31,1
"Cowboys","DST","DAL",7,5.99,0.907,0.0201,5.19,7.34,-0.0168,0.0416,0,133,127,130,4,"3",NA,NA,NA,76,NA
"Cairo Santos","K","CHI",13,8.52,0.724,0.0653,7.73,9.46,-0.0367,0,-0.209,134,130,146,9,"2",34,NA,NA,20,9
"Dolphins","DST","MIA",10,5.97,0.704,0.0521,5.08,6.87,-0.0369,-0.0651,-0.467,135,138,161,5,"4",NA,NA,NA,66,NA
"Chris Godwin","WR","TB",5,8.59,1.18,0.025,7.13,10.5,-0.0714,-0.0253,-0.0139,136,134,131,37,"9",30,NA,NA,57,6
"Mykal Walker","LB","PIT",6,6.8,0.0283,0.0294,6.78,6.82,-0.085,1.63,-3.32,137,74,454,12,"1",28,NA,NA,5,3
"Steelers","DST","PIT",6,5.92,0.566,0.0274,5.15,6.67,-0.089,0,-0.67,138,130,187,6,"4",NA,NA,NA,41,NA
"Derrick Brown","DL","CAR",7,4.49,2.27,0.173,2.94,6.07,-0.093,-0.685,0.51,139,196,99,11,"2",28,NA,NA,99,3
"Jordan Addison","WR","MIN",13,8.56,1.74,0.0653,6.49,11.3,-0.0964,-0.663,0.76,140,191,88,38,"9",24,NA,NA,89,0
"Chase McLaughlin","K","TB",5,8.45,0.625,0.0249,7.76,9.11,-0.102,0.0251,-0.557,141,129,175,10,"2",30,NA,NA,10,4
"C.J. Mosley","LB","NYJ",7,6.77,3.13,0.168,4.17,10.1,-0.114,-0.983,0,142,233,130,13,"1",33,NA,NA,81,9
"Saints","DST","NO",11,5.89,0.928,0.121,4.22,6.75,-0.116,-0.929,-0.588,143,226,178,7,"5",NA,NA,NA,79,NA
"Tyrann Mathieu","DB","NO",11,6.44,0.836,0.0824,5.66,7.18,-0.117,-0.424,-0.73,144,171,194,12,"2",34,NA,NA,41,10
"Daniel Carlson","K","LVR",13,8.43,0.9,0.0407,7.05,9.61,-0.127,-0.681,-0.0534,145,195,136,11,"2",31,NA,NA,40,5
"Pat Freiermuth","TE","PIT",6,6.42,0.584,0.361,5.5,7.35,-0.146,0.552,-0.384,146,108,156,14,"7",27,NA,NA,21,2
"Diontae Johnson","WR","PIT",6,8.5,0.765,0.0021,7.16,9.26,-0.162,0,-1.27,147,130,243,39,"9",29,NA,NA,21,4
"Gabriel Davis","WR","BUF",13,8.5,0.878,0.107,7.23,10,-0.164,0.0771,-0.52,148,126,171,40,"10",27,NA,NA,32,3
"Dustin Hopkins","K","CLE",5,8.39,0.927,0.0318,6.82,9.17,-0.168,-0.915,-0.498,149,223,168,12,"2",35,NA,NA,47,10
"Cameron Dicker","K","LAC",5,8.36,1.33,0.031,6.47,9.71,-0.199,-1.26,0.05,150,277,127,13,"2",26,NA,NA,77,1
"Nate Hobbs","DB","LVR",13,6.36,1.47,0.0757,5.37,8.07,-0.2,-0.708,0.162,151,202,119,13,"2",26,NA,NA,78,2
"C.J. Stroud","QB","HOU",7,15.9,1.86,0.00369,14.1,18.4,-0.214,0,0,152,130,130,14,"6",24,NA,NA,69,0
"Russell Wilson","QB","DEN",9,15.9,1.26,1.13,14,17.6,-0.218,-0.0747,-0.833,153,139,204,15,"7",37,NA,NA,40,11
"Wil Lutz","K","DEN",9,8.33,0.945,0.262,6.73,9.24,-0.23,-0.999,-0.426,154,238,158,14,"2",31,NA,NA,53,7
"Colts","DST","IND",11,5.77,0.975,0.0768,4.95,7.15,-0.238,-0.198,-0.19,155,151,144,8,"6",NA,NA,NA,86,NA
"Christian Wilkins","DL","MIA",10,4.32,1.03,0.00209,3.62,5.03,-0.266,-0.00806,-0.525,156,132,172,12,"2",56,NA,NA,57,4
"Nick Bosa","DL","SF",9,4.32,0.897,0.0708,3.63,5.32,-0.268,0,-0.232,157,130,148,13,"2",28,NA,NA,44,4
"Josh Downs","WR","IND",11,8.39,0.655,0.308,7.36,9.16,-0.271,0.209,-1.37,158,118,259,41,"10",24,NA,NA,14,0
"Reed Blankenship","DB","PHI",10,6.29,1.71,0.00767,4.83,8.08,-0.275,-1.25,0.168,159,275,118,14,"2",27,NA,NA,86,1
"Blake Cashman","LB","HOU",7,6.61,2.92,0.0227,4.47,9.94,-0.282,-0.678,-0.2,160,193,145,14,"1",30,NA,NA,72,4
"Kenny Moore","DB","IND",11,6.28,1.04,0.00893,5.27,7.1,-0.283,-0.806,-0.807,161,210,201,15,"2",30,NA,NA,51,6
"Roschon Johnson","RB","CHI",13,7.25,1.44,0.0116,5.11,9.44,-0.288,0.135,-0.972,162,125,214,36,"10",25,NA,NA,69,0
"Jalen Pitre","DB","HOU",7,6.27,1.81,0.125,5.18,8.39,-0.292,-0.901,0.484,163,221,101,16,"2",26,NA,NA,97,1
"Khalil Herbert","RB","CHI",13,7.24,2.15,0.0623,4.56,10.3,-0.3,-0.414,-0.103,164,165,139,37,"10",28,NA,NA,96,2
"Jordyn Brooks","LB","SEA",5,6.58,2.61,0.0252,4.65,9.55,-0.305,-0.505,-0.59,165,180,179,15,"1",28,NA,NA,49,3
"49ers","DST","SF",9,5.69,0.935,0.301,4.16,6.83,-0.314,-0.985,-0.508,166,234,170,9,"7",NA,NA,NA,83,NA
"Fred Warner","LB","SF",9,6.56,2.44,0.012,4.97,9.41,-0.33,-0.179,-0.729,167,147,193,16,"1",29,NA,NA,42,5
"Shaquil Barrett","DL","TB",5,4.25,0.566,0.0465,3.91,4.68,-0.339,0.28,-0.872,168,114,209,14,"2",33,NA,NA,20,9
"Frankie Luvu","LB","CAR",7,6.55,2.63,0.0357,4.43,9.43,-0.342,-0.721,-0.706,169,205,190,17,"1",29,NA,NA,51,5
"Aaron Jones","RB","GB",6,7.17,4.33,0.564,0.276,12.6,-0.362,-4.7,2.22,170,684,57,38,"11",31,NA,NA,99,6
"Dre Greenlaw","LB","SF",9,6.51,2.73,0.0205,5.04,9.73,-0.378,-0.115,-0.413,171,142,157,18,"1",28,NA,NA,60,4
"Calijah Kancey","DL","TB",5,4.2,NA,0.143,NA,NA,-0.386,NA,NA,172,NA,NA,15,"2",25,NA,NA,NA,0
"Robert Spillane","LB","LVR",13,6.49,3.05,0.0169,3.84,9.65,-0.398,-1.31,-0.491,173,280,166,19,"1",30,NA,NA,77,5
"E.J. Speed","LB","IND",11,6.47,0.0212,0.0678,6.46,6.49,-0.415,1.31,-3.65,174,83,485,20,"1",30,NA,NA,2,4
"Derwin James","DB","LAC",5,6.14,2.05,0.0586,4.71,8.51,-0.416,-1.37,0.601,175,291,95,17,"3",29,NA,NA,99,5
"Jimmie Ward","DB","HOU",7,6.09,0.00707,0.00502,6.08,6.09,-0.475,0,-1.82,176,130,299,18,"3",34,NA,NA,5,9
"Jonathan Owens","DB","GB",6,6.08,1.78,0.0212,5.02,8.17,-0.48,-1.06,0.265,177,245,112,19,"3",30,NA,NA,95,5
"Quincy Williams","LB","NYJ",7,6.41,2.22,0.00167,4.86,8.97,-0.483,-0.29,-1.17,178,157,233,21,"1",29,NA,NA,28,4
