"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,18.8,0.967,1.74,17.7,20.5,10.8,12.1,9.39,1,1,1,1,"1",29,NA,NA,23,6
"Tyreek Hill","WR","MIA",10,18.2,1.72,1.46,15.3,20.2,9.31,7.81,9.06,2,5,2,1,"1",32,NA,NA,76,7
"Derrick Henry","RB","TEN",7,17,0.734,0.901,16,18.1,9.03,10.5,6.94,3,2,9,2,"1",32,NA,NA,6,7
"Saquon Barkley","RB","NYG",13,16.1,1.69,0.0682,13.4,18.4,8.13,7.92,7.23,4,4,8,3,"1",29,NA,NA,70,5
"Tony Pollard","RB","DAL",7,16,1.29,0.351,14.4,17.8,8.06,8.89,6.69,5,3,10,4,"2",29,NA,NA,42,4
"Justin Jefferson","WR","MIN",13,16.8,2.36,0.675,14,19.8,7.85,6.49,8.64,6,10,4,2,"1",26,NA,NA,99,3
"Jalen Hurts","QB","PHI",10,25.5,1.77,1.79,22.9,27.8,7.8,7.2,8.27,7,8,5,1,"1",27,NA,NA,81,3
"Nick Chubb","RB","CLE",5,15.7,2.18,0.965,11.6,17.7,7.71,6.08,6.58,8,14,11,5,"3",30,NA,NA,89,5
"Ja'Marr Chase","WR","CIN",7,16.1,1.8,0.401,13.8,18.8,7.18,6.33,7.69,9,11,6,3,"1",26,NA,NA,85,2
"Travis Kelce","TE","KC",10,14.2,2.45,4.56,11.2,17.3,7.12,6.09,8.84,10,13,3,1,"1",36,NA,NA,99,10
"Stefon Diggs","WR","BUF",13,15.7,1.2,0.896,14.3,17.4,6.78,6.83,6.26,11,9,12,4,"2",32,NA,NA,40,8
"Josh Jacobs","RB","LVR",13,14.7,1.16,0.271,12.9,16.2,6.75,7.41,5,12,7,19,6,"3",28,NA,NA,39,4
"Bijan Robinson","RB","ATL",11,14.5,3.17,0.325,9.91,18.4,6.48,4.38,7.27,13,27,7,7,"3",24,NA,NA,99,0
"Joe Mixon","RB","CIN",7,14.1,1.12,1.07,13,15.7,6.15,7.44,4.58,14,6,25,8,"4",29,NA,NA,32,6
"Josh Allen","QB","BUF",13,23.7,1.11,0.814,21.8,24.9,6.01,6.06,5.33,15,15,16,2,"1",29,NA,NA,33,5
"Calvin Ridley","WR","JAC",9,14.8,1.64,0.482,13.1,16.7,5.88,5.63,5.55,16,18,15,5,"3",31,NA,NA,74,5
"Davante Adams","WR","LVR",13,14.3,0.956,0.00292,13.2,15.8,5.4,5.67,4.68,17,17,23,6,"3",33,NA,NA,19,9
"Amon-Ra St. Brown","WR","DET",9,14.3,1.79,0.452,11.2,16.7,5.4,3.74,5.6,18,34,14,7,"3",26,NA,NA,83,2
"Patrick Mahomes","QB","KC",10,22.9,0.989,2.83,21.5,24.6,5.2,5.77,5.01,19,16,17,3,"2",30,NA,NA,14,6
"Kenneth Walker III","RB","SEA",5,13.1,1.54,0.0788,11.8,16,5.08,6.24,4.88,20,12,20,9,"4",25,NA,NA,62,1
"James Conner","RB","ARI",14,13,1.35,0.0221,10.4,14.5,5,4.88,3.3,21,23,32,10,"4",31,NA,NA,48,6
"Rhamondre Stevenson","RB","NE",11,13,1.93,0.227,10.5,16,4.98,4.94,4.86,22,22,21,11,"5",28,NA,NA,85,2
"Keenan Allen","WR","LAC",5,13.9,2.26,0.115,10.2,17,4.94,2.72,5.81,23,44,13,8,"3",34,NA,NA,97,10
