"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,20.4,1.1,2.34,18.9,21.8,12,12.8,11,1,1,1,1,"1",29,NA,NA,32,6
"Kyren Williams","RB","LAR",10,18,1.62,3.12,16.2,20.6,9.65,10.1,9.82,2,2,2,2,"2",25,NA,NA,81,1
"CeeDee Lamb","WR","DAL",7,17.2,1.86,1.95,15.3,20.1,8.47,8.15,9.32,3,3,3,1,"1",27,NA,NA,92,3
"Josh Allen","QB","BUF",13,23.9,1.46,1.34,22.7,26.6,7.44,8.1,8.14,4,4,4,1,"1",29,NA,NA,64,5
"Alvin Kamara","RB","NO",11,14.9,1.55,0.448,12.2,16.6,6.53,6.16,5.87,5,10,8,3,"2",30,NA,NA,80,6
"A.J. Brown","WR","PHI",10,15.3,1.9,0.869,13.3,18,6.51,6.15,7.17,6,11,5,2,"1",28,NA,NA,94,4
"Jalen Hurts","QB","PHI",10,22.6,0.856,2.57,21.3,23.5,6.1,6.68,5.05,7,8,15,2,"2",27,NA,NA,6,3
"Joe Mixon","RB","CIN",7,14.5,0.8,0.236,13.7,16,6.08,7.68,5.29,8,5,11,4,"2",29,NA,NA,9,6
"Saquon Barkley","RB","NYG",13,14.2,1.29,0.17,12.7,16,5.84,6.69,5.19,9,7,14,5,"2",29,NA,NA,57,5
"Derrick Henry","RB","TEN",7,14.1,0.829,0.0204,13.2,15.3,5.68,7.21,4.52,10,6,21,6,"2",32,NA,NA,12,7
"Rachaad White","RB","TB",5,14,1.48,0.262,11.4,16,5.65,5.36,5.2,11,15,13,7,"3",27,NA,NA,75,1
"Tyreek Hill","WR","MIA",10,14.4,2.98,0.261,9.3,17.4,5.64,2.18,6.59,12,62,6,3,"2",32,NA,NA,99,7
"Raheem Mostert","RB","MIA",10,13.8,1.72,0.188,10.5,15.2,5.39,4.51,4.42,13,26,22,8,"3",34,NA,NA,88,NA
"Deebo Samuel","WR","SF",9,14.1,1.79,0.149,11.2,16.4,5.38,4.05,5.63,14,28,10,4,"2",30,NA,NA,89,4
"Puka Nacua","WR","LAR",10,14,0.964,0.0266,12.9,15.5,5.23,5.78,4.71,15,12,17,5,"2",24,NA,NA,44,0
