"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,20.5,1.35,2.95,19.5,23.1,11.5,12.6,12.2,1,1,1,1,"1",29,NA,NA,49,6
"Tyreek Hill","WR","MIA",10,18.9,1.62,0.5,16.5,20.4,9.03,8.6,8.83,2,3,3,1,"1",32,NA,NA,79,7
"Saquon Barkley","RB","NYG",13,17.6,0,0.824,17.6,17.6,8.57,10.8,6.71,3,2,11,2,"1",29,NA,NA,1,5
"Justin Jefferson","WR","MIN",13,18.4,1.85,0.753,16.5,20.6,8.53,8.51,9.03,4,4,2,2,"1",26,NA,NA,93,3
"Travis Kelce","TE","KC",10,14.5,1.47,4.16,12.5,16.3,7.89,7.33,8.17,5,8,4,1,"1",36,NA,NA,97,10
"Keenan Allen","WR","LAC",5,17.6,1.22,1.32,15.9,19.3,7.78,7.98,7.67,6,5,7,3,"2",34,NA,NA,36,10
"Tony Pollard","RB","DAL",7,16.8,1.58,1.57,14.6,18.7,7.74,7.8,7.85,7,6,6,3,"2",29,NA,NA,71,4
"Ja'Marr Chase","WR","CIN",7,16.3,1.77,0.447,14.6,18.4,6.46,6.68,6.76,8,10,8,4,"3",26,NA,NA,88,2
"Derrick Henry","RB","TEN",7,15.2,0.905,0.371,14.5,16.8,6.18,7.66,5.89,9,7,13,4,"2",32,NA,NA,15,7
"Davante Adams","WR","LVR",13,15.9,1.65,0.976,14,18.3,6.02,6.04,6.73,10,12,9,5,"4",33,NA,NA,81,9
"Kenneth Walker III","RB","SEA",5,14.8,0.826,0.0114,13.9,16.1,5.81,7.09,5.2,11,9,15,5,"2",25,NA,NA,10,1
"Travis Etienne","RB","JAC",9,14.8,1.62,0.598,13.4,17.6,5.79,6.54,6.72,12,11,10,6,"3",27,NA,NA,76,2
