"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Tyreek Hill","WR","MIA",10,19.8,1.86,2.97,16.7,22.2,11.2,9.97,12.2,1,1,1,1,"1",32,NA,NA,89,7
"Kenneth Walker III","RB","SEA",5,16,1.12,0.114,14.6,17.6,10.2,9.97,9.91,2,2,6,1,"1",25,NA,NA,43,1
"Christian McCaffrey","RB","SF",9,15.9,3.5,0.0591,10.4,19.8,10.1,5.81,12.1,3,20,2,2,"1",29,NA,NA,99,6
"Josh Jacobs","RB","LVR",13,15.9,1.9,0.657,12.5,18.2,10,7.9,10.5,4,6,3,3,"1",28,NA,NA,90,4
"Travis Kelce","TE","KC",10,15.5,1.31,4.59,13.7,17.2,9.47,8.83,10,5,3,5,1,"1",36,NA,NA,89,10
"Austin Ekeler","RB","LAC",5,15.2,1.64,0.478,12.2,16.8,9.35,7.61,9.06,6,8,8,4,"2",30,NA,NA,78,NA
"Raheem Mostert","RB","MIA",10,14.7,1.08,0.0974,13.3,16.1,8.87,8.75,8.44,7,5,11,5,"2",34,NA,NA,36,NA
"Saquon Barkley","RB","NYG",13,14.6,1.89,0.042,12.4,18,8.78,7.83,10.3,8,7,4,6,"2",29,NA,NA,86,5
"Travis Etienne","RB","JAC",9,14.6,1.12,1.01,13.4,16.6,8.73,8.79,8.93,9,4,9,7,"3",27,NA,NA,42,2
"Cooper Kupp","WR","LAR",10,16.9,1.99,0.938,14.1,19.1,8.27,7.41,9.1,10,10,7,2,"1",32,NA,NA,93,6
"Isiah Pacheco","RB","KC",10,13.6,1.35,0.112,11.9,15.8,7.73,7.29,8.09,11,11,13,8,"3",27,NA,NA,62,1
"Jalen Hurts","QB","PHI",10,23.5,1.11,0.255,22,24.4,7.66,7.45,6.02,12,9,22,1,"1",27,NA,NA,34,3
"D'Andre Swift","RB","PHI",10,13.5,1.51,0.032,10.5,15,7.61,5.95,7.26,13,19,15,9,"3",27,NA,NA,74,3
"Alvin Kamara","RB","NO",11,13.4,1.29,0.0363,11.4,14.9,7.58,6.85,7.18,14,13,17,10,"3",30,NA,NA,54,6
"Bijan Robinson","RB","ATL",11,13.4,1.71,1.04,11.2,15.8,7.55,6.59,8.05,15,14,14,11,"4",24,NA,NA,81,0
"Patrick Mahomes","QB","KC",10,23.2,1.41,2.3,21.5,25.3,7.41,6.98,6.94,16,12,18,2,"2",30,NA,NA,49,6
"Stefon Diggs","WR","BUF",13,15.9,1.86,1.26,13.1,18.5,7.33,6.44,8.51,17,15,10,3,"2",32,NA,NA,90,8
"Aaron Jones","RB","GB",6,12.4,1.14,0.178,10.7,13.4,6.51,6.1,5.66,18,17,23,12,"4",31,NA,NA,48,6
"Jahmyr Gibbs","RB","DET",9,12.2,2.53,0.805,7.99,15.8,6.33,3.39,8.14,19,39,12,13,"5",24,NA,NA,99,0
"A.J. Brown","WR","PHI",10,14.7,0.971,0.469,12.8,15.6,6.07,6.08,5.58,20,18,24,4,"2",28,NA,NA,41,4
"Keenan Allen","WR","LAC",5,14.2,1.17,0.434,12.9,16.1,5.6,6.21,6.11,21,16,21,5,"3",34,NA,NA,55,10
"Jonathan Taylor","RB","IND",11,11.4,2.13,0.0966,9.31,14.9,5.52,4.72,7.18,22,25,16,14,"5",27,NA,NA,94,3
"Brian Robinson","RB","WAS",14,11.3,1.3,0.353,8.95,12.5,5.43,4.36,4.79,23,29,29,15,"5",27,NA,NA,55,1
"Brandon Aiyuk","WR","SF",9,13.8,2.05,0.212,10.7,16.5,5.17,4.04,6.52,24,35,20,6,"3",28,NA,NA,94,3
"Josh Allen","QB","BUF",13,20.9,0.867,0.0142,19.7,21.8,5.11,5.13,3.41,25,22,42,3,"2",29,NA,NA,14,5
"Lamar Jackson","QB","BAL",13,20.9,0.967,1.48,19.7,22.6,5.1,5.19,4.17,26,21,38,4,"3",29,NA,NA,20,5
"Rhamondre Stevenson","RB","NE",11,10.9,1.12,0.0565,9.22,12.2,5.07,4.63,4.5,27,28,34,16,"5",28,NA,NA,45,2
"James Cook","RB","BUF",13,10.9,1.42,0.0858,8.75,13.2,5.02,4.15,5.48,28,34,27,17,"5",26,NA,NA,72,1
"Amon-Ra St. Brown","WR","DET",9,13.6,1.22,0.0875,11.4,14.8,4.96,4.75,4.77,29,24,30,7,"3",26,NA,NA,59,2
"Jerome Ford","RB","CLE",5,10.8,1.15,0.0744,8.78,12.1,4.93,4.18,4.36,30,33,37,18,"5",26,NA,NA,49,1
"Mark Andrews","TE","BAL",13,10.9,1.5,0.358,8.37,12.6,4.88,3.5,5.42,31,38,28,2,"1",30,NA,NA,97,5
"Davante Adams","WR","LVR",13,13.5,1.61,0.506,11,15.5,4.87,4.28,5.52,32,32,26,8,"4",33,NA,NA,83,9
"Alexander Mattison","RB","MIN",13,10.7,1.14,0.523,9.26,12.2,4.86,4.67,4.53,33,26,33,19,"6",27,NA,NA,46,4
"T.J. Hockenson","TE","MIN",13,10.5,0.736,1.44,9.54,11.5,4.52,4.67,4.39,34,27,35,3,"2",28,NA,NA,49,4
"Mike Evans","WR","TB",5,13,1.47,0.248,11,15.5,4.36,4.33,5.52,35,30,25,9,"4",32,NA,NA,76,9
"Rachaad White","RB","TB",5,10.2,1.33,0.585,8.57,11.5,4.33,3.98,3.83,36,36,40,20,"6",27,NA,NA,59,1
"Jaylen Waddle","WR","MIA",10,12.7,1.93,0.563,11.5,16.6,4.12,4.76,6.55,37,23,19,10,"5",27,NA,NA,92,2
"DOnta Foreman","RB","CHI",13,9.6,2.25,0.606,6.14,12.3,3.75,1.55,4.64,38,68,31,21,"7",30,NA,NA,97,6
"Tua Tagovailoa","QB","MIA",10,19.5,0.626,0.355,18.3,20.1,3.62,3.78,1.66,39,37,66,5,"3",28,NA,NA,9,3
"Puka Nacua","WR","LAR",10,12.2,1.14,0.627,11,14,3.55,4.3,4.03,40,31,39,11,"5",24,NA,NA,52,0
"Justin Herbert","QB","LAC",5,19.1,1.56,0.698,17.1,20.8,3.27,2.52,2.38,41,50,55,6,"4",28,NA,NA,71,3
"Javonte Williams","RB","DEN",9,9,1.25,0.305,7,10.6,3.14,2.4,2.86,42,53,50,22,"7",26,NA,NA,52,2
"George Kittle","TE","SF",9,9.1,1.29,0.413,6.89,10.5,3.07,2.02,3.39,43,60,43,4,"3",32,NA,NA,86,6
"D.J. Moore","WR","CHI",13,11.5,1.79,0.255,9.52,14.6,2.93,2.82,4.58,44,45,32,12,"5",29,NA,NA,87,5
"Najee Harris","RB","PIT",6,8.69,1.59,0.254,6.56,10.4,2.84,1.97,2.69,45,62,52,23,"8",28,NA,NA,77,2
"Christian Watson","WR","GB",6,11.3,2.08,0.0757,8.48,14.4,2.67,1.79,4.37,46,66,36,13,"6",27,NA,NA,96,1
"Sam LaPorta","TE","DET",9,8.68,0.648,0.461,7.77,9.33,2.66,2.9,2.19,47,43,58,5,"3",25,NA,NA,26,0
"Chris Olave","WR","NO",11,11.2,0.7,0.00869,10,12,2.6,3.35,2.01,48,40,60,14,"6",25,NA,NA,8,1
"Amari Cooper","WR","CLE",5,11.2,1.28,0.0557,8.61,12,2.59,1.91,2.04,49,63,59,15,"6",31,NA,NA,66,8
"Jaylen Warren","RB","PIT",6,8.44,1.33,0.144,6.12,10,2.58,1.53,2.32,50,69,57,24,"8",27,NA,NA,61,1
"Geno Smith","QB","SEA",5,18.4,1.07,0.247,16.7,19.5,2.57,2.1,1.1,51,57,81,7,"4",35,NA,NA,29,10
"Christian Kirk","WR","JAC",9,11.1,1.31,0.0157,9.22,13.1,2.53,2.52,3.05,52,49,46,16,"6",29,NA,NA,69,5
"DK Metcalf","WR","SEA",5,11.1,1.33,0.0191,9.44,13,2.52,2.74,2.95,53,46,47,17,"6",28,NA,NA,70,4
"Calvin Ridley","WR","JAC",9,11.1,0.955,0.148,9.15,11.7,2.5,2.46,1.68,54,51,65,18,"6",31,NA,NA,38,5
