"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,18.6,1.2,2.47,16.9,20.5,10.8,10.9,11,1,1,1,1,"1",29,NA,NA,43,6
"Travis Kelce","TE","KC",10,16.5,1.34,4.12,15.1,18.1,10.1,9.68,10.1,2,2,2,1,"1",36,NA,NA,91,10
"Tyreek Hill","WR","MIA",10,18.7,1.76,2.05,16.4,20.6,9.19,8.72,9.65,3,3,3,1,"1",32,NA,NA,94,7
"Austin Ekeler","RB","LAC",5,16.1,1.35,0.285,14.1,17.9,8.37,8.09,8.4,4,5,7,2,"1",30,NA,NA,56,NA
"Tony Pollard","RB","DAL",7,15.8,1.6,0.966,13.7,18.5,8.08,7.72,9,5,6,6,3,"2",29,NA,NA,72,4
"Stefon Diggs","WR","BUF",13,16.7,1.56,0.023,15.1,18.9,7.14,7.46,8.01,6,7,10,2,"1",32,NA,NA,83,8
"Travis Etienne","RB","JAC",9,14.9,1.4,0.11,13,17.4,7.12,7.02,7.87,7,12,11,4,"2",27,NA,NA,58,2
"Ja'Marr Chase","WR","CIN",7,16.6,2.29,0.658,14.4,20.1,7.12,6.77,9.15,8,15,5,3,"1",26,NA,NA,99,2
"Alvin Kamara","RB","NO",11,14.8,1.87,0.259,12.4,17,7.01,6.4,7.55,9,16,13,5,"2",30,NA,NA,89,6
"Patrick Mahomes","QB","KC",10,23.2,0.817,0.228,22.5,24.5,6.82,8.47,5.59,10,4,22,1,"1",30,NA,NA,14,6
"Jonathan Taylor","RB","IND",11,14.5,2.44,0.0822,12.3,19,6.75,6.31,9.5,11,17,4,6,"2",27,NA,NA,96,3
"Jahmyr Gibbs","RB","DET",9,14.4,2.8,0.164,9.35,17.6,6.66,3.34,8.07,12,34,8,7,"2",24,NA,NA,99,0
"Lamar Jackson","QB","BAL",13,23,1.58,0.372,20.9,24.8,6.59,6.85,5.86,13,13,21,2,"1",29,NA,NA,61,5
"Isiah Pacheco","RB","KC",10,14.2,1.47,0.159,13.2,17.1,6.5,7.16,7.65,14,9,12,8,"2",27,NA,NA,62,1
"A.J. Brown","WR","PHI",10,16,1.51,0.224,14.8,18.9,6.46,7.16,8.01,15,8,9,4,"1",28,NA,NA,80,4
"Kenneth Walker III","RB","SEA",5,14.1,1.14,0.00295,13.1,16.1,6.34,7.1,6.59,16,11,16,9,"2",25,NA,NA,39,1
"Raheem Mostert","RB","MIA",10,14.1,1.74,0.164,11.2,15.9,6.34,5.17,6.39,17,25,17,10,"3",34,NA,NA,83,NA
"Keenan Allen","WR","LAC",5,15.8,1.17,0.967,14.5,17.7,6.23,6.8,6.81,18,14,15,5,"2",34,NA,NA,49,10
"Jalen Hurts","QB","PHI",10,22.6,0.929,0.739,21.1,23.5,6.22,7.13,4.58,19,10,30,3,"2",27,NA,NA,19,3
"Saquon Barkley","RB","NYG",13,13.9,1.48,0.154,11.9,15.7,6.17,5.9,6.25,20,19,19,11,"3",29,NA,NA,64,5
"Breece Hall","RB","NYJ",7,13.8,1.07,0.29,12,14.7,6.02,5.99,5.2,21,18,26,12,"3",24,NA,NA,28,1
"Mark Andrews","TE","BAL",13,12.4,2.46,1.72,8.45,15.3,6,3.05,7.31,22,41,14,2,"2",30,NA,NA,99,5
"Josh Jacobs","RB","LVR",13,13.5,1.42,0.0843,11.4,15.4,5.73,5.41,5.88,23,22,20,13,"3",28,NA,NA,60,4
"D'Andre Swift","RB","PHI",10,13.4,1.5,0.442,11.9,15.9,5.65,5.89,6.39,24,21,18,14,"3",27,NA,NA,67,3
"Josh Allen","QB","BUF",13,21.9,1.35,1.11,19.9,23.9,5.48,5.89,4.99,25,20,27,4,"3",29,NA,NA,50,5
"Cooper Kupp","WR","LAR",10,14.8,1.1,0.211,13,16.3,5.27,5.33,5.36,26,23,25,6,"3",32,NA,NA,38,6
"Bijan Robinson","RB","ATL",11,13,1.35,0.449,11.2,15,5.2,5.18,5.55,27,24,23,15,"4",24,NA,NA,54,0
"Amon-Ra St. Brown","WR","DET",9,14.6,1.42,1.15,11.7,15.7,5.06,4.08,4.77,28,29,28,7,"4",26,NA,NA,73,2
"Derrick Henry","RB","TEN",7,12.5,1.58,0.645,10,14.9,4.75,4,5.45,29,30,24,16,"5",32,NA,NA,71,7
"Justin Herbert","QB","LAC",5,20.7,1.67,1.72,18.6,23,4.37,4.62,4.09,30,27,32,5,"4",28,NA,NA,72,3
"T.J. Hockenson","TE","MIN",13,10.7,1.12,1.71,9.07,11.7,4.28,3.68,3.69,31,31,39,3,"3",28,NA,NA,76,4
"James Cook","RB","BUF",13,11.9,1.36,0.61,9.2,13.2,4.11,3.2,3.7,32,35,38,17,"5",26,NA,NA,57,1
"Davante Adams","WR","LVR",13,13.4,0.767,0.354,12.5,14.7,3.91,4.87,3.81,33,26,36,8,"4",33,NA,NA,15,9
"CeeDee Lamb","WR","DAL",7,13.1,1.41,0.204,10.8,14.8,3.56,3.13,3.93,34,36,34,9,"4",27,NA,NA,72,3
"Joe Mixon","RB","CIN",7,11.2,1.65,0.314,8.84,13.6,3.5,2.84,4.15,35,44,31,18,"5",29,NA,NA,76,6
"Puka Nacua","WR","LAR",10,12.9,1.69,0.0817,10.5,15.5,3.35,2.88,4.64,36,43,29,10,"4",24,NA,NA,89,0
"Adam Thielen","WR","CAR",7,12.8,0.974,0.0717,11.1,13.9,3.27,3.39,2.97,37,33,45,11,"4",35,NA,NA,30,9
"Brandon Aiyuk","WR","SF",9,12.7,1.2,0.0617,10.8,14,3.2,3.1,3.1,38,39,43,12,"4",28,NA,NA,56,3
"Aaron Jones","RB","GB",6,10.9,1.67,0.175,9.11,13.1,3.19,3.11,3.61,39,37,40,19,"6",31,NA,NA,78,6
"D.J. Moore","WR","CHI",13,12.7,1.44,0.479,11.1,14.7,3.14,3.45,3.84,40,32,35,13,"5",29,NA,NA,75,5
"Rhamondre Stevenson","RB","NE",11,10.8,1.13,0.281,9.07,12.4,3.01,3.06,2.9,41,40,46,20,"6",28,NA,NA,35,2
"Rachaad White","RB","TB",5,10.5,1.01,0.23,8.93,11.7,2.73,2.92,2.26,42,42,53,21,"6",27,NA,NA,24,1
"Mike Evans","WR","TB",5,12.2,1.09,0.304,10.8,13.3,2.66,3.1,2.38,43,38,52,14,"5",32,NA,NA,37,9
"Tua Tagovailoa","QB","MIA",10,19,0.546,1.52,18.3,19.6,2.65,4.26,0.656,44,28,97,6,"5",28,NA,NA,1,3
"George Kittle","TE","SF",9,8.95,1.15,0.171,7.31,10.5,2.57,1.92,2.45,45,56,49,4,"3",32,NA,NA,79,6
"Darrell Henderson","RB","LAR",10,10.2,1.89,0.0798,7.52,13.3,2.5,1.51,3.78,46,66,37,22,"6",56,NA,NA,90,4
"DOnta Foreman","RB","CHI",13,10.2,1.97,0.00236,6.92,12.1,2.42,0.913,2.6,47,82,48,23,"6",30,NA,NA,94,6
"Gus Edwards","RB","BAL",13,10.2,1.96,0.156,7.76,13.4,2.42,1.76,3.95,48,63,33,24,"6",31,NA,NA,93,5
"Sam LaPorta","TE","DET",9,8.77,0.872,0.435,7.52,10,2.4,2.13,2.02,49,53,56,5,"4",25,NA,NA,59,0
"Jordan Addison","WR","MIN",13,11.9,1.47,0.084,9.57,14.2,2.35,1.9,3.25,50,57,41,15,"5",24,NA,NA,79,0
"Jaylen Waddle","WR","MIA",10,11.8,1.17,0.189,9.94,13.3,2.27,2.27,2.42,51,50,51,16,"5",27,NA,NA,51,2
"Alexander Mattison","RB","MIN",13,10,1.68,0.197,8.34,12.7,2.26,2.33,3.2,52,49,42,25,"6",27,NA,NA,79,4
"Jaquan Brisker","DB","CHI",13,8.32,0.0141,0.963,8.31,8.33,2.14,2.62,0.497,53,46,102,1,"1",27,NA,NA,3,1
"Christian Kirk","WR","JAC",9,11.6,1.31,0.0769,9.46,13.1,2.08,1.79,2.24,54,61,55,17,"5",29,NA,NA,66,5
"Dameon Pierce","RB","HOU",7,9.81,1.79,0.163,7.11,11.5,2.06,1.1,2,55,77,57,26,"7",26,NA,NA,86,1
"Nico Collins","WR","HOU",7,11.5,1.38,0.18,8.83,12.8,2,1.16,1.93,56,73,59,18,"6",27,NA,NA,70,2
"Eagles","DST","PHI",10,8.25,1.28,1.87,6.96,10.3,2,1.83,2.43,57,59,50,1,"1",NA,NA,NA,97,NA
"Darren Waller","TE","NYG",13,8.34,0.792,0.078,7.51,9.7,1.97,2.12,1.68,58,54,62,6,"4",33,NA,NA,44,8
"Javonte Williams","RB","DEN",9,9.65,0.887,0.163,8.5,10.7,1.9,2.49,1.18,59,48,80,27,"7",26,NA,NA,18,2
"Dallas Goedert","TE","PHI",10,8.26,0.792,0.0442,7.52,9.67,1.89,2.13,1.65,60,52,64,7,"4",31,NA,NA,41,5
"Evan Engram","TE","JAC",9,8.22,0.657,0.0166,7.36,9.23,1.84,1.97,1.21,61,55,79,8,"4",31,NA,NA,21,6
"Dalton Schultz","TE","HOU",7,8.2,1.08,0.786,6.13,9.26,1.83,0.733,1.24,62,91,77,9,"5",29,NA,NA,74,5
"Zay Flowers","WR","BAL",13,11.4,1.13,0.0988,9.8,12.8,1.82,2.13,1.9,63,51,60,19,"6",25,NA,NA,41,0
"Brian Robinson","RB","WAS",14,9.49,1.6,0.0836,6.37,11,1.74,0.359,1.48,64,106,68,28,"7",27,NA,NA,74,1
