"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,18.8,1.8,2.55,16.1,21,11.9,11.7,12.2,1,1,1,1,"1",29,NA,NA,83,6
"Raheem Mostert","RB","MIA",10,16.3,1.3,0.134,14.5,18.3,9.31,10.1,9.52,2,4,2,2,"1",34,NA,NA,56,NA
"Austin Ekeler","RB","LAC",5,16.1,1.01,0.256,14.8,17.9,9.18,10.5,9.09,3,2,4,3,"1",30,NA,NA,34,NA
"Tony Pollard","RB","DAL",7,15.9,1.37,0.412,14.6,18.1,8.92,10.3,9.3,4,3,3,4,"1",29,NA,NA,65,4
"Tyreek Hill","WR","MIA",10,18.5,1.13,0.611,17.1,19.9,8.55,9.21,8.57,5,7,6,1,"1",32,NA,NA,51,7
"David Montgomery","RB","DET",9,15.5,1.76,0.192,12.6,17.6,8.51,8.25,8.83,6,11,5,5,"2",28,NA,NA,82,4
"Travis Etienne","RB","JAC",9,15.3,1.31,0.248,13.3,17.3,8.32,9.01,8.46,7,8,7,6,"2",27,NA,NA,58,2
"Kyren Williams","RB","LAR",10,15,0.704,0.135,14.1,16.2,8.07,9.76,7.4,8,5,14,7,"2",25,NA,NA,15,1
"Cooper Kupp","WR","LAR",10,17.9,1.52,0.263,15.8,19.4,7.94,7.86,8.15,9,15,8,2,"1",32,NA,NA,79,6
"Isiah Pacheco","RB","KC",10,14.9,1.03,0.077,13.8,16.8,7.93,9.42,8,10,6,12,8,"2",27,NA,NA,35,1
"Patrick Mahomes","QB","KC",10,23.9,1.35,0.46,22.7,26,7.92,7.95,6.5,12,14,21,1,"1",30,NA,NA,66,6
"Travis Kelce","TE","KC",10,14.9,1.07,3.69,13.9,16.4,7.92,8.06,8.08,11,13,11,1,"1",36,NA,NA,59,10
"Bijan Robinson","RB","ATL",11,14.8,2.21,0.337,11.8,16.9,7.86,7.51,8.12,13,18,10,9,"2",24,NA,NA,87,0
"Ja'Marr Chase","WR","CIN",7,17.6,1.32,0.963,15.8,19.4,7.68,7.85,8.13,14,16,9,3,"2",26,NA,NA,69,2
"D'Andre Swift","RB","PHI",10,14.5,1.18,0.0592,13,16.4,7.52,8.69,7.61,15,9,13,10,"2",27,NA,NA,48,3
"Josh Allen","QB","BUF",13,23.5,1.87,1.64,20.7,26.3,7.46,5.94,6.87,17,20,17,2,"2",29,NA,NA,77,5
"Alvin Kamara","RB","NO",11,14.4,1.33,0.0789,12.1,15.9,7.46,7.78,7.09,16,17,16,11,"2",30,NA,NA,62,6
