"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Amari Cooper","WR","CLE",5,44,0,24.1,44,44,35.2,37.8,31.7,1,1,1,1,"1",31,NA,NA,1,8
"Christian McCaffrey","RB","SF",9,22.1,5.03e-15,4.25,22.1,22.1,13.7,16.5,9.71,2,2,12,1,"1",29,NA,NA,1,6
"CeeDee Lamb","WR","DAL",7,19.9,1.99,2.02,16.6,22.3,11.1,10.4,10.1,3,4,9,2,"2",27,NA,NA,57,3
"Breece Hall","RB","NYJ",7,17.8,9.31,0.72,12.9,36.6,9.44,7.28,24.2,4,12,2,2,"1",24,NA,NA,99,1
"Tyreek Hill","WR","MIA",10,17.9,1.48,0.176,15.9,20,9.08,9.72,7.68,5,7,19,3,"2",32,NA,NA,38,7
"Zay Flowers","WR","BAL",13,17.7,5.03e-15,1.17,17.7,17.7,8.91,11.5,5.43,6,3,27,4,"3",25,NA,NA,4,0
"Kyren Williams","RB","LAR",10,17.1,1.61,1.21,15.6,18.7,8.72,9.94,6.26,7,5,22,3,"2",25,NA,NA,37,1
"Joe Flacco","QB","CLE",5,24.8,NA,1.2,NA,NA,8.03,NA,NA,8,NA,NA,1,"1",41,NA,NA,NA,15
"Tee Higgins","WR","CIN",7,16.5,6,0.12,10.7,22.3,7.74,4.58,10,9,28,10,5,"3",27,NA,NA,96,3
"Justin Jefferson","WR","MIN",13,16.4,3,0.513,14.4,22.4,7.62,8.27,10.1,10,8,8,6,"4",26,NA,NA,75,3
"James Conner","RB","ARI",14,15.9,2.79,0.476,13.5,21.2,7.51,7.86,8.85,11,10,16,4,"2",31,NA,NA,73,6
"DeVonta Smith","WR","PHI",10,15.9,0,0.342,15.9,15.9,7.11,9.74,3.63,12,6,48,7,"4",27,NA,NA,1,2
"Jahmyr Gibbs","RB","DET",9,15.4,3.27,0.757,13,21.8,7.03,7.4,9.37,13,11,14,5,"3",24,NA,NA,82,0
"Josh Allen","QB","BUF",13,23.6,1.3,2.3,22.3,25.8,6.83,7.9,5.89,14,9,24,2,"2",29,NA,NA,24,5
"Amon-Ra St. Brown","WR","DET",9,15.6,3.48,0.0767,11.7,22.1,6.77,5.55,9.81,15,16,11,8,"4",26,NA,NA,82,2
"Mike Evans","WR","TB",5,15.5,4.03,1.25,11.5,23.2,6.69,5.29,10.9,16,21,6,9,"5",32,NA,NA,88,9
"Rachaad White","RB","TB",5,14.7,1.96,0.427,11.4,17.5,6.28,5.74,5.11,17,15,30,6,"3",27,NA,NA,45,1
"Saquon Barkley","RB","NYG",13,14.3,1.15,0.46,12.2,15.8,5.85,6.6,3.39,18,13,52,7,"4",29,NA,NA,20,5
"DK Metcalf","WR","SEA",5,14.2,1.39,0.419,12.6,16,5.43,6.4,3.74,19,14,47,10,"5",28,NA,NA,35,4
"Bijan Robinson","RB","ATL",11,13.8,2.3,0.124,11,18,5.39,5.36,5.62,20,20,26,8,"4",24,NA,NA,61,0
"Zamir White","RB","LVR",13,13.7,3.62,0.0295,11,20.8,5.27,5.39,8.44,21,19,18,9,"4",26,NA,NA,90,1
"Ezekiel Elliott","RB","NE",11,13.6,2.09,0.00174,10.7,17.1,5.24,5.11,4.73,22,24,35,10,"4",30,NA,NA,51,7
"Aaron Jones","RB","GB",6,13.6,2.3,0.063,10.4,17.3,5.24,4.83,4.9,23,26,32,11,"4",31,NA,NA,59,6
"Jonathan Taylor","RB","IND",11,13.6,1.58,0.278,11.1,15.7,5.17,5.53,3.29,24,17,53,12,"4",27,NA,NA,35,3
"Puka Nacua","WR","LAR",10,13.8,7.39,0.416,5.92,27.3,5.02,-0.233,15,25,150,4,11,"6",24,NA,NA,99,0
"Joe Mixon","RB","CIN",7,13.3,2.51,0.0498,8.8,16.6,4.89,3.18,4.19,26,42,41,13,"4",29,NA,NA,66,6
"Kenneth Walker III","RB","SEA",5,13.3,2.57,0.221,9.06,16.5,4.84,3.45,4.14,27,40,42,14,"4",25,NA,NA,68,1
"James Cook","RB","BUF",13,13,1.48,0.315,10.4,14.7,4.62,4.78,2.32,28,27,64,15,"4",26,NA,NA,32,1
"A.J. Brown","WR","PHI",10,13.4,1.38,0.418,11.4,14.9,4.6,5.25,2.64,29,22,61,12,"6",28,NA,NA,32,4
"Jalen Hurts","QB","PHI",10,21.3,2.8,0.889,16.5,24.2,4.53,2.13,4.29,30,56,38,3,"2",27,NA,NA,71,3
"Derrick Henry","RB","TEN",7,12.7,2.28,0.162,10.1,16.3,4.31,4.45,3.93,31,29,45,16,"4",32,NA,NA,55,7
"George Pickens","WR","PIT",6,13,9.08,0.0757,8.36,31.3,4.18,2.21,19,32,55,3,13,"6",25,NA,NA,99,1
"D'Andre Swift","RB","PHI",10,12.6,2.87,0.419,10,17.6,4.15,4.4,5.23,33,30,28,17,"5",27,NA,NA,76,3
"Chris Olave","WR","NO",11,12.9,3.37,0.0975,9.86,19.5,4.11,3.71,7.2,34,36,21,14,"6",25,NA,NA,78,1
"Nico Collins","WR","HOU",7,12.8,1.76,0.0427,10.2,15.3,4.01,3.99,3.06,35,35,54,15,"6",27,NA,NA,50,2
"Davante Adams","WR","LVR",13,12.8,1.18,0.119,11.3,14.6,3.97,5.14,2.3,36,23,65,16,"6",33,NA,NA,24,9
"Michael Pittman","WR","IND",11,12.6,0.648,0.25,11.6,13.3,3.85,5.44,0.986,37,18,87,17,"6",28,NA,NA,6,3
"Austin Ekeler","RB","LAC",5,12.1,1.28,0.312,9.67,13.2,3.73,4.06,0.839,38,32,94,18,"5",30,NA,NA,23,NA
"Dak Prescott","QB","DAL",7,20.4,1.1,0.417,19.3,22,3.64,4.91,2.14,39,25,68,4,"2",32,NA,NA,15,7
"Cooper Kupp","WR","LAR",10,12.4,2.03,0.245,10.5,14.4,3.6,4.3,2.11,40,31,69,18,"7",32,NA,NA,60,6
"Devon Achane","RB","MIA",10,11.8,3.83,0.0255,5.46,16.5,3.42,-0.151,4.08,41,144,43,19,"5",24,NA,NA,93,0
"Devin Singletary","RB","HOU",7,11.8,1.81,0.0512,9.22,13.9,3.39,3.61,1.51,42,37,76,20,"5",28,NA,NA,42,4
"Calvin Ridley","WR","JAC",9,12.1,4.79,0.0568,8.48,21.7,3.35,2.32,9.41,43,54,13,19,"7",31,NA,NA,92,5
"Khalil Herbert","RB","CHI",13,11.7,3.4,0.0926,9.04,18.2,3.34,3.43,5.83,44,41,25,21,"5",28,NA,NA,85,2
"Ja'Marr Chase","WR","CIN",7,12.1,1.84,0.634,9.11,13.7,3.3,2.96,1.4,45,48,77,20,"7",26,NA,NA,51,2
"David Montgomery","RB","DET",9,11.7,2.75,0.0354,6.67,14.3,3.25,1.06,1.9,46,71,73,22,"5",28,NA,NA,72,4
"Justin Fields","QB","CHI",13,20,2.49,1.1,17.3,24.7,3.22,2.99,4.84,47,47,33,5,"3",27,NA,NA,62,2
"Travis Etienne","RB","JAC",9,11.6,3,0.0603,5.94,14.4,3.21,0.332,1.99,48,106,72,23,"5",27,NA,NA,79,2
"Najee Harris","RB","PIT",6,11.6,2.23,0.194,9.66,15.1,3.15,4.05,2.67,49,34,60,24,"5",28,NA,NA,54,2
"Ty Chandler","RB","MIN",13,11.4,1.3,0.0598,8.77,12.4,2.96,3.16,0,50,43,130,25,"5",28,NA,NA,24,1
"Tony Pollard","RB","DAL",7,11.3,2.95,0.155,6.52,14.6,2.9,0.91,2.24,51,79,66,26,"5",29,NA,NA,77,4
"Raheem Mostert","RB","MIA",10,11.1,3.91,0.12,5.69,15.1,2.74,0.0797,2.71,52,121,59,27,"6",34,NA,NA,94,NA
"D.J. Moore","WR","CHI",13,11.5,3.38,0.0551,4.74,13.3,2.66,-1.42,1.08,53,315,85,21,"7",29,NA,NA,79,5
"Chuba Hubbard","RB","CAR",7,11,1.09,0.0252,9.66,12.6,2.62,4.05,0.19,54,33,122,28,"6",26,NA,NA,18,2
"Stefon Diggs","WR","BUF",13,11.4,2.37,0.57,6.84,13.5,2.61,0.686,1.26,55,87,80,22,"8",32,NA,NA,67,8
"Brian Robinson","RB","WAS",14,11,1.39,1.02,9.12,13.2,2.6,3.51,0.792,56,39,96,29,"6",27,NA,NA,30,1
"Evan Engram","TE","JAC",9,10.1,2.48,0.407,7.88,14.7,2.57,2.67,3.75,57,49,46,1,"1",31,NA,NA,74,6
"Jason Sanders","K","MIA",10,12.6,7.51,0.595,7.93,26.6,2.31,0.347,11.1,58,104,5,1,"1",30,NA,NA,99,5
"Trey McBride","TE","ARI",14,9.68,1.67,0.382,7,11.4,2.16,1.79,0.39,59,62,112,2,"1",26,NA,NA,41,1
"Jordan Love","QB","GB",6,18.9,2.03,0.198,17.4,22.8,2.13,3.06,2.94,60,46,57,6,"3",27,NA,NA,59,3
"Tyler Lockett","WR","SEA",5,10.8,2.03,0.0619,8.52,14.5,2.04,2.37,2.24,61,53,67,23,"8",33,NA,NA,58,8
"Brandon Aiyuk","WR","SF",9,10.8,5.45,0.0775,2.63,17.4,1.98,-3.53,5.13,62,595,29,24,"8",28,NA,NA,94,3
"C.J. Stroud","QB","HOU",7,18.7,1.07,0.0483,17.4,20.1,1.93,3.07,0.211,63,44,119,7,"3",24,NA,NA,12,0
"Chris Godwin","WR","TB",5,10.7,1.21,0.0297,8.72,12.5,1.9,2.56,0.205,64,51,120,25,"8",30,NA,NA,26,6
"Lamar Jackson","QB","BAL",13,18.7,5.66,0.524,14.7,22.5,1.88,0.341,2.57,65,105,63,8,"3",29,NA,NA,99,5
"Garrett Wilson","WR","NYJ",7,10.7,1.16,0.132,9.22,12.8,1.87,3.07,0.508,66,45,104,26,"8",25,NA,NA,21,1
"Cole Kmet","TE","CHI",13,9.3,3.35,0.125,6.38,15.9,1.78,1.17,4.92,67,68,31,3,"1",27,NA,NA,88,3
"Adam Thielen","WR","CAR",7,10.5,2.08,0.318,8.15,14.3,1.74,1.99,2.06,68,58,70,27,"8",35,NA,NA,62,9
"Lucas Havrisik","K","FA",NA,12,NA,0.174,NA,NA,1.72,NA,NA,69,NA,NA,2,"1",26,NA,NA,NA,1
"Sam LaPorta","TE","DET",9,9.17,2.5,0.226,4.43,11,1.65,-0.779,0,70,216,130,4,"1",25,NA,NA,76,0
"Jaylen Warren","RB","PIT",6,9.98,0.67,0.29,9.13,10.6,1.57,3.52,-1.77,71,38,274,30,"7",27,NA,NA,7,1
"Cameron Dicker","K","LAC",5,11.8,6.78,0.392,8.24,24.5,1.55,0.666,9.04,72,88,15,3,"1",26,NA,NA,97,1
"Dallas Goedert","TE","PHI",10,8.95,2.03,0.0167,6.38,12.2,1.43,1.16,1.2,73,69,82,5,"1",31,NA,NA,50,5
"DeAndre Hopkins","WR","TEN",7,10.2,3,0.0782,4.3,12.3,1.42,-1.86,0,74,384,130,28,"8",33,NA,NA,76,10
"Jake Ferguson","TE","DAL",7,8.93,1.24,0.0598,7.06,10.8,1.41,1.85,-0.181,75,61,137,6,"1",27,NA,NA,29,1
