"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,19.8,1.4,1.82,18.1,22.4,12.1,12,11.7,1,1,1,1,"1",29,NA,NA,49,6
"Tony Pollard","RB","DAL",7,18,1.39,3.07,15.7,19.4,10.3,9.59,8.74,2,2,5,2,"2",29,NA,NA,47,4
"Justin Jefferson","WR","MIN",13,18.9,1.73,0.0465,16.8,21.1,9.46,9.27,10.1,3,3,2,1,"1",26,NA,NA,82,3
"Tyreek Hill","WR","MIA",10,18.8,1.81,3.43,16.4,20.8,9.41,8.87,9.85,4,4,3,2,"2",32,NA,NA,88,7
"Travis Kelce","TE","KC",10,15.4,2.22,3.52,11.9,17.4,8.59,6.75,9.33,5,6,4,1,"1",36,NA,NA,97,10
"Patrick Mahomes","QB","KC",10,24.8,1.61,2.32,23.3,27.5,7.57,7.29,7.6,6,5,7,1,"1",30,NA,NA,76,6
"Derrick Henry","RB","TEN",7,14.9,1.26,0.0392,12.5,15.9,7.2,6.41,5.17,7,9,20,3,"2",32,NA,NA,31,7
"Bijan Robinson","RB","ATL",11,14.9,2.75,0.0867,10.7,18.5,7.16,4.63,7.83,8,20,6,4,"2",24,NA,NA,94,0
"Joe Mixon","RB","CIN",7,14.8,1.73,0.206,12.9,17.7,7.07,6.74,7,9,7,8,5,"2",29,NA,NA,77,6
"Travis Etienne","RB","JAC",9,14.6,1.65,0.17,12.5,17.3,6.86,6.36,6.55,10,10,12,6,"3",27,NA,NA,67,2
"Josh Jacobs","RB","LVR",13,14.4,1.36,0.211,12.4,16.4,6.69,6.25,5.68,11,11,19,7,"3",28,NA,NA,44,4
"Kyren Williams","RB","LAR",10,14.2,1.88,0.231,11.9,17,6.48,5.75,6.29,12,12,14,8,"3",25,NA,NA,81,1
"Jahmyr Gibbs","RB","DET",9,14,2.5,0.415,10.1,16.9,6.25,3.99,6.23,13,28,15,9,"3",24,NA,NA,91,0
"Davante Adams","WR","LVR",13,15.4,1.35,0.192,14.2,17.7,5.98,6.61,6.77,14,8,9,3,"2",33,NA,NA,56,9
"Kenneth Walker III","RB","SEA",5,13.6,1.34,0.497,11.6,15.8,5.84,5.51,5.12,15,14,21,10,"4",25,NA,NA,40,1
"Keenan Allen","WR","LAC",5,15.2,2.34,0.252,10.7,17.5,5.79,3.16,6.52,16,41,13,4,"2",34,NA,NA,96,10
"CeeDee Lamb","WR","DAL",7,14.9,2.47,0.211,10.8,17.7,5.53,3.23,6.75,17,40,10,5,"2",27,NA,NA,99,3
"Rhamondre Stevenson","RB","NE",11,13.1,1.62,0.27,10.5,14.9,5.34,4.4,4.19,18,23,27,11,"4",28,NA,NA,66,2
"Ja'Marr Chase","WR","CIN",7,14.7,1.99,0.516,12,17.6,5.32,4.49,6.6,19,21,11,6,"3",26,NA,NA,92,2
"Jalen Hurts","QB","PHI",10,22.5,1.25,0.668,20.8,24,5.25,4.83,4.08,20,19,31,2,"1",27,NA,NA,44,3
"Alexander Mattison","RB","MIN",13,12.8,1.19,0.0378,11.4,14.8,5.07,5.32,4.14,21,15,29,12,"4",27,NA,NA,24,4
"Mark Andrews","TE","BAL",13,11.9,1.22,1.11,10.8,14.1,5.07,5.63,6,22,13,16,2,"2",30,NA,NA,82,5
"Raheem Mostert","RB","MIA",10,12.8,1.67,0.113,9.82,14.8,5.03,3.7,4.12,23,33,30,13,"4",34,NA,NA,73,NA
"Joshua Kelley","RB","LAC",5,12.7,1.4,0.272,11,14.9,4.92,4.89,4.18,24,18,28,14,"4",56,NA,NA,50,3
