"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,19.2,0.788,3.89,17.9,19.9,13,13.1,11.7,1,1,1,1,"1",29,NA,NA,24,6
"Tyreek Hill","WR","MIA",10,19.5,1.38,2.26,17.9,21.2,11.2,11.2,11.2,2,2,2,1,"1",32,NA,NA,72,7
"Austin Ekeler","RB","LAC",5,15.3,1.54,0.215,13.2,17.3,9.08,8.42,9.05,3,5,4,2,"1",30,NA,NA,83,NA
"CeeDee Lamb","WR","DAL",7,17.2,1.73,2.04,14.4,19.2,8.9,7.77,9.24,4,6,3,2,"2",27,NA,NA,93,3
"Kyren Williams","RB","LAR",10,15.1,1.35,0.00503,13.5,17.2,8.87,8.76,9,5,3,5,3,"1",25,NA,NA,67,1
"Alvin Kamara","RB","NO",11,15.1,1.62,0.31,11.9,16.3,8.86,7.13,8.09,6,9,7,4,"1",30,NA,NA,84,6
"Travis Etienne","RB","JAC",9,14.8,1.38,0.834,13.3,17.2,8.55,8.5,8.97,7,4,6,5,"2",27,NA,NA,70,2
"Zack Moss","RB","IND",11,13.9,1.2,0.171,12.4,16,7.72,7.63,7.78,8,7,9,6,"2",56,NA,NA,51,3
"Rachaad White","RB","TB",5,13.8,1.47,0.0769,10.8,14.8,7.55,6.04,6.58,9,17,18,7,"2",27,NA,NA,79,1
"Jahmyr Gibbs","RB","DET",9,13.7,1.72,0.0549,10.6,15.5,7.47,5.86,7.24,10,19,13,8,"2",24,NA,NA,87,0
"Derrick Henry","RB","TEN",7,13.6,1.77,0.191,10.7,15.6,7.42,5.89,7.33,11,18,12,9,"2",32,NA,NA,91,7
"Breece Hall","RB","NYJ",7,13.5,1.19,0.0649,12.2,15.6,7.23,7.41,7.35,12,8,11,10,"2",24,NA,NA,50,1
"Tony Pollard","RB","DAL",7,13.4,1.37,0.0866,11.8,15.3,7.16,7.05,7.02,13,10,15,11,"2",29,NA,NA,69,4
"Isiah Pacheco","RB","KC",10,13.3,1.9,0.468,10.3,16.3,7.07,5.52,8.08,14,22,8,12,"3",27,NA,NA,96,1
"Travis Kelce","TE","KC",10,12.6,1.23,2.28,10.4,14.2,6.99,5.67,7.13,15,21,14,1,"1",36,NA,NA,88,10
"Keenan Allen","WR","LAC",5,15.2,1.33,0.398,13.2,16.8,6.86,6.58,6.82,16,11,17,3,"2",34,NA,NA,69,10
"Bijan Robinson","RB","ATL",11,12.8,0.956,0.14,11.1,14.1,6.61,6.35,5.84,17,14,21,13,"3",24,NA,NA,36,0
