player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Josh Allen,46601,QB,BUF,1,68.8,48,51,8.3,2.75,0,6,11.3,56.9,29,0,20,12.1,57,4,0.29,20,4,82.0,93.3,86.6,92.9,1,1,59,1,50.9,5.0,82.1,1.8,1,5,0,2,2,1,1.7,339,6.6
Kyler Murray,38334,QB,ARZ,1,60.0,45,45,8.5,2.64,0,1,2.0,60.0,27,0,16,0.0,49,0,-0.32,11,1,81.2,57.9,57.0,61.6,0,0,55,0,36.7,25.0,83.2,8.2,4,0,0,0,1,1,1.8,256,5.7
Sam Howell,97599,QB,WAS,1,68.2,44,44,8.0,2.75,0,0,0.0,63.6,28,0,24,6.7,49,2,-0.13,16,32,80.8,56.8,54.1,71.1,0,1,52,0,49.0,16.7,74.1,8.2,4,1,0,0,0,2,3.8,300,6.8
Justin Herbert,28237,QB,LAC,1,75.6,41,44,7.4,2.78,0,3,6.8,65.9,29,0,21,6.5,51,2,-0.35,12,27,80.4,74.5,74.3,65.6,1,1,51,2,37.3,14.3,75.7,5.9,3,4,0,2,1,0,0.0,217,4.9
Jared Goff,10635,QB,DET,1,79.5,39,44,8.4,2.75,0,1,2.0,65.9,29,0,26,6.5,50,2,-0.22,17,11,19.5,52.7,59.7,29.1,3,0,55,1,44.0,11.5,103.6,6.0,3,3,0,2,2,3,5.5,332,7.5
Gardner Minshew,41401,QB,IND,1,68.4,38,41,6.4,2.4,2,0,0.0,58.5,24,0,14,7.7,45,2,-0.03,14,14,79.9,50.5,50.4,58.1,0,1,46,0,40.0,14.3,66.2,4.4,2,2,0,1,0,2,4.3,251,6.1
Trevor Lawrence,77632,QB,JAX,1,75.0,36,38,9.3,2.31,0,4,9.3,60.5,23,0,6,14.8,40,4,0.34,13,15,80.3,80.3,78.6,62.4,1,1,45,0,55.0,0.0,90.2,0.0,0,0,0,1,1,1,2.2,364,9.6
Tim Boyle,21956,QB,NYJ,1,77.8,36,38,4.9,2.35,1,0,0.0,71.1,27,0,18,3.6,45,1,-0.51,9,22,80.2,67.7,66.0,63.5,0,2,48,0,40.0,38.9,67.8,15.6,7,0,0,1,1,1,2.1,179,4.7
Derek Carr,8671,QB,NO,1,69.4,36,38,8.6,2.52,0,1,2.4,63.2,24,0,9,4.0,40,1,0.05,14,20,29.1,62.4,66.1,43.4,0,1,43,0,47.5,11.1,77.1,2.5,1,1,0,2,0,2,4.7,304,8.0
Justin Fields,82118,QB,CHI,1,90.0,30,37,3.1,3.47,2,1,2.7,73.0,27,0,22,0.0,44,0,-0.28,12,6,23.6,67.2,73.4,48.8,0,0,44,0,34.1,13.6,87.3,6.8,3,4,0,5,0,2,4.5,217,5.9
C.J. Stroud,129759,QB,HST,1,76.5,34,36,9.6,3.89,1,1,2.7,72.2,26,0,28,0.0,46,0,0.07,15,13,80.0,85.8,81.2,74.6,1,0,47,0,54.3,14.3,116.0,8.7,4,6,0,0,2,0,0.0,304,8.4
Patrick Mahomes,11765,QB,KC,1,90.3,31,34,4.6,3.08,0,2,5.9,79.4,27,0,14,3.6,38,1,0.4,18,16,79.2,84.6,84.3,61.8,1,0,38,0,55.3,7.1,122.8,2.6,1,3,0,2,2,0,0.0,298,8.8
Matthew Stafford,4924,QB,LA,1,83.9,31,33,6.0,2.5,0,1,3.0,75.8,25,0,8,3.8,34,1,0.29,16,26,78.1,68.2,68.0,58.3,1,1,34,0,61.8,0.0,121.1,0.0,0,1,0,1,4,0,0.0,229,6.9
Kenny Pickett,60515,QB,PIT,1,80.6,31,33,8.5,2.48,0,4,11.1,72.7,24,0,8,4.0,37,1,0.27,15,25,79.7,91.6,91.8,55.6,1,0,40,0,48.6,25.0,97.8,5.4,2,2,0,1,0,0,0.0,278,8.4
Aidan O'Connell,60516,QB,LV,1,80.6,31,33,5.4,2.42,1,2,6.1,69.7,23,0,14,8.0,34,2,0.1,12,23,78.1,85.5,83.7,,1,0,34,0,47.1,7.1,101.6,2.9,1,0,0,0,1,0,0.0,248,7.5
Joshua Dobbs,11890,QB,MIN,1,76.7,30,32,8.7,3.07,0,2,5.6,68.8,22,0,16,4.3,36,1,-0.64,8,18,79.0,54.2,55.3,54.6,0,4,40,2,25.0,12.5,54.3,5.6,2,2,0,2,1,3,7.5,185,5.8
Jordan Love,40306,QB,GB,1,82.1,28,32,10.8,2.9,0,2,6.3,68.8,22,0,15,4.3,33,1,0.31,13,12,78.6,86.6,87.9,55.8,3,0,34,2,54.5,0.0,125.5,0.0,0,1,0,1,3,0,0.0,268,8.4
Lamar Jackson,46416,QB,BLT,1,67.9,28,32,6.7,2.77,1,0,0.0,56.3,18,0,17,5.3,36,1,-0.13,9,3,32.2,59.0,53.3,69.1,0,0,38,1,44.4,11.8,82.4,5.6,2,2,0,3,1,1,2.6,177,5.5
Dak Prescott,10769,QB,DAL,1,77.4,31,32,15.0,2.81,1,5,14.7,68.8,22,0,9,8.3,33,2,0.6,16,9,78.5,97.0,95.3,72.2,0,0,35,0,54.5,0.0,142.1,0.0,0,1,0,0,4,0,0.0,331,10.3
Bryce Young,123943,QB,CAR,1,83.3,24,31,6.5,3.48,0,1,2.9,58.1,18,0,15,10.0,38,2,-0.05,9,5,29.3,62.7,54.2,81.1,0,0,44,0,39.5,26.7,76.5,10.5,4,3,0,7,0,1,2.3,194,6.3
Jalen Hurts,40291,QB,PHI,1,74.1,27,31,7.7,3.5,0,2,6.3,58.1,18,0,19,10.0,38,2,0.06,15,24,33.0,74.4,76.1,61.3,1,1,39,0,50.0,10.5,96.2,5.3,2,5,0,3,3,0,0.0,200,6.5
Brock Purdy,77672,QB,SF,1,75.0,28,30,9.0,3.22,0,1,3.3,70.0,21,0,14,0.0,32,0,0.01,10,28,78.4,75.8,76.0,57.9,0,1,33,0,46.9,7.1,86.7,3.1,1,1,0,2,1,1,3.0,209,7.0
Tua Tagovailoa,60326,QB,MIA,1,82.1,28,30,5.3,2.18,0,3,9.7,70.0,21,0,4,8.7,33,2,-0.04,14,17,78.1,81.9,83.7,51.3,0,2,34,0,54.5,50.0,77.5,6.1,2,1,1,1,1,2,5.9,243,8.1
Baker Mayfield,46518,QB,TB,1,84.6,26,30,8.2,2.55,3,2,6.3,66.7,20,0,10,9.1,37,2,-0.11,10,30,79.0,73.3,72.4,60.0,0,1,39,0,45.9,60.0,93.6,16.2,6,1,0,1,2,1,2.6,199,6.6
Dorian Thompson-Robinson,83574,QB,CLV,1,64.0,25,29,8.4,2.72,1,0,0.0,48.3,14,0,10,12.5,30,2,-0.06,8,8,27.9,58.2,69.1,29.8,0,0,33,0,36.7,0.0,73.1,0.0,0,1,0,3,1,0,0.0,134,4.6
Will Levis,83542,QB,TEN,1,76.0,25,28,9.7,2.61,2,0,0.0,64.3,18,0,8,5.3,29,1,-0.12,9,31,78.0,66.1,65.1,60.5,0,0,29,0,51.7,12.5,83.2,3.4,1,0,1,0,0,1,3.4,185,6.6
Geno Smith,7820,QB,SEA,1,74.1,27,27,10.9,2.6,0,2,7.1,66.7,18,0,17,10.0,36,2,-0.27,7,29,79.0,63.2,62.7,60.0,0,1,38,0,47.2,35.3,70.0,16.7,6,3,0,0,0,3,7.9,180,6.7
Jake Browning,46401,QB,CIN,1,79.2,24,26,5.6,2.77,1,1,3.7,73.1,19,0,11,0.0,32,0,-0.05,9,7,27.0,39.9,41.2,54.8,0,1,33,1,43.8,36.4,96.2,12.5,4,2,0,1,1,3,9.1,227,8.7
Tommy DeVito,60545,QB,NYG,1,87.0,23,25,8.3,3.12,1,2,8.0,68.0,17,0,12,15.0,33,3,-0.16,7,21,27.3,63.7,71.7,38.4,0,0,33,1,39.4,50.0,103.9,18.2,6,2,0,1,1,2,6.1,191,7.6
