player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Drake London,86519,WR,ATL,1,15.1,3,62.5,50.0,2,4,0,16.7,2,7,2,0,41.1,71.1,89.9,,91.6,0.0,0,0,39,0.0,0,41,2,10,97.6,40,24.4,10,142.4,16,2,75.6,31,187,36,3.6,18.7,4.68
Mike Evans,8642,WR,TB,1,10.8,0,64.3,50.0,1,2,0,0.0,0,4,30,0,77.3,70.6,76.7,,76.8,0.0,0,1,14,0.0,0,38,0,9,100.0,38,50.0,19,52.4,14,0,50.0,19,89,10,1.1,9.9,2.34
Quentin Johnston,123085,WR,LAC,1,9.5,2,92.9,100.0,2,2,0,0.0,0,6,27,0,80.0,72.3,86.0,,82.8,0.0,0,0,39,0.0,0,38,0,13,92.1,35,15.8,6,118.8,14,0,84.2,32,186,56,4.3,14.3,5.31
Ja'Marr Chase,84270,WR,CIN,1,7.1,0,76.9,50.0,2,4,0,9.1,1,4,7,0,58.9,71.1,71.9,,70.9,0.0,0,1,19,0.0,0,52,0,10,96.2,50,25.0,13,90.5,13,1,75.0,39,96,27,2.7,9.6,1.92
Jerry Jeudy,61103,WR,CLV,1,9.2,3,46.2,0.0,0,2,0,25.0,2,3,8,0,29.7,68.8,63.5,,63.0,2.4,1,0,30,0.0,0,41,0,6,90.2,37,31.7,13,60.7,13,0,65.9,27,63,52,8.7,10.5,1.7
Davante Adams,8688,WR,NYJ,1,10.9,1,50.0,25.0,1,4,0,0.0,0,4,22,0,74.6,68.8,84.2,,83.0,0.0,0,1,30,0.0,0,39,0,6,97.4,38,46.2,18,67.4,12,1,53.8,21,88,27,4.5,14.7,2.32
Terry McLaurin,48229,WR,WAS,1,10.0,0,66.7,100.0,3,3,0,11.1,1,4,32,0,54.9,70.1,73.3,64.9,72.0,0.0,0,0,13,2.6,1,39,0,8,92.3,36,7.7,3,106.9,12,1,92.3,36,62,14,1.8,7.8,1.72
Jonnu Smith,11855,TE,MIA,1,4.8,0,75.0,50.0,1,2,0,0.0,0,4,17,1,77.3,19.2,61.3,69.2,60.8,32.4,12,0,15,2.7,1,37,0,9,94.6,35,37.8,14,112.5,12,1,27.0,10,58,33,3.7,6.4,1.66
Josh Downs,122832,WR,IND,1,5.2,1,83.3,50.0,1,2,0,9.1,1,5,14,0,58.5,71.1,73.4,,73.0,0.0,0,0,18,0.0,0,39,0,10,97.4,38,92.3,36,99.3,12,0,5.1,2,94,56,5.6,9.4,2.47
Trey McBride,75916,TE,ARZ,1,7.4,1,63.6,50.0,2,4,0,12.5,1,6,1,0,52.5,69.5,76.6,,75.4,50.0,19,0,28,0.0,0,38,0,7,92.1,35,42.1,16,110.0,11,1,7.9,3,65,35,5.0,9.3,1.86
Brian Thomas Jr.,146760,WR,JAX,1,15.0,1,63.6,100.0,1,1,0,12.5,1,3,15,0,52.1,69.5,70.1,,69.5,0.0,0,1,41,0.0,0,37,0,7,97.3,36,40.5,15,56.2,11,0,59.5,22,103,26,3.7,14.7,2.86
Wan'Dale Robinson,101735,WR,NYG,1,0.9,3,90.9,100.0,1,1,0,9.1,1,1,21,0,58.9,71.1,67.7,,67.4,0.0,0,0,9,0.0,0,24,0,10,100.0,24,70.8,17,83.0,11,0,29.2,7,43,36,3.6,4.3,1.79
Pat Freiermuth,84085,TE,PIT,1,6.4,0,80.0,,0,0,0,11.1,1,4,25,0,54.5,70.1,74.7,69.6,76.6,20.0,7,0,19,2.9,1,35,0,8,88.6,31,71.4,25,135.4,10,1,8.6,3,85,37,4.6,10.6,2.74
Jakobi Meyers,47468,WR,LV,1,13.1,1,90.0,100.0,2,2,0,0.0,0,4,23,0,77.3,70.6,86.0,,82.4,0.0,0,0,25,0.0,0,39,0,9,94.9,37,30.8,12,151.3,10,1,69.2,27,123,17,1.9,13.7,3.32
Jahan Dotson,84375,WR,PHI,1,11.1,2,70.0,0.0,0,1,0,0.0,0,6,24,0,75.6,73.0,77.0,,75.9,0.0,0,0,19,0.0,0,43,0,7,100.0,43,9.3,4,99.6,10,0,90.7,39,94,20,2.9,13.4,2.19
DJ Moore,48267,WR,CHI,1,1.7,2,90.0,100.0,1,1,0,0.0,0,6,6,1,78.0,19.8,79.4,,78.3,0.0,0,0,32,0.0,0,37,1,9,91.9,34,21.6,8,135.8,10,1,78.4,29,86,66,7.3,9.6,2.53
Jauan Jennings,48027,WR,SF,1,6.0,0,70.0,100.0,2,2,2,0.0,0,2,28,0,75.6,69.5,77.2,,82.7,0.0,0,1,12,0.0,0,16,2,7,93.8,15,50.0,8,42.5,10,0,50.0,8,52,18,2.6,7.4,3.47
